r,R  4/ 2,R  5/ 2,R  6/ 2,R  7/ 2,R  8/ 2,R  9/ 2,R 10/ 2,I  4/ 2,I  5/ 2,I  6/ 2,I  7/ 2,I  8/ 2,I  9/ 2,I 10/ 2
0.263,0.727015881,6.00421015,-19.7643964,18.406497,4.55496053,0.597640998,0.0933304473,0.268762515,-2.56729393,-8.60932057,-11.1115503,3.14761708,0.658570517,0.136926965
0.264,0.713476154,6.08335252,-19.6131043,18.4991164,4.55436362,0.601463172,0.0957075426,0.293844485,-2.38126417,-8.99227376,-10.9519845,3.1809969,0.665142161,0.139155601
0.265,0.699091709,6.15603542,-19.4503624,18.5865174,4.55144881,0.604869922,0.0980412143,0.318180086,-2.19291548,-9.37166121,-10.7861876,3.214066,0.671560733,0.141425134
0.266,0.6838704,6.22214175,-19.2763003,18.668566,4.54618756,0.607858147,0.10030228,0.341657465,-2.00248083,-9.74714217,-10.6142967,3.24671255,0.67782957,0.143657485
0.267,0.667838342,6.281566,-19.091054,18.7451452,4.53856161,0.610439039,0.102482027,0.36419612,-1.81020012,-10.1183533,-10.4364642,3.27885171,0.683942225,0.145806007
0.268,0.651039741,6.33421202,-18.8947599,18.8161416,4.52857105,0.612624767,0.104588817,0.38576634,-1.61632564,-10.4848899,-10.2528582,3.31044369,0.689884113,0.147871068
0.269,0.633520666,6.37999513,-18.687569,18.881448,4.51621984,0.614429965,0.106630885,0.406341336,-1.42111483,-10.8463528,-10.0636558,3.34144722,0.695641798,0.149850162
0.27,0.615328744,6.41884455,-18.4696485,18.9409649,4.50151422,0.615872673,0.108616332,0.425891868,-1.22482843,-11.202356,-9.86904061,3.37181291,0.701203195,0.151734133
0.271,0.59651328,6.4507039,-18.2411804,18.9946015,4.4844641,0.616973724,0.110552568,0.444388162,-1.02773075,-11.5525239,-9.66920339,3.40148684,0.706558733,0.15350888
0.272,0.577124355,6.47553353,-18.0023635,19.0422768,4.46508113,0.617757393,0.112446107,0.461802089,-0.83008902,-11.8964919,-9.46434126,3.43041111,0.711700088,0.15515868
0.273,0.557211703,6.49331126,-17.7534131,19.0839195,4.44338097,0.618248903,0.114302277,0.478099422,-0.632172406,-12.2339128,-9.25465639,3.45851752,0.716623129,0.156658802
0.274,0.536834738,6.50403401,-17.494553,19.1194694,4.41939015,0.618475143,0.116135389,0.493281213,-0.434256768,-12.5644178,-9.04036106,3.48576873,0.721319959,0.158020415
0.275,0.516070002,6.50771224,-17.2260003,19.1488633,4.39316358,0.618447831,0.117973583,0.50745291,-0.236639545,-12.8875451,-8.82168921,3.51223099,0.725771286,0.159357517
0.276,0.494982397,6.50436641,-16.9479848,19.1720186,4.36476488,0.618148293,0.119825385,0.520709419,-0.0396239155,-13.2028481,-8.59887791,3.53796611,0.729967831,0.160769306
0.277,0.473614623,6.49403007,-16.6607693,19.1888538,4.3342428,0.617553298,0.121675022,0.533049641,0.156502542,-13.5099829,-8.37215442,3.56294312,0.733917767,0.162257395
0.278,0.452007525,6.47675269,-16.3646344,19.1992961,4.30164539,0.616640629,0.123504874,0.544459582,0.351457129,-13.8086299,-8.141748,3.58711883,0.737630754,0.163813157
0.279,0.430202021,6.45259362,-16.0598733,19.2032753,4.26702476,0.615384936,0.12529718,0.554935236,0.544958222,-14.0984697,-7.90789456,3.61046218,0.741114108,0.165438411
0.28,0.408238826,6.42162375,-15.7467929,19.2007264,4.23043438,0.613761427,0.127034936,0.564480564,0.736726898,-14.3791877,-7.6708354,3.63295059,0.744371995,0.167143402
0.281,0.386157359,6.3839211,-15.4257124,19.1915856,4.19193034,0.611742249,0.128700045,0.573107994,0.926486326,-14.6504728,-7.43081803,3.65457172,0.74740543,0.168945796
0.282,0.363995446,6.33957134,-15.096964,19.1757926,4.15156826,0.609300636,0.130273749,0.580843431,1.11396256,-14.9120137,-7.18809563,3.67532844,0.750210788,0.170874946
0.283,0.341784459,6.28866314,-14.7608936,19.1532858,4.10940075,0.606407875,0.131731029,0.587667566,1.29889417,-15.1635594,-6.94291906,3.69518,0.752789313,0.172910094
0.284,0.319546949,6.23129542,-14.4178714,19.1240236,4.06546512,0.603056874,0.133044741,0.593427916,1.481054,-15.4050104,-6.69551971,3.71394707,0.755160928,0.174892069
0.285,0.297317063,6.16758574,-14.0682831,19.0880105,4.01979158,0.59928752,0.134212674,0.598004544,1.66022991,-15.6362692,-6.44613193,3.73146181,0.757335428,0.176690424
0.286,0.275142281,6.09766647,-13.7125107,19.0452686,3.97242429,0.595148506,0.1352504,0.601414677,1.83619551,-15.8571272,-6.1950125,3.74768577,0.759301191,0.178306652
0.287,0.25307041,6.02167783,-13.3509397,18.9958264,3.92341222,0.590688381,0.136175027,0.603697269,2.00872804,-16.0673765,-5.94242298,3.76259838,0.761044335,0.17975668
0.288,0.231148066,5.93977478,-12.9839611,18.9397255,3.8728079,0.585958663,0.137004717,0.60488202,2.1776137,-16.2668411,-5.68862273,3.77616552,0.762556328,0.181040262
0.289,0.209421759,5.85212458,-12.6119697,18.8770183,3.82066741,0.581010786,0.137758017,0.604994856,2.3426484,-16.4553715,-5.43386888,3.78834673,0.763832116,0.182149644
0.29,0.18793758,5.75891057,-12.2353636,18.8077716,3.7670512,0.575898051,0.138455034,0.604051924,2.50363842,-16.6328504,-5.17841455,3.79908857,0.764872841,0.183062655
0.291,0.166743048,5.66033255,-11.8545432,18.732067,3.71202414,0.570673086,0.139117488,0.602064365,2.6604021,-16.7991883,-4.92250799,3.80833062,0.765684083,0.183753163
0.292,0.145882321,5.55660909,-11.469914,18.6500025,3.65565433,0.565387905,0.139766264,0.599152449,2.81274891,-16.9542076,-4.66641294,3.8161197,0.76625725,0.184304468
0.293,0.125391212,5.44796592,-11.0818781,18.5616556,3.59801974,0.560052043,0.140401292,0.595554562,2.96046426,-17.0976166,-4.41041754,3.82264108,0.766564121,0.184923991
0.294,0.105299909,5.33462194,-10.6908256,18.4670663,3.53921351,0.554623295,0.141003445,0.59139773,3.10334549,-17.2292288,-4.15480009,3.82799865,0.766593253,0.185712647
0.295,0.0856402833,5.21679944,-10.297149,18.3662772,3.47932969,0.549055141,0.141553727,0.586679471,3.24122227,-17.3489963,-3.89981486,3.83217333,0.766353142,0.186647694
0.296,0.0664419374,5.09472569,-9.90124408,18.2593365,3.41846111,0.543299724,0.142031229,0.581397173,3.37393369,-17.4568836,-3.64571375,3.83515048,0.765850661,0.187711304
0.297,0.0477308404,4.96862936,-9.50351327,18.1462965,3.35669505,0.537309035,0.142411856,0.575560327,3.50132761,-17.5528538,-3.39274854,3.8369329,0.76508662,0.18890386
0.298,0.0295298416,4.83873746,-9.10435963,18.0272108,3.29411747,0.531034448,0.142669975,0.5691863,3.62325838,-17.6368747,-3.14117187,3.83753442,0.764057397,0.190235299
0.299,0.011856168,4.70527411,-8.70419219,17.9021346,3.23080705,0.524428009,0.142776069,0.562307877,3.73958802,-17.7089089,-2.89123764,3.83698982,0.762752502,0.191733968
0.3,-0.00526924166,4.5684527,-8.30340968,17.7711178,3.16684897,0.517440999,0.142707543,0.554918597,3.85019121,-17.7689699,-2.64319469,3.83529617,0.761164828,0.193384353
0.301,-0.0217988035,4.42847966,-7.90238888,17.6342213,3.10234805,0.51004027,0.142477529,0.546832858,3.95499134,-17.817268,-2.39725243,3.83226355,0.759320004,0.194985673
0.302,-0.0376887606,4.28557791,-7.50152845,17.4915739,3.03738725,0.502274179,0.14212444,0.537887974,4.05394481,-17.8540433,-2.15359444,3.82767183,0.757255013,0.196342065
0.303,-0.0529247507,4.13999273,-7.10125523,17.343342,2.97201899,0.494217697,0.141668575,0.528115784,4.14699486,-17.8793761,-1.91242053,3.82148035,0.754981574,0.197443562
0.304,-0.0675017618,3.99196883,-6.70199277,17.1896973,2.90629266,0.485948713,0.141126643,0.517596682,4.23408559,-17.8933201,-1.67393373,3.81369263,0.752505605,0.198319494
0.305,-0.0814125598,3.84176182,-6.30415275,17.0308265,2.84026422,0.477545708,0.140522684,0.506399335,4.31517775,-17.8959645,-1.43832374,3.80429876,0.749842075,0.19897779
0.306,-0.0946502754,3.68963088,-5.90813625,16.8669246,2.77399366,0.469087595,0.139884524,0.494588234,4.39024548,-17.8874238,-1.2057703,3.7932808,0.747010824,0.19941598
0.307,-0.107204796,3.5358485,-5.51433158,16.6982037,2.70754772,0.460653059,0.139247277,0.482215162,4.45928148,-17.8678484,-0.976437257,3.78060758,0.744041377,0.199611424
0.308,-0.119071764,3.38069801,-5.12312399,16.5248898,2.64098957,0.452321438,0.13864221,0.469347849,4.52229162,-17.8373944,-0.750477405,3.7662604,0.740964795,0.199556445
0.309,-0.130295648,3.22448615,-4.73493572,16.3472293,2.57433728,0.444170576,0.138049836,0.456224832,4.57926458,-17.7960649,-0.528062528,3.75040086,0.737783691,0.199416125
0.31,-0.140930807,3.06750814,-4.35016685,16.1654135,2.50761058,0.43619949,0.137408343,0.44311896,4.63016336,-17.7438064,-0.309394072,3.73328552,0.734468139,0.199409788
0.311,-0.150984792,2.91003497,-3.96915335,15.9795939,2.44087748,0.428357334,0.136686532,0.430111981,4.674982,-17.6807419,-0.0946525911,3.71502279,0.731004643,0.199582391
0.312,-0.160442788,2.75232703,-3.59220113,15.789917,2.37422466,0.42058674,0.135873706,0.417198307,4.713742,-17.6070905,0.116001451,3.69563817,0.727389609,0.199900049
0.313,-0.169295119,2.59463867,-3.21961571,15.5965309,2.30772871,0.412828853,0.134951913,0.404379195,4.74647485,-17.5230675,0.322409817,3.67517765,0.723611519,0.200348637
0.314,-0.177535318,2.43721055,-2.85169463,15.3995769,2.24145932,0.405024866,0.133898092,0.39166067,4.77321851,-17.4288907,0.524415666,3.6536945,0.719650938,0.200925598
0.315,-0.185164413,2.2802723,-2.48873463,15.199195,2.17547474,0.397115063,0.132680195,0.379056965,4.79401693,-17.3247703,0.721861837,3.63126401,0.71547996,0.20164783
0.316,-0.192178286,2.12402953,-2.13101167,14.9955103,2.10983589,0.389039348,0.131270983,0.366566611,4.80891946,-17.2109371,0.914592195,3.60794724,0.711065929,0.202519635
0.317,-0.198511934,1.96866075,-1.77873183,14.788638,2.04466264,0.380733548,0.129709828,0.354023686,4.81801441,-17.0877893,1.10248456,3.58364514,0.7064062,0.203383135
0.318,-0.204098991,1.81433899,-1.43210068,14.5787446,1.98007633,0.372213361,0.128081828,0.341234002,4.8214383,-16.9558064,1.28546789,3.55815724,0.70153851,0.204030763
0.319,-0.208947596,1.66126374,-1.09138985,14.3660538,1.91613097,0.363544929,0.126423646,0.328186012,4.81932233,-16.8153187,1.46347205,3.53143491,0.696493432,0.204422369
0.32,-0.21309796,1.5096283,-0.75688203,14.1507905,1.8528515,0.354802107,0.124745147,0.314949706,4.81178889,-16.6665873,1.63642177,3.50350316,0.691288857,0.204593425
0.321,-0.216586757,1.35962913,-0.428838337,13.9331905,1.79027425,0.346055417,0.12306646,0.301585059,4.7989705,-16.5098914,1.80425657,3.47438014,0.685954544,0.204559287
0.322,-0.21944834,1.21145617,-0.10749999,13.7134887,1.72843833,0.337376038,0.12141483,0.288145807,4.78101119,-16.3455292,1.96693204,3.44406882,0.680524709,0.204323873
0.323,-0.221711755,1.06530664,0.206913016,13.491934,1.66739513,0.328831519,0.119828079,0.27467559,4.75806702,-16.1738164,2.12442201,3.41256455,0.67504676,0.203871864
0.324,-0.223425772,0.921382534,0.514174268,13.268783,1.60717314,0.32049407,0.11832732,0.26125083,4.73030316,-15.9950507,2.27671538,3.37988566,0.669565137,0.203218516
0.325,-0.224716887,0.779909323,0.813997067,13.04431,1.54772596,0.312430634,0.116846225,0.24809767,4.69785713,-15.8093752,2.42377837,3.3462223,0.664093767,0.202531169
0.326,-0.225682362,0.64108903,1.10614781,12.8187198,1.48901331,0.304624973,0.115293604,0.235412255,4.66083805,-15.6169173,2.56554275,3.31181012,0.658595709,0.201973928
0.327,-0.226326716,0.505089798,1.39049688,12.5921795,1.43108026,0.297019838,0.113649471,0.223213335,4.61937633,-15.4179585,2.7019578,3.27674334,0.653048859,0.201550409
0.328,-0.226632954,0.372064825,1.66694333,12.3648463,1.37398009,0.289556223,0.111911977,0.211475643,4.57362038,-15.2128289,2.83299176,3.24106808,0.647431518,0.201226392
0.329,-0.226588507,0.242155239,1.93538997,12.1368757,1.31775888,0.282176363,0.110066107,0.200178209,4.52371622,-15.0018457,2.95861041,3.20484814,0.641716133,0.200986622
0.33,-0.226184001,0.115484829,2.19574665,11.9084115,1.26244702,0.274825326,0.10809109,0.18930599,4.46981265,-14.7853214,3.07878359,3.16815013,0.635864924,0.200826114
0.331,-0.225411837,-0.00783886605,2.44793218,11.6795929,1.20807206,0.267450481,0.105956009,0.178845934,4.41205177,-14.5635564,3.19347545,3.13105515,0.629834877,0.20075539
0.332,-0.224214884,-0.127742635,2.69192865,11.4505315,1.15469985,0.25999137,0.103678529,0.168712953,4.35058789,-14.3369212,3.3026644,3.09356912,0.623588426,0.200712742
0.333,-0.222486792,-0.244176701,2.9277767,11.2213523,1.10246253,0.2524171,0.101353111,0.158725635,4.28561225,-14.1059022,3.40637314,3.05556923,0.61713707,0.200538112
0.334,-0.220202969,-0.357082456,3.15544879,10.9922301,1.05143038,0.244767884,0.0990491329,0.14880178,4.21734003,-13.8709361,3.50466497,3.01695844,0.610523803,0.200144273
0.335,-0.217417717,-0.466385011,3.37485754,10.7633672,1.00160748,0.237103856,0.0967657268,0.138975673,4.1459668,-13.6323452,3.59759235,2.97775623,0.603781391,0.199559269
0.336,-0.214188014,-0.572022756,3.58593228,10.5349532,0.952992098,0.229480403,0.0945062617,0.129289299,4.07168859,-13.3904444,3.68521543,2.93798537,0.596941387,0.198809512
0.337,-0.210569569,-0.673931807,3.78862119,10.3071871,0.905594261,0.221952099,0.0922825014,0.119776693,3.99470419,-13.1455545,3.76760526,2.89766451,0.590046039,0.197911193
0.338,-0.206614315,-0.772058061,3.98289206,10.0802568,0.859423068,0.214566095,0.0901154922,0.110468074,3.91521877,-12.8980009,3.84484655,2.85680424,0.583139204,0.196868708
0.339,-0.202388958,-0.866338931,4.16871248,9.85436452,0.81448209,0.207372084,0.0880199676,0.101403033,3.83343972,-12.648098,3.91703459,2.81542723,0.576271858,0.195694512
0.34,-0.198012853,-0.956706726,4.34601012,9.62970915,0.7707106,0.200416518,0.0859523097,0.0926981025,3.74956127,-12.3960775,3.98425756,2.77363901,0.569472132,0.194475781
0.341,-0.193580425,-1.04309843,4.51474984,9.40646324,0.728048737,0.193702848,0.0838527324,0.0844598121,3.66374549,-12.1421388,4.04657067,2.73159103,0.562726757,0.193303982
0.342,-0.189106849,-1.12548496,4.674981,9.18475442,0.686491693,0.187201744,0.0817149678,0.0767014959,3.5761609,-11.8865539,4.1040347,2.68936087,0.556017281,0.192186197
0.343,-0.184591583,-1.20384226,4.82677682,8.96471435,0.646053159,0.180885644,0.0795526128,0.0694066311,3.48698013,-11.6296182,4.15672053,2.64699683,0.549332474,0.191102722
0.344,-0.180031265,-1.27816126,4.97021757,8.746457,0.606736266,0.174724855,0.0773699479,0.0625608522,3.39637624,-11.3716176,4.20470267,2.60454974,0.542656362,0.190041722
0.345,-0.175428833,-1.34843719,5.10538641,8.53010196,0.56854036,0.16869651,0.0751694628,0.0561517734,3.30451595,-11.1128292,4.24805593,2.56207192,0.535971547,0.188995584
0.346,-0.170779582,-1.4146802,5.23237905,8.31575012,0.531460745,0.16277585,0.0729472936,0.0501664155,3.21156515,-10.853521,4.28685803,2.51961598,0.529259003,0.187961474
0.347,-0.166068469,-1.47691151,5.35131114,8.10350277,0.495505965,0.156941911,0.0707163458,0.0445640141,3.1176869,-10.5939827,4.32119047,2.47720368,0.522502917,0.186908601
0.348,-0.161279172,-1.53516337,5.46230466,7.89345479,0.46069239,0.15118394,0.0684966931,0.0392840565,3.02306189,-10.3345239,4.35115503,2.43482529,0.515712225,0.185791276
0.349,-0.156429565,-1.58946769,5.56545766,7.68571965,0.427017361,0.145508542,0.066300753,0.034298496,2.92786831,-10.0754277,4.37685902,2.39248779,0.508900675,0.184592313
0.35,-0.151542852,-1.63986032,5.6608702,7.48039924,0.394468513,0.139922627,0.0641256975,0.029600854,2.83228057,-9.81694443,4.39841254,2.35022252,0.502084916,0.183320629
0.351,-0.146646024,-1.6863852,5.74864729,7.27759803,0.363030179,0.134434563,0.0619758164,0.0251879655,2.7364639,-9.55931949,4.41592561,2.3080565,0.49527489,0.181981081
0.352,-0.141760147,-1.72908856,5.82890737,7.07740835,0.332691186,0.129051258,0.0598522948,0.0210513211,2.64058459,-9.30279012,4.42951586,2.26601657,0.488490836,0.180579362
0.353,-0.136909003,-1.76802604,5.90177178,6.87992403,0.303434626,0.123779579,0.0577631116,0.0171881931,2.54480053,-9.04758865,4.43930126,2.22412482,0.481743836,0.179116828
0.354,-0.132122984,-1.80324885,5.96736326,6.68523137,0.275239232,0.118628269,0.0557027171,0.0135972452,2.44926814,-8.7939296,4.44540457,2.18241337,0.475054529,0.17760562
0.355,-0.127433334,-1.83481788,6.02580637,6.49341271,0.248066875,0.113601352,0.0536616121,0.0102979361,2.35412688,-8.54200435,4.44794235,2.14092686,0.468421992,0.176065754
0.356,-0.122854559,-1.86279099,6.07725135,6.30453378,0.221893233,0.108697111,0.0516327385,0.00728502272,2.259508,-8.29200206,4.44702944,2.09970426,0.461847989,0.174506407
0.357,-0.118382193,-1.88724453,6.12186429,6.1186538,0.196698252,0.103910121,0.049623624,0.00456083663,2.165537,-8.04410868,4.4427826,2.05877446,0.455325256,0.172928401
0.358,-0.114020314,-1.90824594,6.15981297,5.93582631,0.172466117,0.0992381697,0.0476364814,0.00210375751,2.07233496,-7.79851135,4.43531657,2.01815895,0.448854441,0.171325448
0.359,-0.109754461,-1.92588167,6.19127677,5.75609888,0.149178408,0.0946780343,0.0456764689,-7.49440172e-05,1.98001718,-7.55537077,4.42474954,1.97789006,0.442429513,0.16970503
0.36,-0.105590242,-1.94022683,6.21642816,5.57951465,0.126816939,0.0902286866,0.0437444904,-0.00200296151,1.88869042,-7.31486244,4.41119059,1.93798182,0.436044993,0.168054585
0.361,-0.101491099,-1.95137827,6.23547114,5.40610843,0.105376416,0.0858888463,0.0418501605,-0.00364820043,1.79845762,-7.07710828,4.39475755,1.89848246,0.429697214,0.16639978
0.362,-0.0974526743,-1.95942618,6.24859212,5.23590846,0.0848502237,0.0816549741,0.0400054741,-0.0050358495,1.70940916,-6.84226784,4.37554638,1.85940408,0.423369622,0.164725204
0.363,-0.0935247761,-1.96445874,6.25590738,5.06896277,0.0651390837,0.0775548917,0.0381070075,-0.00627101237,1.62167277,-6.61058721,4.35370711,1.82064726,0.417102534,0.162909109
0.364,-0.0897321497,-1.96659839,6.25759399,4.90526018,0.0462299283,0.0735649289,0.0361622159,-0.00731816948,1.53536447,-6.38216881,4.32937907,1.78228068,0.410896419,0.161031272
0.365,-0.0860054563,-1.96597288,6.25390609,4.74479938,0.0281863351,0.0696544663,0.0342632333,-0.00808473896,1.45052818,-6.15702995,4.3026277,1.7444317,0.404703144,0.159212889
0.366,-0.0823485165,-1.96268921,6.24502781,4.58758893,0.0109870833,0.0658242903,0.0323998344,-0.00859819969,1.36722726,-5.93529853,4.27353887,1.70710872,0.398502484,0.157436392
0.367,-0.0787751149,-1.95686076,6.23113216,4.43363816,-0.00539703553,0.0620686261,0.0305602113,-0.0088977531,1.28552134,-5.71710106,4.24220519,1.67030774,0.392280362,0.155690686
0.368,-0.0752610029,-1.94860252,6.21243059,4.28294443,-0.0209664568,0.0583876801,0.0287511963,-0.00902222042,1.20546205,-5.50255549,4.20871383,1.63402566,0.386026337,0.153948157
0.369,-0.0718018334,-1.93803634,6.18912653,4.13550677,-0.035717999,0.0547817216,0.0269932409,-0.0090391358,1.12711047,-5.29180427,4.17317942,1.59821845,0.379753511,0.152170226
0.37,-0.0684136773,-1.92526778,6.16140875,3.99133009,-0.0496599533,0.0512679464,0.0252982312,-0.00898166787,1.05052242,-5.08495807,4.13572321,1.56286689,0.373486656,0.150341757
0.371,-0.06513392,-1.91040585,6.1294477,3.8504191,-0.0628153346,0.0478571989,0.0236671092,-0.00887347293,0.975752655,-4.88210616,4.09647096,1.52796099,0.367250283,0.148467383
0.372,-0.0619900139,-1.89354913,6.0934188,3.7127768,-0.0752040678,0.0445643051,0.0221054969,-0.00872734296,0.902849453,-4.68332443,4.05554505,1.49349963,0.361071971,0.146550244
0.373,-0.0590153688,-1.87480181,6.05349407,3.57840247,-0.0868446755,0.0413954951,0.0206229482,-0.00856428294,0.831865593,-4.4886865,4.01307665,1.45947254,0.354981602,0.144592437
0.374,-0.0562432131,-1.85425402,6.00983894,3.44729681,-0.0977616938,0.0383609637,0.0192268642,-0.00839431253,0.762849824,-4.29825569,3.96919614,1.42587627,0.349011941,0.142597884
0.375,-0.0537420408,-1.83199281,5.9625821,3.31946345,-0.108014477,0.0354692925,0.0178898825,-0.00820267766,0.695847393,-4.11205824,3.92403112,1.39273514,0.343185025,0.140600403
0.376,-0.0515367966,-1.80809642,5.91186665,3.19489682,-0.117670721,0.0327168838,0.0165726019,-0.00795428766,0.630880697,-3.93008266,3.87767091,1.36010941,0.337488747,0.138638579
0.377,-0.0495993288,-1.78266569,5.85787996,3.07357048,-0.126760417,0.0300847148,0.0152645013,-0.00764650064,0.56796654,-3.75233089,3.83019354,1.32803501,0.331898238,0.136719835
0.378,-0.0478833932,-1.75579588,5.80081892,2.9554547,-0.135303292,0.0275553148,0.0139663326,-0.00728389342,0.507116368,-3.57881333,3.78167387,1.29653382,0.326391666,0.134839235
0.379,-0.0463460273,-1.72759357,5.74087686,2.84051213,-0.143319439,0.0251122585,0.0126716395,-0.0068724508,0.448334955,-3.40953021,3.73218173,1.26562716,0.320941779,0.132994399
0.38,-0.0449412865,-1.69815788,5.67824254,2.72870493,-0.150833219,0.0227431675,0.0113699311,-0.00641107001,0.391616314,-3.24447405,3.68177801,1.23533739,0.315520896,0.131185464
0.381,-0.0436074097,-1.66760323,5.61312115,2.61998332,-0.157849723,0.0204337146,0.0100631913,-0.00591040919,0.336947641,-3.08363638,3.63051838,1.20567683,0.310099118,0.129402219
0.382,-0.0422668149,-1.63604394,5.54573763,2.51429312,-0.164341925,0.0181709705,0.0087879145,-0.00540685555,0.284318615,-2.92704108,3.57847006,1.17661848,0.304668274,0.127609721
0.383,-0.040904821,-1.6035949,5.47627784,2.41158647,-0.170292181,0.0159579384,0.00757308613,-0.00494087361,0.233730302,-2.77472169,3.52573036,1.14811858,0.299252456,0.125783269
0.384,-0.0395475167,-1.57034842,5.40488487,2.31182805,-0.175719345,0.0138039761,0.00641872285,-0.00452423115,0.185180122,-2.62668547,3.47239685,1.12015582,0.293878429,0.123925353
0.385,-0.0382268863,-1.53640079,5.3316967,2.21497818,-0.180642785,0.0117180047,0.00532361838,-0.00416736945,0.13866244,-2.48292773,3.41856535,1.09271451,0.288571619,0.122041182
0.386,-0.0369727675,-1.50183456,5.25684839,2.12100063,-0.185080946,0.00970488867,0.00429432554,-0.00387987215,0.0941734863,-2.34344412,3.36433447,1.065775,0.283361011,0.120133862
0.387,-0.0358211418,-1.46673431,5.18046813,2.02985586,-0.189053078,0.00776905595,0.00333701026,-0.0036742487,0.0517107562,-2.20822589,3.309805,1.03931811,0.278275667,0.118206327
0.388,-0.0348340794,-1.43116365,5.10265009,1.94151481,-0.192610187,0.00591710482,0.00243157587,-0.00354032689,0.0112695907,-2.07724258,3.25507454,1.01334358,0.273339765,0.116281424
0.389,-0.0340474621,-1.39518663,5.02349141,1.85594172,-0.195818392,0.00414958041,0.00154067249,-0.00344718098,-0.0271714658,-1.95042309,3.20021029,0.987884876,0.268543098,0.114390551
0.39,-0.0334373675,-1.3588687,4.94312947,1.77309092,-0.198714663,0.00245596262,0.000652215913,-0.00337357238,-0.0636446102,-1.8276988,3.14525913,0.962965519,0.263858979,0.11254348
0.391,-0.0329643775,-1.32228464,4.86171406,1.69290825,-0.201318089,0.000825227595,-0.000231839672,-0.00331309958,-0.0981836373,-1.70900999,3.09026634,0.938595595,0.259262205,0.110736846
0.392,-0.0325867695,-1.28550279,4.77939046,1.61534097,-0.203648996,-0.000751782738,-0.00111483458,-0.00325540099,-0.130828429,-1.59429353,3.03526985,0.914783578,0.254725284,0.108968489
0.393,-0.0322653094,-1.2485968,4.69629871,1.54033191,-0.205728242,-0.00228057558,-0.00200450837,-0.00318994478,-0.161625821,-1.48347883,2.98030065,0.891540433,0.250219616,0.107237491
0.394,-0.0319408373,-1.21163887,4.61259327,1.46782118,-0.207559328,-0.00376848796,-0.00289575827,-0.00311097257,-0.19062844,-1.37649909,2.92538258,0.868867459,0.245716586,0.105533909
0.395,-0.031552845,-1.1747124,4.52843955,1.39774111,-0.209116646,-0.00522228861,-0.00375714465,-0.00304042468,-0.217883997,-1.27331435,2.87055154,0.846737808,0.241208495,0.103830867
0.396,-0.0310927259,-1.13788904,4.44396696,1.33003431,-0.210383821,-0.00664068859,-0.00456631361,-0.00300542909,-0.243428894,-1.17390068,2.81586614,0.825111214,0.236715729,0.102111383
0.397,-0.0305866131,-1.10123292,4.35927037,1.26464826,-0.211371396,-0.00801780223,-0.00532351276,-0.00301944899,-0.267299988,-1.07821568,2.76138606,0.803965029,0.232260144,0.10037692
0.398,-0.0300605023,-1.06479941,4.27444051,1.20153327,-0.212090229,-0.00934924159,-0.00602866178,-0.00309164568,-0.289534424,-0.986212653,2.70716914,0.783278181,0.22786309,0.0986308253
0.399,-0.0295424534,-1.02864236,4.18956387,1.14063792,-0.212549704,-0.0106333512,-0.00667554605,-0.00323562677,-0.310165805,-0.897845098,2.65327664,0.763028858,0.223548555,0.0968752167
0.4,-0.0290664372,-0.992805509,4.10471633,1.08191511,-0.212764922,-0.0118688118,-0.00726290001,-0.00346115003,-0.329224766,-0.813065076,2.59977084,0.743195875,0.219339956,0.0951152804
0.401,-0.0286861058,-0.957323698,4.01994561,1.02532214,-0.212779398,-0.0130515328,-0.00781367983,-0.00376060287,-0.346744802,-0.73180181,2.54670768,0.723779244,0.215251639,0.0933722962
0.402,-0.0284136024,-0.922224023,3.93531441,0.970815275,-0.212640599,-0.0141814221,-0.00835511099,-0.00410375636,-0.362772655,-0.653954721,2.49411523,0.704798452,0.211266676,0.0916666364
0.403,-0.0282236484,-0.887542563,3.85091319,0.91834107,-0.212369192,-0.0152630764,-0.00889142358,-0.00447283007,-0.377360909,-0.579429578,2.44201107,0.686262383,0.20736312,0.0900012078
0.404,-0.0280844272,-0.853311891,3.76683439,0.867846771,-0.211978651,-0.0163010498,-0.00942265315,-0.00485242894,-0.390561331,-0.508137258,2.39041122,0.668173112,0.203519489,0.0883739245
0.405,-0.0279650169,-0.819566669,3.6831651,0.819277851,-0.211483205,-0.0172970657,-0.00995410046,-0.00522701357,-0.402431845,-0.439984866,2.33932398,0.650534893,0.199713025,0.0867833494
0.406,-0.0278314392,-0.786338261,3.59999173,0.772581016,-0.210893559,-0.0182518754,-0.010490338,-0.00557833442,-0.413032762,-0.37487738,2.28875291,0.633351439,0.195920576,0.08522699
0.407,-0.0276313156,-0.753665675,3.51741755,0.727696412,-0.210196627,-0.0191687155,-0.0110163556,-0.0059031962,-0.422426862,-0.312731858,2.23869885,0.616613716,0.192124101,0.0836895308
0.408,-0.0273385716,-0.721587535,3.43553511,0.684566285,-0.209366103,-0.0200503447,-0.0115072157,-0.00622054042,-0.430664913,-0.253494765,2.1891823,0.600291336,0.188331955,0.0821520201
0.409,-0.0269659216,-0.690135572,3.35440334,0.643138778,-0.208395854,-0.020895687,-0.0119560949,-0.00654805064,-0.437792321,-0.197112178,2.14023275,0.584359712,0.184562481,0.0806095656
