r,dnnbi,dne,dni,tbn,ti,te,vfova,cureq,feq,pressure,iota,q,1/D,curvature,shear,eta
0.91,0.02851948,0.6531941,0.7220757,0.8563249,0.1181532,0.09361157,0.3635143,-0.04376518,0.9935808,0.06287208,0.1832532,5.45693,0.7778957,-0.4575248,-1.929473,40.81095
0.911,0.02804371,0.652168,0.721289,0.8573596,0.1174766,0.0928188,0.3637339,-0.04379707,0.9935784,0.06232467,0.1828649,5.468518,0.7774381,-0.457674,-1.933389,41.35485
0.912,0.02757653,0.6511251,0.7204819,0.8584337,0.1168043,0.09202641,0.3639616,-0.04382883,0.9935757,0.06178092,0.182477,5.480141,0.7769804,-0.457827,-1.93732,41.91027
0.913,0.0271183,0.6500648,0.7196533,0.8595395,0.1161363,0.0912344,0.364196,-0.04386045,0.9935728,0.06124075,0.1820896,5.4918,0.7765225,-0.4579839,-1.941271,42.47753
0.914,0.02666938,0.6489865,0.7188025,0.8606695,0.1154726,0.09044276,0.3644353,-0.04389194,0.9935702,0.0607041,0.1817027,5.503495,0.7760644,-0.4581449,-1.945241,43.05699
0.915,0.02623012,0.6478895,0.7179284,0.861816,0.1148132,0.0896515,0.364678,-0.04392329,0.9935679,0.06017089,0.1813162,5.515226,0.7756062,-0.45831,-1.94923,43.64901
0.916,0.02580088,0.6467732,0.7170303,0.8629715,0.1141583,0.08886062,0.3649223,-0.04395451,0.9935657,0.05964106,0.1809302,5.526994,0.7751478,-0.4584794,-1.953237,44.25396
0.917,0.02538202,0.6456368,0.7161073,0.8641282,0.1135079,0.0880701,0.3651668,-0.04398559,0.9935631,0.05911452,0.1805446,5.538797,0.7746892,-0.4586532,-1.957264,44.87223
0.918,0.02497389,0.6444797,0.7151584,0.8652785,0.1128619,0.08727995,0.3654098,-0.04401654,0.9935604,0.0585912,0.1801595,5.550638,0.7742305,-0.4588316,-1.961309,45.50424
0.919,0.02457684,0.6433012,0.7141828,0.8664149,0.1122205,0.08649017,0.3656497,-0.04404736,0.9935577,0.05807103,0.1797748,5.562515,0.7737716,-0.4590148,-1.965372,46.1504
0.92,0.02419124,0.6421007,0.7131795,0.8675296,0.1115837,0.08570076,0.3658848,-0.04407805,0.9935553,0.05755392,0.1793905,5.57443,0.7733125,-0.4592029,-1.969454,46.81115
0.921,0.02381721,0.6408775,0.7121478,0.8686181,0.1109514,0.08491171,0.3661143,-0.04410861,0.9935532,0.0570398,0.1790067,5.586382,0.7728532,-0.459396,-1.973556,47.48695
0.922,0.02345401,0.639631,0.7110867,0.8696872,0.1103238,0.08412301,0.3663395,-0.04413904,0.9935509,0.0565286,0.1786234,5.598371,0.7723937,-0.4595944,-1.977679,48.1783
0.923,0.02310065,0.6383603,0.7099956,0.8707469,0.1097008,0.08333467,0.3665627,-0.04416935,0.9935483,0.05602022,0.1782404,5.610399,0.771934,-0.4597982,-1.981824,48.88569
0.924,0.02275615,0.637065,0.7088736,0.8718071,0.1090825,0.08254666,0.3667857,-0.04419952,0.9935456,0.05551459,0.177858,5.622464,0.7714741,-0.4600076,-1.985991,49.60967
0.925,0.02241954,0.6357442,0.70772,0.8728777,0.1084687,0.081759,0.3670109,-0.04422957,0.9935432,0.05501163,0.1774759,5.634568,0.771014,-0.4602228,-1.990178,50.35079
0.926,0.02208983,0.6343973,0.7065341,0.8739686,0.1078594,0.08097166,0.3672401,-0.0442595,0.9935411,0.05451125,0.1770943,5.64671,0.7705536,-0.460444,-1.994387,51.10964
0.927,0.02176606,0.6330236,0.7053149,0.8750896,0.1072548,0.08018464,0.3674756,-0.0442893,0.993539,0.05401337,0.1767131,5.658892,0.7700931,-0.4606713,-1.998616,51.88681
0.928,0.02144723,0.6316224,0.7040619,0.8762508,0.1066547,0.07939794,0.3677193,-0.04431898,0.9935367,0.05351789,0.1763323,5.671112,0.7696323,-0.460905,-2.002867,52.68294
0.929,0.02113237,0.6301931,0.7027741,0.8774619,0.1060592,0.07861155,0.3679734,-0.04434853,0.993534,0.05302474,0.1759519,5.683371,0.7691713,-0.4611453,-2.007137,53.49869
0.93,0.0208205,0.6287349,0.7014508,0.8787329,0.1054683,0.07782546,0.3682398,-0.04437797,0.9935315,0.05253383,0.175572,5.69567,0.76871,-0.4613924,-2.011431,54.33475
0.931,0.02051087,0.6272472,0.7000913,0.8800703,0.1048818,0.07703966,0.3685199,-0.04440729,0.9935294,0.05204506,0.1751924,5.708009,0.7682485,-0.4616466,-2.015763,55.19184
0.932,0.02020364,0.6257294,0.6986947,0.8814665,0.1042999,0.07625416,0.3688121,-0.04443648,0.9935275,0.05155834,0.1748133,5.720388,0.7677867,-0.4619079,-2.020147,56.07072
0.933,0.01989919,0.6241806,0.69726,0.8829107,0.1037223,0.07546895,0.3691141,-0.04446556,0.9935254,0.05107359,0.1744346,5.732807,0.7673247,-0.4621766,-2.024585,56.97215
0.934,0.01959792,0.6226004,0.6957865,0.8843918,0.1031491,0.07468402,0.3694236,-0.04449453,0.9935229,0.05059072,0.1740563,5.745268,0.7668624,-0.462453,-2.029078,57.89695
0.935,0.01930021,0.6209879,0.6942733,0.885899,0.1025801,0.07389938,0.3697382,-0.04452337,0.9935203,0.05010964,0.1736784,5.75777,0.7663998,-0.4627372,-2.033625,58.84597
0.936,0.01900644,0.6193427,0.6927195,0.8874213,0.1020154,0.07311501,0.3700558,-0.04455211,0.9935176,0.04963026,0.1733008,5.770314,0.7659369,-0.4630295,-2.038226,59.8201
0.937,0.018717,0.6176638,0.6911242,0.8889477,0.1014547,0.07233093,0.3703739,-0.04458073,0.9935151,0.04915248,0.1729236,5.782901,0.7654737,-0.4633302,-2.04288,60.82027
0.938,0.01843229,0.6159509,0.6894866,0.8904674,0.100898,0.07154713,0.3706903,-0.04460924,0.9935128,0.04867622,0.1725468,5.79553,0.7650102,-0.4636393,-2.047586,61.84748
0.939,0.01815267,0.614203,0.6878058,0.8919694,0.1003453,0.0707636,0.3710028,-0.04463764,0.9935109,0.04820138,0.1721703,5.808203,0.7645464,-0.4639571,-2.052346,62.90273
0.94,0.01787855,0.6124196,0.6860809,0.8934428,0.09979645,0.06998035,0.3713091,-0.04466593,0.9935091,0.04772786,0.1717941,5.82092,0.7640823,-0.4642838,-2.057148,63.98713
0.941,0.01761009,0.6106001,0.6843111,0.8948805,0.09925143,0.06919737,0.3716078,-0.04469411,0.993507,0.04725557,0.1714184,5.833681,0.7636179,-0.4646195,-2.061944,65.10179
0.942,0.01734658,0.6087437,0.6824956,0.8962915,0.09871016,0.06841465,0.3719006,-0.04472218,0.9935047,0.04678442,0.1710429,5.846486,0.7631531,-0.4649646,-2.066688,66.24793
0.943,0.01708707,0.6068497,0.6806335,0.8976885,0.09817256,0.06763219,0.3721903,-0.04475015,0.9935025,0.04631431,0.1706678,5.859335,0.7626879,-0.4653191,-2.071369,67.42681
0.944,0.01683064,0.6049175,0.6787242,0.8990843,0.09763859,0.06684999,0.3724796,-0.04477802,0.9935005,0.04584515,0.1702931,5.872227,0.7622224,-0.4656832,-2.075989,68.63976
0.945,0.01657635,0.6029464,0.6767668,0.9004917,0.09710817,0.06606804,0.372771,-0.04480578,0.9934988,0.04537683,0.1699188,5.885162,0.7617566,-0.4660572,-2.080547,69.88818
0.946,0.01632326,0.6009358,0.6747605,0.9019236,0.09658125,0.06528633,0.3730672,-0.04483344,0.993497,0.04490926,0.1695449,5.898141,0.7612903,-0.4664412,-2.085043,71.17356
0.947,0.01607044,0.5988849,0.6727045,0.9033927,0.09605775,0.06450487,0.3733709,-0.044861,0.9934949,0.04444234,0.1691715,5.911162,0.7608237,-0.4668353,-2.089478,72.49746
0.948,0.01581696,0.596793,0.670598,0.9049118,0.09553763,0.06372364,0.3736847,-0.04488846,0.9934927,0.04397598,0.1687984,5.924226,0.7603567,-0.4672397,-2.093852,73.86152
0.949,0.01556188,0.5946596,0.6684403,0.9064937,0.09502081,0.06294264,0.3740112,-0.04491583,0.9934907,0.04351006,0.1684258,5.937332,0.7598892,-0.4676546,-2.098165,75.26747
0.95,0.01530427,0.5924838,0.6662306,0.9081512,0.09450724,0.06216188,0.374353,-0.04494309,0.9934891,0.04304448,0.1680537,5.95048,0.7594213,-0.4680801,-2.102402,76.71715
0.951,0.01504339,0.5902651,0.663968,0.9098935,0.09399684,0.06138133,0.3747119,-0.04497027,0.9934875,0.04257916,0.167682,5.96367,0.758953,-0.4685163,-2.106482,78.21251
0.952,0.01477933,0.5880027,0.6616518,0.9117145,0.09348957,0.060601,0.3750867,-0.04499735,0.9934856,0.04211398,0.1673108,5.976899,0.7584843,-0.4689632,-2.110324,79.75557
0.953,0.01451237,0.5856961,0.659281,0.9136046,0.09298535,0.05982088,0.3754753,-0.04502433,0.9934834,0.04164884,0.1669402,5.990168,0.7580151,-0.4694211,-2.113915,81.34851
0.954,0.01424281,0.5833445,0.6568549,0.915554,0.09248412,0.05904097,0.3758757,-0.04505123,0.9934815,0.04118363,0.1665702,6.003474,0.7575455,-0.4698899,-2.117256,82.99362
0.955,0.01397092,0.5809472,0.6543725,0.9175533,0.09198583,0.05826126,0.3762858,-0.04507804,0.9934799,0.04071824,0.1662009,6.016815,0.7570753,-0.4703697,-2.120347,84.69332
0.956,0.01369701,0.5785037,0.6518331,0.9195926,0.0914904,0.05748174,0.3767038,-0.04510476,0.9934785,0.04025257,0.1658322,6.030192,0.7566047,-0.4708606,-2.12319,86.45018
0.957,0.01342135,0.5760132,0.6492357,0.9216622,0.09099777,0.05670242,0.3771274,-0.04513139,0.9934768,0.03978653,0.1654643,6.0436,0.7561336,-0.4713625,-2.125787,88.26695
0.958,0.01314423,0.5734751,0.6465795,0.9237526,0.09050789,0.05592328,0.3775549,-0.04515794,0.9934748,0.03932001,0.1650971,6.057041,0.755662,-0.4718753,-2.128139,90.14652
0.959,0.01286594,0.5708887,0.6438637,0.9258541,0.09002068,0.05514432,0.3779841,-0.0451844,0.9934729,0.03885292,0.1647308,6.070511,0.7551899,-0.4723992,-2.130247,92.09199
0.96,0.01258677,0.5682534,0.6410874,0.9279569,0.08953609,0.05436554,0.3784131,-0.04521079,0.9934714,0.03838516,0.1643653,6.08401,0.7547172,-0.4729339,-2.132094,94.10663
0.961,0.01230685,0.5655684,0.6382498,0.9300523,0.08905406,0.05358693,0.3788401,-0.04523709,0.9934701,0.03791662,0.1640007,6.097536,0.754244,-0.4734793,-2.133582,96.19396
0.962,0.01202573,0.5628331,0.63535,0.9321347,0.08857451,0.05280848,0.379264,-0.04526332,0.9934686,0.03744717,0.1636371,6.111085,0.7537702,-0.4740353,-2.134615,98.35771
0.963,0.0117428,0.5600469,0.6323872,0.9341994,0.08809739,0.0520302,0.3796838,-0.04528946,0.9934668,0.03697671,0.1632745,6.124656,0.7532959,-0.4746017,-2.135178,100.6019
0.964,0.01145743,0.5572089,0.6293607,0.9362417,0.08762263,0.05125208,0.3800986,-0.04531553,0.993465,0.03650513,0.162913,6.138244,0.752821,-0.4751783,-2.135271,102.9307
0.965,0.01116904,0.5543186,0.6262695,0.938257,0.08715016,0.05047411,0.3805074,-0.04534153,0.9934636,0.03603233,0.1625528,6.151848,0.7523456,-0.4757648,-2.134898,105.3487
0.966,0.01087701,0.5513752,0.623113,0.9402404,0.08667993,0.0496963,0.3809094,-0.04536745,0.9934624,0.0355582,0.1621938,6.165464,0.7518695,-0.4763608,-2.134062,107.8609
0.967,0.01058072,0.5483781,0.6198901,0.9421874,0.08621186,0.04891863,0.3813036,-0.04539331,0.9934611,0.03508263,0.1618361,6.179089,0.7513929,-0.476966,-2.132765,110.4724
0.968,0.01027957,0.5453265,0.6166002,0.9440933,0.08574589,0.04814111,0.381689,-0.04541909,0.9934595,0.03460552,0.1614799,6.192721,0.7509156,-0.4775801,-2.13101,113.1888
0.969,0.009972954,0.5422198,0.6132424,0.9459532,0.08528197,0.04736373,0.3820648,-0.0454448,0.9934578,0.03412674,0.1611252,6.206355,0.7504377,-0.4782024,-2.1288,116.0162
0.97,0.009660258,0.5390573,0.609816,0.9477626,0.08482001,0.04658648,0.3824301,-0.04547045,0.9934564,0.0336462,0.160772,6.21999,0.7499592,-0.4788327,-2.126246,118.961
0.971,0.009341071,0.5358382,0.6063199,0.9495186,0.08435996,0.04580937,0.3827842,-0.04549604,0.9934553,0.03316377,0.1604203,6.233624,0.74948,-0.4794701,-2.123898,122.0302
0.972,0.009015778,0.532562,0.6027535,0.9512251,0.08390176,0.04503239,0.383128,-0.04552156,0.9934542,0.03267934,0.1600702,6.24726,0.7490002,-0.4801142,-2.122304,125.2312
0.973,0.008684957,0.529228,0.5991158,0.9528881,0.08344534,0.04425553,0.3834628,-0.04554702,0.9934529,0.03219281,0.1597213,6.260904,0.7485198,-0.4807642,-2.121569,128.5722
0.974,0.008349192,0.5258355,0.5954059,0.9545136,0.08299064,0.0434788,0.3837897,-0.04557242,0.9934514,0.03170404,0.1593737,6.274563,0.7480387,-0.4814194,-2.121689,132.0619
0.975,0.008009061,0.5223838,0.5916229,0.9561072,0.08253759,0.04270217,0.3841099,-0.04559776,0.9934501,0.03121295,0.159027,6.28824,0.747557,-0.4820791,-2.122659,135.7097
0.976,0.007665147,0.5188724,0.587766,0.957675,0.08208613,0.04192566,0.3844247,-0.04562304,0.9934491,0.0307194,0.1586812,6.301943,0.7470745,-0.4827424,-2.124474,139.5258
0.977,0.007318031,0.5153005,0.5838342,0.9592228,0.08163621,0.04114926,0.3847353,-0.04564827,0.9934481,0.03022329,0.1583362,6.315676,0.7465915,-0.4834084,-2.127129,143.5214
0.978,0.006968292,0.5116674,0.5798267,0.9607565,0.08118775,0.04037295,0.3850427,-0.04567345,0.9934469,0.02972451,0.1579918,6.329444,0.7461077,-0.4840763,-2.13062,147.7084
0.979,0.006616513,0.5079726,0.5757426,0.962282,0.08074069,0.03959675,0.3853483,-0.04569857,0.9934457,0.02922294,0.1576478,6.343254,0.7456233,-0.4847449,-2.134942,152.1001
0.98,0.006263274,0.5042153,0.571581,0.9638051,0.08029497,0.03882063,0.3856531,-0.04572365,0.9934445,0.02871846,0.1573042,6.35711,0.7451382,-0.4854134,-2.140068,156.7106
0.981,0.005909116,0.500395,0.5673409,0.9653313,0.07985052,0.0380446,0.3859583,-0.04574868,0.9934436,0.02821097,0.1569608,6.371018,0.7446525,-0.4860807,-2.145885,161.5556
0.982,0.005554422,0.4965108,0.5630217,0.9668648,0.07940729,0.03726866,0.3862648,-0.04577366,0.9934427,0.02770035,0.1566175,6.384983,0.7441661,-0.4867456,-2.152281,166.6523
0.983,0.005199535,0.4925623,0.5586222,0.9684093,0.07896521,0.0364928,0.3865732,-0.04579859,0.9934418,0.02718648,0.1562743,6.399007,0.743679,-0.4874073,-2.159231,172.0192
0.984,0.004844797,0.4885486,0.5541418,0.9699687,0.07852421,0.03571701,0.3868843,-0.04582349,0.9934408,0.02666926,0.155931,6.413095,0.7431913,-0.4880643,-2.166732,177.6769
0.985,0.004490553,0.4844692,0.5495795,0.9715466,0.07808424,0.03494129,0.3871988,-0.04584834,0.9934398,0.02614855,0.1555875,6.42725,0.7427029,-0.488716,-2.17478,183.6481
0.986,0.004137144,0.4803234,0.5449344,0.9731468,0.07764522,0.03416563,0.3875176,-0.04587315,0.993439,0.02562426,0.1552439,6.441476,0.7422138,-0.4893609,-2.183371,189.9577
0.987,0.003784913,0.4761105,0.5402057,0.9747731,0.07720709,0.03339004,0.3878413,-0.04589793,0.9934382,0.02509627,0.1549,6.455778,0.7417242,-0.4899982,-2.192502,196.633
0.988,0.003434204,0.4718298,0.5353925,0.9764292,0.0767698,0.03261451,0.3881706,-0.04592267,0.9934373,0.02456448,0.1545557,6.470158,0.7412338,-0.490627,-2.202171,203.7048
0.989,0.003085358,0.4674808,0.5304939,0.978119,0.07633328,0.03183903,0.3885063,-0.04594738,0.9934364,0.02402876,0.154211,6.484621,0.7407429,-0.4912463,-2.212372,211.2066
0.99,0.00273872,0.4630626,0.5255091,0.9798461,0.07589746,0.0310636,0.3888492,-0.04597205,0.9934356,0.02348897,0.1538658,6.49917,0.7402513,-0.4918553,-2.223104,219.1763
0.991,0.002394633,0.4585747,0.5204372,0.9816143,0.07546228,0.03028821,0.3891999,-0.0459967,0.993435,0.02294498,0.15352,6.513809,0.7397592,-0.4924535,-2.234362,227.6556
0.992,0.002053438,0.4540164,0.5152772,0.9834274,0.07502767,0.02951286,0.3895591,-0.04602132,0.9934346,0.02239679,0.1531735,6.528543,0.7392664,-0.4930402,-2.246143,236.6917
0.993,0.001715479,0.449387,0.5100284,0.9852892,0.07459358,0.02873754,0.3899277,-0.04604591,0.9934343,0.02184439,0.1528263,6.543374,0.7387731,-0.493615,-2.258443,246.3371
0.994,0.001381098,0.4446858,0.5046898,0.9872034,0.07415995,0.02796226,0.3903063,-0.04607047,0.993434,0.02128749,0.1524784,6.558307,0.7382792,-0.4941777,-2.271258,256.6512
0.995,0.001050639,0.4399123,0.4992606,0.9891738,0.07372669,0.02718701,0.3906956,-0.04609502,0.9934338,0.02072556,0.1521295,6.573346,0.7377848,-0.4947282,-2.284586,267.7008
0.996,0.0007244454,0.4350657,0.4937399,0.9912041,0.07329376,0.02641177,0.3910964,-0.04611958,0.9934336,0.02015832,0.1517798,6.588493,0.7372898,-0.4952669,-2.298421,279.5617
0.997,0.0005125512,0.4301453,0.4881269,0.9932981,0.07286109,0.02563656,0.3915093,-0.04614408,0.993434,0.01958663,0.151429,6.603754,0.7367942,-0.4957943,-2.312761,292.32
0.998,0.0005125512,0.4251506,0.4824206,0.9954596,0.07242862,0.02486135,0.391935,-0.04616848,0.9934353,0.01901162,0.1510772,6.619131,0.7362982,-0.4963115,-2.327601,306.074
0.999,0.0005125512,0.4200808,0.4766202,0.9976923,0.07199628,0.02408616,0.3923743,-0.04619271,0.993438,0.01843424,0.1507243,6.63463,0.7358016,-0.4968201,-2.342938,320.9363
1.0,0.0005125512,0.4149352,0.4707248,1.0,0.071564,0.02331097,0.3928278,-0.04621674,0.9934425,0.01785531,0.1503702,6.650252,0.7353045,-0.4970726,-2.354691,337.0364
