r,dnnbi,dne,dni,tbn,ti,te,vfova,cureq,feq,pressure,iota,q,1/D,curvature,shear,eta
0.77,0.2551388,0.7622098,0.7892091,0.7943725,0.2382783,0.2105028,0.3501179,-0.03794011,0.9940652,0.1845896,0.2410981,4.14769,0.8402965,-0.4194739,-1.394112,11.33604
0.771,0.2527819,0.7615225,0.7887851,0.7943904,0.2373558,0.209612,0.3501219,-0.03798985,0.9940606,0.1834986,0.2406616,4.155211,0.8398767,-0.4201324,-1.397796,11.41254
0.772,0.2504155,0.7608341,0.7883624,0.7944183,0.2364326,0.2087222,0.350128,-0.03803948,0.9940557,0.182408,0.2402254,4.162757,0.8394562,-0.4207855,-1.401458,11.48982
0.773,0.2480419,0.7601446,0.7879409,0.7944542,0.2355087,0.2078335,0.3501359,-0.03808901,0.9940507,0.1813178,0.2397895,4.170325,0.8390351,-0.4214333,-1.405093,11.5679
0.774,0.2456636,0.759454,0.7875204,0.794496,0.2345843,0.2069458,0.3501451,-0.03813842,0.9940457,0.1802281,0.2393537,4.177917,0.8386133,-0.4220757,-1.408703,11.64678
0.775,0.2432829,0.7587623,0.7871005,0.7945417,0.2336592,0.206059,0.3501552,-0.03818773,0.9940409,0.1791393,0.2389182,4.185533,0.838191,-0.4227126,-1.412288,11.72648
0.776,0.2409021,0.7580694,0.7866813,0.7945891,0.2327336,0.2051733,0.3501657,-0.03823694,0.9940364,0.1780514,0.2384829,4.193172,0.8377679,-0.4233439,-1.415847,11.80699
0.777,0.2385237,0.7573753,0.7862624,0.7946363,0.2318074,0.2042886,0.3501761,-0.03828604,0.994032,0.1769648,0.2380479,4.200834,0.8373443,-0.4239694,-1.41938,11.88833
0.778,0.2361501,0.7566801,0.7858436,0.7946813,0.2308808,0.2034048,0.350186,-0.03833504,0.9940275,0.1758795,0.2376132,4.20852,0.83692,-0.4245892,-1.422887,11.97051
0.779,0.2337836,0.7559836,0.7854249,0.7947219,0.2299537,0.202522,0.3501949,-0.03838393,0.9940228,0.1747958,0.2371788,4.216228,0.8364951,-0.4252032,-1.42637,12.05354
0.78,0.2314266,0.7552859,0.7850059,0.7947562,0.2290262,0.2016402,0.3502025,-0.03843271,0.994018,0.1737135,0.2367447,4.22396,0.8360696,-0.4258112,-1.429829,12.13742
0.781,0.2290807,0.754587,0.7845866,0.7947829,0.2280983,0.2007593,0.3502084,-0.03848139,0.9940133,0.1726324,0.2363108,4.231714,0.8356435,-0.4264132,-1.433278,12.22218
0.782,0.2267443,0.7538869,0.784167,0.7948042,0.2271701,0.1998794,0.350213,-0.03852996,0.9940089,0.1715523,0.2358773,4.239492,0.8352168,-0.4270092,-1.436731,12.30781
0.783,0.2244151,0.7531856,0.7837473,0.7948231,0.2262415,0.1990004,0.3502172,-0.03857843,0.9940047,0.1704733,0.2354441,4.247293,0.8347894,-0.427599,-1.44019,12.39434
0.784,0.2220906,0.752483,0.7833277,0.7948427,0.2253127,0.1981224,0.3502215,-0.03862679,0.9940005,0.1693953,0.2350112,4.255116,0.8343616,-0.4281825,-1.443654,12.48179
0.785,0.2197685,0.7517793,0.7829084,0.7948658,0.2243836,0.1972454,0.3502266,-0.03867505,0.9939961,0.1683184,0.2345786,4.262963,0.8339331,-0.4287597,-1.447125,12.57016
0.786,0.2174465,0.7510744,0.7824896,0.7948956,0.2234544,0.1963693,0.3502332,-0.03872321,0.9939917,0.1672426,0.2341463,4.270834,0.833504,-0.4293305,-1.4506,12.65948
0.787,0.2151222,0.7503683,0.7820713,0.7949351,0.222525,0.1954941,0.3502419,-0.03877126,0.9939871,0.1661682,0.2337144,4.278727,0.8330744,-0.4298949,-1.454082,12.74976
0.788,0.2127932,0.749661,0.7816538,0.7949872,0.2215954,0.1946198,0.3502534,-0.0388192,0.9939826,0.1650956,0.2332827,4.286645,0.8326442,-0.4304527,-1.457569,12.84102
0.789,0.2104572,0.7489526,0.7812372,0.7950549,0.2206657,0.1937465,0.3502683,-0.03886705,0.9939781,0.1640249,0.2328513,4.294585,0.8322135,-0.4310039,-1.461061,12.93327
0.79,0.2081117,0.7482431,0.7808217,0.7951413,0.219736,0.1928741,0.3502873,-0.03891478,0.9939736,0.1629563,0.2324203,4.30255,0.8317822,-0.4315485,-1.464556,13.02654
0.791,0.2057553,0.7475324,0.7804074,0.7952483,0.2188063,0.1920026,0.3503109,-0.03896242,0.9939692,0.1618898,0.2319896,4.310538,0.8313504,-0.4320863,-1.468036,13.12083
0.792,0.2033905,0.7468206,0.7799942,0.7953736,0.2178766,0.191132,0.3503385,-0.03900995,0.9939649,0.1608254,0.2315592,4.31855,0.8309181,-0.4326173,-1.471486,13.21617
0.793,0.2010203,0.7461077,0.7795817,0.7955137,0.2169469,0.1902623,0.3503693,-0.03905737,0.9939606,0.1597629,0.2311291,4.326585,0.8304852,-0.4331415,-1.474903,13.31256
0.794,0.1986481,0.7453936,0.7791697,0.7956653,0.2160173,0.1893935,0.3504027,-0.0391047,0.9939562,0.158702,0.2306994,4.334644,0.8300518,-0.4336588,-1.478285,13.41002
0.795,0.1962771,0.7446783,0.778758,0.795825,0.2150879,0.1885256,0.3504379,-0.03915192,0.9939518,0.1576427,0.2302701,4.342726,0.8296179,-0.4341692,-1.481635,13.50855
0.796,0.1939106,0.7439619,0.7783463,0.7959894,0.2141585,0.1876586,0.3504741,-0.03919903,0.9939475,0.156585,0.2298411,4.350831,0.8291834,-0.4346726,-1.484951,13.60817
0.797,0.1915519,0.7432443,0.7779343,0.7961551,0.2132294,0.1867926,0.3505105,-0.03924604,0.9939435,0.1555291,0.2294126,4.358959,0.8287485,-0.4351691,-1.488234,13.7089
0.798,0.189204,0.7425255,0.7775219,0.7963187,0.2123005,0.1859274,0.3505465,-0.03929296,0.9939397,0.1544752,0.2289844,4.36711,0.8283131,-0.4356585,-1.491483,13.81073
0.799,0.1868704,0.7418056,0.7771087,0.7964768,0.2113718,0.1850631,0.3505813,-0.03933976,0.9939361,0.1534236,0.2285566,4.375284,0.8278772,-0.4361409,-1.4947,13.9137
0.8,0.1845543,0.7410844,0.7766944,0.796626,0.2104434,0.1841997,0.3506142,-0.03938647,0.9939323,0.1523746,0.2281292,4.38348,0.8274408,-0.4366162,-1.497888,14.0178
0.801,0.182258,0.740362,0.776279,0.7967641,0.2095153,0.1833372,0.3506446,-0.03943307,0.9939282,0.1513284,0.2277023,4.391699,0.827004,-0.4370843,-1.501073,14.12305
0.802,0.1799799,0.7396384,0.7758626,0.7968939,0.2085876,0.1824755,0.3506731,-0.03947957,0.993924,0.1502851,0.2272758,4.39994,0.8265667,-0.4375454,-1.504279,14.22948
0.803,0.1777176,0.7389137,0.7754452,0.7970194,0.2076603,0.1816148,0.3507007,-0.03952597,0.9939199,0.1492444,0.2268497,4.408204,0.8261289,-0.4379993,-1.507511,14.3371
0.804,0.1754686,0.7381877,0.7750271,0.7971445,0.2067334,0.1807549,0.3507283,-0.03957226,0.9939162,0.1482064,0.2264241,4.416492,0.8256907,-0.438446,-1.510769,14.44593
0.805,0.1732305,0.7374605,0.7746085,0.7972733,0.205807,0.1798958,0.3507566,-0.03961845,0.9939126,0.1471709,0.2259988,4.424802,0.825252,-0.4388855,-1.514052,14.55601
0.806,0.1710008,0.7367321,0.7741896,0.7974096,0.2048811,0.1790377,0.3507866,-0.03966454,0.993909,0.1461377,0.2255739,4.433136,0.8248129,-0.4393179,-1.51736,14.66735
0.807,0.1687771,0.7360026,0.7737705,0.7975576,0.2039558,0.1781804,0.3508191,-0.03971052,0.9939052,0.1451068,0.2251495,4.441494,0.8243734,-0.439743,-1.520694,14.77997
0.808,0.1665568,0.7352718,0.7733514,0.7977211,0.203031,0.1773239,0.3508551,-0.0397564,0.9939012,0.1440782,0.2247254,4.449875,0.8239334,-0.4401609,-1.524053,14.8939
0.809,0.1643376,0.7345399,0.7729325,0.7979041,0.2021068,0.1764683,0.3508953,-0.03980217,0.9938972,0.1430523,0.2243017,4.45828,0.823493,-0.4405716,-1.527437,15.00917
0.81,0.1621169,0.7338067,0.772514,0.7981106,0.2011833,0.1756135,0.3509407,-0.03984784,0.9938935,0.1420293,0.2238784,4.46671,0.8230523,-0.440975,-1.530845,15.1258
0.811,0.1598932,0.7330724,0.772096,0.7983433,0.2002604,0.1747596,0.3509919,-0.0398934,0.9938901,0.1410095,0.2234555,4.475164,0.8226111,-0.4413713,-1.534272,15.24381
0.812,0.1576687,0.7323369,0.7716784,0.7985993,0.1993383,0.1739065,0.3510482,-0.03993885,0.9938866,0.1399931,0.2230329,4.483642,0.8221695,-0.4417603,-1.537715,15.36323
0.813,0.1554466,0.7316002,0.7712608,0.7988744,0.198417,0.1730542,0.3511086,-0.0399842,0.993883,0.1389804,0.2226108,4.492146,0.8217276,-0.4421421,-1.541171,15.48406
0.814,0.15323,0.7308623,0.770843,0.7991644,0.1974964,0.1722027,0.3511724,-0.04002945,0.9938791,0.1379713,0.222189,4.500674,0.8212852,-0.4425167,-1.54464,15.60634
0.815,0.1510219,0.7301232,0.7704248,0.7994653,0.1965767,0.171352,0.3512384,-0.04007458,0.9938752,0.1369655,0.2217675,4.509227,0.8208425,-0.4428841,-1.548123,15.73007
0.816,0.1488256,0.7293829,0.7700059,0.7997727,0.1956578,0.1705022,0.351306,-0.04011961,0.9938716,0.135963,0.2213464,4.517805,0.8203995,-0.4432444,-1.55162,15.85529
0.817,0.1466442,0.7286415,0.7695861,0.8000826,0.1947398,0.1696531,0.351374,-0.04016453,0.9938682,0.1349636,0.2209257,4.526408,0.819956,-0.4435975,-1.55513,15.98199
0.818,0.1444807,0.7278989,0.769165,0.8003908,0.1938228,0.1688049,0.3514417,-0.04020935,0.9938649,0.1339673,0.2205054,4.535036,0.8195123,-0.4439435,-1.558654,16.11022
0.819,0.1423383,0.7271551,0.7687426,0.800693,0.1929067,0.1679575,0.351508,-0.04025405,0.9938613,0.1329742,0.2200854,4.54369,0.8190682,-0.4442824,-1.56219,16.23998
0.82,0.1402202,0.7264101,0.7683184,0.8009851,0.1919917,0.1671108,0.3515721,-0.04029864,0.9938576,0.1319843,0.2196658,4.55237,0.8186237,-0.4446142,-1.565739,16.3713
0.821,0.1381285,0.7256639,0.7678924,0.8012643,0.1910776,0.1662649,0.3516334,-0.04034312,0.9938539,0.1309981,0.2192465,4.561075,0.8181789,-0.4449391,-1.569292,16.5042
0.822,0.1360623,0.7249166,0.7674646,0.8015337,0.1901647,0.1654198,0.3516925,-0.04038749,0.9938503,0.1300157,0.2188276,4.569806,0.8177338,-0.4452569,-1.572846,16.6387
0.823,0.1340193,0.7241681,0.7670351,0.8017975,0.1892528,0.1645755,0.3517504,-0.04043174,0.993847,0.1290375,0.2184091,4.578563,0.8172884,-0.4455678,-1.576396,16.77485
0.824,0.1319977,0.7234183,0.766604,0.8020604,0.1883421,0.163732,0.351808,-0.04047588,0.9938437,0.1280636,0.217991,4.587346,0.8168427,-0.4458718,-1.579945,16.91266
0.825,0.1299953,0.7226674,0.7661716,0.8023265,0.1874325,0.1628892,0.3518664,-0.0405199,0.9938403,0.127094,0.2175732,4.596155,0.8163967,-0.4461689,-1.583491,17.05217
0.826,0.1280103,0.7219153,0.765738,0.8026003,0.1865242,0.1620472,0.3519264,-0.04056381,0.9938367,0.1261287,0.2171557,4.60499,0.8159503,-0.4464593,-1.587035,17.19342
0.827,0.1260405,0.7211619,0.7653032,0.8028863,0.1856171,0.161206,0.3519891,-0.0406076,0.9938331,0.1251675,0.2167387,4.613851,0.8155037,-0.4467429,-1.590577,17.33643
0.828,0.1240839,0.7204074,0.7648675,0.8031888,0.1847113,0.1603655,0.3520554,-0.04065127,0.9938296,0.1242103,0.216322,4.622738,0.8150569,-0.4470198,-1.594116,17.48124
0.829,0.1221386,0.7196515,0.764431,0.8035122,0.1838068,0.1595258,0.3521263,-0.04069483,0.9938263,0.1232569,0.2159057,4.631651,0.8146097,-0.4472901,-1.597653,17.62789
0.83,0.1202025,0.7188945,0.7639937,0.8038609,0.1829036,0.1586868,0.3522027,-0.04073826,0.9938231,0.1223074,0.2154898,4.64059,0.8141623,-0.4475539,-1.601192,17.77641
0.831,0.1182743,0.7181362,0.7635559,0.8042379,0.1820018,0.1578486,0.3522853,-0.04078157,0.9938197,0.1213621,0.2150743,4.649556,0.8137146,-0.4478111,-1.604759,17.92683
0.832,0.1163556,0.7173767,0.7631174,0.8046401,0.1811014,0.1570111,0.3523734,-0.04082476,0.9938163,0.1204212,0.2146592,4.658548,0.8132667,-0.4480619,-1.608379,18.07919
0.833,0.1144486,0.7166159,0.762678,0.8050633,0.1802024,0.1561744,0.352466,-0.04086783,0.9938128,0.1194849,0.2142444,4.667567,0.8128185,-0.4483064,-1.612055,18.23353
0.834,0.1125557,0.715854,0.7622375,0.805503,0.1793049,0.1553384,0.3525623,-0.04091077,0.9938094,0.1185534,0.2138299,4.676613,0.81237,-0.4485446,-1.615789,18.38986
0.835,0.1106792,0.7150908,0.7617958,0.8059548,0.178409,0.1545031,0.3526611,-0.04095358,0.9938061,0.1176269,0.2134158,4.685688,0.8119214,-0.4487767,-1.619579,18.54822
0.836,0.1088212,0.7143264,0.7613527,0.8064143,0.1775146,0.1536685,0.3527616,-0.04099627,0.9938029,0.1167053,0.2130021,4.69479,0.8114725,-0.4490026,-1.623426,18.70865
0.837,0.1069842,0.7135608,0.760908,0.8068771,0.1766218,0.1528347,0.3528628,-0.04103883,0.9937996,0.1157886,0.2125886,4.703921,0.8110234,-0.4492225,-1.627328,18.87117
0.838,0.1051704,0.712794,0.7604615,0.8073387,0.1757307,0.1520015,0.3529638,-0.04108126,0.9937963,0.1148768,0.2121754,4.713082,0.810574,-0.4494365,-1.631286,19.03583
0.839,0.103382,0.7120261,0.7600132,0.8077948,0.1748413,0.1511691,0.3530634,-0.04112357,0.9937929,0.1139697,0.2117625,4.722271,0.8101245,-0.4496447,-1.6353,19.20265
0.84,0.1016215,0.7112569,0.7595627,0.8082409,0.1739535,0.1503374,0.3531609,-0.04116574,0.9937896,0.1130673,0.2113499,4.73149,0.8096748,-0.4498471,-1.639365,19.37168
0.841,0.09989032,0.7104866,0.7591101,0.8086741,0.1730675,0.1495064,0.3532556,-0.04120778,0.9937863,0.1121697,0.2109376,4.740739,0.8092248,-0.4500439,-1.643457,19.54294
0.842,0.09818768,0.7097151,0.7586552,0.8090972,0.1721833,0.148676,0.353348,-0.04124968,0.9937831,0.1112768,0.2105255,4.750018,0.8087747,-0.4502351,-1.647556,19.71649
0.843,0.09651201,0.7089424,0.7581983,0.8095144,0.1713009,0.1478464,0.353439,-0.04129145,0.9937799,0.1103889,0.2101137,4.759328,0.8083243,-0.4504208,-1.651655,19.89237
0.844,0.09486177,0.7081686,0.7577394,0.8099298,0.1704204,0.1470174,0.3535297,-0.04133309,0.9937766,0.1095061,0.2097022,4.768668,0.8078738,-0.4506012,-1.655756,20.07062
0.845,0.09323542,0.7073936,0.7572786,0.8103476,0.1695418,0.1461891,0.3536209,-0.04137459,0.9937734,0.1086284,0.2092909,4.778038,0.8074231,-0.4507763,-1.659858,20.25129
0.846,0.0916314,0.7066173,0.756816,0.8107721,0.168665,0.1453615,0.3537135,-0.04141596,0.9937701,0.1077561,0.2088799,4.787439,0.8069723,-0.4509463,-1.663961,20.43443
0.847,0.09004819,0.7058399,0.7563517,0.8112075,0.1677903,0.1445346,0.3538085,-0.04145718,0.9937669,0.1068891,0.2084692,4.796871,0.8065212,-0.4511112,-1.668064,20.62009
0.848,0.08848424,0.7050613,0.7558857,0.811658,0.1669175,0.1437083,0.3539067,-0.04149827,0.9937637,0.1060275,0.2080588,4.806333,0.8060701,-0.4512712,-1.672169,20.80832
0.849,0.08693801,0.7042814,0.7554183,0.8121277,0.1660467,0.1428827,0.3540091,-0.04153922,0.9937605,0.1051711,0.2076487,4.815826,0.8056187,-0.4514263,-1.676274,20.99917
0.85,0.08540795,0.7035004,0.7549495,0.8126209,0.165178,0.1420578,0.3541166,-0.04158003,0.9937574,0.1043201,0.2072389,4.82535,0.8051672,-0.4515767,-1.680378,21.1927
0.851,0.08389299,0.7027181,0.7544793,0.8131404,0.1643114,0.1412336,0.3542297,-0.0416207,0.9937542,0.1034743,0.2068293,4.834905,0.8047156,-0.4517225,-1.684469,21.38897
0.852,0.08239393,0.7019346,0.7540077,0.8136834,0.1634469,0.14041,0.354348,-0.04166123,0.993751,0.1026338,0.2064201,4.84449,0.8042638,-0.4518637,-1.688538,21.58801
0.853,0.08091205,0.7011498,0.7535345,0.8142456,0.1625845,0.1395871,0.3544704,-0.04170162,0.9937478,0.1017986,0.2060111,4.854107,0.8038118,-0.4520006,-1.692581,21.78989
0.854,0.07944862,0.7003639,0.7530598,0.8148229,0.1617244,0.1387648,0.354596,-0.04174187,0.9937446,0.1009686,0.2056025,4.863754,0.8033598,-0.4521331,-1.696598,21.99466
0.855,0.07800491,0.6995767,0.7525834,0.8154111,0.1608664,0.1379432,0.354724,-0.04178197,0.9937415,0.100144,0.2051942,4.873432,0.8029076,-0.4522615,-1.700591,22.20238
0.856,0.0765822,0.6987882,0.7521052,0.816006,0.1600108,0.1371222,0.3548534,-0.04182193,0.9937385,0.09932468,0.2047862,4.883141,0.8024552,-0.4523858,-1.704558,22.4131
0.857,0.07518175,0.6979985,0.7516252,0.8166034,0.1591574,0.1363018,0.3549832,-0.04186175,0.9937354,0.09851077,0.2043786,4.89288,0.8020028,-0.4525062,-1.7085,22.62689
0.858,0.07380484,0.6972075,0.7511432,0.817199,0.1583064,0.1354821,0.3551127,-0.04190143,0.9937322,0.0977023,0.2039713,4.902649,0.8015502,-0.4526228,-1.712418,22.8438
0.859,0.07245275,0.6964153,0.7506591,0.8177888,0.1574578,0.134663,0.3552408,-0.04194096,0.993729,0.09689934,0.2035644,4.91245,0.8010975,-0.4527357,-1.71631,23.06389
0.86,0.07112673,0.6956218,0.7501729,0.8183684,0.1566115,0.1338445,0.3553667,-0.04198034,0.9937258,0.09610195,0.2031579,4.92228,0.8006447,-0.452845,-1.720185,23.28723
0.861,0.06982765,0.694827,0.7496846,0.8189352,0.1557677,0.1330267,0.3554897,-0.04201958,0.9937228,0.0953102,0.2027517,4.932141,0.8001919,-0.4529508,-1.724082,23.51388
0.862,0.06855467,0.694031,0.749194,0.819492,0.1549264,0.1322094,0.3556105,-0.04205867,0.9937199,0.09452405,0.2023459,4.942032,0.7997388,-0.4530534,-1.728039,23.74391
0.863,0.06730655,0.6932337,0.7487014,0.8200432,0.1540876,0.1313928,0.3557301,-0.04209761,0.9937169,0.09374342,0.2019404,4.951955,0.7992857,-0.4531527,-1.732064,23.9774
0.864,0.06608202,0.6924352,0.7482067,0.8205933,0.1532514,0.1305768,0.3558494,-0.04213641,0.9937136,0.09296822,0.2015353,4.96191,0.7988325,-0.4532489,-1.736157,24.21443
0.865,0.06487983,0.6916354,0.74771,0.8211466,0.1524177,0.1297613,0.3559693,-0.04217506,0.9937101,0.09219836,0.2011305,4.971897,0.7983792,-0.4533423,-1.740316,24.45506
0.866,0.06369874,0.6908344,0.7472114,0.8217075,0.1515867,0.1289464,0.3560909,-0.04221356,0.9937067,0.09143377,0.200726,4.981916,0.7979259,-0.4534329,-1.744543,24.69938
0.867,0.06253748,0.6900321,0.7467109,0.8222804,0.1507584,0.1281322,0.356215,-0.04225191,0.9937034,0.0906744,0.2003218,4.991969,0.7974724,-0.4535209,-1.748836,24.94747
0.868,0.0613948,0.6892287,0.7462087,0.8228696,0.1499327,0.1273185,0.3563426,-0.04229012,0.9937002,0.08992033,0.1999178,5.002055,0.7970188,-0.4536065,-1.753195,25.19941
0.869,0.06026946,0.688424,0.7457047,0.8234795,0.1491098,0.1265054,0.3564746,-0.04232818,0.9936971,0.08917172,0.1995142,5.012175,0.7965652,-0.4536896,-1.757619,25.45528
0.87,0.0591602,0.6876182,0.745199,0.8241145,0.1482896,0.1256928,0.3566121,-0.04236609,0.993694,0.08842868,0.1991108,5.02233,0.7961114,-0.4537707,-1.7621,25.71519
0.871,0.05806609,0.6868112,0.7446917,0.8247775,0.1474723,0.1248808,0.3567555,-0.04240385,0.9936909,0.08769125,0.1987076,5.03252,0.7956576,-0.4538498,-1.766593,25.97921
0.872,0.05698751,0.6860029,0.7441827,0.8254654,0.1466577,0.1240694,0.3569042,-0.04244146,0.9936879,0.08695944,0.1983047,5.042744,0.7952037,-0.4539271,-1.771055,26.24744
0.873,0.05592518,0.6851936,0.7436721,0.8261738,0.1458461,0.1232586,0.3570573,-0.04247892,0.993685,0.08623317,0.1979021,5.053004,0.7947498,-0.4540027,-1.775475,26.51997
0.874,0.05487981,0.684383,0.7431598,0.826898,0.1450373,0.1224483,0.3572138,-0.04251623,0.9936821,0.08551213,0.1974997,5.063298,0.7942957,-0.4540769,-1.779856,26.7969
0.875,0.0538521,0.6835713,0.7426459,0.8276335,0.1442315,0.1216385,0.3573726,-0.0425534,0.9936792,0.084796,0.1970977,5.073626,0.7938416,-0.4541499,-1.784195,27.07832
0.876,0.05284276,0.6827584,0.7421303,0.8283757,0.1434287,0.1208293,0.3575328,-0.04259041,0.9936762,0.08408457,0.196696,5.083989,0.7933874,-0.4542218,-1.788495,27.36435
0.877,0.05185252,0.6819444,0.7416129,0.8291202,0.1426289,0.1200207,0.3576935,-0.04262727,0.9936732,0.08337787,0.1962945,5.094386,0.7929332,-0.4542929,-1.792754,27.65507
0.878,0.05088206,0.6811293,0.7410938,0.8298624,0.1418321,0.1192126,0.3578535,-0.04266398,0.9936703,0.08267595,0.1958934,5.104817,0.7924788,-0.4543633,-1.796974,27.9506
0.879,0.04993211,0.680313,0.740573,0.8305976,0.1410384,0.118405,0.358012,-0.04270055,0.9936674,0.08197923,0.1954927,5.115281,0.7920244,-0.4544334,-1.801153,28.25106
0.88,0.04900338,0.6794956,0.7400504,0.8313215,0.1402478,0.1175979,0.358168,-0.04273696,0.9936646,0.08128849,0.1950923,5.12578,0.79157,-0.4545033,-1.805297,28.55654
0.881,0.04809628,0.6786771,0.739526,0.832031,0.1394603,0.1167914,0.3583208,-0.04277323,0.9936617,0.08060449,0.1946922,5.136312,0.7911154,-0.4545733,-1.809426,28.86718
0.882,0.04721002,0.6778574,0.7389997,0.8327296,0.138676,0.1159854,0.3584712,-0.04280934,0.9936588,0.07992735,0.1942925,5.146878,0.7906608,-0.4546437,-1.813561,29.1831
0.883,0.04634355,0.6770363,0.7384716,0.8334223,0.1378949,0.11518,0.3586202,-0.04284531,0.9936559,0.07925677,0.1938932,5.157478,0.7902062,-0.4547147,-1.817705,29.50441
0.884,0.04549579,0.6762139,0.7379415,0.8341142,0.1371171,0.114375,0.3587691,-0.04288113,0.993653,0.07859239,0.1934942,5.168112,0.7897514,-0.4547865,-1.821858,29.83127
0.885,0.04466567,0.67539,0.7374093,0.8348102,0.1363425,0.1135706,0.3589187,-0.04291683,0.99365,0.07793339,0.1930957,5.17878,0.7892966,-0.4548594,-1.826021,30.16379
0.886,0.04385212,0.6745645,0.736875,0.8355155,0.1355713,0.1127666,0.3590703,-0.04295241,0.9936471,0.07727874,0.1926974,5.189483,0.7888417,-0.4549337,-1.830193,30.50213
0.887,0.04305406,0.6737374,0.7363386,0.8362351,0.1348034,0.1119632,0.3592249,-0.0429879,0.9936443,0.0766276,0.1922996,5.20022,0.7883867,-0.4550096,-1.834375,30.84642
0.888,0.04227042,0.6729085,0.7358,0.836974,0.134039,0.1111602,0.3593836,-0.0430233,0.9936415,0.07597993,0.191902,5.210992,0.7879317,-0.4550874,-1.838565,31.19682
0.889,0.04150014,0.6720777,0.735259,0.8377373,0.133278,0.1103577,0.3595474,-0.04305865,0.9936386,0.07533586,0.1915049,5.221798,0.7874765,-0.4551672,-1.842765,31.55349
0.89,0.04074213,0.671245,0.7347157,0.8385299,0.1325205,0.1095557,0.3597175,-0.04309395,0.9936356,0.07469562,0.1911081,5.23264,0.7870213,-0.4552493,-1.846972,31.91657
0.891,0.03999562,0.6704101,0.7341698,0.8393552,0.1317665,0.1087542,0.3598944,-0.0431292,0.9936326,0.0740597,0.1907117,5.243517,0.786566,-0.4553339,-1.851183,32.28624
0.892,0.03926094,0.6695724,0.7336205,0.8402095,0.131016,0.1079531,0.3600775,-0.04316439,0.9936297,0.07342862,0.1903157,5.254428,0.7861107,-0.4554211,-1.855393,32.66265
0.893,0.03853874,0.6687313,0.7330668,0.8410873,0.1302692,0.1071526,0.3602656,-0.0431995,0.9936268,0.07280272,0.18992,5.265375,0.7856552,-0.455511,-1.859602,33.04598
0.894,0.03782963,0.6678859,0.7325077,0.841983,0.1295259,0.1063524,0.3604574,-0.04323444,0.993624,0.07218207,0.1895247,5.276358,0.7851996,-0.4556039,-1.863808,33.43638
0.895,0.03713425,0.6670355,0.7319423,0.8428912,0.1287864,0.1055528,0.3606517,-0.04326913,0.9936211,0.07156675,0.1891297,5.287376,0.784744,-0.4556997,-1.868013,33.83404
0.896,0.03645322,0.6661794,0.7313696,0.8438065,0.1280504,0.1047536,0.3608475,-0.04330354,0.9936181,0.0709566,0.1887352,5.298429,0.7842882,-0.4557986,-1.872215,34.23914
0.897,0.03578718,0.6653168,0.7307886,0.8447233,0.1273182,0.1039549,0.3610435,-0.04333767,0.9936152,0.07035134,0.188341,5.309518,0.7838324,-0.4559006,-1.876416,34.65185
0.898,0.03513676,0.6644471,0.7301984,0.8456361,0.1265898,0.1031566,0.3612385,-0.04337151,0.9936125,0.06975066,0.1879472,5.320643,0.7833764,-0.4560058,-1.880614,35.07239
0.899,0.03450258,0.6635695,0.7295979,0.8465396,0.1258651,0.1023588,0.3614314,-0.04340512,0.9936099,0.0691544,0.1875538,5.331804,0.7829204,-0.4561142,-1.884811,35.50094
0.9,0.03388527,0.6626832,0.7289861,0.8474281,0.1251443,0.1015614,0.361621,-0.04343854,0.9936073,0.06856246,0.1871608,5.343,0.7824642,-0.4562258,-1.889003,35.93772
0.901,0.03328521,0.6617875,0.7283622,0.8482983,0.1244273,0.1007645,0.3618066,-0.04347183,0.9936045,0.06797476,0.1867681,5.354232,0.7820079,-0.4563407,-1.893179,36.38294
0.902,0.03270173,0.6608818,0.7277254,0.8491548,0.1237141,0.09996808,0.3619893,-0.04350499,0.9936016,0.0673913,0.1863759,5.365501,0.7815515,-0.4564588,-1.897328,36.83683
0.903,0.0321339,0.6599653,0.7270748,0.8500045,0.1230049,0.09917206,0.3621703,-0.04353802,0.9935989,0.0668121,0.1859841,5.376805,0.781095,-0.4565802,-1.901447,37.29963
0.904,0.0315808,0.6590375,0.7264099,0.850854,0.1222997,0.09837646,0.3623512,-0.04357089,0.9935964,0.06623717,0.1855926,5.388145,0.7806384,-0.4567049,-1.905537,37.7716
0.905,0.03104149,0.6580976,0.7257297,0.85171,0.1215984,0.0975813,0.3625335,-0.04360362,0.993594,0.0656664,0.1852016,5.39952,0.7801816,-0.456833,-1.909598,38.25298
0.906,0.03051505,0.657145,0.7250337,0.8525794,0.1209012,0.09678654,0.3627185,-0.04363621,0.9935913,0.06509969,0.1848111,5.410931,0.7797247,-0.4569644,-1.91363,38.74405
0.907,0.03000056,0.656179,0.724321,0.8534688,0.120208,0.0959922,0.3629076,-0.04366866,0.9935885,0.06453697,0.1844209,5.422378,0.7792677,-0.4570992,-1.917633,39.24509
0.908,0.02949708,0.655199,0.723591,0.8543851,0.1195189,0.09519826,0.3631024,-0.04370097,0.9935857,0.06397816,0.1840312,5.43386,0.7788105,-0.4572375,-1.921607,39.75639
0.909,0.0290037,0.6542042,0.7228428,0.8553348,0.118834,0.09440472,0.3633041,-0.04373315,0.9935832,0.06342322,0.183642,5.445377,0.7783532,-0.4573794,-1.925553,40.27824
