r,R  4/ 2,R  5/ 2,R  6/ 2,R  7/ 2,R  8/ 2,R  9/ 2,R 10/ 2,I  4/ 2,I  5/ 2,I  6/ 2,I  7/ 2,I  8/ 2,I  9/ 2,I 10/ 2
0.215,0.000947530214,-0.0101452294,0.0220491338,-0.0380686644,0.00283320847,8.20295446e-05,1.81797528e-05,0.00177062456,0.000912742451,0.0668259793,-0.031443332,-0.0049732495,-9.83931778e-05,-2.3633891e-05
0.216,0.000939060209,-0.0101456066,0.0216478793,-0.0383972877,0.00289474406,8.27026579e-05,1.83567337e-05,0.00175744042,0.00065519224,0.0678111101,-0.0319226635,-0.00507686253,-0.0001040053,-2.52164683e-05
0.217,0.000930504786,-0.0101404553,0.0212176033,-0.0387114712,0.00295730163,8.33480443e-05,1.85179153e-05,0.00174416301,0.000393639981,0.0687868742,-0.0324014623,-0.00518059706,-0.000109793534,-2.68789177e-05
0.218,0.000921864771,-0.0101296541,0.0207580841,-0.0390107586,0.00302089799,8.39656228e-05,1.86629882e-05,0.00173080715,0.000128290087,0.0697522831,-0.0328795251,-0.00528436958,-0.000115759234,-2.86239238e-05
0.219,0.000913140633,-0.0101130852,0.0202691387,-0.0392947067,0.00308554908,8.4555479e-05,1.87917876e-05,0.00171738716,-0.000140645642,0.070706337,-0.0333566463,-0.00538809467,-0.000121903577,-3.04541644e-05
0.22,0.000904332468,-0.0100906337,0.0197506246,-0.0395628869,0.00315126998,8.51178343e-05,1.89042877e-05,0.0017039167,-0.000412948196,0.0716480265,-0.0338326184,-0.005491685,-0.000128227568,-3.23723191e-05
0.221,0.000895439922,-0.0100621881,0.0192024426,-0.0398148857,0.00321807511,8.56529834e-05,1.90005795e-05,0.00169040869,-0.000688391256,0.0725763331,-0.0343072329,-0.00559505127,-0.00013473203,-3.43810857e-05
0.222,0.000886462058,-0.0100276395,0.0186245393,-0.0400503059,0.00328597867,8.61612502e-05,1.90808424e-05,0.00167687511,-0.000966740761,0.0734902305,-0.0347802826,-0.00569810212,-0.000141417535,-3.64831882e-05
0.223,0.00087739751,-0.00998688247,0.0180169068,-0.040268767,0.00335499429,8.66431244e-05,1.91453988e-05,0.00166332713,-0.00124775571,0.0743886874,-0.0352515598,-0.00580074482,-0.000148284475,-3.86813504e-05
0.224,0.000868244546,-0.0099398154,0.0173795821,-0.0404699057,0.00342513484,8.70993332e-05,1.91947285e-05,0.00164977506,-0.00153118798,0.0752706696,-0.0357208559,-0.00590288523,-0.000155332984,-4.09782613e-05
0.225,0.000859000998,-0.00988634269,0.0167126475,-0.0406533759,0.00349641199,8.75306769e-05,1.92294037e-05,0.00163622831,-0.00181678144,0.0761351409,-0.0361879605,-0.00600442652,-0.000162562809,-4.33765897e-05
0.226,0.000849664281,-0.00982637534,0.0160162308,-0.0408188488,0.0035688359,8.79379821e-05,1.92500461e-05,0.00162269542,-0.00210427208,0.0769810638,-0.0366526613,-0.00610526911,-0.000169973293,-4.58789946e-05
0.227,0.000840231494,-0.00975983012,0.0152905055,-0.0409660146,0.00364241539,8.83222985e-05,1.92573747e-05,0.00160918414,-0.00239338924,0.0778074025,-0.0371147429,-0.00620531217,-0.00017756346,-4.84880657e-05
0.228,0.000830699504,-0.00968662951,0.014535691,-0.0410945837,0.0037171577,8.86849801e-05,1.92522484e-05,0.00159570146,-0.00268385678,0.0786131248,-0.0375739868,-0.00630445451,-0.000185332102,-5.12062805e-05
0.229,0.000821064942,-0.00960670264,0.0137520518,-0.0412042875,0.00379306809,8.90276588e-05,1.92356606e-05,0.00158225361,-0.00297539343,0.0793972039,-0.0380301706,-0.0064025946,-0.000193277756,-5.40359812e-05
0.23,0.000811324259,-0.00951998635,0.0129398962,-0.0412948793,0.00387014944,8.93523266e-05,1.92087547e-05,0.00156884628,-0.00326771324,0.0801586202,-0.0384830662,-0.00649963087,-0.000201398659,-5.69793249e-05
0.231,0.000801474001,-0.00942642664,0.0120995715,-0.0413661347,0.0039484012,8.96615094e-05,1.91728848e-05,0.00155548488,-0.00356052709,0.0808963639,-0.0389324358,-0.00659546235,-0.000209692781,-6.00382127e-05
0.232,0.00079151127,-0.00932598023,0.01123146,-0.0414178521,0.00402781777,8.99584048e-05,1.91296968e-05,0.00154217489,-0.00385354548,0.0816094389,-0.0393780259,-0.00668998961,-0.000218158075,-6.32142503e-05
0.233,0.000781433324,-0.00921861352,0.010335983,-0.0414498534,0.00410839002,9.02466707e-05,1.90810055e-05,0.00152892166,-0.00414647689,0.082296861,-0.0398195722,-0.00678311386,-0.00022679228,-6.65088065e-05
0.234,0.00077123733,-0.00910430195,0.00941360451,-0.0414619843,0.00419010622,9.05302024e-05,1.90287079e-05,0.00151573024,-0.00443902712,0.0829576583,-0.0402568033,-0.00687473634,-0.000235592903,-6.99230857e-05
0.235,0.000760920305,-0.00898303002,0.00846483369,-0.041454114,0.00427295215,9.08129937e-05,1.89747509e-05,0.00150260513,-0.00473089951,0.0835908727,-0.0406894423,-0.00696475812,-0.00024455726,-7.34581847e-05
0.236,0.000750479277,-0.00885479069,0.00749022219,-0.0414261376,0.00435691063,9.10991665e-05,1.89211982e-05,0.00148955021,-0.00502179666,0.0841955619,-0.0411172047,-0.00705308103,-0.000253682722,-7.71151281e-05
0.237,0.000739911345,-0.0087195854,0.0064903643,-0.0413779766,0.00444196148,9.13929654e-05,1.8870267e-05,0.00147656872,-0.00531142096,0.0847708013,-0.0415397991,-0.00713960783,-0.000262966748,-8.0894849e-05
0.238,0.000729213555,-0.00857742505,0.00546589982,-0.0413095771,0.00452808193,9.16986729e-05,1.88242723e-05,0.00146366314,-0.00559947374,0.0853156864,-0.04195693,-0.0072242414,-0.000272406647,-8.47981657e-05
0.239,0.000718382937,-0.00842832998,0.00441751383,-0.0412209102,0.00461524668,9.20206461e-05,1.87856181e-05,0.00145083525,-0.00588565567,0.0858293351,-0.0423682982,-0.00730688503,-0.00028199959,-8.88257875e-05
0.24,0.000707416529,-0.00827232999,0.00334593607,-0.041111972,0.00470342785,9.23633301e-05,1.87568012e-05,0.00143808617,-0.00616966731,0.0863108886,-0.0427736011,-0.00738744269,-0.000291742611,-9.29783102e-05
0.241,0.000696311424,-0.00810946456,0.00225194002,-0.0409827842,0.00479259489,9.27312653e-05,1.87404113e-05,0.00142541637,-0.00645120968,0.0867595141,-0.0431725329,-0.00746581925,-0.00030163261,-9.72562055e-05
0.242,0.000685064825,-0.00793978297,0.00113634186,-0.040833394,0.00488271442,9.31290909e-05,1.87391349e-05,0.00141282572,-0.00672998489,0.0871744064,-0.0435647841,-0.00754192073,-0.000311666359,-0.000101659813
0.243,0.000673674032,-0.00776334453,-6.9388938999999995e-18,-0.0406638738,0.00497375029,9.35615216e-05,1.8755749e-05,0.00140031349,-0.0070056964,0.0875547893,-0.043950043,-0.00761565429,-0.000321840476,-0.000106189334
0.244,0.000662136434,-0.00758021902,-0.00115618541,-0.0404743213,0.00506566339,9.40332685e-05,1.87931077e-05,0.00138787829,-0.0072780495,0.0878999175,-0.0443279956,-0.00768692819,-0.000332151401,-0.000110844831
0.245,0.000650449581,-0.00739048715,-0.00233127324,-0.0402648597,0.00515841111,9.45489359e-05,1.88541464e-05,0.00137551804,-0.00754675235,0.0882090786,-0.0446983264,-0.00775565189,-0.000342595463,-0.000115626225
0.246,0.000638611328,-0.00719423845,-0.00352428312,-0.0400356385,0.00525194762,9.51133324e-05,1.8941956e-05,0.00136323009,-0.00781151779,0.0884815963,-0.0450607186,-0.00782173817,-0.000353169079,-0.000120533234
0.247,0.000626619885,-0.00699156967,-0.00473419654,-0.0397868345,0.00534622462,9.57317225e-05,1.90598102e-05,0.00135101134,-0.00807206417,0.0887168341,-0.045414856,-0.00788510434,-0.000363868776,-0.000125565302
0.248,0.000614473852,-0.00678258618,-0.00595995848,-0.03951865,0.00544119053,9.6409476e-05,1.92111033e-05,0.00133885813,-0.00832811536,0.0889141953,-0.0457604226,-0.00794567094,-0.000374691139,-0.000130721706
0.249,0.000602172188,-0.00656740364,-0.00720047747,-0.0392313107,0.00553679034,9.71517329e-05,1.93992719e-05,0.00132676604,-0.00857940001,0.0890731242,-0.0460971047,-0.00800336009,-0.000385632623,-0.000136001618
0.25,0.000589714237,-0.00634614705,-0.00845462563,-0.0389250654,0.00563296627,9.79634177e-05,1.9627785e-05,0.00131472978,-0.00882565128,0.0891931081,-0.0464245928,-0.00805809561,-0.000396689537,-0.000141404132
0.251,0.000577099601,-0.00611894955,-0.00972123659,-0.038600185,0.00572965886,9.88491299e-05,1.99001086e-05,0.0013027428,-0.00906660578,0.08927368,-0.0467425876,-0.00810980293,-0.000407858017,-0.000146928326
0.252,0.00056432785,-0.00588595221,-0.0109991031,-0.0382569613,0.00582680858,9.98130073e-05,2.02196381e-05,0.00129079688,-0.00930200149,0.08931442,-0.0470508069,-0.00815840866,-0.000419133796,-0.000152573296
0.253,0.000551398963,-0.00564730419,-0.0122869839,-0.0378957069,0.00592435422,0.000100858903,2.05897852e-05,0.00127888245,-0.0095315806,0.0893149583,-0.0473489801,-0.00820384178,-0.000430512433,-0.000158338076
0.254,0.000538313577,-0.00540316304,-0.0135836101,-0.0375167551,0.0060222321,0.000101990579,2.10140287e-05,0.001266989,-0.00975509132,0.0892749763,-0.0476368442,-0.0082460346,-0.000441989359,-0.000164221553
0.255,0.000525073004,-0.0051536944,-0.0148876894,-0.0371204597,0.00612037631,0.000103211861,2.14959275e-05,0.00125510533,-0.00997228817,0.0891942071,-0.047914143,-0.0082849233,-0.000453559813,-0.0001702224
0.256,0.000511679129,-0.00489907342,-0.0161979077,-0.0367071925,0.00621871895,0.000104526504,2.20390462e-05,0.00124321963,-0.0101829314,0.0890724362,-0.0481806287,-0.00832044707,-0.000465218658,-0.00017633906
0.257,0.000498134215,-0.00463948741,-0.0175129285,-0.0362773386,0.0063171906,0.000105937892,2.26468031e-05,0.00123131937,-0.0103867863,0.0889095027,-0.0484360645,-0.00835254654,-0.000476960018,-0.000182569749
0.258,0.000484441046,-0.0043751329,-0.0188313998,-0.0358312998,0.00641572001,0.000107449414,2.33225623e-05,0.00121939161,-0.0105836245,0.0887052989,-0.0486802216,-0.00838116611,-0.000488777676,-0.000188912453
0.259,0.000470602959,-0.00410621437,-0.0201519583,-0.0353694958,0.00651423416,0.000109064606,2.40696765e-05,0.00120742321,-0.0107732261,0.0884597695,-0.0489128773,-0.00840625505,-0.000500665243,-0.000195364892
0.26,0.000456623846,-0.00383294496,-0.0214732336,-0.0348923629,0.00661265803,0.000110787106,2.48914698e-05,0.001195401,-0.0109553798,0.0881729114,-0.0491338144,-0.00842776751,-0.00051261615,-0.000201924486
0.261,0.000442508255,-0.00355554669,-0.0227938536,-0.0344003538,0.00671091393,0.00011262072,2.57912399e-05,0.00118331222,-0.0111298849,0.0878447727,-0.0493428167,-0.00844566282,-0.000524623681,-0.000208588303
0.262,0.000428261617,-0.00327424985,-0.0241124507,-0.0338939373,0.00680892034,0.000114569517,2.67722932e-05,0.00117114504,-0.0112965538,0.0874754516,-0.0495396643,-0.00845990608,-0.000536681186,-0.000215353038
0.263,0.000413889978,-0.00298929246,-0.0254276599,-0.0333735975,0.00690659348,0.000116637663,2.78378696e-05,0.00115888822,-0.0114552101,0.0870650965,-0.0497241394,-0.00847046752,-0.000548781907,-0.000222215081
0.264,0.000399399888,-0.00270091913,-0.0267381188,-0.0328398321,0.00700384854,0.000118829377,2.89911037e-05,0.00114653098,-0.0116056874,0.0866139062,-0.0498960314,-0.00847732233,-0.000560918955,-0.000229170596
0.265,0.000384798373,-0.00240938109,-0.028042468,-0.0322931509,0.00710060009,0.000121148783,3.02349762e-05,0.00113406281,-0.0117478289,0.0861221305,-0.0500551382,-0.0084804499,-0.000573085207,-0.000236215619
0.266,0.000370092977,-0.00211493761,-0.0293393529,-0.0317340739,0.00719676123,0.000123599467,3.15723213e-05,0.00112147339,-0.011881487,0.0855900682,-0.0502012668,-0.00847983254,-0.000585273274,-0.000243346175
0.267,0.000355291871,-0.00181785607,-0.0306274249,-0.031163132,0.00729224369,0.000126184381,3.30059071e-05,0.0011087526,-0.0120065246,0.0850180677,-0.0503342336,-0.00847545536,-0.000597475575,-0.00025055822
0.268,0.000340403891,-0.00151841005,-0.0319053439,-0.0305808655,0.00738695891,0.000128906196,3.45384822e-05,0.00109589054,-0.012122815,0.0844065285,-0.0504538668,-0.0084673075,-0.000609684359,-0.000257847519
0.269,0.000325438557,-0.00121687789,-0.0331717808,-0.0299878253,0.00748081824,0.000131767446,3.6172794e-05,0.00108287764,-0.0122302425,0.0837559011,-0.0505600064,-0.00845538313,-0.000621891831,-0.000265209644
0.27,0.000310406036,-0.000913542733,-0.0344254201,-0.0293845716,0.00757373258,0.000134770416,3.79115853e-05,0.00106970474,-0.0123287032,0.0830666864,-0.0506525046,-0.00843968126,-0.000634090167,-0.000272639983
0.271,0.000295317095,-0.000608692362,-0.0356649616,-0.0287716728,0.00766561251,0.000137917129,3.97575891e-05,0.00105636306,-0.0124181053,0.0823394347,-0.0507312255,-0.00842020571,-0.000646271504,-0.000280133736
0.272,0.000280183047,-0.000302618894,-0.0368891233,-0.028149705,0.00775636837,0.000141209345,4.1713524e-05,0.00104284437,-0.0124983692,0.0815747451,-0.0507960451,-0.00839696507,-0.000658427942,-0.000287685898
0.273,0.00026501564,4.38121101e-06,-0.0380966434,-0.0275192506,0.0078459104,0.000144648508,4.37820867e-05,0.00102914088,-0.012569428,0.0807732641,-0.0508468521,-0.00836997248,-0.000670551531,-0.000295291276
0.274,0.00024982702,0.0003120074,-0.0392862819,-0.0268808971,0.00793414876,0.000148235674,4.5965962e-05,0.00101524522,-0.0126312276,0.0799356856,-0.0508835481,-0.0083392455,-0.000682634341,-0.000302944452
0.275,0.000234629845,0.000619957664,-0.0404568251,-0.0262352383,0.00802099387,0.000151971816,4.82678099e-05,0.00100115051,-0.012683728,0.0790627491,-0.0509060471,-0.00830480719,-0.000694668678,-0.000310639684
0.276,0.000219437259,0.000927931617,-0.0416070886,-0.0255828762,0.00810635634,0.000155858183,5.06901809e-05,0.000986850574,-0.0127269022,0.0781552373,-0.0509142738,-0.00826668758,-0.000706647223,-0.000318371003
0.277,0.000204262703,0.00123562843,-0.0427359179,-0.024924415,0.00819014696,0.000159895834,5.32353841e-05,0.000972339835,-0.0127607365,0.077213976,-0.0509081654,-0.0082249217,-0.000718562728,-0.000326132388
0.278,0.000189119963,0.00154274646,-0.0438421898,-0.0242604591,0.00827227665,0.000164085423,5.59054872e-05,0.000957613284,-0.0127852297,0.0762398335,-0.0508876732,-0.0081795486,-0.000730407936,-0.000333917764
0.279,0.000174023415,0.00184898467,-0.0449248136,-0.0235916122,0.00835265677,0.000168427223,5.8702316e-05,0.000942666315,-0.0128003932,0.0752337222,-0.0508527654,-0.00813061132,-0.000742175599,-0.000341721033
0.28,0.000158988343,0.00215404422,-0.0459827311,-0.0229184751,0.00843119937,0.000172921017,6.16274651e-05,0.000927494314,-0.0128062493,0.0741966004,-0.0508034321,-0.00807815677,-0.000753858608,-0.000349536177
0.281,0.000144031082,0.00245762839,-0.0470149133,-0.0222416416,0.00850781909,0.000177565846,6.46822853e-05,0.00091209155,-0.0128028283,0.0731294771,-0.0507396978,-0.00802223481,-0.000765449936,-0.000357357441
0.282,0.000129169095,0.0027594396,-0.0480203562,-0.0215616921,0.00858243703,0.000182359587,6.78677643e-05,0.000896449787,-0.0127901638,0.0720334163,-0.050661637,-0.00796289655,-0.000776942171,-0.000365179465
0.283,0.000114421523,0.00305918289,-0.0489980923,-0.020879197,0.00865497637,0.000187299365,7.11846303e-05,0.000880559829,-0.0127682988,0.0709095305,-0.0505693569,-0.00790019699,-0.000788328183,-0.000372997154
0.284,9.98088849e-05,0.00335656929,-0.0499472002,-0.0201947208,0.00872536176,0.000192382289,7.46335369e-05,0.000864412991,-0.0127372884,0.0697589739,-0.0504629855,-0.00783419763,-0.000799601214,-0.000380805474
0.285,8.53527141e-05,0.00365131611,-0.050866809,-0.0195088206,0.00879352089,0.000197605775,7.82152249e-05,0.000848001636,-0.0126972005,0.0685829382,-0.05034267,-0.00776496671,-0.000810754735,-0.000388599104
0.286,7.10756933e-05,0.00394314549,-0.0517561009,-0.0188220471,0.00885938373,0.000202967245,8.19304599e-05,0.000831319209,-0.0126481166,0.067382646,-0.0502085729,-0.00769257826,-0.00082178255,-0.000396372346
0.287,5.70014325e-05,0.00423178239,-0.052614311,-0.0181349422,0.00892288256,0.000208463853,8.57798911e-05,0.000814360194,-0.0125901316,0.0661593452,-0.0500608698,-0.00761711083,-0.000832678656,-0.000404119256
0.288,4.31538388e-05,0.00451695474,-0.0534407282,-0.0174480385,0.00898395309,0.000214092676,8.97640462e-05,0.000797120286,-0.0125233529,0.0649143036,-0.0498997465,-0.00753864734,-0.000843437151,-0.000411833643
0.289,2.95564059e-05,0.00479839321,-0.0542346965,-0.016761859,0.00904253534,0.000219850904,9.38832976e-05,0.000779596735,-0.0124479002,0.063648801,-0.0497253957,-0.00745727508,-0.00085405218,-0.000419509037
0.29,1.62313092e-05,0.00507583099,-0.0549956183,-0.0160769192,0.00909857411,0.000225736089,9.81377981e-05,0.000761789203,-0.012363907,0.0623641195,-0.0495380065,-0.0073730857,-0.000864517749,-0.000427138547
0.291,3.19840919e-06,0.00534900726,-0.055722961,-0.0153937363,0.00915201621,0.000231746766,0.000102527484,0.000743701879,-0.0122715251,0.0610615262,-0.0493377408,-0.00728617658,-0.000874827725,-0.000434714504
0.292,-9.52537814e-06,0.00561767456,-0.0564162641,-0.0147128418,0.00920280269,0.000237883026,0.000107052127,0.000725346013,-0.0121709322,0.0597422582,-0.0491247038,-0.00719665278,-0.000884976603,-0.000442228135
0.293,-2.19259528e-05,0.00588158779,-0.0570751222,-0.0140347654,0.00925087548,0.000244144811,0.000111710839,0.000706736555,-0.0120623233,0.0584075325,-0.0488989759,-0.0071046198,-0.000894958351,-0.000449670128
0.294,-3.3991902e-05,0.00614050219,-0.0576991736,-0.0133600257,0.00929618054,0.000250531332,0.000116501985,0.000687889878,-0.0119459033,0.0570585578,-0.0486606369,-0.00701018151,-0.00090476631,-0.000457031409
0.295,-4.57145008e-05,0.00639417941,-0.0582880983,-0.0126891322,0.00933866869,0.000257041672,0.000121423459,0.000668823241,-0.0118218839,0.0556965401,-0.048409775,-0.00691344217,-0.000914393592,-0.000464303344
0.296,-5.70871297e-05,0.00664239045,-0.0588416182,-0.0120225853,0.00937829505,0.000263674828,0.000126472801,0.000649554507,-0.0116904831,0.0543226863,-0.0481464918,-0.00681450685,-0.000923833347,-0.000471477678
0.297,-6.8104595e-05,0.00688491614,-0.0593594974,-0.011360876,0.00941501797,0.000270429454,0.000131647196,0.000630101963,-0.0115519252,0.0529382059,-0.0478709034,-0.00671348101,-0.000933078872,-0.000478546561
0.298,-7.87625882e-05,0.0071215479,-0.0598415426,-0.0107044846,0.00944879836,0.000277303776,0.000136943512,0.000610484206,-0.0114064413,0.0515443125,-0.0475831429,-0.0066104705,-0.00094212364,-0.000485502544
0.299,-8.90569015e-05,0.00735208892,-0.0602876037,-0.0100538804,0.00947959911,0.000284295483,0.000142358343,0.000590719962,-0.011254268,0.0501422262,-0.0472833642,-0.00650558159,-0.000950961389,-0.000492338617
0.3,-9.89824411e-05,0.00757635494,-0.0606975731,-0.00940951725,0.00950738492,0.000291401567,0.000147888081,0.00057082755,-0.0110956453,0.0487331805,-0.0469717513,-0.00639892111,-0.000959586329,-0.000499048435
0.301,-0.000108532334,0.00779417021,-0.0610713816,-0.00877182178,0.00953212564,0.000298617787,0.000153529169,0.000550822864,-0.0109308109,0.0473184339,-0.0466485413,-0.00629059503,-0.000967993118,-0.000505626797
0.302,-0.000117696689,0.00800535791,-0.061408996,-0.00814117589,0.00955380441,0.000305937887,0.000159278272,0.000530716621,-0.0107599942,0.0458992831,-0.0463140546,-0.0061807047,-0.000976176253,-0.000512069627
0.303,-0.000126462521,0.00820974906,-0.0617104302,-0.00751793071,0.00957241028,0.000313354677,0.000165132323,0.000510517241,-0.0105834251,0.0444770461,-0.0459686617,-0.00606935111,-0.000984130972,-0.000518373175
0.304,-0.000134814561,0.00840718641,-0.0619757517,-0.0069024179,0.00958793519,0.000320860696,0.000171088363,0.000490233118,-0.0104013387,0.0430530449,-0.0456127567,-0.00595663722,-0.000991853199,-0.00052453365
0.305,-0.000142736315,0.0085975239,-0.0622050819,-0.00629495263,0.0096003742,0.0003284484,0.000177143457,0.000469873452,-0.0102139768,0.0416285945,-0.045246746,-0.00584266822,-0.000999339319,-0.000530547073
0.306,-0.000150210848,0.0087806258,-0.0623985951,-0.00569583397,0.00960972608,0.000336110285,0.000183294638,0.000449448439,-0.0100215879,0.0402049956,-0.044871043,-0.00572755111,-0.00100658607,-0.000536409245
0.307,-0.000157221357,0.00895636606,-0.0625565168,-0.00510534448,0.00961599372,0.000343838897,0.000189538869,0.000428969205,-0.0098244273,0.03878353,-0.0444860647,-0.0056113942,-0.00101359052,-0.000542115762
0.308,-0.000163751564,0.00912462819,-0.0626791213,-0.00452374987,0.00961918387,0.000351626721,0.000195873031,0.000408447592,-0.0096227574,0.0373654573,-0.0440922293,-0.00549430643,-0.00102035016,-0.00054766202
0.309,-0.000169786045,0.00928530706,-0.0627667312,-0.00395130033,0.0096193082,0.000359466671,0.000202293814,0.000387896138,-0.0094168462,0.0359520103,-0.043689954,-0.0053763977,-0.00102686298,-0.000553043022
0.31,-0.00017531102,0.00943831137,-0.062819715,-0.00338823464,0.00961638473,0.000367352876,0.00020879754,0.000367328346,-0.00920696443,0.0345443892,-0.043279649,-0.00525777999,-0.00103312716,-0.000558253505
0.311,-0.000180315568,0.00958356469,-0.0628384845,-0.00283478569,0.00961043484,0.000375280408,0.000215380066,0.000346759632,-0.00899338734,0.0331437518,-0.0428617035,-0.00513856708,-0.00103914102,-0.000563288308
0.312,-0.000184792543,0.0097210082,-0.0628234913,-0.00229118808,0.00960147775,0.000383244964,0.000222036769,0.000326208424,-0.00877639788,0.0317512058,-0.0424364702,-0.0050188745,-0.00104490336,-0.000568142317
0.313,-0.000188737904,0.00985059525,-0.0627752227,-0.00175766804,0.00958953466,0.000391242412,0.000228762538,0.000305694599,-0.00855628264,0.0303678161,-0.0420042819,-0.00489881639,-0.00105041298,-0.000572810643
0.314,-0.000192150008,0.00997228942,-0.0626941992,-0.00123443709,0.00957463076,0.000399268725,0.000235551891,0.000285238441,-0.00833332832,0.0289946107,-0.041565464,-0.00477850455,-0.00105566869,-0.000577288843
0.315,-0.000195029013,0.010086065,-0.0625809729,-0.000721690583,0.00955679483,0.00040731991,0.000242399062,0.000264860332,-0.00810782036,0.0276325845,-0.0411203393,-0.0046580484,-0.0010606694,-0.000581573031
0.316,-0.000197376537,0.0101919072,-0.0624361262,-0.000219608092,0.00953605889,0.000415392023,0.000249298029,0.000244580898,-0.00788004249,0.0262826996,-0.0406692296,-0.00453755523,-0.00106541422,-0.000585659956
0.317,-0.000199195551,0.0102898135,-0.0622602706,0.000271645316,0.00951245772,0.000423481005,0.000256242805,0.000224420715,-0.00765027626,0.0249458866,-0.0402124564,-0.00441713023,-0.00106990258,-0.000589547287
0.318,-0.000200490456,0.0103797925,-0.0620540467,0.000751921449,0.00948602932,0.000431582727,0.000263227591,0.000204400375,-0.00741880137,0.0236230441,-0.039750344,-0.00429687593,-0.00107413417,-0.000593233197
0.319,-0.000201266861,0.0104618633,-0.0618181238,0.00122108848,0.00945681516,0.000439693219,0.000270246568,0.000184540737,-0.00718589565,0.0223150366,-0.0392832203,-0.0041768925,-0.00107810864,-0.00059671571
0.32,-0.000201531225,0.0105360557,-0.0615531974,0.00167902861,0.00942485982,0.000447808596,0.000277293862,0.000164862686,-0.00695183482,0.0210226931,-0.0388114159,-0.00405727785,-0.00108182565,-0.000599992783
0.321,-0.000201291214,0.0106024102,-0.0612599867,0.00212563527,0.00939021038,0.00045592502,0.000284363577,0.000145387149,-0.00671689267,0.0197468041,-0.0383352601,-0.00393812771,-0.00108528484,-0.000603062369
0.322,-0.000200556154,0.0106609795,-0.0609392322,0.00256080954,0.00935291528,0.000464038808,0.000291449808,0.000126135221,-0.00648134096,0.0184881199,-0.0378550773,-0.00381953622,-0.00108848589,-0.000605922361
0.323,-0.000199336933,0.0107118262,-0.0605916936,0.0029844633,0.00931302558,0.00047214635,0.00029854668,0.000107127634,-0.00624544796,0.0172473519,-0.0373711904,-0.00370159518,-0.00109142838,-0.000608570638
0.324,-0.000197645824,0.010755022,-0.0602181482,0.00339652175,0.00927059588,0.000480244152,0.0003056484,8.83840939e-05,-0.00600947687,0.0160251745,-0.0368839241,-0.00358439339,-0.00109411167,-0.000611005012
0.325,-0.000195495665,0.0107906444,-0.0598193888,0.00379692583,0.00922568301,0.000488328331,0.000312749011,6.99230602e-05,-0.00577368722,0.014822226,-0.0363936037,-0.00346801532,-0.001096535,-0.000613223217
0.326,-0.00019289931,0.0108187761,-0.0593962205,0.00418563303,0.00917834417,0.000496393938,0.000319842277,5.17617152e-05,-0.00553833675,0.0136391101,-0.0359005506,-0.0033525402,-0.0010986978,-0.000615223458
0.327,-0.000189870452,0.0108395059,-0.0589494583,0.00456261414,0.00912863764,0.000504435496,0.000326921963,3.3915958e-05,-0.00530367825,0.012476396,-0.035405082,-0.00323804346,-0.00110059962,-0.000617004706
0.328,-0.000186423902,0.0108529309,-0.0584799273,0.00492785179,0.00907662352,0.000512447565,0.000333981952,1.64005832e-05,-0.00506995694,0.0113346191,-0.0349075116,-0.00312459768,-0.00110224023,-0.000618566491
0.329,-0.000182575032,0.0108591566,-0.0579884621,0.00528134084,0.00902236299,0.000520424703,0.000341016229,-7.70460322e-07,-0.00483741038,0.0102142816,-0.034408151,-0.00301227263,-0.00110361975,-0.000619908881
0.33,-0.000178339152,0.0108582972,-0.0574759069,0.00562309016,0.00896591789,0.000528361382,0.000348018913,-1.75840077e-05,-0.00460626825,0.00911585519,-0.0339073117,-0.00290113553,-0.00110473887,-0.000621032528
0.331,-0.000173730537,0.0108504724,-0.0569431157,0.00595312917,0.00890735178,0.000536251927,0.000354984338,-3.40279503e-05,-0.00437675156,0.00803978466,-0.0334053118,-0.00279125048,-0.00110559891,-0.000621938785
0.332,-0.000168761534,0.0108358043,-0.0563909539,0.00627151684,0.0088467328,0.000544090279,0.000361907212,-5.00915751e-05,-0.00414907236,0.006986492,-0.0329024835,-0.00268267688,-0.00110620175,-0.000622629957
0.333,-0.000163443863,0.0108144209,-0.0558202962,0.0065783312,0.00878413106,0.000551870562,0.000368782731,-6.5764737e-05,-0.00392343393,0.00595637032,-0.032399163,-0.00257547194,-0.00110654989,-0.000623108972
0.334,-0.000157789176,0.0107864585,-0.0552320247,0.00687366323,0.00871961777,0.000559587377,0.000375606351,-8.10371983e-05,-0.00370003188,0.00494977835,-0.0318956855,-0.0024696911,-0.00110664617,-0.000623378729
0.335,-0.000151808855,0.0107520609,-0.0546270268,0.00715761498,0.00865326511,0.000567235731,0.000382373538,-9.58985e-05,-0.00347905548,0.003967038,-0.0313923819,-0.00236538765,-0.00110649366,-0.000623441899
0.336,-0.000145514258,0.0107113781,-0.0540061926,0.00743029832,0.0085851463,0.000574810942,0.000389079787,-0.000110338176,-0.00326068806,0.00300843367,-0.0308895767,-0.00226261249,-0.0011060955,-0.000623301072
0.337,-0.000138917015,0.0106645661,-0.0533704123,0.0076918342,0.00851533565,0.000582308636,0.000395720641,-0.000124346033,-0.00304510702,0.00207421221,-0.030387587,-0.002161414,-0.00110545491,-0.000622958748
0.338,-0.000132029157,0.010611786,-0.0527205742,0.00794235206,0.00844390846,0.000589724674,0.000402291678,-0.000137912389,-0.00283248405,0.00116458318,-0.0298867214,-0.00206183775,-0.00110457508,-0.000622417357
