r,R  4/ 2,R  5/ 2,R  6/ 2,R  7/ 2,R  8/ 2,R  9/ 2,R 10/ 2,I  4/ 2,I  5/ 2,I  6/ 2,I  7/ 2,I  8/ 2,I  9/ 2,I 10/ 2
0.494,6.11771928e-05,0.00013442568,-0.000596508796,0.00248634238,0.000774815345,0.000516000761,0.000319485564,-2.75622709e-05,0.00016753699,-0.00311211062,-0.000677391608,0.000191205068,-0.000233982882,-8.04322216e-05
0.495,5.99153761e-05,0.000132870601,-0.000591307136,0.00245293282,0.000765254163,0.000512515826,0.000317073217,-2.74046981e-05,0.000160459566,-0.00305838234,-0.000664384013,0.000187073511,-0.000231068,-7.93537662e-05
0.496,5.86840324e-05,0.000131388925,-0.000586542844,0.00242008884,0.000755865191,0.00050904868,0.000314680524,-2.72484221e-05,0.000153633131,-0.00300578081,-0.000651751269,0.000183021703,-0.000228195555,-7.82965671e-05
0.497,5.74827661e-05,0.000129974829,-0.000582192362,0.00238780297,0.000746644051,0.000505599831,0.00031230738,-2.70926069e-05,0.000147050583,-0.00295428052,-0.000639480437,0.000179048837,-0.000225365346,-7.72600687e-05
0.498,5.6311075e-05,0.000128623091,-0.000578233624,0.00235606692,0.00073758671,0.000502169689,0.000309953806,-2.6936564e-05,0.000140704689,-0.00290385572,-0.000627559628,0.000175154035,-0.000222576983,-7.62438185e-05
0.499,5.51683461e-05,0.000127329005,-0.000574645969,0.00232487162,0.000728689429,0.000498758533,0.000307619955,-2.67797324e-05,0.000134587942,-0.00285448043,-0.000615977916,0.000171336362,-0.000219829896,-7.52474833e-05
0.5,5.40538469e-05,0.000126088395,-0.000571410026,0.00229420709,0.000719948729,0.000495366522,0.000305306109,-2.66216766e-05,0.000128692666,-0.00280612845,-0.000604725339,0.000167594732,-0.000217123392,-7.42708558e-05
0.501,5.29667327e-05,0.000124897479,-0.000568507487,0.00226406244,0.000711361496,0.000491993727,0.000303012642,-2.64621397e-05,0.000123011316,-0.00275877348,-0.000593792986,0.000163927992,-0.000214456597,-7.33137936e-05
0.502,5.19061338e-05,0.000123752378,-0.000565920383,0.00223442622,0.000702924791,0.000488640141,0.000300739859,-2.63009768e-05,0.00011753655,-0.00271238958,-0.000583172511,0.000160335049,-0.000211828501,-7.23761009e-05
0.503,5.08712604e-05,0.000122648987,-0.000563630778,0.00220528727,0.000694635487,0.000485305777,0.000298487891,-2.61380283e-05,0.000112261281,-0.0026669517,-0.000572855322,0.000156814879,-0.000209238206,-7.14574832e-05
0.504,4.98614308e-05,0.000121583245,-0.000561620951,0.00217663502,0.000686490236,0.000481990702,0.000296256689,-2.59731061e-05,0.000107178867,-0.00262243579,-0.000562832464,0.000153366431,-0.00020668502,-7.05575575e-05
0.505,4.88760804e-05,0.000120551194,-0.000559873511,0.00214845962,0.000678485543,0.000478695032,0.00029404603,-2.58060018e-05,0.000102283115,-0.00257881876,-0.000553094696,0.000149988695,-0.000204168413,-6.96758487e-05
0.506,4.79147499e-05,0.00011954898,-0.000558371499,0.00212075188,0.00067061779,0.000475418914,0.000291855544,-2.56364634e-05,9.75681129e-05,-0.00253607841,-0.000543632522,0.000146680716,-0.000201687992,-6.88118181e-05
0.507,4.6977023e-05,0.000118573107,-0.00055709877,0.00209350291,0.000662883355,0.000472162545,0.000289684845,-2.54642341e-05,9.30282125e-05,-0.0024941932,-0.000534436434,0.000143441572,-0.000199243392,-6.79649111e-05
0.508,4.60624721e-05,0.000117620569,-0.000556040288,0.00206670369,0.000655278841,0.000468926124,0.00028753363,-2.52891106e-05,8.86580451e-05,-0.00245314185,-0.000525497538,0.000140270291,-0.000196834215,-6.71346277e-05
0.509,4.51706438e-05,0.000116688698,-0.000555182042,0.00204034508,0.000647801065,0.000465709843,0.000285401693,-2.51109409e-05,8.44523496e-05,-0.00241290331,-0.000516807568,0.000137165916,-0.00019445999,-6.63205169e-05
0.51,4.43010692e-05,0.000115775041,-0.000554510945,0.00201441783,0.000640447012,0.000462513873,0.000283288928,-2.49296062e-05,8.04058888e-05,-0.0023734568,-0.000508358787,0.000134127569,-0.000192120155,-6.55221674e-05
0.511,4.34532744e-05,0.000114877498,-0.000554014764,0.00198891266,0.000633213676,0.000459338343,0.000281195307,-2.47450106e-05,7.6513425e-05,-0.00233478177,-0.000500143841,0.000131154297,-0.000189814169,-6.47392235e-05
0.512,4.26267884e-05,0.000113994345,-0.000553681966,0.00196382059,0.000626097949,0.000456183325,0.000279120814,-2.45570618e-05,7.27696281e-05,-0.00229685794,-0.000492155511,0.000128245003,-0.000187541611,-6.39713898e-05
0.513,4.18211268e-05,0.000113123949,-0.000553501479,0.00193913304,0.000619096743,0.000453048826,0.000277065392,-2.43656705e-05,6.91690325e-05,-0.00225966534,-0.000484386673,0.000125398628,-0.000185302067,-6.32183768e-05
0.514,4.10357936e-05,0.000112264605,-0.000553462632,0.0019148418,0.000612207132,0.000449934819,0.000275028952,-2.41707587e-05,6.57061521e-05,-0.00222318432,-0.000476830379,0.000122614212,-0.000183095072,-6.24798823e-05
0.515,4.02702645e-05,0.000111414616,-0.000553555149,0.00189093902,0.000605426337,0.000446841264,0.000273011367,-2.39722615e-05,6.23755628e-05,-0.00218739554,-0.000469479857,0.000119890795,-0.000180920151,-6.17556027e-05
0.516,3.95240077e-05,0.000110572259,-0.000553769177,0.00186741704,0.000598751788,0.000443768133,0.000271012484,-2.37701282e-05,5.91720005e-05,-0.00215228004,-0.000462328624,0.000117227472,-0.000178776787,-6.10452239e-05
0.517,3.8796508e-05,0.000109735764,-0.000554095348,0.00184426834,0.000592181124,0.000440715422,0.000269032157,-2.35643017e-05,5.60904904e-05,-0.00211781929,-0.000455370659,0.000114623392,-0.000176664434,-6.03484355e-05
0.518,3.80873144e-05,0.000108903508,-0.000554524813,0.00182148533,0.000585711988,0.00043768318,0.000267070261,-2.33547225e-05,5.31264138e-05,-0.00208399533,-0.000448600165,0.000112077664,-0.000174582587,-5.9664925e-05
0.519,3.73960525e-05,0.000108074166,-0.000555049258,0.0017990604,0.000579341935,0.000434671477,0.000265126675,-2.31413324e-05,5.02754831e-05,-0.00205079078,-0.000442011551,0.000109589265,-0.000172530844,-5.89944019e-05
0.52,3.67223483e-05,0.00010724665,-0.000555660903,0.00177698589,0.000573068533,0.000431680411,0.000263201301,-2.29240708e-05,4.75337364e-05,-0.00201818878,-0.000435599469,0.000107157084,-0.000170508877,-5.83365976e-05
0.521,3.60658277e-05,0.000106419831,-0.000556352446,0.00175525439,0.000566889523,0.000428710136,0.000261294076,-2.2702887e-05,4.48974965e-05,-0.00198617308,-0.000429358726,0.000104780111,-0.000168516311,-5.7691229e-05
0.522,3.5426104e-05,0.000105592482,-0.000557116979,0.0017338588,0.000560802907,0.000425760844,0.000259404947,-2.24777679e-05,4.236325e-05,-0.00195472793,-0.000423284272,0.000102457517,-0.000166552676,-5.70579887e-05
0.523,3.48027483e-05,0.000104763419,-0.000557947901,0.00171279227,0.000554806883,0.000422832698,0.000257533844,-2.22487378e-05,3.99275539e-05,-0.00192383785,-0.000417371281,0.000100188469,-0.000164617478,-5.64365831e-05
0.524,3.41953089e-05,0.000103931506,-0.000558838866,0.00169204817,0.000548899769,0.000419925813,0.000255680679,-2.20158369e-05,3.75869603e-05,-0.00189348759,-0.000411615144,9.79721324e-05,-0.00016271021,-5.58267343e-05
0.525,3.3603323e-05,0.000103095706,-0.000559783777,0.00167162001,0.000543079961,0.000417040231,0.000253845336,-2.17791333e-05,3.53379892e-05,-0.00186366212,-0.000406011452,9.58077032e-05,-0.000160830343,-5.52281763e-05
0.526,3.30263473e-05,0.00010225523,-0.000560776826,0.00165150139,0.000537345757,0.000414175953,0.000252027681,-2.1538689e-05,3.31771456e-05,-0.00183434672,-0.000400555786,9.36943163e-05,-0.0001589774,-5.46406672e-05
0.527,3.24639894e-05,0.000101409462,-0.000561812527,0.00163168592,0.000531695334,0.000411332973,0.000250227586,-2.12945547e-05,3.11010389e-05,-0.00180552713,-0.000395243721,9.16310531e-05,-0.000157150979,-5.40639819e-05
0.528,3.19159104e-05,0.000100557819,-0.000562885713,0.00161216724,0.000526126869,0.000408511312,0.000248444938,-2.10467906e-05,2.91064641e-05,-0.00177718961,-0.000390070948,8.9617078e-05,-0.000155350685,-5.34978879e-05
0.529,3.13818101e-05,9.96997002e-05,-0.000563991485,0.00159293901,0.000520638566,0.000405711029,0.000246679652,-2.07954766e-05,2.71903986e-05,-0.00174932095,-0.000385033256,8.76517203e-05,-0.000153576083,-5.29421274e-05
0.53,3.08614326e-05,9.88345997e-05,-0.000565125128,0.0015739948,0.000515228523,0.000402932181,0.000244931646,-2.05406979e-05,2.53499303e-05,-0.0017219084,-0.000380126508,8.57343281e-05,-0.000151826765,-5.23964379e-05
0.531,3.03545433e-05,9.79622756e-05,-0.000566281998,0.00155532799,0.000509894678,0.00040017474,0.000243200804,-2.02825598e-05,2.35821553e-05,-0.00169493936,-0.000375346787,8.38640611e-05,-0.000150102432,-5.18606011e-05
0.532,2.9860896e-05,9.70826729e-05,-0.000567457449,0.0015369318,0.000504634898,0.00039743857,0.000241486957,-2.00212007e-05,2.18840844e-05,-0.00166840136,-0.00037069037,8.20400113e-05,-0.000148402794,-5.13344152e-05
0.533,2.9380224e-05,9.61957527e-05,-0.000568646869,0.00151879952,0.000499447108,0.00039472347,0.000239789917,-1.97567844e-05,2.02526694e-05,-0.00164228213,-0.000366153688,8.0261312e-05,-0.000146727516,-5.08176806e-05
0.534,2.89122326e-05,9.53014903e-05,-0.000569845747,0.00150092454,0.00049432935,0.000392029217,0.000238109479,-1.94894914e-05,1.86848927e-05,-0.0016165696,-0.000361733284,7.85270445e-05,-0.000145076271,-5.0310216e-05
0.535,2.84565923e-05,9.43997196e-05,-0.000571049722,0.0014833005,0.000489279945,0.000389355623,0.000236445447,-1.92195223e-05,1.71778958e-05,-0.00159125207,-0.000357425913,7.68364049e-05,-0.000143448652,-4.98118279e-05
0.536,2.80129647e-05,9.34900093e-05,-0.000572254614,0.00146592122,0.000484297549,0.000386702566,0.000234797655,-1.89470829e-05,1.57291141e-05,-0.00156631832,-0.000353228639,7.51888196e-05,-0.000141844128,-4.93222881e-05
0.537,2.75810401e-05,9.25719298e-05,-0.00057345646,0.00144878059,0.000479380895,0.000384069999,0.000233165966,-1.86723607e-05,1.43362856e-05,-0.00154175759,-0.000349138677,7.35837059e-05,-0.000140262191,-4.88413682e-05
0.538,2.71605477e-05,9.16452769e-05,-0.000574651513,0.00143187248,0.000474528638,0.000381457899,0.00023155024,-1.8395523e-05,1.29973837e-05,-0.00151755948,-0.000345153339,7.20203249e-05,-0.000138702439,-4.83688679e-05
0.539,2.67512558e-05,9.07099832e-05,-0.000575836223,0.00141519077,0.0004697394,0.000378866257,0.000229950346,-1.81167235e-05,1.17105782e-05,-0.00149371396,-0.000341270072,7.04978773e-05,-0.000137164534,-4.79046056e-05
0.54,2.63529515e-05,8.97659967e-05,-0.000577007201,0.00139872946,0.000465011843,0.000376295093,0.000228366162,-1.78361188e-05,1.04741788e-05,-0.00147021141,-0.000337486368,6.90156231e-05,-0.000135648131,-4.74483903e-05
0.541,2.59654073e-05,8.88132489e-05,-0.000578161161,0.00138248273,0.000460344745,0.000373744431,0.000226797577,-1.75538857e-05,9.28655017e-06,-0.00144704254,-0.000333799752,6.75729114e-05,-0.000134152838,-4.70000204e-05
0.542,2.55883634e-05,8.78516325e-05,-0.000579294848,0.00136644489,0.000455737024,0.000371214263,0.000225244465,-1.72702227e-05,8.14606203e-06,-0.00142419832,-0.00033020787,6.61691329e-05,-0.000132678236,-4.65593008e-05
0.543,2.52215415e-05,8.68809477e-05,-0.000580405001,0.00135061041,0.000451187709,0.000368704542,0.000223706696,-1.6985348e-05,7.05104669e-06,-0.00140166993,-0.000326708493,6.48037961e-05,-0.000131223842,-4.61260262e-05
0.544,2.486466e-05,8.59010652e-05,-0.000581488359,0.00133497384,0.00044669579,0.000366215147,0.000222184119,-1.66994952e-05,5.99973803e-06,-0.0013794487,-0.000323299453,6.34764165e-05,-0.000129789181,-4.5700002e-05
0.545,2.45174641e-05,8.4912126e-05,-0.000582541705,0.0013195297,0.000442260016,0.000363745889,0.000220676551,-1.64128854e-05,4.99025549e-06,-0.00135752607,-0.000319978497,6.21862989e-05,-0.000128373909,-4.52810804e-05
0.546,2.4179739e-05,8.39143928e-05,-0.000583561897,0.00130427251,0.000437878969,0.000361296554,0.000219183804,-1.6125727e-05,4.02071348e-06,-0.00133589368,-0.000316743382,6.09326782e-05,-0.000126977762,-4.48691332e-05
0.547,2.3851297e-05,8.29080823e-05,-0.000584545876,0.00128919683,0.000433551238,0.000358866946,0.000217705706,-1.58382285e-05,3.08932623e-06,-0.0013145435,-0.000313591962,5.9714918e-05,-0.000125600447,-4.44640129e-05
0.548,2.35319664e-05,8.18933732e-05,-0.000585490676,0.00127429729,0.000429275437,0.000356456912,0.0002162421,-1.55505921e-05,2.19444201e-06,-0.00129346785,-0.000310522167,5.85324614e-05,-0.000124241657,-4.40655573e-05
0.549,2.32215878e-05,8.08704282e-05,-0.000586393405,0.0012595686,0.000425050206,0.000354066318,0.00021479284,-1.52630109e-05,1.33452874e-06,-0.00127265931,-0.000307532045,5.73847555e-05,-0.000122901097,-4.3673605e-05
0.55,2.29199976e-05,7.98394191e-05,-0.00058725123,0.00124500558,0.000420874257,0.000351695005,0.000213357768,-1.49756825e-05,5.08117331e-07,-0.00125211065,-0.000304619823,5.62712306e-05,-0.000121578488,-4.32880078e-05
0.551,2.26270252e-05,7.88005497e-05,-0.000588061427,0.00123060332,0.000416746357,0.000349342796,0.000211936721,-1.46888062e-05,-2.86261192e-07,-0.00123181481,-0.000301783768,5.51913033e-05,-0.000120273552,-4.2908626e-05
0.552,2.23424966e-05,7.77540779e-05,-0.000588821453,0.00121635721,0.000412665336,0.000347009526,0.000210529547,-1.44025749e-05,-1.05007012e-06,-0.00121176494,-0.000299022119,5.41443061e-05,-0.000118986069,-4.25353483e-05
0.553,2.20662191e-05,7.67002376e-05,-0.000589528919,0.00120226295,0.000408630203,0.000344695056,0.000209136097,-1.41171798e-05,-1.78467599e-06,-0.00119195442,-0.000296333159,5.31295697e-05,-0.000117715813,-4.21680725e-05
0.554,2.17979778e-05,7.56390537e-05,-0.000590181549,0.00118831646,0.00040464028,0.000342399314,0.000207756259,-1.38328125e-05,-2.4912145e-06,-0.00117237708,-0.000293715365,5.21466566e-05,-0.000116462432,-4.18066564e-05
0.555,2.15375579e-05,7.45704399e-05,-0.000590777172,0.00117451379,0.000400695082,0.000340122301,0.000206389947,-1.35496491e-05,-3.17057439e-06,-0.00115302716,-0.000291167346,5.11952488e-05,-0.000115225518,-4.14509356e-05
0.556,2.12847623e-05,7.34944156e-05,-0.000591313717,0.00116085102,0.000396794126,0.000337864059,0.000205037082,-1.32678458e-05,-3.82349121e-06,-0.00113389915,-0.000288687752,5.02749421e-05,-0.000114004727,-4.11007631e-05
0.557,2.10394199e-05,7.2411112e-05,-0.000591789165,0.0011473242,0.00039293687,0.000335624638,0.000203697583,-1.29875471e-05,-4.45061664e-06,-0.00111498779,-0.00028627529,4.93852798e-05,-0.000112799767,-4.07560056e-05
0.558,2.0801381e-05,7.13207334e-05,-0.000592201501,0.00113392937,0.000389122714,0.000333404079,0.000202371369,-1.27088947e-05,-5.05257386e-06,-0.00109628798,-0.00028392868,4.85257816e-05,-0.000111610379,-4.04165398e-05
0.559,2.05704973e-05,7.02235443e-05,-0.000592548656,0.00112066255,0.000385351021,0.000331202409,0.000201058353,-1.24320404e-05,-5.63001899e-06,-0.00107779483,-0.000281646618,4.76959538e-05,-0.000110436325,-4.00822499e-05
0.56,2.03465982e-05,6.91197723e-05,-0.000592828411,0.00110751975,0.000381621214,0.000329019624,0.000199758442,-1.21571589e-05,-6.18364254e-06,-0.00105950364,-0.00027942785,4.68953777e-05,-0.000109277328,-3.97530172e-05
0.561,2.0129487e-05,6.80095182e-05,-0.000593038289,0.00109449685,0.000377932787,0.00032685567,0.000198471538,-1.18844503e-05,-6.71415564e-06,-0.00104140994,-0.000277271262,4.61238048e-05,-0.000108133012,-3.94286935e-05
0.562,1.99189489e-05,6.68929033e-05,-0.00059317549,0.00108158949,0.000374285156,0.000324710376,0.000197197497,-1.16141359e-05,-7.22235692e-06,-0.00102350934,-0.000275175875,4.53809834e-05,-0.000107002979,-3.91091309e-05
0.563,1.97147801e-05,6.57702789e-05,-0.000593237001,0.00106879315,0.000370677456,0.000322583469,0.000195936128,-1.13464408e-05,-7.70922951e-06,-0.00100579742,-0.000273140666,4.46664099e-05,-0.000105886964,-3.87942314e-05
0.564,1.95168007e-05,6.46421282e-05,-0.000593219705,0.0010561032,0.000367108603,0.00032047462,0.000194687211,-1.10815904e-05,-8.1758678e-06,-0.000988269754,-0.000271164607,4.39794528e-05,-0.000104784798,-3.84839254e-05
0.565,1.93248428e-05,6.35089211e-05,-0.000593120449,0.00104351504,0.000363577478,0.000318383496,0.000193450523,-1.0819809e-05,-8.62334195e-06,-0.000970922095,-0.000269246741,4.33195395e-05,-0.000103696306,-3.81781343e-05
0.566,1.91387372e-05,6.23711087e-05,-0.000592936122,0.00103102418,0.000360083029,0.000316309809,0.000192225856,-1.05613109e-05,-9.05261482e-06,-0.000953750454,-0.000267386161,4.26861249e-05,-0.000102621321,-3.78767763e-05
0.567,1.89583029e-05,6.12290314e-05,-0.000592663676,0.00101862624,0.000356624402,0.00031425334,0.000191013022,-1.03062989e-05,-9.46446369e-06,-0.000936751206,-0.000265582069,4.20787996e-05,-0.000101559611,-3.75797447e-05
0.568,1.87833398e-05,6.00829078e-05,-0.000592300136,0.00100631704,0.000353200976,0.000312213913,0.000189811862,-1.00549693e-05,-9.85948756e-06,-0.000919921106,-0.000263833807,4.14973286e-05,-0.000100510845,-3.72869005e-05
0.569,1.86136371e-05,5.8933006e-05,-0.000591842615,0.000994092556,0.00034981223,0.000310191361,0.000188622218,-9.80750734e-06,-1.02382216e-05,-0.000903257129,-0.000262140756,4.0941415e-05,-9.94747172e-05,-3.69981203e-05
0.57,1.84489845e-05,5.77797176e-05,-0.000591288361,0.000981948953,0.00034645766,0.000308185501,0.000187443924,-9.5640841e-06,-1.06011994e-05,-0.000886756373,-0.000260502261,4.04105809e-05,-9.84510031e-05,-3.67133212e-05
0.571,1.82891664e-05,5.6623449e-05,-0.000590634794,0.000969882664,0.000343136881,0.000306196176,0.000186276831,-9.32486035e-06,-1.09488981e-05,-0.000870416164,-0.000258917676,3.99043448e-05,-9.74394854e-05,-3.64324282e-05
0.572,1.81339618e-05,5.54645001e-05,-0.00058987955,0.000957890438,0.000339849712,0.000304223304,0.000185120829,-9.08998699e-06,-1.12816583e-05,-0.000854234171,-0.000257386398,3.94224019e-05,-9.643988e-05,-3.6155339e-05
0.573,1.79831507e-05,5.43031263e-05,-0.000589020447,0.00094596925,0.000336596101,0.00030226687,0.000183975834,-8.85959578e-06,-1.15996929e-05,-0.000838208381,-0.000255907827,3.89645266e-05,-9.54518833e-05,-3.58819382e-05
0.574,1.78365195e-05,5.31396022e-05,-0.000588055429,0.000934116211,0.000333376032,0.000300326889,0.000182841769,-8.63380217e-06,-1.1903149e-05,-0.000822337009,-0.000254481357,3.85305135e-05,-9.44752014e-05,-3.56121071e-05
0.575,1.76938697e-05,5.19742332e-05,-0.000586982504,0.000922328528,0.000330189433,0.000298403368,0.000181718548,-8.41271093e-06,-1.21921754e-05,-0.000806618421,-0.000253106394,3.81201634e-05,-9.35095541e-05,-3.53457235e-05
0.576,1.75550192e-05,5.08074408e-05,-0.000585799694,0.000910603454,0.000327036077,0.000296496264,0.000180606061,-8.19642011e-06,-1.2467022e-05,-0.000791050991,-0.000251782298,3.77331269e-05,-9.25547596e-05,-3.50827006e-05
0.577,1.74197905e-05,4.96397324e-05,-0.000584505011,0.000898938279,0.000323915627,0.000294605487,0.000179504183,-7.98502773e-06,-1.27280472e-05,-0.000775633111,-0.000250508402,3.73689418e-05,-9.16107076e-05,-3.48229842e-05
0.578,1.72879951e-05,4.84715463e-05,-0.000583096429,0.000887330356,0.000320827771,0.000292730915,0.000178412795,-7.77863846e-06,-1.29756252e-05,-0.000760363359,-0.000249284095,3.70272599e-05,-9.06772325e-05,-3.45665034e-05
0.579,1.71594303e-05,4.73032256e-05,-0.000581571878,0.0008757771,0.000317772244,0.000290872407,0.000177331794,-7.57736184e-06,-1.32101147e-05,-0.000745240547,-0.000248108846,3.67078818e-05,-8.97540925e-05,-3.43131627e-05
0.58,1.70338882e-05,4.61351474e-05,-0.000579929258,0.000864275972,0.00031474872,0.000289029783,0.000176261064,-7.38130881e-06,-1.34319341e-05,-0.000730263579,-0.000246982129,3.64105611e-05,-8.88410766e-05,-3.40628805e-05
0.581,1.69111672e-05,4.49677871e-05,-0.000578166447,0.000852824479,0.000311756736,0.000287202804,0.000175200458,-7.1905883e-06,-1.36415927e-05,-0.000715431363,-0.000245903405,3.61348931e-05,-8.79380675e-05,-3.38156102e-05
0.582,1.67910736e-05,4.38016677e-05,-0.000576281339,0.000841420217,0.000308795751,0.000285391194,0.000174149797,-7.00530343e-06,-1.38396303e-05,-0.000700742909,-0.000244872147,3.58804038e-05,-8.70449847e-05,-3.35713115e-05
0.583,1.66734156e-05,4.26373663e-05,-0.00057427192,0.000830060905,0.000305865239,0.000283594685,0.000173108887,-6.82554452e-06,-1.40265631e-05,-0.000686197397,-0.000243887816,3.56465575e-05,-8.61617881e-05,-3.33299542e-05
0.584,1.65579936e-05,4.14754381e-05,-0.00057213634,0.000818744414,0.000302964846,0.000281813072,0.000172077545,-6.65138409e-06,-1.42027723e-05,-0.000671794345,-0.000242949897,3.54328905e-05,-8.52884053e-05,-3.30914931e-05
0.585,1.6444592e-05,4.03163039e-05,-0.000569872928,0.000807468795,0.000300094521,0.000280046229,0.000171055633,-6.48287432e-06,-1.43683946e-05,-0.000657533792,-0.000242058005,3.5239224e-05,-8.44246033e-05,-3.28558207e-05
0.586,1.63329872e-05,3.91603804e-05,-0.000567480209,0.000796232234,0.000297254401,0.000278294077,0.000170043042,-6.32004747e-06,-1.45234254e-05,-0.000643416135,-0.0002412118,3.5065451e-05,-8.35701006e-05,-3.26228185e-05
0.587,1.62229622e-05,3.8008207e-05,-0.000564956908,0.000785033044,0.000294444642,0.000276556536,0.000169039668,-6.16292034e-06,-1.46678641e-05,-0.000629441903,-0.000240410881,3.49113023e-05,-8.27246951e-05,-3.23924086e-05
0.588,1.61143075e-05,3.68604018e-05,-0.000562301931,0.000773869684,0.000291665407,0.000274833506,0.000168045409,-6.01149996e-06,-1.48017271e-05,-0.000615611745,-0.000239654816,3.47764092e-05,-8.18882385e-05,-3.21645431e-05
0.589,1.60068177e-05,3.57176026e-05,-0.000559514384,0.000762740791,0.000288916879,0.000273124897,0.000167060173,-5.86578596e-06,-1.49250246e-05,-0.00060192651,-0.000238943128,3.46604209e-05,-8.10605701e-05,-3.19391659e-05
0.59,1.59002874e-05,3.4580434e-05,-0.000556593565,0.000751645189,0.000286199295,0.000271430636,0.000166083867,-5.72576866e-06,-1.50377406e-05,-0.000588387278,-0.000238275289,3.45630447e-05,-8.02415078e-05,-3.17162048e-05
0.591,1.57945079e-05,3.3449472e-05,-0.000553538925,0.000740581879,0.000283512949,0.000269750662,0.000165116392,-5.59142694e-06,-1.5139818e-05,-0.000574995361,-0.00023765077,3.44840914e-05,-7.94308321e-05,-3.14955639e-05
0.592,1.56892737e-05,3.2325252e-05,-0.000550350038,0.000729550036,0.000280858103,0.000268084881,0.000164157633,-5.46273229e-06,-1.52312092e-05,-0.000561752222,-0.000237069043,3.44234417e-05,-7.86282943e-05,-3.12771243e-05
0.593,1.55843953e-05,3.12083877e-05,-0.000547026601,0.000718548998,0.000278234824,0.000266433136,0.000163207432,-5.33965341e-06,-1.53120244e-05,-0.000548659232,-0.000236529475,3.43808012e-05,-7.78337555e-05,-3.10608053e-05
0.594,1.54796999e-05,3.00995944e-05,-0.000543568457,0.000707578244,0.000275642959,0.000264795197,0.000162265607,-5.22215819e-06,-1.53825577e-05,-0.000535717592,-0.000236031328,3.43556487e-05,-7.70472147e-05,-3.08465865e-05
0.595,1.53750207e-05,2.89995626e-05,-0.000539975606,0.000696637399,0.000273082283,0.000263170793,0.000161331985,-5.11021186e-06,-1.544314e-05,-0.000522928547,-0.000235573888,3.43474803e-05,-7.62686648e-05,-3.06344501e-05
0.596,1.52701902e-05,2.79089329e-05,-0.00053624826,0.000685726233,0.000270552599,0.00026155965,0.00016040642,-5.0037698e-06,-1.54940556e-05,-0.000510293512,-0.000235156484,3.43558829e-05,-7.54980442e-05,-3.04243618e-05
0.597,1.51650408e-05,2.68283286e-05,-0.000532386878,0.000674844676,0.000268053766,0.000259961503,0.000159488783,-4.90277202e-06,-1.55355301e-05,-0.000497814072,-0.000234778456,3.43804805e-05,-7.47352667e-05,-3.02162812e-05
0.598,1.50594092e-05,2.57583502e-05,-0.000528392166,0.000663992866,0.000265585712,0.000258376078,0.00015857894,-4.80714318e-06,-1.5567729e-05,-0.000485491972,-0.000234439149,3.442091e-05,-7.39802504e-05,-3.00101679e-05
0.599,1.49531464e-05,2.46996197e-05,-0.00052426516,0.000653171232,0.000263148371,0.000256803116,0.000157676735,-4.71679332e-06,-1.55908234e-05,-0.000473329049,-0.000234137798,3.44767477e-05,-7.32329419e-05,-2.980598e-05
0.6,1.48461205e-05,2.36528145e-05,-0.000520007274,0.000642380499,0.000260741692,0.00025524238,0.00015678199,-4.63161622e-06,-1.56050157e-05,-0.00046132719,-0.000233873475,3.45474487e-05,-7.24933653e-05,-2.96036983e-05
0.601,1.47382082e-05,2.26185818e-05,-0.000515620326,0.000631621674,0.000258365757,0.000253693688,0.000155894532,-4.55148503e-06,-1.5610435e-05,-0.000449488471,-0.000233645171,3.46325208e-05,-7.17615252e-05,-2.94032902e-05
0.602,1.46292852e-05,2.15974773e-05,-0.000511106553,0.000620896004,0.000256020866,0.000252156931,0.00015501424,-4.47625109e-06,-1.56070459e-05,-0.000437815283,-0.0002334519,3.47316898e-05,-7.10372927e-05,-2.92046694e-05
0.603,1.45192283e-05,2.05900566e-05,-0.000506468568,0.000610204882,0.000253707443,0.000250632032,0.000154141041,-4.40575224e-06,-1.55947416e-05,-0.000426310157,-0.000233292647,3.48447142e-05,-7.03205016e-05,-2.90077474e-05
0.604,1.44079235e-05,1.95969313e-05,-0.000501709307,0.000599549823,0.000251425906,0.0002491189,0.000153274879,-4.33982521e-06,-1.55734544e-05,-0.000414975572,-0.000233166315,3.49712435e-05,-6.96110245e-05,-2.88124662e-05
0.605,1.42952725e-05,1.86187754e-05,-0.000496831986,0.000588932435,0.000249176615,0.000247617409,0.000152415715,-4.27831524e-06,-1.5543186e-05,-0.000403813873,-0.00023307176,3.51108322e-05,-6.89087693e-05,-2.86187903e-05
0.606,1.41812134e-05,1.76563105e-05,-0.000491840118,0.000578354428,0.000246959817,0.000246127443,0.000151563503,-4.22106467e-06,-1.55040137e-05,-0.00039282724,-0.000233007775,3.52629751e-05,-6.82136889e-05,-2.84266924e-05
0.607,1.40657323e-05,1.67102273e-05,-0.000486737505,0.000567817602,0.000244775676,0.000244648927,0.000150718184,-4.16788877e-06,-1.54560032e-05,-0.000382017762,-0.000232973148,3.54272354e-05,-6.75257668e-05,-2.82361373e-05
0.608,1.39488588e-05,1.57811161e-05,-0.000481528216,0.000557323848,0.000242624327,0.000243181832,0.000149879688,-4.11856731e-06,-1.5399122e-05,-0.000371387546,-0.000232966747,3.5603375e-05,-6.68449465e-05,-2.80470456e-05
