s,bet0_f,variable_eigen,m,n,gam,om_r
5.e6,0.0001,psi,1,1,0.00620804,0.0103868
5.e6,0.0001,phi,1,1,0.00488184,0.00500646
5.e6,0.0001,pr,1,1,0.00501356,0.00596156
5.e6,0.0001,nfast,1,1,0.00421007,0.00305227
5.e6,0.0001,vfast,1,1,0.00419837,0.00327629
5.e6,0.0001,vth,1,1,0.00406926,0.00587774
5.e6,0.0001,psi,2,1,0.00440707,0.0058858
5.e6,0.0001,phi,2,1,0.00488239,0.00500679
5.e6,0.0001,pr,2,1,0.00467539,0.00617054
5.e6,0.0001,nfast,2,1,0.00436714,0.00506312
5.e6,0.0001,vfast,2,1,0.00408737,0.00342209
5.e6,0.0001,vth,2,1,0.00463477,0.00628136
5.e6,0.0001,psi,3,1,0.00420478,0.0055227
5.e6,0.0001,phi,3,1,0.00503597,0.00572799
5.e6,0.0001,pr,3,1,0.0046584,0.00614154
5.e6,0.0001,nfast,3,1,0.0047045,0.00593753
5.e6,0.0001,vfast,3,1,0.00389122,0.00290274
5.e6,0.0001,vth,3,1,0.00420181,0.00409526
5.e6,0.0001,psi,4,1,0.00431076,0.00546813
5.e6,0.0001,phi,4,1,0.00465361,0.00394596
5.e6,0.0001,pr,4,1,0.00406341,0.00296142
5.e6,0.0001,nfast,4,1,0.00405323,0.00331141
5.e6,0.0001,vfast,4,1,0.00387805,0.00288928
5.e6,0.0001,vth,4,1,0.00460329,0.00611522
5.e6,0.0002,psi,1,1,0.00431854,-0.00281257
5.e6,0.0002,phi,1,1,0.00476511,0.00446761
5.e6,0.0002,pr,1,1,0.00383341,0.00566794
5.e6,0.0002,nfast,1,1,0.0041934,0.00291145
5.e6,0.0002,vfast,1,1,0.00416183,0.00305427
5.e6,0.0002,vth,1,1,0.00424907,0.00549858
5.e6,0.0002,psi,2,1,0.00430001,0.00578139
5.e6,0.0002,phi,2,1,0.00476558,0.00446987
5.e6,0.0002,pr,2,1,0.004673,0.00614402
5.e6,0.0002,nfast,2,1,0.00429521,0.00456768
5.e6,0.0002,vfast,2,1,0.00404888,0.00314095
5.e6,0.0002,vth,2,1,0.00462937,0.0062418
5.e6,0.0002,psi,3,1,0.00409447,0.0050191
5.e6,0.0002,phi,3,1,0.00496809,0.00541688
5.e6,0.0002,pr,3,1,0.00465769,0.00613918
5.e6,0.0002,nfast,3,1,0.00467677,0.00582148
5.e6,0.0002,vfast,3,1,0.00388405,0.00284363
5.e6,0.0002,vth,3,1,0.00414742,0.00358063
5.e6,0.0002,psi,4,1,0.00416787,0.00496845
5.e6,0.0002,phi,4,1,0.00455712,0.00350098
5.e6,0.0002,pr,4,1,0.00404658,0.0028784
5.e6,0.0002,nfast,4,1,0.00401168,0.0030603
5.e6,0.0002,vfast,4,1,0.00386407,0.00282956
5.e6,0.0002,vth,4,1,0.00456198,0.00591394
5.e6,0.00030000000000000003,psi,1,1,0.00819551,0.00803385
5.e6,0.00030000000000000003,phi,1,1,0.00499267,0.00550324
5.e6,0.00030000000000000003,pr,1,1,0.004817,0.00596905
5.e6,0.00030000000000000003,nfast,1,1,0.00423588,0.00334328
5.e6,0.00030000000000000003,vfast,1,1,0.00426495,0.00367092
5.e6,0.00030000000000000003,vth,1,1,0.00408029,0.00602111
5.e6,0.00030000000000000003,psi,2,1,0.00444746,0.00594378
5.e6,0.00030000000000000003,phi,2,1,0.00499328,0.00550117
5.e6,0.00030000000000000003,pr,2,1,0.00470171,0.00618052
5.e6,0.00030000000000000003,nfast,2,1,0.00444508,0.00545939
5.e6,0.00030000000000000003,vfast,2,1,0.00415753,0.0038942
5.e6,0.00030000000000000003,vth,2,1,0.00466521,0.00629135
5.e6,0.00030000000000000003,psi,3,1,0.00428187,0.00582666
5.e6,0.00030000000000000003,phi,3,1,0.00508686,0.00593999
5.e6,0.00030000000000000003,pr,3,1,0.00467853,0.00613821
5.e6,0.00030000000000000003,nfast,3,1,0.00473495,0.00600322
5.e6,0.00030000000000000003,vfast,3,1,0.00391646,0.00307189
5.e6,0.00030000000000000003,vth,3,1,0.00428588,0.00478617
5.e6,0.00030000000000000003,psi,4,1,0.00442966,0.00573103
5.e6,0.00030000000000000003,phi,4,1,0.00479308,0.0045865
5.e6,0.00030000000000000003,pr,4,1,0.00409952,0.00315004
5.e6,0.00030000000000000003,nfast,4,1,0.00416382,0.00376868
5.e6,0.00030000000000000003,vfast,4,1,0.00390346,0.00303254
5.e6,0.00030000000000000003,vth,4,1,0.00465193,0.00622021
5.e6,0.0004,psi,1,1,0.0053804,0.00297167
5.e6,0.0004,phi,1,1,0.0047694,0.00458686
5.e6,0.0004,pr,1,1,0.00438123,0.00582286
5.e6,0.0004,nfast,1,1,0.00419489,0.00295165
5.e6,0.0004,vfast,1,1,0.0041655,0.00311501
5.e6,0.0004,vth,1,1,0.00385086,0.00557435
5.e6,0.0004,psi,2,1,0.00434283,0.00577373
5.e6,0.0004,phi,2,1,0.00476973,0.00458703
5.e6,0.0004,pr,2,1,0.00460098,0.00619431
5.e6,0.0004,nfast,2,1,0.00427882,0.00473562
5.e6,0.0004,vfast,2,1,0.00404689,0.00321304
5.e6,0.0004,vth,2,1,0.00454746,0.00632204
5.e6,0.0004,psi,3,1,0.00407694,0.00524831
5.e6,0.0004,phi,3,1,0.00495733,0.00550988
5.e6,0.0004,pr,3,1,0.00459536,0.00617213
5.e6,0.0004,nfast,3,1,0.00463704,0.00586555
5.e6,0.0004,vfast,3,1,0.00387382,0.00287718
5.e6,0.0004,vth,3,1,0.00414663,0.00382672
5.e6,0.0004,psi,4,1,0.00432467,0.00525339
5.e6,0.0004,phi,4,1,0.00456477,0.00358448
5.e6,0.0004,pr,4,1,0.00404872,0.0029105
5.e6,0.0004,nfast,4,1,0.00402181,0.00312413
5.e6,0.0004,vfast,4,1,0.00386676,0.00284957
5.e6,0.0004,vth,4,1,0.00450175,0.00605655
5.e6,0.0005,psi,1,1,0.00576776,0.00666194
5.e6,0.0005,phi,1,1,0.00512541,0.00611344
5.e6,0.0005,pr,1,1,0.00467829,0.00621485
5.e6,0.0005,nfast,1,1,0.0044806,0.00558751
5.e6,0.0005,vfast,1,1,0.00461195,0.00575628
5.e6,0.0005,vth,1,1,0.0042998,0.00660805
5.e6,0.0005,psi,2,1,0.00446174,0.00604587
5.e6,0.0005,phi,2,1,0.00512498,0.00610814
5.e6,0.0005,pr,2,1,0.00471091,0.0061997
5.e6,0.0005,nfast,2,1,0.00453605,0.00597041
5.e6,0.0005,vfast,2,1,0.00444674,0.00578874
5.e6,0.0005,vth,2,1,0.00467544,0.00631938
5.e6,0.0005,psi,3,1,0.00435131,0.00625025
5.e6,0.0005,phi,3,1,0.00513025,0.00614413
5.e6,0.0005,pr,3,1,0.00468472,0.00614433
5.e6,0.0005,nfast,3,1,0.00475755,0.00607508
5.e6,0.0005,vfast,3,1,0.00433033,0.00516093
5.e6,0.0005,vth,3,1,0.00449256,0.00665916
5.e6,0.0005,psi,4,1,0.00446742,0.00605458
5.e6,0.0005,phi,4,1,0.00510832,0.00604304
5.e6,0.0005,pr,4,1,0.00455564,0.00545435
5.e6,0.0005,nfast,4,1,0.00459666,0.0058098
5.e6,0.0005,vfast,4,1,0.00427974,0.0050832
5.e6,0.0005,vth,4,1,0.00468096,0.00633875
5.e6,0.0006000000000000001,psi,1,1,0.00453329,0.00207766
5.e6,0.0006000000000000001,phi,1,1,0.00475879,0.00443214
5.e6,0.0006000000000000001,pr,1,1,0.00440928,0.00569862
5.e6,0.0006000000000000001,nfast,1,1,0.00419144,0.00291696
5.e6,0.0006000000000000001,vfast,1,1,0.00415638,0.00304128
5.e6,0.0006000000000000001,vth,1,1,0.0039305,0.00497199
5.e6,0.0006000000000000001,psi,2,1,0.0043989,0.00574662
5.e6,0.0006000000000000001,phi,2,1,0.00475945,0.00443422
5.e6,0.0006000000000000001,pr,2,1,0.00469912,0.00613879
5.e6,0.0006000000000000001,nfast,2,1,0.00430487,0.0044636
5.e6,0.0006000000000000001,vfast,2,1,0.00404504,0.00311922
5.e6,0.0006000000000000001,vth,2,1,0.00465514,0.00623369
5.e6,0.0006000000000000001,psi,3,1,0.00412769,0.00487904
5.e6,0.0006000000000000001,phi,3,1,0.00496669,0.00539648
5.e6,0.0006000000000000001,pr,3,1,0.00468329,0.00614421
5.e6,0.0006000000000000001,nfast,3,1,0.0046893,0.0058104
5.e6,0.0006000000000000001,vfast,3,1,0.00387655,0.00285502
5.e6,0.0006000000000000001,vth,3,1,0.00414218,0.00352508
5.e6,0.0006000000000000001,psi,4,1,0.00429244,0.00509377
5.e6,0.0006000000000000001,phi,4,1,0.00455104,0.00348107
5.e6,0.0006000000000000001,pr,4,1,0.0040431,0.00288877
5.e6,0.0006000000000000001,nfast,4,1,0.00400578,0.00307469
5.e6,0.0006000000000000001,vfast,4,1,0.00386195,0.0028464
5.e6,0.0006000000000000001,vth,4,1,0.0045777,0.00587695
5.e6,0.0007000000000000001,psi,1,1,0.00411088,0.00505093
5.e6,0.0007000000000000001,phi,1,1,0.00505254,0.00584977
5.e6,0.0007000000000000001,pr,1,1,0.00458418,0.0062923
5.e6,0.0007000000000000001,nfast,1,1,0.00428611,0.00390259
5.e6,0.0007000000000000001,vfast,1,1,0.00435949,0.00434818
5.e6,0.0007000000000000001,vth,1,1,0.00419769,0.00654411
5.e6,0.0007000000000000001,psi,2,1,0.00439599,0.00606996
5.e6,0.0007000000000000001,phi,2,1,0.00505266,0.00584557
5.e6,0.0007000000000000001,pr,2,1,0.0046718,0.00623563
5.e6,0.0007000000000000001,nfast,2,1,0.0044587,0.00578415
5.e6,0.0007000000000000001,vfast,2,1,0.00424369,0.00458543
5.e6,0.0007000000000000001,vth,2,1,0.00464084,0.00636644
5.e6,0.0007000000000000001,psi,3,1,0.00426992,0.00614874
5.e6,0.0007000000000000001,phi,3,1,0.00510031,0.0060819
5.e6,0.0007000000000000001,pr,3,1,0.00465038,0.00618225
5.e6,0.0007000000000000001,nfast,3,1,0.004722,0.00607858
5.e6,0.0007000000000000001,vfast,3,1,0.00398293,0.0034199
5.e6,0.0007000000000000001,vth,3,1,0.00436417,0.00566397
5.e6,0.0007000000000000001,psi,4,1,0.0043779,0.00599439
5.e6,0.0007000000000000001,phi,4,1,0.00491953,0.00522992
5.e6,0.0007000000000000001,pr,4,1,0.00416773,0.0035589
5.e6,0.0007000000000000001,nfast,4,1,0.00428101,0.00442024
5.e6,0.0007000000000000001,vfast,4,1,0.00395425,0.00335919
5.e6,0.0007000000000000001,vth,4,1,0.0046405,0.00634909
5.e6,0.0008,psi,1,1,-0.000394021,0.0103086
5.e6,0.0008,phi,1,1,0.00509375,0.00602432
5.e6,0.0008,pr,1,1,0.00479579,0.00656373
5.e6,0.0008,nfast,1,1,0.00434212,0.00469782
5.e6,0.0008,vfast,1,1,0.00447536,0.00506919
5.e6,0.0008,vth,1,1,0.00420174,0.00656241
5.e6,0.0008,psi,2,1,0.00445895,0.00606956
5.e6,0.0008,phi,2,1,0.00509316,0.00601725
5.e6,0.0008,pr,2,1,0.00469595,0.00621452
5.e6,0.0008,nfast,2,1,0.00449404,0.00590925
5.e6,0.0008,vfast,2,1,0.00433321,0.00526066
5.e6,0.0008,vth,2,1,0.00466086,0.00632623
5.e6,0.0008,psi,3,1,0.00432223,0.00623048
5.e6,0.0008,phi,3,1,0.00511554,0.00612418
5.e6,0.0008,pr,3,1,0.00466962,0.00616199
5.e6,0.0008,nfast,3,1,0.00473741,0.00607934
5.e6,0.0008,vfast,3,1,0.00403512,0.00405277
5.e6,0.0008,vth,3,1,0.00444515,0.00625497
5.e6,0.0008,psi,4,1,0.00443048,0.00606607
5.e6,0.0008,phi,4,1,0.00503157,0.00574079
5.e6,0.0008,pr,4,1,0.00431066,0.0042804
5.e6,0.0008,nfast,4,1,0.0044172,0.00519817
5.e6,0.0008,vfast,4,1,0.00405522,0.00396427
5.e6,0.0008,vth,4,1,0.00466635,0.00633587
5.e6,0.0009000000000000001,psi,1,1,0.00543061,0.00871036
5.e6,0.0009000000000000001,phi,1,1,0.00506939,0.00591833
5.e6,0.0009000000000000001,pr,1,1,0.00475143,0.0062423
5.e6,0.0009000000000000001,nfast,1,1,0.0043052,0.00408394
5.e6,0.0009000000000000001,vfast,1,1,0.00439398,0.0045409
5.e6,0.0009000000000000001,vth,1,1,0.00421511,0.00650485
5.e6,0.0009000000000000001,psi,2,1,0.00442788,0.00606902
5.e6,0.0009000000000000001,phi,2,1,0.00506954,0.00591435
5.e6,0.0009000000000000001,pr,2,1,0.00468565,0.00623332
5.e6,0.0009000000000000001,nfast,2,1,0.00447731,0.00583296
5.e6,0.0009000000000000001,vfast,2,1,0.00427523,0.00478481
5.e6,0.0009000000000000001,vth,2,1,0.00465583,0.00635842
5.e6,0.0009000000000000001,psi,3,1,0.00430097,0.00617984
5.e6,0.0009000000000000001,phi,3,1,0.00510755,0.00610334
5.e6,0.0009000000000000001,pr,3,1,0.00466197,0.00618111
5.e6,0.0009000000000000001,nfast,3,1,0.00473214,0.006086
5.e6,0.0009000000000000001,vfast,3,1,0.00400424,0.00355255
5.e6,0.0009000000000000001,vth,3,1,0.00439658,0.0058389
5.e6,0.0009000000000000001,psi,4,1,0.00440891,0.00603266
5.e6,0.0009000000000000001,phi,4,1,0.0049573,0.00540077
5.e6,0.0009000000000000001,pr,4,1,0.00419991,0.00371944
5.e6,0.0009000000000000001,nfast,4,1,0.00433004,0.00465293
5.e6,0.0009000000000000001,vfast,4,1,0.00397903,0.00349527
5.e6,0.0009000000000000001,vth,4,1,0.00465718,0.00634966
5.e6,0.001,psi,1,1,0.000870767,0.00861983
5.e6,0.001,phi,1,1,0.00441263,0.00289091
5.e6,0.001,pr,1,1,0.00652296,0.00512529
5.e6,0.001,nfast,1,1,0.00417398,0.00280288
5.e6,0.001,vfast,1,1,0.00411874,0.00283267
5.e6,0.001,vth,1,1,0.00342408,0.00276004
5.e6,0.001,psi,2,1,0.005125,0.0037466
5.e6,0.001,phi,2,1,0.0044121,0.00289355
5.e6,0.001,pr,2,1,0.00429224,0.00440862
5.e6,0.001,nfast,2,1,0.00405019,0.00294954
5.e6,0.001,vfast,2,1,0.00399167,0.00282513
5.e6,0.001,vth,2,1,0.00405828,0.00438936
5.e6,0.001,psi,3,1,0.00383131,0.00297314
5.e6,0.001,phi,3,1,0.0044354,0.00304149
5.e6,0.001,pr,3,1,0.00432488,0.00549661
5.e6,0.001,nfast,3,1,0.0040451,0.00350483
5.e6,0.001,vfast,3,1,0.00384844,0.00281534
5.e6,0.001,vth,3,1,0.00406461,0.00286534
5.e6,0.001,psi,4,1,0.00410216,0.00351991
5.e6,0.001,phi,4,1,0.00440562,0.00283696
5.e6,0.001,pr,4,1,0.00402805,0.00282515
5.e6,0.001,nfast,4,1,0.00393952,0.00284114
5.e6,0.001,vfast,4,1,0.00385362,0.00281275
5.e6,0.001,vth,4,1,0.00396941,0.00339971
5.e6,0.0011,psi,1,1,0.00611768,-0.00152965
5.e6,0.0011,phi,1,1,0.00494454,0.00533374
5.e6,0.0011,pr,1,1,0.00430715,0.005978
5.e6,0.0011,nfast,1,1,0.00421956,0.00322393
5.e6,0.0011,vfast,1,1,0.00423003,0.00348568
5.e6,0.0011,vth,1,1,0.00401682,0.00587755
5.e6,0.0011,psi,2,1,0.00447033,0.00595682
5.e6,0.0011,phi,2,1,0.00494501,0.00533215
5.e6,0.0011,pr,2,1,0.0047031,0.00619058
5.e6,0.0011,nfast,2,1,0.00442705,0.0052761
5.e6,0.0011,vfast,2,1,0.00411774,0.00364294
5.e6,0.0011,vth,2,1,0.00465623,0.00630004
5.e6,0.0011,psi,3,1,0.00425604,0.00564366
5.e6,0.0011,phi,3,1,0.00506257,0.00588669
5.e6,0.0011,pr,3,1,0.00467996,0.00615298
5.e6,0.0011,nfast,3,1,0.00473219,0.00599622
5.e6,0.0011,vfast,3,1,0.00389198,0.00301549
5.e6,0.0011,vth,3,1,0.0042371,0.00448582
5.e6,0.0011,psi,4,1,0.00443676,0.00579095
5.e6,0.0011,phi,4,1,0.00472704,0.00432616
5.e6,0.0011,pr,4,1,0.00407769,0.00308185
5.e6,0.0011,nfast,4,1,0.00410626,0.00357745
5.e6,0.0011,vfast,4,1,0.00389033,0.00299731
5.e6,0.0011,vth,4,1,0.00463365,0.00619352
5.e6,0.0012000000000000001,psi,1,1,0.00159547,0.00647243
5.e6,0.0012000000000000001,phi,1,1,0.00450973,0.00353249
5.e6,0.0012000000000000001,pr,1,1,0.00481578,0.00551361
5.e6,0.0012000000000000001,nfast,1,1,0.00417183,0.00286546
5.e6,0.0012000000000000001,vfast,1,1,0.00411769,0.00292482
5.e6,0.0012000000000000001,vth,1,1,0.00306797,0.00400407
5.e6,0.0012000000000000001,psi,2,1,0.00504058,0.00551721
5.e6,0.0012000000000000001,phi,2,1,0.00450829,0.00353902
5.e6,0.0012000000000000001,pr,2,1,0.00448192,0.00574841
5.e6,0.0012000000000000001,nfast,2,1,0.00407694,0.0037263
5.e6,0.0012000000000000001,vfast,2,1,0.00397755,0.00297318
5.e6,0.0012000000000000001,vth,2,1,0.00426303,0.00564024
5.e6,0.0012000000000000001,psi,3,1,0.00393613,0.00404312
5.e6,0.0012000000000000001,phi,3,1,0.00466334,0.00436421
5.e6,0.0012000000000000001,pr,3,1,0.00445308,0.00587842
5.e6,0.0012000000000000001,nfast,3,1,0.00439343,0.00512499
5.e6,0.0012000000000000001,vfast,3,1,0.00381888,0.0028683
5.e6,0.0012000000000000001,vth,3,1,0.00406686,0.00315518
5.e6,0.0012000000000000001,psi,4,1,0.00409016,0.00499629
5.e6,0.0012000000000000001,phi,4,1,0.00443674,0.00305958
5.e6,0.0012000000000000001,pr,4,1,0.00402567,0.0028608
5.e6,0.0012000000000000001,nfast,4,1,0.00391453,0.0029549
5.e6,0.0012000000000000001,vfast,4,1,0.00384984,0.00285377
5.e6,0.0012000000000000001,vth,4,1,0.00422136,0.00506607
5.e6,0.0013000000000000002,psi,1,1,0.0049542,0.0066145
5.e6,0.0013000000000000002,phi,1,1,0.00511962,0.00616015
5.e6,0.0013000000000000002,pr,1,1,0.00466097,0.00630742
5.e6,0.0013000000000000002,nfast,1,1,0.00450644,0.00596884
5.e6,0.0013000000000000002,vfast,1,1,0.00463642,0.00599869
5.e6,0.0013000000000000002,vth,1,1,0.00429744,0.00665987
5.e6,0.0013000000000000002,psi,2,1,0.00444899,0.00609236
5.e6,0.0013000000000000002,phi,2,1,0.00511966,0.00615422
5.e6,0.0013000000000000002,pr,2,1,0.00470255,0.00623422
5.e6,0.0013000000000000002,nfast,2,1,0.00452379,0.00602123
5.e6,0.0013000000000000002,vfast,2,1,0.00445526,0.00597316
5.e6,0.0013000000000000002,vth,2,1,0.00466937,0.00635265
5.e6,0.0013000000000000002,psi,3,1,0.0043467,0.00630746
5.e6,0.0013000000000000002,phi,3,1,0.00512233,0.00617678
5.e6,0.0013000000000000002,pr,3,1,0.00467558,0.0061788
5.e6,0.0013000000000000002,nfast,3,1,0.00474802,0.00610929
5.e6,0.0013000000000000002,vfast,3,1,0.00444586,0.0057566
5.e6,0.0013000000000000002,vth,3,1,0.00450694,0.00679229
5.e6,0.0013000000000000002,psi,4,1,0.00445055,0.00610951
5.e6,0.0013000000000000002,phi,4,1,0.00511445,0.00614165
5.e6,0.0013000000000000002,pr,4,1,0.00466157,0.00605633
5.e6,0.0013000000000000002,nfast,4,1,0.00462464,0.00603662
5.e6,0.0013000000000000002,vfast,4,1,0.00439657,0.00577328
5.e6,0.0013000000000000002,vth,4,1,0.00467619,0.00637474
5.e6,0.0014000000000000002,psi,1,1,0.00282647,0.0109028
5.e6,0.0014000000000000002,phi,1,1,0.00499364,0.00577501
5.e6,0.0014000000000000002,pr,1,1,0.00476951,0.00638602
5.e6,0.0014000000000000002,nfast,1,1,0.00424124,0.00365979
5.e6,0.0014000000000000002,vfast,1,1,0.00428788,0.00409167
5.e6,0.0014000000000000002,vth,1,1,0.00399932,0.00664561
5.e6,0.0014000000000000002,psi,2,1,0.00432939,0.00610419
5.e6,0.0014000000000000002,phi,2,1,0.00499363,0.00577112
5.e6,0.0014000000000000002,pr,2,1,0.00459001,0.00630121
5.e6,0.0014000000000000002,nfast,2,1,0.00438171,0.00572316
5.e6,0.0014000000000000002,vfast,2,1,0.00417571,0.0043472
5.e6,0.0014000000000000002,vth,2,1,0.00454494,0.00646209
5.e6,0.0014000000000000002,psi,3,1,0.00415919,0.00618402
5.e6,0.0014000000000000002,phi,3,1,0.00505575,0.00609743
5.e6,0.0014000000000000002,pr,3,1,0.00458036,0.00623919
5.e6,0.0014000000000000002,nfast,3,1,0.00466532,0.00611183
5.e6,0.0014000000000000002,vfast,3,1,0.00392454,0.00331092
5.e6,0.0014000000000000002,vth,3,1,0.00427923,0.00560608
5.e6,0.0014000000000000002,psi,4,1,0.00427977,0.00604758
5.e6,0.0014000000000000002,phi,4,1,0.00483624,0.00499807
5.e6,0.0014000000000000002,pr,4,1,0.00412106,0.00344377
5.e6,0.0014000000000000002,nfast,4,1,0.00419536,0.00416162
5.e6,0.0014000000000000002,vfast,4,1,0.0039178,0.00324889
5.e6,0.0014000000000000002,vth,4,1,0.00454506,0.00643511
5.e6,0.0015,psi,1,1,0.00265714,0.00720311
5.e6,0.0015,phi,1,1,0.00495346,0.00550507
5.e6,0.0015,pr,1,1,0.00468402,0.00624671
5.e6,0.0015,nfast,1,1,0.00423123,0.00333536
5.e6,0.0015,vfast,1,1,0.00423457,0.00363723
5.e6,0.0015,vth,1,1,0.00400563,0.00643452
5.e6,0.0015,psi,2,1,0.00441759,0.00595514
5.e6,0.0015,phi,2,1,0.00495285,0.0055006
5.e6,0.0015,pr,2,1,0.00466013,0.00619016
5.e6,0.0015,nfast,2,1,0.00440727,0.00534553
5.e6,0.0015,vfast,2,1,0.00412362,0.00382995
5.e6,0.0015,vth,2,1,0.00458229,0.00629832
5.e6,0.0015,psi,3,1,0.00420344,0.00580408
5.e6,0.0015,phi,3,1,0.00504896,0.00595624
5.e6,0.0015,pr,3,1,0.00464085,0.0061376
5.e6,0.0015,nfast,3,1,0.00470838,0.00599773
5.e6,0.0015,vfast,3,1,0.00389663,0.00311619
5.e6,0.0015,vth,3,1,0.00422852,0.0049455
5.e6,0.0015,psi,4,1,0.00436259,0.00572002
5.e6,0.0015,phi,4,1,0.00476415,0.00459501
5.e6,0.0015,pr,4,1,0.00408902,0.00318997
5.e6,0.0015,nfast,4,1,0.00412497,0.00376095
5.e6,0.0015,vfast,4,1,0.00389235,0.00308126
5.e6,0.0015,vth,4,1,0.00456897,0.00623571
5.e6,0.0016,psi,1,1,0.00367138,0.00705961
5.e6,0.0016,phi,1,1,0.00503169,0.0059335
5.e6,0.0016,pr,1,1,0.00460948,0.00636404
5.e6,0.0016,nfast,1,1,0.00430142,0.00416253
5.e6,0.0016,vfast,1,1,0.00436081,0.00464054
5.e6,0.0016,vth,1,1,0.0040681,0.00674009
5.e6,0.0016,psi,2,1,0.00437629,0.006113
5.e6,0.0016,phi,2,1,0.00503047,0.00592624
5.e6,0.0016,pr,2,1,0.00462428,0.00627462
5.e6,0.0016,nfast,2,1,0.00440223,0.00582228
5.e6,0.0016,vfast,2,1,0.00423068,0.00486935
5.e6,0.0016,vth,2,1,0.00458051,0.00639796
5.e6,0.0016,psi,3,1,0.00421999,0.00625758
5.e6,0.0016,phi,3,1,0.00507279,0.00612605
5.e6,0.0016,pr,3,1,0.00460533,0.00621693
5.e6,0.0016,nfast,3,1,0.00468259,0.00610503
5.e6,0.0016,vfast,3,1,0.00395535,0.00371875
5.e6,0.0016,vth,3,1,0.0043536,0.00601952
5.e6,0.0016,psi,4,1,0.00432396,0.00607729
5.e6,0.0016,phi,4,1,0.00492931,0.00543818
5.e6,0.0016,pr,4,1,0.00419464,0.00383498
5.e6,0.0016,nfast,4,1,0.00430506,0.00474801
5.e6,0.0016,vfast,4,1,0.00397777,0.00360008
5.e6,0.0016,vth,4,1,0.0045865,0.0063985
5.e6,0.0017000000000000001,psi,1,1,0.00461217,0.00509259
5.e6,0.0017000000000000001,phi,1,1,0.00444717,0.00307533
5.e6,0.0017000000000000001,pr,1,1,0.00495451,0.00407152
5.e6,0.0017000000000000001,nfast,1,1,0.00417608,0.00284435
5.e6,0.0017000000000000001,vfast,1,1,0.00412038,0.00288552
5.e6,0.0017000000000000001,vth,1,1,0.00373368,0.0032596
5.e6,0.0017000000000000001,psi,2,1,0.00398545,0.00472916
5.e6,0.0017000000000000001,phi,2,1,0.00444686,0.00307668
5.e6,0.0017000000000000001,pr,2,1,0.00447149,0.00568337
5.e6,0.0017000000000000001,nfast,2,1,0.00407497,0.00315531
5.e6,0.0017000000000000001,vfast,2,1,0.00399764,0.00287164
5.e6,0.0017000000000000001,vth,2,1,0.0043362,0.00567341
5.e6,0.0017000000000000001,psi,3,1,0.00383676,0.00337735
5.e6,0.0017000000000000001,phi,3,1,0.00453743,0.00355234
5.e6,0.0017000000000000001,pr,3,1,0.00451811,0.00615768
5.e6,0.0017000000000000001,nfast,3,1,0.00427762,0.00445699
5.e6,0.0017000000000000001,vfast,3,1,0.00385841,0.00285527
5.e6,0.0017000000000000001,vth,3,1,0.0040695,0.00297249
5.e6,0.0017000000000000001,psi,4,1,0.00369181,0.00363149
5.e6,0.0017000000000000001,phi,4,1,0.00441466,0.00290859
5.e6,0.0017000000000000001,pr,4,1,0.00402753,0.00286543
5.e6,0.0017000000000000001,nfast,4,1,0.00394781,0.00287447
5.e6,0.0017000000000000001,vfast,4,1,0.00385331,0.00286015
5.e6,0.0017000000000000001,vth,4,1,0.00413632,0.00431011
5.e6,0.0018000000000000002,psi,1,1,0.00807627,0.00542395
5.e6,0.0018000000000000002,phi,1,1,0.00506492,0.00595732
5.e6,0.0018000000000000002,pr,1,1,0.00462304,0.00615961
5.e6,0.0018000000000000002,nfast,1,1,0.0043066,0.00416925
5.e6,0.0018000000000000002,vfast,1,1,0.00439675,0.00461107
5.e6,0.0018000000000000002,vth,1,1,0.00420405,0.00646168
5.e6,0.0018000000000000002,psi,2,1,0.00444608,0.00608709
5.e6,0.0018000000000000002,phi,2,1,0.00506512,0.00595273
5.e6,0.0018000000000000002,pr,2,1,0.00469042,0.00625658
5.e6,0.0018000000000000002,nfast,2,1,0.00448131,0.00586969
5.e6,0.0018000000000000002,vfast,2,1,0.00427599,0.00485815
5.e6,0.0018000000000000002,vth,2,1,0.00466101,0.00637408
5.e6,0.0018000000000000002,psi,3,1,0.00431589,0.00619881
5.e6,0.0018000000000000002,phi,3,1,0.00510137,0.00613054
5.e6,0.0018000000000000002,pr,3,1,0.00466429,0.00620579
5.e6,0.0018000000000000002,nfast,3,1,0.00473161,0.00611331
5.e6,0.0018000000000000002,vfast,3,1,0.00400284,0.00363787
5.e6,0.0018000000000000002,vth,3,1,0.00440592,0.00589248
5.e6,0.0018000000000000002,psi,4,1,0.00444014,0.00610062
5.e6,0.0018000000000000002,phi,4,1,0.00496007,0.00546997
5.e6,0.0018000000000000002,pr,4,1,0.00420781,0.0037966
5.e6,0.0018000000000000002,nfast,4,1,0.00434939,0.00475915
5.e6,0.0018000000000000002,vfast,4,1,0.00398394,0.00357859
5.e6,0.0018000000000000002,vth,4,1,0.00466218,0.00636671
5.e6,0.0019000000000000002,psi,1,1,0.00664567,-0.000716544
5.e6,0.0019000000000000002,phi,1,1,0.00470659,0.00426989
5.e6,0.0019000000000000002,pr,1,1,0.00408227,0.00538435
5.e6,0.0019000000000000002,nfast,1,1,0.00418642,0.0029573
5.e6,0.0019000000000000002,vfast,1,1,0.00414804,0.00305892
5.e6,0.0019000000000000002,vth,1,1,0.00390114,0.00496185
5.e6,0.0019000000000000002,psi,2,1,0.00434422,0.0057265
