s,bet0_f,variable_eigen,m,n,gam,om_r
5.e6,0.0045000000000000005,vfast,4,1,0.00365537,0.0108847
5.e6,0.0045000000000000005,vth,4,1,0.00442487,0.00599806
5.e6,0.004600000000000001,psi,1,1,0.0285602,0.0265886
5.e6,0.004600000000000001,phi,1,1,0.0045005,0.00373451
5.e6,0.004600000000000001,pr,1,1,0.00889077,0.00182706
5.e6,0.004600000000000001,nfast,1,1,0.0041814,0.00354478
5.e6,0.004600000000000001,vfast,1,1,0.0041251,0.00317078
5.e6,0.004600000000000001,vth,1,1,0.00289024,0.00484725
5.e6,0.004600000000000001,psi,2,1,0.00605487,0.00720224
5.e6,0.004600000000000001,phi,2,1,0.00449861,0.00374278
5.e6,0.004600000000000001,pr,2,1,0.00428566,0.00597231
5.e6,0.004600000000000001,nfast,2,1,0.00378246,0.00967632
5.e6,0.004600000000000001,vfast,2,1,0.00410574,0.005796
5.e6,0.004600000000000001,vth,2,1,0.00420785,0.00577095
5.e6,0.004600000000000001,psi,3,1,0.0029698,0.00861277
5.e6,0.004600000000000001,phi,3,1,0.00464338,0.00456595
5.e6,0.004600000000000001,pr,3,1,0.00437313,0.00609251
5.e6,0.004600000000000001,nfast,3,1,0.00431734,0.021514
5.e6,0.004600000000000001,vfast,3,1,0.00244508,0.0128868
5.e6,0.004600000000000001,vth,3,1,0.00406533,0.00338019
5.e6,0.004600000000000001,psi,4,1,0.00405748,0.00798567
5.e6,0.004600000000000001,phi,4,1,0.00442898,0.00322257
5.e6,0.004600000000000001,pr,4,1,0.00402237,0.00303031
5.e6,0.004600000000000001,nfast,4,1,0.0042266,0.00443938
5.e6,0.004600000000000001,vfast,4,1,0.00419074,0.00363215
5.e6,0.004600000000000001,vth,4,1,0.00419238,0.0052751
5.e6,0.0047,psi,1,1,0.00431269,0.0112947
5.e6,0.0047,phi,1,1,0.00508034,0.00628618
5.e6,0.0047,pr,1,1,0.00472722,0.00698596
5.e6,0.0047,nfast,1,1,0.00368793,0.0131984
5.e6,0.0047,vfast,1,1,0.00438521,0.00666022
5.e6,0.0047,vth,1,1,0.00436875,0.00682695
5.e6,0.0047,psi,2,1,0.00386936,0.00793821
5.e6,0.0047,phi,2,1,0.00508003,0.00628052
5.e6,0.0047,pr,2,1,0.00461647,0.00653548
5.e6,0.0047,nfast,2,1,0.00349315,0.0126128
5.e6,0.0047,vfast,2,1,0.00317926,0.0171804
5.e6,0.0047,vth,2,1,0.00464495,0.00651424
5.e6,0.0047,psi,3,1,0.00386787,0.0107058
5.e6,0.0047,phi,3,1,0.00508237,0.00630127
5.e6,0.0047,pr,3,1,0.00461307,0.00639833
5.e6,0.0047,nfast,3,1,0.00353811,0.0158018
5.e6,0.0047,vfast,3,1,0.000655446,0.0307244
5.e6,0.0047,vth,3,1,0.00453074,0.00693961
5.e6,0.0047,psi,4,1,0.00400787,0.00754549
5.e6,0.0047,phi,4,1,0.00507452,0.00626743
5.e6,0.0047,pr,4,1,0.00460855,0.00630569
5.e6,0.0047,nfast,4,1,0.00388125,0.0119319
5.e6,0.0047,vfast,4,1,0.00301602,0.0162916
5.e6,0.0047,vth,4,1,0.00465308,0.00653258
5.e6,0.0048000000000000004,psi,1,1,0.00273376,0.0051592
5.e6,0.0048000000000000004,phi,1,1,0.0046625,0.00433145
5.e6,0.0048000000000000004,pr,1,1,0.00431767,0.00633809
5.e6,0.0048000000000000004,nfast,1,1,0.00415841,0.00364377
5.e6,0.0048000000000000004,vfast,1,1,0.00411425,0.00323865
5.e6,0.0048000000000000004,vth,1,1,0.00382572,0.00506983
5.e6,0.0048000000000000004,psi,2,1,0.00376223,0.00736576
5.e6,0.0048000000000000004,phi,2,1,0.00466225,0.00433493
5.e6,0.0048000000000000004,pr,2,1,0.00454257,0.00638981
5.e6,0.0048000000000000004,nfast,2,1,0.00433155,0.00919453
5.e6,0.0048000000000000004,vfast,2,1,0.00413165,0.00577434
5.e6,0.0048000000000000004,vth,2,1,0.00456373,0.00629783
5.e6,0.0048000000000000004,psi,3,1,0.00331735,0.00827176
5.e6,0.0048000000000000004,phi,3,1,0.00486652,0.00532069
5.e6,0.0048000000000000004,pr,3,1,0.00458407,0.00634773
5.e6,0.0048000000000000004,nfast,3,1,0.00397506,0.0164353
5.e6,0.0048000000000000004,vfast,3,1,0.00323459,0.0119133
5.e6,0.0048000000000000004,vth,3,1,0.00411587,0.00358882
5.e6,0.0048000000000000004,psi,4,1,0.00415032,0.00694215
5.e6,0.0048000000000000004,phi,4,1,0.00449654,0.00349809
5.e6,0.0048000000000000004,pr,4,1,0.00402576,0.00307906
5.e6,0.0048000000000000004,nfast,4,1,0.00409476,0.00415306
5.e6,0.0048000000000000004,vfast,4,1,0.00396035,0.00343884
5.e6,0.0048000000000000004,vth,4,1,0.00449281,0.00589481
5.e6,0.004900000000000001,psi,1,1,0.00290399,0.0286435
5.e6,0.004900000000000001,phi,1,1,0.00481763,0.00524954
5.e6,0.004900000000000001,pr,1,1,0.00403094,0.0177286
5.e6,0.004900000000000001,nfast,1,1,0.00275764,0.0221503
5.e6,0.004900000000000001,vfast,1,1,0.00387616,0.00698026
5.e6,0.004900000000000001,vth,1,1,0.00435569,0.00640041
5.e6,0.004900000000000001,psi,2,1,0.00256058,0.0274444
5.e6,0.004900000000000001,phi,2,1,0.00481927,0.00524129
5.e6,0.004900000000000001,pr,2,1,0.00395613,0.0116242
5.e6,0.004900000000000001,nfast,2,1,0.00223249,0.0305281
5.e6,0.004900000000000001,vfast,2,1,0.00227288,0.0289006
5.e6,0.004900000000000001,vth,2,1,0.00452223,0.00654313
5.e6,0.004900000000000001,psi,3,1,0.00176692,0.0281263
5.e6,0.004900000000000001,phi,3,1,0.00496243,0.00606228
5.e6,0.004900000000000001,pr,3,1,0.00424093,0.0092682
5.e6,0.004900000000000001,nfast,3,1,0.00204774,0.0314079
5.e6,0.004900000000000001,vfast,3,1,0.00193434,0.0317149
5.e6,0.004900000000000001,vth,3,1,0.00419412,0.00442942
5.e6,0.004900000000000001,psi,4,1,0.00221828,0.0253519
5.e6,0.004900000000000001,phi,4,1,0.00460869,0.00412827
5.e6,0.004900000000000001,pr,4,1,0.00404006,0.00340433
5.e6,0.004900000000000001,nfast,4,1,0.00279766,0.0241959
5.e6,0.004900000000000001,vfast,4,1,0.00350703,0.0211463
5.e6,0.004900000000000001,vth,4,1,0.00450829,0.00635501
5.e6,0.005,psi,1,1,0.000740666,0.0221324
5.e6,0.005,phi,1,1,0.00488719,0.00540577
5.e6,0.005,pr,1,1,0.00477848,0.0103867
5.e6,0.005,nfast,1,1,0.00361611,0.0109246
5.e6,0.005,vfast,1,1,0.00409883,0.00445634
5.e6,0.005,vth,1,1,0.00438644,0.00622606
5.e6,0.005,psi,2,1,0.00331535,0.0153429
5.e6,0.005,phi,2,1,0.00488744,0.00540446
5.e6,0.005,pr,2,1,0.00452258,0.00730541
5.e6,0.005,nfast,2,1,0.00239716,0.0231814
5.e6,0.005,vfast,2,1,0.00264684,0.020135
5.e6,0.005,vth,2,1,0.00463242,0.0064912
5.e6,0.005,psi,3,1,0.00277738,0.0191471
5.e6,0.005,phi,3,1,0.00500862,0.00601265
5.e6,0.005,pr,3,1,0.00454886,0.00676964
5.e6,0.005,nfast,3,1,0.00230686,0.0275466
5.e6,0.005,vfast,3,1,0.00173263,0.0296254
5.e6,0.005,vth,3,1,0.00423987,0.00453812
5.e6,0.005,psi,4,1,0.00325129,0.013156
5.e6,0.005,phi,4,1,0.00467705,0.00437476
5.e6,0.005,pr,4,1,0.00405683,0.00331305
5.e6,0.005,nfast,4,1,0.00310326,0.0130384
5.e6,0.005,vfast,4,1,0.00371756,0.0101906
5.e6,0.005,vth,4,1,0.00461362,0.00636903
5.e6,0.0051,psi,1,1,0.00300251,0.0313668
5.e6,0.0051,phi,1,1,0.00486029,0.00602629
5.e6,0.0051,pr,1,1,0.00431973,0.0242425
5.e6,0.0051,nfast,1,1,0.00229532,0.0296515
5.e6,0.0051,vfast,1,1,0.00308293,0.0156762
5.e6,0.0051,vth,1,1,0.00486759,0.0067511
5.e6,0.0051,psi,2,1,0.0021072,0.0299975
5.e6,0.0051,phi,2,1,0.00486295,0.00599621
5.e6,0.0051,pr,2,1,0.00341718,0.0168525
5.e6,0.0051,nfast,2,1,0.00220436,0.0317372
5.e6,0.0051,vfast,2,1,0.00218356,0.0314688
5.e6,0.0051,vth,2,1,0.00451709,0.00662633
5.e6,0.0051,psi,3,1,0.00212458,0.0302997
5.e6,0.0051,phi,3,1,0.00494405,0.00663606
5.e6,0.0051,pr,3,1,0.00382581,0.012802
5.e6,0.0051,nfast,3,1,0.00214646,0.0320252
5.e6,0.0051,vfast,3,1,0.0021842,0.0321632
5.e6,0.0051,vth,3,1,0.00433075,0.00519388
5.e6,0.0051,psi,4,1,0.00193757,0.028852
5.e6,0.0051,phi,4,1,0.00469154,0.00493949
5.e6,0.0051,pr,4,1,0.00401733,0.00466049
5.e6,0.0051,nfast,4,1,0.00218764,0.0300004
5.e6,0.0051,vfast,4,1,0.0027116,0.0293183
5.e6,0.0051,vth,4,1,0.00452516,0.00652742
5.e6,0.005200000000000001,psi,1,1,0.00208923,0.0249675
5.e6,0.005200000000000001,phi,1,1,0.00507947,0.00633644
5.e6,0.005200000000000001,pr,1,1,0.00402518,0.0106619
5.e6,0.005200000000000001,nfast,1,1,0.00286654,0.0275871
5.e6,0.005200000000000001,vfast,1,1,0.00395951,0.0104282
5.e6,0.005200000000000001,vth,1,1,0.00445818,0.00702909
5.e6,0.005200000000000001,psi,2,1,0.00337932,0.0183564
5.e6,0.005200000000000001,phi,2,1,0.00507903,0.00632874
5.e6,0.005200000000000001,pr,2,1,0.00444452,0.00770162
5.e6,0.005200000000000001,nfast,2,1,0.00336497,0.0275106
5.e6,0.005200000000000001,vfast,2,1,0.00299039,0.0297093
5.e6,0.005200000000000001,vth,2,1,0.00464225,0.00653012
5.e6,0.005200000000000001,psi,3,1,0.00189897,0.0232145
5.e6,0.005200000000000001,phi,3,1,0.00508199,0.00635087
5.e6,0.005200000000000001,pr,3,1,0.00455329,0.00700581
5.e6,0.005200000000000001,nfast,3,1,0.00281724,0.0291454
5.e6,0.005200000000000001,vfast,3,1,0.00233195,0.0325795
5.e6,0.005200000000000001,vth,3,1,0.00457345,0.00700256
5.e6,0.005200000000000001,psi,4,1,0.00338474,0.0157203
5.e6,0.005200000000000001,phi,4,1,0.0050767,0.00633422
5.e6,0.005200000000000001,pr,4,1,0.00450817,0.00725638
5.e6,0.005200000000000001,nfast,4,1,0.00278547,0.0261461
5.e6,0.005200000000000001,vfast,4,1,0.0030467,0.0295655
5.e6,0.005200000000000001,vth,4,1,0.00465284,0.00654683
5.e6,0.005300000000000001,psi,1,1,0.00199406,0.0280806
5.e6,0.005300000000000001,phi,1,1,0.00506717,0.00634006
5.e6,0.005300000000000001,pr,1,1,0.00371139,0.013984
5.e6,0.005300000000000001,nfast,1,1,0.00269649,0.0294443
5.e6,0.005300000000000001,vfast,1,1,0.00370034,0.013094
5.e6,0.005300000000000001,vth,1,1,0.0045687,0.00705446
5.e6,0.005300000000000001,psi,2,1,0.00299348,0.0235453
5.e6,0.005300000000000001,phi,2,1,0.00506719,0.00633014
5.e6,0.005300000000000001,pr,2,1,0.0042778,0.00912445
5.e6,0.005300000000000001,nfast,2,1,0.00290134,0.030007
5.e6,0.005300000000000001,vfast,2,1,0.00265645,0.0310691
5.e6,0.005300000000000001,vth,2,1,0.00464108,0.00654473
5.e6,0.005300000000000001,psi,3,1,0.00197962,0.0269016
5.e6,0.005300000000000001,phi,3,1,0.00507515,0.00638799
5.e6,0.005300000000000001,pr,3,1,0.00446792,0.00774778
5.e6,0.005300000000000001,nfast,3,1,0.0026297,0.0309601
5.e6,0.005300000000000001,vfast,3,1,0.00230264,0.032528
5.e6,0.005300000000000001,vth,3,1,0.00457202,0.00681369
5.e6,0.005300000000000001,psi,4,1,0.0028831,0.0209545
5.e6,0.005300000000000001,phi,4,1,0.00504324,0.0062328
5.e6,0.005300000000000001,pr,4,1,0.00431433,0.00669185
5.e6,0.005300000000000001,nfast,4,1,0.00268723,0.0288266
5.e6,0.005300000000000001,vfast,4,1,0.00281628,0.0305955
5.e6,0.005300000000000001,vth,4,1,0.00465227,0.00655171
5.e6,0.0054,psi,1,1,0.00212687,0.0327767
5.e6,0.0054,phi,1,1,0.00475331,0.00551941
5.e6,0.0054,pr,1,1,0.0020073,0.0285148
5.e6,0.0054,nfast,1,1,0.00273171,0.0292995
5.e6,0.0054,vfast,1,1,0.00359281,0.0142384
5.e6,0.0054,vth,1,1,0.00416263,0.00769919
5.e6,0.0054,psi,2,1,0.00277434,0.0318009
5.e6,0.0054,phi,2,1,0.00475623,0.00548675
5.e6,0.0054,pr,2,1,0.00325159,0.022346
5.e6,0.0054,nfast,2,1,0.00266147,0.0320639
5.e6,0.0054,vfast,2,1,0.00257374,0.0316667
5.e6,0.0054,vth,2,1,0.00458894,0.00658005
5.e6,0.0054,psi,3,1,0.00241538,0.0318724
5.e6,0.0054,phi,3,1,0.00490824,0.00668497
5.e6,0.0054,pr,3,1,0.00371335,0.0179013
5.e6,0.0054,nfast,3,1,0.00257441,0.032394
5.e6,0.0054,vfast,3,1,0.00256633,0.0324508
5.e6,0.0054,vth,3,1,0.00419983,0.00418727
5.e6,0.0054,psi,4,1,0.00283151,0.0311946
5.e6,0.0054,phi,4,1,0.004559,0.00418205
5.e6,0.0054,pr,4,1,0.00397516,0.00406593
5.e6,0.0054,nfast,4,1,0.00267812,0.0305832
5.e6,0.0054,vfast,4,1,0.00239955,0.0292331
5.e6,0.0054,vth,4,1,0.00454655,0.00627183
5.e6,0.0055000000000000005,psi,1,1,0.00292488,0.0336386
5.e6,0.0055000000000000005,phi,1,1,0.00490788,0.00809702
5.e6,0.0055000000000000005,pr,1,1,0.00302873,0.0313191
5.e6,0.0055000000000000005,nfast,1,1,0.00260817,0.032414
5.e6,0.0055000000000000005,vfast,1,1,0.00304803,0.0308024
5.e6,0.0055000000000000005,vth,1,1,0.00493497,0.0097699
5.e6,0.0055000000000000005,psi,2,1,0.0029086,0.0322131
5.e6,0.0055000000000000005,phi,2,1,0.0049166,0.0079746
5.e6,0.0055000000000000005,pr,2,1,0.00314369,0.0264003
5.e6,0.0055000000000000005,nfast,2,1,0.00263944,0.0323448
5.e6,0.0055000000000000005,vfast,2,1,0.00251655,0.0323941
5.e6,0.0055000000000000005,vth,2,1,0.00455681,0.00664755
5.e6,0.0055000000000000005,psi,3,1,0.00245301,0.032423
5.e6,0.0055000000000000005,phi,3,1,0.00491317,0.00835322
5.e6,0.0055000000000000005,pr,3,1,0.0033721,0.0224752
5.e6,0.0055000000000000005,nfast,3,1,0.00259319,0.0325405
5.e6,0.0055000000000000005,vfast,3,1,0.00264712,0.0325761
5.e6,0.0055000000000000005,vth,3,1,0.00460433,0.00766073
5.e6,0.0055000000000000005,psi,4,1,0.00279025,0.0321465
5.e6,0.0055000000000000005,phi,4,1,0.00490811,0.00808603
5.e6,0.0055000000000000005,pr,4,1,0.00324757,0.023138
5.e6,0.0055000000000000005,nfast,4,1,0.00245209,0.0324858
5.e6,0.0055000000000000005,vfast,4,1,0.00247443,0.0324197
5.e6,0.0055000000000000005,vth,4,1,0.00458214,0.00656668
5.e6,0.005600000000000001,psi,1,1,0.00292197,0.032123
5.e6,0.005600000000000001,phi,1,1,0.00503274,0.00659855
5.e6,0.005600000000000001,pr,1,1,0.00307545,0.024862
5.e6,0.005600000000000001,nfast,1,1,0.00301465,0.0319552
5.e6,0.005600000000000001,vfast,1,1,0.00360122,0.02392
5.e6,0.005600000000000001,vth,1,1,0.00411624,0.00797147
5.e6,0.005600000000000001,psi,2,1,0.00335628,0.0307857
5.e6,0.005600000000000001,phi,2,1,0.00503302,0.00657331
5.e6,0.005600000000000001,pr,2,1,0.00396166,0.0171938
5.e6,0.005600000000000001,nfast,2,1,0.00318372,0.0322328
5.e6,0.005600000000000001,vfast,2,1,0.00308471,0.0324419
5.e6,0.005600000000000001,vth,2,1,0.00460808,0.0065577
5.e6,0.005600000000000001,psi,3,1,0.00264742,0.0320324
5.e6,0.005600000000000001,phi,3,1,0.00505127,0.00671823
5.e6,0.005600000000000001,pr,3,1,0.00424688,0.0132038
5.e6,0.005600000000000001,nfast,3,1,0.00303068,0.0325233
5.e6,0.005600000000000001,vfast,3,1,0.00298278,0.0328942
5.e6,0.005600000000000001,vth,3,1,0.00450332,0.00672278
5.e6,0.005600000000000001,psi,4,1,0.00338765,0.0299578
5.e6,0.005600000000000001,phi,4,1,0.00498088,0.00632135
5.e6,0.005600000000000001,pr,4,1,0.00409696,0.0088916
5.e6,0.005600000000000001,nfast,4,1,0.00310035,0.0318458
5.e6,0.005600000000000001,vfast,4,1,0.00331408,0.0321539
5.e6,0.005600000000000001,vth,4,1,0.00463219,0.00654627
5.e6,0.0057,psi,1,1,0.00223411,0.0326951
5.e6,0.0057,phi,1,1,0.00495723,0.00626054
5.e6,0.0057,pr,1,1,0.00282946,0.0258774
5.e6,0.0057,nfast,1,1,0.00320396,0.0310028
5.e6,0.0057,vfast,1,1,0.00357516,0.0187655
5.e6,0.0057,vth,1,1,0.00403418,0.00762299
5.e6,0.0057,psi,2,1,0.00331837,0.031006
5.e6,0.0057,phi,2,1,0.00495749,0.00623702
5.e6,0.0057,pr,2,1,0.00379757,0.0176062
5.e6,0.0057,nfast,2,1,0.00334521,0.0322288
5.e6,0.0057,vfast,2,1,0.00325177,0.0321533
5.e6,0.0057,vth,2,1,0.00459966,0.00657122
5.e6,0.0057,psi,3,1,0.00258951,0.0315836
5.e6,0.0057,phi,3,1,0.00502294,0.00663305
5.e6,0.0057,pr,3,1,0.00416347,0.0136
5.e6,0.0057,nfast,3,1,0.00313442,0.0324774
5.e6,0.0057,vfast,3,1,0.00312729,0.0328392
5.e6,0.0057,vth,3,1,0.00443342,0.0056377
5.e6,0.0057,psi,4,1,0.00310976,0.0299393
5.e6,0.0057,phi,4,1,0.00481159,0.00543685
5.e6,0.0057,pr,4,1,0.00404713,0.0055202
5.e6,0.0057,nfast,4,1,0.00320532,0.0312078
5.e6,0.0057,vfast,4,1,0.00362282,0.0311265
5.e6,0.0057,vth,4,1,0.00461891,0.00651172
5.e6,0.0058000000000000005,psi,1,1,0.00281019,0.0331474
5.e6,0.0058000000000000005,phi,1,1,0.00434401,0.00376279
5.e6,0.0058000000000000005,pr,1,1,0.00336685,0.0320639
5.e6,0.0058000000000000005,nfast,1,1,0.00293068,0.0268848
5.e6,0.0058000000000000005,vfast,1,1,0.00385728,0.00994081
5.e6,0.0058000000000000005,vth,1,1,0.00593114,0.00422345
5.e6,0.0058000000000000005,psi,2,1,0.00295607,0.0323921
5.e6,0.0058000000000000005,phi,2,1,0.00434694,0.00372621
5.e6,0.0058000000000000005,pr,2,1,0.00308022,0.03136
5.e6,0.0058000000000000005,nfast,2,1,0.00254517,0.0322606
5.e6,0.0058000000000000005,vfast,2,1,0.00249585,0.0311921
5.e6,0.0058000000000000005,vth,2,1,0.00390496,0.0050121
5.e6,0.0058000000000000005,psi,3,1,0.00274976,0.0323517
5.e6,0.0058000000000000005,phi,3,1,0.00424385,0.00560505
5.e6,0.0058000000000000005,pr,3,1,0.00267299,0.0312969
5.e6,0.0058000000000000005,nfast,3,1,0.00265479,0.0327842
5.e6,0.0058000000000000005,vfast,3,1,0.00264687,0.032379
5.e6,0.0058000000000000005,vth,3,1,0.00404246,0.00314093
5.e6,0.0058000000000000005,psi,4,1,0.00302806,0.0325431
5.e6,0.0058000000000000005,phi,4,1,0.00437586,0.00321577
5.e6,0.0058000000000000005,pr,4,1,0.00397611,0.00353976
5.e6,0.0058000000000000005,nfast,4,1,0.00235392,0.028845
5.e6,0.0058000000000000005,vfast,4,1,0.00247338,0.0257992
5.e6,0.0058000000000000005,vth,4,1,0.00389794,0.00370428
5.e6,0.005900000000000001,psi,1,1,0.00312042,0.032476
5.e6,0.005900000000000001,phi,1,1,0.00503213,0.00711763
5.e6,0.005900000000000001,pr,1,1,0.00302157,0.0283724
5.e6,0.005900000000000001,nfast,1,1,0.00333101,0.0326103
5.e6,0.005900000000000001,vfast,1,1,0.00362622,0.0291179
5.e6,0.005900000000000001,vth,1,1,0.0038627,0.00889697
5.e6,0.005900000000000001,psi,2,1,0.00361835,0.0319377
5.e6,0.005900000000000001,phi,2,1,0.00503248,0.00707518
5.e6,0.005900000000000001,pr,2,1,0.00394328,0.0221589
5.e6,0.005900000000000001,nfast,2,1,0.00346286,0.0325195
5.e6,0.005900000000000001,vfast,2,1,0.00337146,0.0326581
5.e6,0.005900000000000001,vth,2,1,0.00461376,0.00661813
5.e6,0.005900000000000001,psi,3,1,0.00319265,0.0326856
5.e6,0.005900000000000001,phi,3,1,0.00503543,0.00716449
5.e6,0.005900000000000001,pr,3,1,0.00415458,0.0178054
5.e6,0.005900000000000001,nfast,3,1,0.00335882,0.0327624
5.e6,0.005900000000000001,vfast,3,1,0.00340134,0.0329572
5.e6,0.005900000000000001,vth,3,1,0.0045274,0.00748897
5.e6,0.005900000000000001,psi,4,1,0.00358859,0.0314916
5.e6,0.005900000000000001,phi,4,1,0.00502843,0.007122
5.e6,0.005900000000000001,pr,4,1,0.00397454,0.0182146
5.e6,0.005900000000000001,nfast,4,1,0.00330235,0.0325491
5.e6,0.005900000000000001,vfast,4,1,0.00336577,0.0326707
5.e6,0.005900000000000001,vth,4,1,0.0046309,0.00660654
5.e6,0.006,psi,1,1,0.00350224,0.0331022
5.e6,0.006,phi,1,1,0.00446675,0.0136522
5.e6,0.006,pr,1,1,0.00342944,0.0327858
5.e6,0.006,nfast,1,1,0.00344346,0.0329305
5.e6,0.006,vfast,1,1,0.00342023,0.0317467
5.e6,0.006,vth,1,1,0.00287706,0.016968
5.e6,0.006,psi,2,1,0.00345226,0.0330931
5.e6,0.006,phi,2,1,0.00447643,0.0133572
5.e6,0.006,pr,2,1,0.0033822,0.0321783
5.e6,0.006,nfast,2,1,0.00348752,0.0330527
5.e6,0.006,vfast,2,1,0.00347322,0.0330231
5.e6,0.006,vth,2,1,0.00435111,0.00787337
5.e6,0.006,psi,3,1,0.00336328,0.032997
5.e6,0.006,phi,3,1,0.00449565,0.0159245
5.e6,0.006,pr,3,1,0.00350077,0.0313351
5.e6,0.006,nfast,3,1,0.00344882,0.0330895
5.e6,0.006,vfast,3,1,0.00344197,0.0331362
5.e6,0.006,vth,3,1,0.00459262,0.00678144
5.e6,0.006,psi,4,1,0.00344311,0.0330008
5.e6,0.006,phi,4,1,0.00442878,0.00985282
5.e6,0.006,pr,4,1,0.00378266,0.0184367
5.e6,0.006,nfast,4,1,0.00349226,0.0329423
5.e6,0.006,vfast,4,1,0.00354483,0.0330345
5.e6,0.006,vth,4,1,0.00452762,0.00700105
5.e6,0.0061,psi,1,1,0.00359982,0.0331653
5.e6,0.0061,phi,1,1,0.00450649,0.00815258
5.e6,0.0061,pr,1,1,0.00334123,0.0328487
5.e6,0.0061,nfast,1,1,0.00345865,0.0325054
5.e6,0.0061,vfast,1,1,0.00373298,0.0269172
5.e6,0.0061,vth,1,1,0.00233295,0.0136742
5.e6,0.0061,psi,2,1,0.00354621,0.0330498
5.e6,0.0061,phi,2,1,0.00451173,0.00799265
5.e6,0.0061,pr,2,1,0.00352845,0.03181
5.e6,0.0061,nfast,2,1,0.00346013,0.0330004
5.e6,0.0061,vfast,2,1,0.00343653,0.0329505
5.e6,0.0061,vth,2,1,0.0045051,0.00739607
5.e6,0.0061,psi,3,1,0.00347499,0.0330743
5.e6,0.0061,phi,3,1,0.00457995,0.0115343
5.e6,0.0061,pr,3,1,0.00361495,0.0306961
5.e6,0.0061,nfast,3,1,0.00346762,0.0331119
5.e6,0.0061,vfast,3,1,0.00348038,0.0331222
5.e6,0.0061,vth,3,1,0.00409037,0.0042682
5.e6,0.0061,psi,4,1,0.00358854,0.0329749
5.e6,0.0061,phi,4,1,0.00443235,0.00515001
5.e6,0.0061,pr,4,1,0.0039577,0.0079068
5.e6,0.0061,nfast,4,1,0.0035496,0.032821
5.e6,0.0061,vfast,4,1,0.00343413,0.03271
5.e6,0.0061,vth,4,1,0.00445354,0.00628847
5.e6,0.006200000000000001,psi,1,1,0.00354871,0.0332193
5.e6,0.006200000000000001,phi,1,1,0.00423835,0.0157839
5.e6,0.006200000000000001,pr,1,1,0.00354118,0.0330877
5.e6,0.006200000000000001,nfast,1,1,0.00344481,0.0328336
5.e6,0.006200000000000001,vfast,1,1,0.00372823,0.0314526
5.e6,0.006200000000000001,vth,1,1,0.00329764,0.022714
5.e6,0.006200000000000001,psi,2,1,0.00362293,0.0329542
5.e6,0.006200000000000001,phi,2,1,0.00425573,0.0154047
5.e6,0.006200000000000001,pr,2,1,0.00355404,0.0325755
5.e6,0.006200000000000001,nfast,2,1,0.00342507,0.0329151
5.e6,0.006200000000000001,vfast,2,1,0.00338291,0.0329193
5.e6,0.006200000000000001,vth,2,1,0.00417745,0.00912392
5.e6,0.006200000000000001,psi,3,1,0.00342871,0.0329862
5.e6,0.006200000000000001,phi,3,1,0.00420468,0.0199554
5.e6,0.006200000000000001,pr,3,1,0.00349344,0.032183
5.e6,0.006200000000000001,nfast,3,1,0.00346465,0.0330226
5.e6,0.006200000000000001,vfast,3,1,0.00347722,0.0330077
5.e6,0.006200000000000001,vth,3,1,0.00415836,0.0065575
5.e6,0.006200000000000001,psi,4,1,0.00358875,0.0330351
5.e6,0.006200000000000001,phi,4,1,0.00432149,0.0101567
5.e6,0.006200000000000001,pr,4,1,0.00383123,0.017988
5.e6,0.006200000000000001,nfast,4,1,0.00343116,0.032908
5.e6,0.006200000000000001,vfast,4,1,0.00346475,0.0328743
5.e6,0.006200000000000001,vth,4,1,0.00436726,0.00718061
5.e6,0.006300000000000001,psi,1,1,0.0029844,0.0339792
5.e6,0.006300000000000001,phi,1,1,0.00417286,0.00996988
5.e6,0.006300000000000001,pr,1,1,0.00293162,0.0340535
5.e6,0.006300000000000001,nfast,1,1,0.00307769,0.0329503
5.e6,0.006300000000000001,vfast,1,1,0.0035761,0.0285881
5.e6,0.006300000000000001,vth,1,1,0.00212644,0.0154502
5.e6,0.006300000000000001,psi,2,1,0.00325374,0.0332784
5.e6,0.006300000000000001,phi,2,1,0.00419455,0.00966649
5.e6,0.006300000000000001,pr,2,1,0.00314227,0.032969
5.e6,0.006300000000000001,nfast,2,1,0.0030577,0.0335109
5.e6,0.006300000000000001,vfast,2,1,0.00304979,0.0334622
5.e6,0.006300000000000001,vth,2,1,0.0037477,0.0085776
5.e6,0.006300000000000001,psi,3,1,0.00310983,0.0333951
5.e6,0.006300000000000001,phi,3,1,0.00397121,0.016691
5.e6,0.006300000000000001,pr,3,1,0.003118,0.0327409
5.e6,0.006300000000000001,nfast,3,1,0.00323039,0.0335232
5.e6,0.006300000000000001,vfast,3,1,0.00319048,0.0335302
5.e6,0.006300000000000001,vth,3,1,0.00410707,0.00398552
5.e6,0.006300000000000001,psi,4,1,0.00341742,0.0332991
5.e6,0.006300000000000001,phi,4,1,0.00431229,0.00561479
5.e6,0.006300000000000001,pr,4,1,0.00392035,0.00901223
5.e6,0.006300000000000001,nfast,4,1,0.00327601,0.0331607
5.e6,0.006300000000000001,vfast,4,1,0.0033516,0.0331241
5.e6,0.006300000000000001,vth,4,1,0.00427933,0.00573881
5.e6,0.0064,psi,1,1,0.00389433,0.0333048
5.e6,0.0064,phi,1,1,0.00417763,0.0269066
5.e6,0.0064,pr,1,1,0.00387154,0.0332387
5.e6,0.0064,nfast,1,1,0.00383844,0.0332841
5.e6,0.0064,vfast,1,1,0.00390164,0.033292
5.e6,0.0064,vth,1,1,0.00319204,0.0278811
