       r	   dnnbi(m^-3)	    dne(m^-3)	    dni(m^-3)	     tbn(keV)	     ti(keV)	     te(keV)	   vzt_eq(m/s)	   vth_eq(m/s)	  vthermalep(m/s)	       etann(MKS)
  0.2900000E+00	  0.1913590E+19	  0.3183360E+20	  0.2615050E+20	  0.1216980E+06	  0.1473070E+04	  0.1283710E+04	  0.6323891E-02	  0.0000000E+00	  0.3414718E+07	  0.1632509E+01
  0.2910000E+00	  0.1912716E+19	  0.3182670E+20	  0.2614577E+20	  0.1216842E+06	  0.1470254E+04	  0.1281480E+04	  0.6311085E-02	  0.0000000E+00	  0.3414524E+07	  0.1636832E+01
  0.2920000E+00	  0.1911847E+19	  0.3181978E+20	  0.2614096E+20	  0.1216701E+06	  0.1467438E+04	  0.1279248E+04	  0.6298307E-02	  0.0000000E+00	  0.3414327E+07	  0.1641173E+01
  0.2930000E+00	  0.1910978E+19	  0.3181282E+20	  0.2613609E+20	  0.1216559E+06	  0.1464620E+04	  0.1277014E+04	  0.6285556E-02	  0.0000000E+00	  0.3414128E+07	  0.1645534E+01
  0.2940000E+00	  0.1910107E+19	  0.3180584E+20	  0.2613116E+20	  0.1216416E+06	  0.1461801E+04	  0.1274778E+04	  0.6272833E-02	  0.0000000E+00	  0.3413926E+07	  0.1649915E+01
  0.2950000E+00	  0.1909230E+19	  0.3179884E+20	  0.2612617E+20	  0.1216271E+06	  0.1458982E+04	  0.1272541E+04	  0.6260137E-02	  0.0000000E+00	  0.3413723E+07	  0.1654317E+01
  0.2960000E+00	  0.1908342E+19	  0.3179180E+20	  0.2612113E+20	  0.1216125E+06	  0.1456161E+04	  0.1270302E+04	  0.6247469E-02	  0.0000000E+00	  0.3413519E+07	  0.1658739E+01
  0.2970000E+00	  0.1907441E+19	  0.3178474E+20	  0.2611604E+20	  0.1215979E+06	  0.1453340E+04	  0.1268062E+04	  0.6234828E-02	  0.0000000E+00	  0.3413313E+07	  0.1663183E+01
  0.2980000E+00	  0.1906523E+19	  0.3177766E+20	  0.2611090E+20	  0.1215832E+06	  0.1450517E+04	  0.1265819E+04	  0.6222215E-02	  0.0000000E+00	  0.3413108E+07	  0.1667647E+01
  0.2990000E+00	  0.1905584E+19	  0.3177054E+20	  0.2610572E+20	  0.1215686E+06	  0.1447694E+04	  0.1263576E+04	  0.6209628E-02	  0.0000000E+00	  0.3412902E+07	  0.1672134E+01
  0.3000000E+00	  0.1904620E+19	  0.3176340E+20	  0.2610050E+20	  0.1215540E+06	  0.1444870E+04	  0.1261330E+04	  0.6197070E-02	  0.0000000E+00	  0.3412697E+07	  0.1676643E+01
  0.3010000E+00	  0.1903629E+19	  0.3175623E+20	  0.2609524E+20	  0.1215395E+06	  0.1442045E+04	  0.1259083E+04	  0.6184538E-02	  0.0000000E+00	  0.3412493E+07	  0.1681174E+01
  0.3020000E+00	  0.1902612E+19	  0.3174904E+20	  0.2608995E+20	  0.1215250E+06	  0.1439220E+04	  0.1256834E+04	  0.6172033E-02	  0.0000000E+00	  0.3412290E+07	  0.1685728E+01
  0.3030000E+00	  0.1901570E+19	  0.3174182E+20	  0.2608462E+20	  0.1215105E+06	  0.1436394E+04	  0.1254584E+04	  0.6159556E-02	  0.0000000E+00	  0.3412087E+07	  0.1690305E+01
  0.3040000E+00	  0.1900506E+19	  0.3173457E+20	  0.2607925E+20	  0.1214961E+06	  0.1433567E+04	  0.1252333E+04	  0.6147106E-02	  0.0000000E+00	  0.3411884E+07	  0.1694903E+01
  0.3050000E+00	  0.1899422E+19	  0.3172729E+20	  0.2607384E+20	  0.1214817E+06	  0.1430740E+04	  0.1250080E+04	  0.6134683E-02	  0.0000000E+00	  0.3411682E+07	  0.1699524E+01
  0.3060000E+00	  0.1898320E+19	  0.3171999E+20	  0.2606838E+20	  0.1214672E+06	  0.1427912E+04	  0.1247826E+04	  0.6122287E-02	  0.0000000E+00	  0.3411479E+07	  0.1704166E+01
  0.3070000E+00	  0.1897202E+19	  0.3171266E+20	  0.2606288E+20	  0.1214528E+06	  0.1425085E+04	  0.1245571E+04	  0.6109919E-02	  0.0000000E+00	  0.3411276E+07	  0.1708831E+01
  0.3080000E+00	  0.1896069E+19	  0.3170530E+20	  0.2605734E+20	  0.1214383E+06	  0.1422257E+04	  0.1243315E+04	  0.6097577E-02	  0.0000000E+00	  0.3411072E+07	  0.1713517E+01
  0.3090000E+00	  0.1894925E+19	  0.3169792E+20	  0.2605174E+20	  0.1214237E+06	  0.1419428E+04	  0.1241058E+04	  0.6085263E-02	  0.0000000E+00	  0.3410867E+07	  0.1718225E+01
  0.3100000E+00	  0.1893770E+19	  0.3169050E+20	  0.2604610E+20	  0.1214090E+06	  0.1416600E+04	  0.1238800E+04	  0.6072976E-02	  0.0000000E+00	  0.3410661E+07	  0.1722954E+01
  0.3110000E+00	  0.1892607E+19	  0.3168306E+20	  0.2604041E+20	  0.1213942E+06	  0.1413772E+04	  0.1236542E+04	  0.6060717E-02	  0.0000000E+00	  0.3410454E+07	  0.1727705E+01
  0.3120000E+00	  0.1891434E+19	  0.3167559E+20	  0.2603467E+20	  0.1213794E+06	  0.1410943E+04	  0.1234282E+04	  0.6048484E-02	  0.0000000E+00	  0.3410245E+07	  0.1732477E+01
  0.3130000E+00	  0.1890250E+19	  0.3166809E+20	  0.2602888E+20	  0.1213645E+06	  0.1408115E+04	  0.1232022E+04	  0.6036279E-02	  0.0000000E+00	  0.3410035E+07	  0.1737271E+01
  0.3140000E+00	  0.1889053E+19	  0.3166056E+20	  0.2602304E+20	  0.1213495E+06	  0.1405287E+04	  0.1229762E+04	  0.6024101E-02	  0.0000000E+00	  0.3409825E+07	  0.1742087E+01
  0.3150000E+00	  0.1887843E+19	  0.3165301E+20	  0.2601716E+20	  0.1213344E+06	  0.1402459E+04	  0.1227500E+04	  0.6011949E-02	  0.0000000E+00	  0.3409614E+07	  0.1746926E+01
  0.3160000E+00	  0.1886617E+19	  0.3164542E+20	  0.2601123E+20	  0.1213194E+06	  0.1399631E+04	  0.1225238E+04	  0.5999825E-02	  0.0000000E+00	  0.3409402E+07	  0.1751787E+01
  0.3170000E+00	  0.1885374E+19	  0.3163781E+20	  0.2600526E+20	  0.1213043E+06	  0.1396803E+04	  0.1222975E+04	  0.5987728E-02	  0.0000000E+00	  0.3409190E+07	  0.1756672E+01
  0.3180000E+00	  0.1884113E+19	  0.3163017E+20	  0.2599925E+20	  0.1212892E+06	  0.1393975E+04	  0.1220711E+04	  0.5975657E-02	  0.0000000E+00	  0.3408978E+07	  0.1761579E+01
  0.3190000E+00	  0.1882832E+19	  0.3162250E+20	  0.2599319E+20	  0.1212741E+06	  0.1391147E+04	  0.1218446E+04	  0.5963613E-02	  0.0000000E+00	  0.3408765E+07	  0.1766510E+01
  0.3200000E+00	  0.1881530E+19	  0.3161480E+20	  0.2598710E+20	  0.1212590E+06	  0.1388320E+04	  0.1216180E+04	  0.5951596E-02	  0.0000000E+00	  0.3408554E+07	  0.1771464E+01
  0.3210000E+00	  0.1880206E+19	  0.3160707E+20	  0.2598097E+20	  0.1212440E+06	  0.1385493E+04	  0.1213913E+04	  0.5939605E-02	  0.0000000E+00	  0.3408342E+07	  0.1776443E+01
  0.3220000E+00	  0.1878859E+19	  0.3159932E+20	  0.2597480E+20	  0.1212289E+06	  0.1382666E+04	  0.1211646E+04	  0.5927641E-02	  0.0000000E+00	  0.3408131E+07	  0.1781446E+01
  0.3230000E+00	  0.1877491E+19	  0.3159154E+20	  0.2596858E+20	  0.1212139E+06	  0.1379840E+04	  0.1209378E+04	  0.5915703E-02	  0.0000000E+00	  0.3407920E+07	  0.1786472E+01
  0.3240000E+00	  0.1876102E+19	  0.3158373E+20	  0.2596233E+20	  0.1211989E+06	  0.1377014E+04	  0.1207109E+04	  0.5903792E-02	  0.0000000E+00	  0.3407709E+07	  0.1791522E+01
  0.3250000E+00	  0.1874693E+19	  0.3157589E+20	  0.2595604E+20	  0.1211840E+06	  0.1374190E+04	  0.1204840E+04	  0.5891908E-02	  0.0000000E+00	  0.3407499E+07	  0.1796596E+01
  0.3260000E+00	  0.1873264E+19	  0.3156803E+20	  0.2594971E+20	  0.1211690E+06	  0.1371366E+04	  0.1202571E+04	  0.5880049E-02	  0.0000000E+00	  0.3407288E+07	  0.1801694E+01
  0.3270000E+00	  0.1871815E+19	  0.3156013E+20	  0.2594335E+20	  0.1211540E+06	  0.1368542E+04	  0.1200301E+04	  0.5868218E-02	  0.0000000E+00	  0.3407078E+07	  0.1806816E+01
  0.3280000E+00	  0.1870348E+19	  0.3155222E+20	  0.2593694E+20	  0.1211390E+06	  0.1365720E+04	  0.1198031E+04	  0.5856412E-02	  0.0000000E+00	  0.3406867E+07	  0.1811961E+01
  0.3290000E+00	  0.1868863E+19	  0.3154427E+20	  0.2593049E+20	  0.1211240E+06	  0.1362900E+04	  0.1195760E+04	  0.5844632E-02	  0.0000000E+00	  0.3406656E+07	  0.1817129E+01
  0.3300000E+00	  0.1867360E+19	  0.3153630E+20	  0.2592400E+20	  0.1211090E+06	  0.1360080E+04	  0.1193490E+04	  0.5832879E-02	  0.0000000E+00	  0.3406445E+07	  0.1822321E+01
  0.3310000E+00	  0.1865840E+19	  0.3152830E+20	  0.2591747E+20	  0.1210940E+06	  0.1357262E+04	  0.1191220E+04	  0.5821152E-02	  0.0000000E+00	  0.3406233E+07	  0.1827537E+01
  0.3320000E+00	  0.1864303E+19	  0.3152028E+20	  0.2591090E+20	  0.1210789E+06	  0.1354445E+04	  0.1188949E+04	  0.5809450E-02	  0.0000000E+00	  0.3406021E+07	  0.1832776E+01
  0.3330000E+00	  0.1862749E+19	  0.3151223E+20	  0.2590430E+20	  0.1210638E+06	  0.1351630E+04	  0.1186679E+04	  0.5797775E-02	  0.0000000E+00	  0.3405809E+07	  0.1838038E+01
  0.3340000E+00	  0.1861176E+19	  0.3150416E+20	  0.2589765E+20	  0.1210487E+06	  0.1348816E+04	  0.1184409E+04	  0.5786126E-02	  0.0000000E+00	  0.3405597E+07	  0.1843325E+01
  0.3350000E+00	  0.1859586E+19	  0.3149605E+20	  0.2589097E+20	  0.1210336E+06	  0.1346003E+04	  0.1182139E+04	  0.5774503E-02	  0.0000000E+00	  0.3405384E+07	  0.1848636E+01
  0.3360000E+00	  0.1857977E+19	  0.3148792E+20	  0.2588425E+20	  0.1210185E+06	  0.1343192E+04	  0.1179869E+04	  0.5762906E-02	  0.0000000E+00	  0.3405171E+07	  0.1853971E+01
  0.3370000E+00	  0.1856349E+19	  0.3147976E+20	  0.2587749E+20	  0.1210033E+06	  0.1340382E+04	  0.1177599E+04	  0.5751335E-02	  0.0000000E+00	  0.3404958E+07	  0.1859330E+01
  0.3380000E+00	  0.1854702E+19	  0.3147157E+20	  0.2587070E+20	  0.1209882E+06	  0.1337573E+04	  0.1175329E+04	  0.5739790E-02	  0.0000000E+00	  0.3404746E+07	  0.1864714E+01
  0.3390000E+00	  0.1853036E+19	  0.3146335E+20	  0.2586387E+20	  0.1209731E+06	  0.1334766E+04	  0.1173060E+04	  0.5728271E-02	  0.0000000E+00	  0.3404533E+07	  0.1870123E+01
  0.3400000E+00	  0.1851350E+19	  0.3145510E+20	  0.2585700E+20	  0.1209580E+06	  0.1331960E+04	  0.1170790E+04	  0.5716778E-02	  0.0000000E+00	  0.3404320E+07	  0.1875558E+01
  0.3410000E+00	  0.1849644E+19	  0.3144682E+20	  0.2585010E+20	  0.1209429E+06	  0.1329155E+04	  0.1168521E+04	  0.5705310E-02	  0.0000000E+00	  0.3404108E+07	  0.1881017E+01
  0.3420000E+00	  0.1847919E+19	  0.3143851E+20	  0.2584316E+20	  0.1209278E+06	  0.1326352E+04	  0.1166251E+04	  0.5693869E-02	  0.0000000E+00	  0.3403896E+07	  0.1886502E+01
  0.3430000E+00	  0.1846174E+19	  0.3143017E+20	  0.2583619E+20	  0.1209127E+06	  0.1323550E+04	  0.1163982E+04	  0.5682453E-02	  0.0000000E+00	  0.3403683E+07	  0.1892012E+01
  0.3440000E+00	  0.1844409E+19	  0.3142181E+20	  0.2582918E+20	  0.1208977E+06	  0.1320750E+04	  0.1161714E+04	  0.5671063E-02	  0.0000000E+00	  0.3403471E+07	  0.1897548E+01
  0.3450000E+00	  0.1842625E+19	  0.3141341E+20	  0.2582214E+20	  0.1208826E+06	  0.1317952E+04	  0.1159445E+04	  0.5659699E-02	  0.0000000E+00	  0.3403259E+07	  0.1903109E+01
  0.3460000E+00	  0.1840822E+19	  0.3140498E+20	  0.2581506E+20	  0.1208675E+06	  0.1315155E+04	  0.1157177E+04	  0.5648360E-02	  0.0000000E+00	  0.3403046E+07	  0.1908695E+01
  0.3470000E+00	  0.1839000E+19	  0.3139653E+20	  0.2580795E+20	  0.1208524E+06	  0.1312361E+04	  0.1154910E+04	  0.5637047E-02	  0.0000000E+00	  0.3402834E+07	  0.1914307E+01
  0.3480000E+00	  0.1837159E+19	  0.3138805E+20	  0.2580080E+20	  0.1208373E+06	  0.1309568E+04	  0.1152643E+04	  0.5625759E-02	  0.0000000E+00	  0.3402621E+07	  0.1919945E+01
  0.3490000E+00	  0.1835299E+19	  0.3137954E+20	  0.2579362E+20	  0.1208221E+06	  0.1306778E+04	  0.1150376E+04	  0.5614497E-02	  0.0000000E+00	  0.3402408E+07	  0.1925608E+01
  0.3500000E+00	  0.1833420E+19	  0.3137100E+20	  0.2578640E+20	  0.1208070E+06	  0.1303990E+04	  0.1148110E+04	  0.5603260E-02	  0.0000000E+00	  0.3402195E+07	  0.1931297E+01
  0.3510000E+00	  0.1831523E+19	  0.3136244E+20	  0.2577915E+20	  0.1207918E+06	  0.1301204E+04	  0.1145845E+04	  0.5592048E-02	  0.0000000E+00	  0.3401981E+07	  0.1937011E+01
  0.3520000E+00	  0.1829608E+19	  0.3135384E+20	  0.2577186E+20	  0.1207766E+06	  0.1298421E+04	  0.1143580E+04	  0.5580861E-02	  0.0000000E+00	  0.3401767E+07	  0.1942750E+01
  0.3530000E+00	  0.1827674E+19	  0.3134523E+20	  0.2576453E+20	  0.1207614E+06	  0.1295640E+04	  0.1141316E+04	  0.5569700E-02	  0.0000000E+00	  0.3401553E+07	  0.1948516E+01
  0.3540000E+00	  0.1825721E+19	  0.3133658E+20	  0.2575717E+20	  0.1207462E+06	  0.1292862E+04	  0.1139052E+04	  0.5558563E-02	  0.0000000E+00	  0.3401339E+07	  0.1954307E+01
  0.3550000E+00	  0.1823750E+19	  0.3132790E+20	  0.2574978E+20	  0.1207310E+06	  0.1290087E+04	  0.1136790E+04	  0.5547452E-02	  0.0000000E+00	  0.3401125E+07	  0.1960125E+01
  0.3560000E+00	  0.1821761E+19	  0.3131920E+20	  0.2574235E+20	  0.1207158E+06	  0.1287314E+04	  0.1134528E+04	  0.5536367E-02	  0.0000000E+00	  0.3400910E+07	  0.1965968E+01
  0.3570000E+00	  0.1819754E+19	  0.3131047E+20	  0.2573489E+20	  0.1207006E+06	  0.1284544E+04	  0.1132267E+04	  0.5525306E-02	  0.0000000E+00	  0.3400696E+07	  0.1971838E+01
  0.3580000E+00	  0.1817727E+19	  0.3130171E+20	  0.2572739E+20	  0.1206854E+06	  0.1281776E+04	  0.1130007E+04	  0.5514271E-02	  0.0000000E+00	  0.3400482E+07	  0.1977733E+01
  0.3590000E+00	  0.1815683E+19	  0.3129292E+20	  0.2571986E+20	  0.1206702E+06	  0.1279012E+04	  0.1127748E+04	  0.5503261E-02	  0.0000000E+00	  0.3400268E+07	  0.1983655E+01
  0.3600000E+00	  0.1813620E+19	  0.3128410E+20	  0.2571230E+20	  0.1206550E+06	  0.1276250E+04	  0.1125490E+04	  0.5492277E-02	  0.0000000E+00	  0.3400054E+07	  0.1989604E+01
  0.3610000E+00	  0.1811539E+19	  0.3127525E+20	  0.2570471E+20	  0.1206398E+06	  0.1273491E+04	  0.1123233E+04	  0.5481317E-02	  0.0000000E+00	  0.3399840E+07	  0.1995579E+01
  0.3620000E+00	  0.1809439E+19	  0.3126637E+20	  0.2569708E+20	  0.1206247E+06	  0.1270735E+04	  0.1120977E+04	  0.5470383E-02	  0.0000000E+00	  0.3399627E+07	  0.2001581E+01
  0.3630000E+00	  0.1807321E+19	  0.3125747E+20	  0.2568942E+20	  0.1206096E+06	  0.1267983E+04	  0.1118722E+04	  0.5459474E-02	  0.0000000E+00	  0.3399414E+07	  0.2007609E+01
  0.3640000E+00	  0.1805184E+19	  0.3124853E+20	  0.2568173E+20	  0.1205945E+06	  0.1265233E+04	  0.1116468E+04	  0.5448591E-02	  0.0000000E+00	  0.3399201E+07	  0.2013664E+01
  0.3650000E+00	  0.1803028E+19	  0.3123957E+20	  0.2567400E+20	  0.1205794E+06	  0.1262486E+04	  0.1114215E+04	  0.5437732E-02	  0.0000000E+00	  0.3398988E+07	  0.2019746E+01
  0.3660000E+00	  0.1800854E+19	  0.3123057E+20	  0.2566625E+20	  0.1205643E+06	  0.1259743E+04	  0.1111964E+04	  0.5426898E-02	  0.0000000E+00	  0.3398776E+07	  0.2025855E+01
  0.3670000E+00	  0.1798662E+19	  0.3122155E+20	  0.2565846E+20	  0.1205492E+06	  0.1257002E+04	  0.1109713E+04	  0.5416090E-02	  0.0000000E+00	  0.3398563E+07	  0.2031991E+01
  0.3680000E+00	  0.1796450E+19	  0.3121249E+20	  0.2565064E+20	  0.1205341E+06	  0.1254265E+04	  0.1107464E+04	  0.5405306E-02	  0.0000000E+00	  0.3398351E+07	  0.2038154E+01
  0.3690000E+00	  0.1794219E+19	  0.3120341E+20	  0.2564278E+20	  0.1205191E+06	  0.1251531E+04	  0.1105216E+04	  0.5394547E-02	  0.0000000E+00	  0.3398138E+07	  0.2044344E+01
  0.3700000E+00	  0.1791970E+19	  0.3119430E+20	  0.2563490E+20	  0.1205040E+06	  0.1248800E+04	  0.1102970E+04	  0.5383812E-02	  0.0000000E+00	  0.3397926E+07	  0.2050561E+01
  0.3710000E+00	  0.1789702E+19	  0.3118516E+20	  0.2562698E+20	  0.1204889E+06	  0.1246072E+04	  0.1100725E+04	  0.5373102E-02	  0.0000000E+00	  0.3397713E+07	  0.2056805E+01
  0.3720000E+00	  0.1787415E+19	  0.3117599E+20	  0.2561904E+20	  0.1204738E+06	  0.1243348E+04	  0.1098481E+04	  0.5362417E-02	  0.0000000E+00	  0.3397500E+07	  0.2063077E+01
  0.3730000E+00	  0.1785109E+19	  0.3116679E+20	  0.2561106E+20	  0.1204588E+06	  0.1240627E+04	  0.1096239E+04	  0.5351757E-02	  0.0000000E+00	  0.3397288E+07	  0.2069376E+01
  0.3740000E+00	  0.1782786E+19	  0.3115757E+20	  0.2560304E+20	  0.1204437E+06	  0.1237910E+04	  0.1093998E+04	  0.5341121E-02	  0.0000000E+00	  0.3397075E+07	  0.2075702E+01
  0.3750000E+00	  0.1780445E+19	  0.3114831E+20	  0.2559500E+20	  0.1204286E+06	  0.1235196E+04	  0.1091759E+04	  0.5330509E-02	  0.0000000E+00	  0.3396862E+07	  0.2082055E+01
  0.3760000E+00	  0.1778086E+19	  0.3113903E+20	  0.2558693E+20	  0.1204135E+06	  0.1232485E+04	  0.1089522E+04	  0.5319922E-02	  0.0000000E+00	  0.3396649E+07	  0.2088436E+01
  0.3770000E+00	  0.1775710E+19	  0.3112972E+20	  0.2557882E+20	  0.1203984E+06	  0.1229778E+04	  0.1087286E+04	  0.5309360E-02	  0.0000000E+00	  0.3396436E+07	  0.2094843E+01
  0.3780000E+00	  0.1773316E+19	  0.3112037E+20	  0.2557068E+20	  0.1203832E+06	  0.1227075E+04	  0.1085052E+04	  0.5298821E-02	  0.0000000E+00	  0.3396223E+07	  0.2101278E+01
  0.3790000E+00	  0.1770906E+19	  0.3111100E+20	  0.2556251E+20	  0.1203681E+06	  0.1224376E+04	  0.1082820E+04	  0.5288308E-02	  0.0000000E+00	  0.3396009E+07	  0.2107739E+01
  0.3800000E+00	  0.1768480E+19	  0.3110160E+20	  0.2555430E+20	  0.1203530E+06	  0.1221680E+04	  0.1080590E+04	  0.5277818E-02	  0.0000000E+00	  0.3395796E+07	  0.2114227E+01
  0.3810000E+00	  0.1766037E+19	  0.3109217E+20	  0.2554606E+20	  0.1203379E+06	  0.1218988E+04	  0.1078362E+04	  0.5267353E-02	  0.0000000E+00	  0.3395583E+07	  0.2120743E+01
  0.3820000E+00	  0.1763578E+19	  0.3108271E+20	  0.2553780E+20	  0.1203227E+06	  0.1216300E+04	  0.1076136E+04	  0.5256911E-02	  0.0000000E+00	  0.3395369E+07	  0.2127285E+01
  0.3830000E+00	  0.1761102E+19	  0.3107322E+20	  0.2552950E+20	  0.1203076E+06	  0.1213616E+04	  0.1073912E+04	  0.5246494E-02	  0.0000000E+00	  0.3395155E+07	  0.2133855E+01
  0.3840000E+00	  0.1758608E+19	  0.3106371E+20	  0.2552117E+20	  0.1202925E+06	  0.1210936E+04	  0.1071690E+04	  0.5236101E-02	  0.0000000E+00	  0.3394942E+07	  0.2140452E+01
  0.3850000E+00	  0.1756097E+19	  0.3105416E+20	  0.2551281E+20	  0.1202773E+06	  0.1208261E+04	  0.1069470E+04	  0.5225732E-02	  0.0000000E+00	  0.3394728E+07	  0.2147077E+01
  0.3860000E+00	  0.1753567E+19	  0.3104459E+20	  0.2550442E+20	  0.1202622E+06	  0.1205589E+04	  0.1067252E+04	  0.5215387E-02	  0.0000000E+00	  0.3394515E+07	  0.2153729E+01
  0.3870000E+00	  0.1751019E+19	  0.3103498E+20	  0.2549601E+20	  0.1202471E+06	  0.1202923E+04	  0.1065036E+04	  0.5205066E-02	  0.0000000E+00	  0.3394302E+07	  0.2160410E+01
  0.3880000E+00	  0.1748452E+19	  0.3102535E+20	  0.2548756E+20	  0.1202321E+06	  0.1200260E+04	  0.1062822E+04	  0.5194769E-02	  0.0000000E+00	  0.3394089E+07	  0.2167119E+01
  0.3890000E+00	  0.1745866E+19	  0.3101569E+20	  0.2547909E+20	  0.1202170E+06	  0.1197603E+04	  0.1060610E+04	  0.5184495E-02	  0.0000000E+00	  0.3393877E+07	  0.2173857E+01
  0.3900000E+00	  0.1743260E+19	  0.3100600E+20	  0.2547060E+20	  0.1202020E+06	  0.1194950E+04	  0.1058400E+04	  0.5174246E-02	  0.0000000E+00	  0.3393665E+07	  0.2180623E+01
  0.3910000E+00	  0.1740634E+19	  0.3099628E+20	  0.2546208E+20	  0.1201870E+06	  0.1192302E+04	  0.1056192E+04	  0.5164019E-02	  0.0000000E+00	  0.3393454E+07	  0.2187418E+01
  0.3920000E+00	  0.1737989E+19	  0.3098653E+20	  0.2545354E+20	  0.1201721E+06	  0.1189659E+04	  0.1053986E+04	  0.5153817E-02	  0.0000000E+00	  0.3393242E+07	  0.2194242E+01
  0.3930000E+00	  0.1735326E+19	  0.3097676E+20	  0.2544496E+20	  0.1201571E+06	  0.1187021E+04	  0.1051783E+04	  0.5143638E-02	  0.0000000E+00	  0.3393031E+07	  0.2201095E+01
  0.3940000E+00	  0.1732645E+19	  0.3096695E+20	  0.2543636E+20	  0.1201422E+06	  0.1184388E+04	  0.1049581E+04	  0.5133483E-02	  0.0000000E+00	  0.3392821E+07	  0.2207978E+01
  0.3950000E+00	  0.1729947E+19	  0.3095712E+20	  0.2542773E+20	  0.1201273E+06	  0.1181759E+04	  0.1047381E+04	  0.5123351E-02	  0.0000000E+00	  0.3392611E+07	  0.2214889E+01
  0.3960000E+00	  0.1727234E+19	  0.3094725E+20	  0.2541907E+20	  0.1201124E+06	  0.1179136E+04	  0.1045183E+04	  0.5113243E-02	  0.0000000E+00	  0.3392401E+07	  0.2221831E+01
  0.3970000E+00	  0.1724505E+19	  0.3093736E+20	  0.2541038E+20	  0.1200976E+06	  0.1176517E+04	  0.1042987E+04	  0.5103158E-02	  0.0000000E+00	  0.3392191E+07	  0.2228802E+01
  0.3980000E+00	  0.1721763E+19	  0.3092744E+20	  0.2540165E+20	  0.1200827E+06	  0.1173903E+04	  0.1040793E+04	  0.5093097E-02	  0.0000000E+00	  0.3391981E+07	  0.2235803E+01
  0.3990000E+00	  0.1719008E+19	  0.3091748E+20	  0.2539289E+20	  0.1200679E+06	  0.1171294E+04	  0.1038600E+04	  0.5083060E-02	  0.0000000E+00	  0.3391771E+07	  0.2242834E+01
  0.4000000E+00	  0.1716240E+19	  0.3090750E+20	  0.2538410E+20	  0.1200530E+06	  0.1168690E+04	  0.1036410E+04	  0.5073046E-02	  0.0000000E+00	  0.3391561E+07	  0.2249896E+01
  0.4010000E+00	  0.1713461E+19	  0.3089749E+20	  0.2537527E+20	  0.1200381E+06	  0.1166091E+04	  0.1034221E+04	  0.5063056E-02	  0.0000000E+00	  0.3391351E+07	  0.2256987E+01
  0.4020000E+00	  0.1710669E+19	  0.3088744E+20	  0.2536641E+20	  0.1200233E+06	  0.1163496E+04	  0.1032035E+04	  0.5053090E-02	  0.0000000E+00	  0.3391141E+07	  0.2264109E+01
  0.4030000E+00	  0.1707864E+19	  0.3087737E+20	  0.2535751E+20	  0.1200084E+06	  0.1160906E+04	  0.1029850E+04	  0.5043147E-02	  0.0000000E+00	  0.3390932E+07	  0.2271262E+01
  0.4040000E+00	  0.1705046E+19	  0.3086726E+20	  0.2534858E+20	  0.1199936E+06	  0.1158322E+04	  0.1027667E+04	  0.5033228E-02	  0.0000000E+00	  0.3390722E+07	  0.2278446E+01
  0.4050000E+00	  0.1702213E+19	  0.3085713E+20	  0.2533961E+20	  0.1199788E+06	  0.1155743E+04	  0.1025486E+04	  0.5023332E-02	  0.0000000E+00	  0.3390512E+07	  0.2285661E+01
  0.4060000E+00	  0.1699364E+19	  0.3084696E+20	  0.2533062E+20	  0.1199640E+06	  0.1153169E+04	  0.1023307E+04	  0.5013459E-02	  0.0000000E+00	  0.3390303E+07	  0.2292907E+01
  0.4070000E+00	  0.1696499E+19	  0.3083677E+20	  0.2532161E+20	  0.1199492E+06	  0.1150601E+04	  0.1021130E+04	  0.5003610E-02	  0.0000000E+00	  0.3390094E+07	  0.2300186E+01
  0.4080000E+00	  0.1693618E+19	  0.3082654E+20	  0.2531256E+20	  0.1199344E+06	  0.1148038E+04	  0.1018954E+04	  0.4993785E-02	  0.0000000E+00	  0.3389886E+07	  0.2307496E+01
  0.4090000E+00	  0.1690718E+19	  0.3081629E+20	  0.2530349E+20	  0.1199197E+06	  0.1145481E+04	  0.1016781E+04	  0.4983983E-02	  0.0000000E+00	  0.3389678E+07	  0.2314839E+01
  0.4100000E+00	  0.1687800E+19	  0.3080600E+20	  0.2529440E+20	  0.1199050E+06	  0.1142930E+04	  0.1014610E+04	  0.4974205E-02	  0.0000000E+00	  0.3389470E+07	  0.2322214E+01
  0.4110000E+00	  0.1684863E+19	  0.3079568E+20	  0.2528529E+20	  0.1198903E+06	  0.1140385E+04	  0.1012441E+04	  0.4964450E-02	  0.0000000E+00	  0.3389263E+07	  0.2329622E+01
  0.4120000E+00	  0.1681908E+19	  0.3078534E+20	  0.2527615E+20	  0.1198757E+06	  0.1137846E+04	  0.1010274E+04	  0.4954718E-02	  0.0000000E+00	  0.3389056E+07	  0.2337063E+01
  0.4130000E+00	  0.1678935E+19	  0.3077496E+20	  0.2526699E+20	  0.1198611E+06	  0.1135312E+04	  0.1008108E+04	  0.4945009E-02	  0.0000000E+00	  0.3388850E+07	  0.2344536E+01
  0.4140000E+00	  0.1675947E+19	  0.3076455E+20	  0.2525780E+20	  0.1198466E+06	  0.1132785E+04	  0.1005945E+04	  0.4935324E-02	  0.0000000E+00	  0.3388644E+07	  0.2352043E+01
  0.4150000E+00	  0.1672945E+19	  0.3075412E+20	  0.2524859E+20	  0.1198320E+06	  0.1130264E+04	  0.1003784E+04	  0.4925661E-02	  0.0000000E+00	  0.3388438E+07	  0.2359583E+01
