        r	      denseq	       teeq	       nfeq	     dnfeqdr	      vfova	      cureq	       feq	    pressure	       iota	        1/D	    curvature	      shear	     eta
  0.9500000E-01	  0.9874854E+00	  0.9890267E+00	  0.9613195E+00	 -0.7072069E+00	  0.6800000E+00	  0.7851748E-05	  0.1000761E+01	  0.9986067E+00	 -0.4758825E+00	  0.1000083E+01	 -0.1465201E-01	  0.5099844E-02	  0.1016689E+01
  0.9600000E-01	  0.9872448E+00	  0.9888039E+00	  0.9606079E+00	 -0.7160935E+00	  0.6800000E+00	  0.8017149E-05	  0.1000762E+01	  0.9985773E+00	 -0.4759082E+00	  0.1000068E+01	 -0.1480467E-01	  0.5227306E-02	  0.1017032E+01
  0.9700000E-01	  0.9870027E+00	  0.9885790E+00	  0.9598873E+00	 -0.7250772E+00	  0.6800000E+00	  0.8184250E-05	  0.1000762E+01	  0.9985476E+00	 -0.4759343E+00	  0.1000053E+01	 -0.1495725E-01	  0.5357004E-02	  0.1017379E+01
  0.9800000E-01	  0.9867589E+00	  0.9883523E+00	  0.9591577E+00	 -0.7341586E+00	  0.6800000E+00	  0.8353048E-05	  0.1000763E+01	  0.9985177E+00	 -0.4759608E+00	  0.1000038E+01	 -0.1510975E-01	  0.5488973E-02	  0.1017729E+01
  0.9900000E-01	  0.9865135E+00	  0.9881236E+00	  0.9584190E+00	 -0.7433383E+00	  0.6800000E+00	  0.8523545E-05	  0.1000763E+01	  0.9984874E+00	 -0.4759877E+00	  0.1000023E+01	 -0.1526215E-01	  0.5623244E-02	  0.1018083E+01
  0.1000000E+00	  0.9862666E+00	  0.9878929E+00	  0.9576711E+00	 -0.7526171E+00	  0.6800000E+00	  0.8695738E-05	  0.1000764E+01	  0.9984568E+00	 -0.4760149E+00	  0.1000008E+01	 -0.1541447E-01	  0.5759854E-02	  0.1018439E+01
  0.1010000E+00	  0.9860182E+00	  0.9876603E+00	  0.9569138E+00	 -0.7619956E+00	  0.6800000E+00	  0.8869626E-05	  0.1000765E+01	  0.9984259E+00	 -0.4760425E+00	  0.9999922E+00	 -0.1556669E-01	  0.5898836E-02	  0.1018799E+01
  0.1020000E+00	  0.9857683E+00	  0.9874259E+00	  0.9561471E+00	 -0.7714744E+00	  0.6800000E+00	  0.9045209E-05	  0.1000765E+01	  0.9983947E+00	 -0.4760705E+00	  0.9999765E+00	 -0.1571882E-01	  0.6040227E-02	  0.1019162E+01
  0.1030000E+00	  0.9855169E+00	  0.9871895E+00	  0.9553708E+00	 -0.7810542E+00	  0.6800000E+00	  0.9222485E-05	  0.1000766E+01	  0.9983632E+00	 -0.4760989E+00	  0.9999607E+00	 -0.1587084E-01	  0.6184062E-02	  0.1019528E+01
  0.1040000E+00	  0.9852641E+00	  0.9869512E+00	  0.9545850E+00	 -0.7907355E+00	  0.6800000E+00	  0.9401453E-05	  0.1000766E+01	  0.9983314E+00	 -0.4761277E+00	  0.9999448E+00	 -0.1602276E-01	  0.6330379E-02	  0.1019897E+01
  0.1050000E+00	  0.9850098E+00	  0.9867111E+00	  0.9537894E+00	 -0.8005190E+00	  0.6800000E+00	  0.9582113E-05	  0.1000767E+01	  0.9982993E+00	 -0.4761568E+00	  0.9999287E+00	 -0.1617458E-01	  0.6479214E-02	  0.1020270E+01
  0.1060000E+00	  0.9847541E+00	  0.9864691E+00	  0.9529839E+00	 -0.8104053E+00	  0.6800000E+00	  0.9764462E-05	  0.1000768E+01	  0.9982669E+00	 -0.4761864E+00	  0.9999124E+00	 -0.1632629E-01	  0.6630607E-02	  0.1020645E+01
  0.1070000E+00	  0.9844970E+00	  0.9862252E+00	  0.9521686E+00	 -0.8203950E+00	  0.6800000E+00	  0.9948501E-05	  0.1000768E+01	  0.9982342E+00	 -0.4762164E+00	  0.9998960E+00	 -0.1647789E-01	  0.6784595E-02	  0.1021024E+01
  0.1080000E+00	  0.9842386E+00	  0.9859796E+00	  0.9513431E+00	 -0.8304886E+00	  0.6800000E+00	  0.1013423E-04	  0.1000769E+01	  0.9982012E+00	 -0.4762468E+00	  0.9998795E+00	 -0.1662937E-01	  0.6941219E-02	  0.1021405E+01
  0.1090000E+00	  0.9839788E+00	  0.9857320E+00	  0.9505076E+00	 -0.8406868E+00	  0.6800000E+00	  0.1032164E-04	  0.1000770E+01	  0.9981679E+00	 -0.4762776E+00	  0.9998628E+00	 -0.1678073E-01	  0.7100518E-02	  0.1021790E+01
  0.1100000E+00	  0.9837176E+00	  0.9854827E+00	  0.9496618E+00	 -0.8509900E+00	  0.6800000E+00	  0.1051074E-04	  0.1000770E+01	  0.9981343E+00	 -0.4763089E+00	  0.9998459E+00	 -0.1693197E-01	  0.7262534E-02	  0.1022178E+01
  0.1110000E+00	  0.9834552E+00	  0.9852315E+00	  0.9488056E+00	 -0.8613989E+00	  0.6800000E+00	  0.1070152E-04	  0.1000771E+01	  0.9981004E+00	 -0.4763405E+00	  0.9998289E+00	 -0.1708309E-01	  0.7427307E-02	  0.1022569E+01
  0.1120000E+00	  0.9831914E+00	  0.9849785E+00	  0.9479390E+00	 -0.8719140E+00	  0.6800000E+00	  0.1089399E-04	  0.1000772E+01	  0.9980662E+00	 -0.4763726E+00	  0.9998118E+00	 -0.1723408E-01	  0.7594881E-02	  0.1022963E+01
  0.1130000E+00	  0.9829264E+00	  0.9847238E+00	  0.9470618E+00	 -0.8825358E+00	  0.6800000E+00	  0.1108814E-04	  0.1000772E+01	  0.9980317E+00	 -0.4764051E+00	  0.9997944E+00	 -0.1738494E-01	  0.7765298E-02	  0.1023360E+01
  0.1140000E+00	  0.9826601E+00	  0.9844673E+00	  0.9461739E+00	 -0.8932648E+00	  0.6800000E+00	  0.1128397E-04	  0.1000773E+01	  0.9979970E+00	 -0.4764381E+00	  0.9997770E+00	 -0.1753566E-01	  0.7938601E-02	  0.1023760E+01
  0.1150000E+00	  0.9823926E+00	  0.9842090E+00	  0.9452752E+00	 -0.9041014E+00	  0.6800000E+00	  0.1148148E-04	  0.1000774E+01	  0.9979619E+00	 -0.4764715E+00	  0.9997594E+00	 -0.1768624E-01	  0.8114836E-02	  0.1024163E+01
  0.1160000E+00	  0.9821239E+00	  0.9839489E+00	  0.9443657E+00	 -0.9150463E+00	  0.6800000E+00	  0.1168066E-04	  0.1000774E+01	  0.9979265E+00	 -0.4765053E+00	  0.9997416E+00	 -0.1783668E-01	  0.8294047E-02	  0.1024569E+01
  0.1170000E+00	  0.9818540E+00	  0.9836871E+00	  0.9434451E+00	 -0.9260998E+00	  0.6800000E+00	  0.1188153E-04	  0.1000775E+01	  0.9978908E+00	 -0.4765396E+00	  0.9997237E+00	 -0.1798698E-01	  0.8476280E-02	  0.1024978E+01
  0.1180000E+00	  0.9815829E+00	  0.9834236E+00	  0.9425135E+00	 -0.9372624E+00	  0.6800000E+00	  0.1208407E-04	  0.1000776E+01	  0.9978548E+00	 -0.4765744E+00	  0.9997056E+00	 -0.1813712E-01	  0.8661582E-02	  0.1025390E+01
  0.1190000E+00	  0.9813106E+00	  0.9831583E+00	  0.9415706E+00	 -0.9485345E+00	  0.6800000E+00	  0.1228829E-04	  0.1000777E+01	  0.9978185E+00	 -0.4766096E+00	  0.9996874E+00	 -0.1828711E-01	  0.8850000E-02	  0.1025805E+01
  0.1200000E+00	  0.9810372E+00	  0.9828913E+00	  0.9406164E+00	 -0.9599166E+00	  0.6800000E+00	  0.1249418E-04	  0.1000777E+01	  0.9977819E+00	 -0.4766453E+00	  0.9996691E+00	 -0.1843694E-01	  0.9041582E-02	  0.1026223E+01
  0.1210000E+00	  0.9807627E+00	  0.9826226E+00	  0.9396508E+00	 -0.9714090E+00	  0.6800000E+00	  0.1270174E-04	  0.1000778E+01	  0.9977450E+00	 -0.4766814E+00	  0.9996506E+00	 -0.1858661E-01	  0.9236378E-02	  0.1026644E+01
  0.1220000E+00	  0.9804871E+00	  0.9823523E+00	  0.9386736E+00	 -0.9830120E+00	  0.6800000E+00	  0.1291097E-04	  0.1000779E+01	  0.9977078E+00	 -0.4767181E+00	  0.9996319E+00	 -0.1873612E-01	  0.9434437E-02	  0.1027068E+01
  0.1230000E+00	  0.9802104E+00	  0.9820802E+00	  0.9376848E+00	 -0.9947262E+00	  0.6800000E+00	  0.1312187E-04	  0.1000779E+01	  0.9976704E+00	 -0.4767552E+00	  0.9996131E+00	 -0.1888545E-01	  0.9635809E-02	  0.1027495E+01
  0.1240000E+00	  0.9799327E+00	  0.9818065E+00	  0.9366842E+00	 -0.1006552E+01	  0.6800000E+00	  0.1333445E-04	  0.1000780E+01	  0.9976326E+00	 -0.4767927E+00	  0.9995941E+00	 -0.1903461E-01	  0.9840546E-02	  0.1027924E+01
  0.1250000E+00	  0.9796539E+00	  0.9815312E+00	  0.9356717E+00	 -0.1018489E+01	  0.6800000E+00	  0.1354868E-04	  0.1000781E+01	  0.9975945E+00	 -0.4768308E+00	  0.9995750E+00	 -0.1918359E-01	  0.1004870E-01	  0.1028357E+01
  0.1260000E+00	  0.9793740E+00	  0.9812541E+00	  0.9346472E+00	 -0.1030538E+01	  0.6800000E+00	  0.1376459E-04	  0.1000782E+01	  0.9975561E+00	 -0.4768694E+00	  0.9995558E+00	 -0.1933238E-01	  0.1026032E-01	  0.1028792E+01
  0.1270000E+00	  0.9790932E+00	  0.9809755E+00	  0.9336106E+00	 -0.1042700E+01	  0.6800000E+00	  0.1398216E-04	  0.1000782E+01	  0.9975175E+00	 -0.4769085E+00	  0.9995363E+00	 -0.1948099E-01	  0.1047547E-01	  0.1029231E+01
  0.1280000E+00	  0.9788113E+00	  0.9806952E+00	  0.9325618E+00	 -0.1054974E+01	  0.6800000E+00	  0.1420139E-04	  0.1000783E+01	  0.9974785E+00	 -0.4769481E+00	  0.9995168E+00	 -0.1962941E-01	  0.1069420E-01	  0.1029672E+01
  0.1290000E+00	  0.9785285E+00	  0.9804133E+00	  0.9315006E+00	 -0.1067361E+01	  0.6800000E+00	  0.1442229E-04	  0.1000784E+01	  0.9974392E+00	 -0.4769882E+00	  0.9994971E+00	 -0.1977763E-01	  0.1091658E-01	  0.1030116E+01
  0.1300000E+00	  0.9782446E+00	  0.9801298E+00	  0.9304271E+00	 -0.1079861E+01	  0.6800000E+00	  0.1464484E-04	  0.1000785E+01	  0.9973997E+00	 -0.4770288E+00	  0.9994772E+00	 -0.1992565E-01	  0.1114285E-01	  0.1030563E+01
  0.1310000E+00	  0.9779599E+00	  0.9798448E+00	  0.9293409E+00	 -0.1092474E+01	  0.6800000E+00	  0.1486906E-04	  0.1000786E+01	  0.9973598E+00	 -0.4770700E+00	  0.9994572E+00	 -0.2007345E-01	  0.1137326E-01	  0.1031013E+01
  0.1320000E+00	  0.9776742E+00	  0.9795581E+00	  0.9282421E+00	 -0.1105201E+01	  0.6800000E+00	  0.1509493E-04	  0.1000786E+01	  0.9973197E+00	 -0.4771117E+00	  0.9994371E+00	 -0.2022105E-01	  0.1160793E-01	  0.1031465E+01
  0.1330000E+00	  0.9773875E+00	  0.9792699E+00	  0.9271305E+00	 -0.1118041E+01	  0.6800000E+00	  0.1532246E-04	  0.1000787E+01	  0.9972793E+00	 -0.4771539E+00	  0.9994168E+00	 -0.2036842E-01	  0.1184697E-01	  0.1031921E+01
  0.1340000E+00	  0.9771000E+00	  0.9789801E+00	  0.9260060E+00	 -0.1130994E+01	  0.6800000E+00	  0.1555164E-04	  0.1000788E+01	  0.9972385E+00	 -0.4771967E+00	  0.9993964E+00	 -0.2051557E-01	  0.1209045E-01	  0.1032379E+01
  0.1350000E+00	  0.9768116E+00	  0.9786887E+00	  0.9248685E+00	 -0.1144062E+01	  0.6800000E+00	  0.1578248E-04	  0.1000789E+01	  0.9971975E+00	 -0.4772400E+00	  0.9993758E+00	 -0.2066249E-01	  0.1233848E-01	  0.1032840E+01
  0.1360000E+00	  0.9765223E+00	  0.9783959E+00	  0.9237179E+00	 -0.1157243E+01	  0.6800000E+00	  0.1601497E-04	  0.1000790E+01	  0.9971562E+00	 -0.4772839E+00	  0.9993550E+00	 -0.2080917E-01	  0.1259116E-01	  0.1033304E+01
  0.1370000E+00	  0.9762321E+00	  0.9781015E+00	  0.9225540E+00	 -0.1170537E+01	  0.6800000E+00	  0.1624911E-04	  0.1000790E+01	  0.9971146E+00	 -0.4773284E+00	  0.9993341E+00	 -0.2095562E-01	  0.1284857E-01	  0.1033770E+01
  0.1380000E+00	  0.9759411E+00	  0.9778056E+00	  0.9213768E+00	 -0.1183946E+01	  0.6800000E+00	  0.1648490E-04	  0.1000791E+01	  0.9970727E+00	 -0.4773734E+00	  0.9993131E+00	 -0.2110182E-01	  0.1311082E-01	  0.1034240E+01
  0.1390000E+00	  0.9756492E+00	  0.9775082E+00	  0.9201861E+00	 -0.1197468E+01	  0.6800000E+00	  0.1672234E-04	  0.1000792E+01	  0.9970305E+00	 -0.4774191E+00	  0.9992919E+00	 -0.2124776E-01	  0.1337800E-01	  0.1034712E+01
  0.1400000E+00	  0.9753565E+00	  0.9772093E+00	  0.9189819E+00	 -0.1211103E+01	  0.6800000E+00	  0.1696143E-04	  0.1000793E+01	  0.9969880E+00	 -0.4774653E+00	  0.9992706E+00	 -0.2139345E-01	  0.1365023E-01	  0.1035187E+01
  0.1410000E+00	  0.9750630E+00	  0.9769089E+00	  0.9177639E+00	 -0.1224853E+01	  0.6800000E+00	  0.1720216E-04	  0.1000794E+01	  0.9969453E+00	 -0.4775122E+00	  0.9992492E+00	 -0.2153888E-01	  0.1392761E-01	  0.1035664E+01
  0.1420000E+00	  0.9747686E+00	  0.9766070E+00	  0.9165322E+00	 -0.1238715E+01	  0.6800000E+00	  0.1744453E-04	  0.1000795E+01	  0.9969022E+00	 -0.4775597E+00	  0.9992275E+00	 -0.2168404E-01	  0.1421024E-01	  0.1036144E+01
  0.1430000E+00	  0.9744735E+00	  0.9763037E+00	  0.9152865E+00	 -0.1252691E+01	  0.6800000E+00	  0.1768855E-04	  0.1000795E+01	  0.9968588E+00	 -0.4776078E+00	  0.9992058E+00	 -0.2182892E-01	  0.1449824E-01	  0.1036627E+01
  0.1440000E+00	  0.9741776E+00	  0.9759989E+00	  0.9140268E+00	 -0.1266780E+01	  0.6800000E+00	  0.1793420E-04	  0.1000796E+01	  0.9968152E+00	 -0.4776565E+00	  0.9991839E+00	 -0.2197353E-01	  0.1479171E-01	  0.1037113E+01
  0.1450000E+00	  0.9738810E+00	  0.9756927E+00	  0.9127529E+00	 -0.1280981E+01	  0.6800000E+00	  0.1818150E-04	  0.1000797E+01	  0.9967713E+00	 -0.4777059E+00	  0.9991618E+00	 -0.2211785E-01	  0.1509077E-01	  0.1037601E+01
  0.1460000E+00	  0.9735835E+00	  0.9753851E+00	  0.9114648E+00	 -0.1295295E+01	  0.6800000E+00	  0.1843043E-04	  0.1000798E+01	  0.9967271E+00	 -0.4777559E+00	  0.9991397E+00	 -0.2226187E-01	  0.1539555E-01	  0.1038092E+01
  0.1470000E+00	  0.9732853E+00	  0.9750761E+00	  0.9101624E+00	 -0.1309722E+01	  0.6800000E+00	  0.1868100E-04	  0.1000799E+01	  0.9966826E+00	 -0.4778067E+00	  0.9991173E+00	 -0.2240560E-01	  0.1570614E-01	  0.1038585E+01
  0.1480000E+00	  0.9729864E+00	  0.9747656E+00	  0.9088454E+00	 -0.1324260E+01	  0.6800000E+00	  0.1893321E-04	  0.1000800E+01	  0.9966378E+00	 -0.4778580E+00	  0.9990948E+00	 -0.2254903E-01	  0.1602269E-01	  0.1039082E+01
  0.1490000E+00	  0.9726868E+00	  0.9744538E+00	  0.9075138E+00	 -0.1338909E+01	  0.6800000E+00	  0.1918704E-04	  0.1000801E+01	  0.9965927E+00	 -0.4779101E+00	  0.9990722E+00	 -0.2269214E-01	  0.1634530E-01	  0.1039581E+01
  0.1500000E+00	  0.9723864E+00	  0.9741406E+00	  0.9061676E+00	 -0.1353670E+01	  0.6800000E+00	  0.1944251E-04	  0.1000802E+01	  0.9965473E+00	 -0.4779629E+00	  0.9990495E+00	 -0.2283493E-01	  0.1667411E-01	  0.1040082E+01
  0.1510000E+00	  0.9720853E+00	  0.9738260E+00	  0.9048065E+00	 -0.1368541E+01	  0.6800000E+00	  0.1969961E-04	  0.1000802E+01	  0.9965017E+00	 -0.4780164E+00	  0.9990265E+00	 -0.2297741E-01	  0.1700924E-01	  0.1040586E+01
  0.1520000E+00	  0.9717835E+00	  0.9735100E+00	  0.9034305E+00	 -0.1383523E+01	  0.6800000E+00	  0.1995834E-04	  0.1000803E+01	  0.9964557E+00	 -0.4780706E+00	  0.9990035E+00	 -0.2311955E-01	  0.1735083E-01	  0.1041093E+01
  0.1530000E+00	  0.9714810E+00	  0.9731927E+00	  0.9020395E+00	 -0.1398614E+01	  0.6800000E+00	  0.2021869E-04	  0.1000804E+01	  0.9964095E+00	 -0.4781255E+00	  0.9989803E+00	 -0.2326135E-01	  0.1769899E-01	  0.1041602E+01
  0.1540000E+00	  0.9711778E+00	  0.9728740E+00	  0.9006333E+00	 -0.1413813E+01	  0.6800000E+00	  0.2048067E-04	  0.1000805E+01	  0.9963630E+00	 -0.4781812E+00	  0.9989570E+00	 -0.2340281E-01	  0.1805388E-01	  0.1042114E+01
  0.1550000E+00	  0.9708739E+00	  0.9725540E+00	  0.8992118E+00	 -0.1429121E+01	  0.6800000E+00	  0.2074427E-04	  0.1000806E+01	  0.9963163E+00	 -0.4782376E+00	  0.9989335E+00	 -0.2354392E-01	  0.1841563E-01	  0.1042628E+01
  0.1560000E+00	  0.9705694E+00	  0.9722327E+00	  0.8977750E+00	 -0.1444537E+01	  0.6800000E+00	  0.2100950E-04	  0.1000807E+01	  0.9962692E+00	 -0.4782948E+00	  0.9989099E+00	 -0.2368467E-01	  0.1878437E-01	  0.1043145E+01
  0.1570000E+00	  0.9702642E+00	  0.9719101E+00	  0.8963228E+00	 -0.1460060E+01	  0.6800000E+00	  0.2127634E-04	  0.1000808E+01	  0.9962218E+00	 -0.4783528E+00	  0.9988861E+00	 -0.2382506E-01	  0.1916025E-01	  0.1043664E+01
  0.1580000E+00	  0.9699583E+00	  0.9715862E+00	  0.8948549E+00	 -0.1475689E+01	  0.6800000E+00	  0.2154480E-04	  0.1000809E+01	  0.9961742E+00	 -0.4784116E+00	  0.9988622E+00	 -0.2396508E-01	  0.1954342E-01	  0.1044186E+01
  0.1590000E+00	  0.9696517E+00	  0.9712610E+00	  0.8933714E+00	 -0.1491423E+01	  0.6800000E+00	  0.2181488E-04	  0.1000810E+01	  0.9961263E+00	 -0.4784712E+00	  0.9988382E+00	 -0.2410471E-01	  0.1993401E-01	  0.1044711E+01
  0.1600000E+00	  0.9693445E+00	  0.9709345E+00	  0.8918721E+00	 -0.1507262E+01	  0.6800000E+00	  0.2208658E-04	  0.1000811E+01	  0.9960781E+00	 -0.4785316E+00	  0.9988140E+00	 -0.2424396E-01	  0.2033219E-01	  0.1045238E+01
  0.1610000E+00	  0.9690366E+00	  0.9706068E+00	  0.8903569E+00	 -0.1523204E+01	  0.6800000E+00	  0.2235989E-04	  0.1000812E+01	  0.9960297E+00	 -0.4785928E+00	  0.9987897E+00	 -0.2438282E-01	  0.2073810E-01	  0.1045767E+01
  0.1620000E+00	  0.9687281E+00	  0.9702777E+00	  0.8888257E+00	 -0.1539249E+01	  0.6800000E+00	  0.2263481E-04	  0.1000813E+01	  0.9959809E+00	 -0.4786549E+00	  0.9987653E+00	 -0.2452127E-01	  0.2115190E-01	  0.1046299E+01
  0.1630000E+00	  0.9684190E+00	  0.9699475E+00	  0.8872784E+00	 -0.1555395E+01	  0.6800000E+00	  0.2291134E-04	  0.1000814E+01	  0.9959319E+00	 -0.4787178E+00	  0.9987407E+00	 -0.2465932E-01	  0.2157375E-01	  0.1046834E+01
  0.1640000E+00	  0.9681092E+00	  0.9696160E+00	  0.8857149E+00	 -0.1571642E+01	  0.6800000E+00	  0.2318948E-04	  0.1000815E+01	  0.9958826E+00	 -0.4787816E+00	  0.9987159E+00	 -0.2479695E-01	  0.2200380E-01	  0.1047371E+01
  0.1650000E+00	  0.9677987E+00	  0.9692832E+00	  0.8841351E+00	 -0.1587989E+01	  0.6800000E+00	  0.2346923E-04	  0.1000816E+01	  0.9958331E+00	 -0.4788463E+00	  0.9986911E+00	 -0.2493415E-01	  0.2244223E-01	  0.1047910E+01
  0.1660000E+00	  0.9674876E+00	  0.9689493E+00	  0.8825389E+00	 -0.1604434E+01	  0.6800000E+00	  0.2375058E-04	  0.1000817E+01	  0.9957832E+00	 -0.4789118E+00	  0.9986661E+00	 -0.2507092E-01	  0.2288919E-01	  0.1048452E+01
  0.1670000E+00	  0.9671759E+00	  0.9686141E+00	  0.8809262E+00	 -0.1620975E+01	  0.6800000E+00	  0.2403354E-04	  0.1000818E+01	  0.9957331E+00	 -0.4789783E+00	  0.9986409E+00	 -0.2520726E-01	  0.2334486E-01	  0.1048996E+01
  0.1680000E+00	  0.9668636E+00	  0.9682778E+00	  0.8792969E+00	 -0.1637613E+01	  0.6800000E+00	  0.2431809E-04	  0.1000819E+01	  0.9956827E+00	 -0.4790458E+00	  0.9986157E+00	 -0.2534314E-01	  0.2380940E-01	  0.1049543E+01
  0.1690000E+00	  0.9665506E+00	  0.9679402E+00	  0.8776510E+00	 -0.1654345E+01	  0.6800000E+00	  0.2460425E-04	  0.1000820E+01	  0.9956321E+00	 -0.4791141E+00	  0.9985903E+00	 -0.2547857E-01	  0.2428300E-01	  0.1050092E+01
  0.1700000E+00	  0.9662370E+00	  0.9676015E+00	  0.8759882E+00	 -0.1671171E+01	  0.6800000E+00	  0.2489200E-04	  0.1000821E+01	  0.9955811E+00	 -0.4791834E+00	  0.9985647E+00	 -0.2561353E-01	  0.2476582E-01	  0.1050643E+01
  0.1710000E+00	  0.9659228E+00	  0.9672616E+00	  0.8743086E+00	 -0.1688088E+01	  0.6800000E+00	  0.2518136E-04	  0.1000822E+01	  0.9955299E+00	 -0.4792537E+00	  0.9985390E+00	 -0.2574802E-01	  0.2525805E-01	  0.1051197E+01
  0.1720000E+00	  0.9656079E+00	  0.9669205E+00	  0.8726121E+00	 -0.1705095E+01	  0.6800000E+00	  0.2547230E-04	  0.1000823E+01	  0.9954785E+00	 -0.4793250E+00	  0.9985132E+00	 -0.2588202E-01	  0.2575987E-01	  0.1051753E+01
  0.1730000E+00	  0.9652924E+00	  0.9665783E+00	  0.8708984E+00	 -0.1722191E+01	  0.6800000E+00	  0.2576484E-04	  0.1000824E+01	  0.9954267E+00	 -0.4793973E+00	  0.9984873E+00	 -0.2601554E-01	  0.2627148E-01	  0.1052312E+01
  0.1740000E+00	  0.9649762E+00	  0.9662350E+00	  0.8691677E+00	 -0.1739374E+01	  0.6800000E+00	  0.2605897E-04	  0.1000825E+01	  0.9953747E+00	 -0.4794706E+00	  0.9984612E+00	 -0.2614856E-01	  0.2679304E-01	  0.1052873E+01
  0.1750000E+00	  0.9646595E+00	  0.9658905E+00	  0.8674197E+00	 -0.1756643E+01	  0.6800000E+00	  0.2635469E-04	  0.1000826E+01	  0.9953224E+00	 -0.4795450E+00	  0.9984350E+00	 -0.2628107E-01	  0.2732477E-01	  0.1053436E+01
  0.1760000E+00	  0.9643420E+00	  0.9655449E+00	  0.8656544E+00	 -0.1773995E+01	  0.6800000E+00	  0.2665199E-04	  0.1000827E+01	  0.9952699E+00	 -0.4796204E+00	  0.9984086E+00	 -0.2641306E-01	  0.2786685E-01	  0.1054002E+01
  0.1770000E+00	  0.9640240E+00	  0.9651981E+00	  0.8638717E+00	 -0.1791430E+01	  0.6800000E+00	  0.2695089E-04	  0.1000828E+01	  0.9952171E+00	 -0.4796969E+00	  0.9983821E+00	 -0.2654453E-01	  0.2841948E-01	  0.1054570E+01
  0.1780000E+00	  0.9637053E+00	  0.9648503E+00	  0.8620715E+00	 -0.1808944E+01	  0.6800000E+00	  0.2725136E-04	  0.1000829E+01	  0.9951640E+00	 -0.4797744E+00	  0.9983555E+00	 -0.2667546E-01	  0.2898286E-01	  0.1055140E+01
  0.1790000E+00	  0.9633859E+00	  0.9645014E+00	  0.8602538E+00	 -0.1826537E+01	  0.6800000E+00	  0.2755342E-04	  0.1000830E+01	  0.9951107E+00	 -0.4798531E+00	  0.9983288E+00	 -0.2680585E-01	  0.2955720E-01	  0.1055713E+01
  0.1800000E+00	  0.9630659E+00	  0.9641514E+00	  0.8584185E+00	 -0.1844205E+01	  0.6800000E+00	  0.2785705E-04	  0.1000831E+01	  0.9950571E+00	 -0.4799329E+00	  0.9983019E+00	 -0.2693569E-01	  0.3014270E-01	  0.1056288E+01
  0.1810000E+00	  0.9627453E+00	  0.9638003E+00	  0.8565654E+00	 -0.1861949E+01	  0.6800000E+00	  0.2816227E-04	  0.1000832E+01	  0.9950033E+00	 -0.4800138E+00	  0.9982749E+00	 -0.2706496E-01	  0.3073958E-01	  0.1056865E+01
  0.1820000E+00	  0.9624240E+00	  0.9634481E+00	  0.8546946E+00	 -0.1879764E+01	  0.6800000E+00	  0.2846906E-04	  0.1000833E+01	  0.9949491E+00	 -0.4800959E+00	  0.9982478E+00	 -0.2719366E-01	  0.3134799E-01	  0.1057444E+01
  0.1830000E+00	  0.9621020E+00	  0.9630949E+00	  0.8528059E+00	 -0.1897649E+01	  0.6800000E+00	  0.2877742E-04	  0.1000834E+01	  0.9948948E+00	 -0.4801792E+00	  0.9982205E+00	 -0.2732181E-01	  0.3196633E-01	  0.1058026E+01
  0.1840000E+00	  0.9617793E+00	  0.9627406E+00	  0.8508993E+00	 -0.1915603E+01	  0.6800000E+00	  0.2908736E-04	  0.1000835E+01	  0.9948401E+00	 -0.4802637E+00	  0.9981931E+00	 -0.2744944E-01	  0.3259073E-01	  0.1058610E+01
  0.1850000E+00	  0.9614560E+00	  0.9623853E+00	  0.8489747E+00	 -0.1933621E+01	  0.6800000E+00	  0.2939887E-04	  0.1000836E+01	  0.9947853E+00	 -0.4803494E+00	  0.9981656E+00	 -0.2757659E-01	  0.3321881E-01	  0.1059196E+01
  0.1860000E+00	  0.9611320E+00	  0.9620290E+00	  0.8470320E+00	 -0.1951704E+01	  0.6800000E+00	  0.2971195E-04	  0.1000837E+01	  0.9947301E+00	 -0.4804362E+00	  0.9981380E+00	 -0.2770325E-01	  0.3385026E-01	  0.1059785E+01
  0.1870000E+00	  0.9608073E+00	  0.9616716E+00	  0.8450713E+00	 -0.1969846E+01	  0.6800000E+00	  0.3002659E-04	  0.1000838E+01	  0.9946747E+00	 -0.4805242E+00	  0.9981102E+00	 -0.2782941E-01	  0.3448488E-01	  0.1060376E+01
  0.1880000E+00	  0.9604819E+00	  0.9613132E+00	  0.8430923E+00	 -0.1988048E+01	  0.6800000E+00	  0.3034279E-04	  0.1000839E+01	  0.9946190E+00	 -0.4806134E+00	  0.9980823E+00	 -0.2795506E-01	  0.3512247E-01	  0.1060969E+01
  0.1890000E+00	  0.9601558E+00	  0.9609538E+00	  0.8410952E+00	 -0.2006305E+01	  0.6800000E+00	  0.3066056E-04	  0.1000841E+01	  0.9945631E+00	 -0.4807038E+00	  0.9980543E+00	 -0.2808020E-01	  0.3576284E-01	  0.1061564E+01
  0.1900000E+00	  0.9598290E+00	  0.9605934E+00	  0.8390797E+00	 -0.2024616E+01	  0.6800000E+00	  0.3097989E-04	  0.1000842E+01	  0.9945069E+00	 -0.4807953E+00	  0.9980262E+00	 -0.2820483E-01	  0.3640577E-01	  0.1062162E+01
  0.1910000E+00	  0.9595015E+00	  0.9602321E+00	  0.8370459E+00	 -0.2042977E+01	  0.6800000E+00	  0.3130078E-04	  0.1000843E+01	  0.9944505E+00	 -0.4808880E+00	  0.9979979E+00	 -0.2832893E-01	  0.3705104E-01	  0.1062761E+01
