r,R  6/ 3,R  7/ 3,R  8/ 3,R  9/ 3,R 10/ 3,R 11/ 3,R 12/ 3,R 13/ 3,R 14/ 3,R 15/ 3,I  6/ 3,I  7/ 3,I  8/ 3,I  9/ 3,I 10/ 3,I 11/ 3,I 12/ 3,I 13/ 3,I 14/ 3,I 15/ 3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001,1.22115484e-12,-3.01352879e-13,-1.76706853e-12,-1.55929474e-13,3.28933849e-14,4.31954187e-14,1.42600771e-14,6.0291677000000005e-15,-1.01518908e-15,2.59526286e-16,-1.44838388e-12,-3.50267663e-14,1.75506916e-12,2.72443878e-14,-6.49888598e-14,1.80218592e-15,-1.16617467e-14,7.42869114e-16,5.36062139e-16,-1.26352081e-16
0.002,4.43031846e-11,-6.42508227e-13,-2.10756528e-11,-3.6834734e-12,-1.94823041e-12,-8.29110605e-14,6.52017288e-14,3.70809828e-15,-3.4290232900000004e-15,-5.28513082e-16,-5.35352596e-11,-1.99315853e-12,2.30419361e-11,1.28434495e-12,5.73771215e-13,-1.4868944e-13,-6.27066294e-14,8.32617314e-15,3.3719874100000003e-15,7.69613651e-16
0.003,4.29403036e-10,1.22306257e-11,-9.91851954e-11,-2.08822172e-11,-1.85786439e-11,-1.14274637e-12,4.32555301e-13,1.53162529e-14,1.05752717e-14,-6.49269401e-16,-5.18450004e-10,-2.9781186e-11,1.10256497e-10,1.21575924e-11,5.64913875e-12,-1.86103089e-12,-5.02060873e-13,5.22405841e-15,-1.36905957e-14,1.5690431500000002e-15
0.004,2.26406326e-09,1.13162416e-10,-3.06683082e-10,-7.29713693e-11,-8.56382956e-11,-5.33622736e-12,1.72544942e-12,7.61296619e-14,6.71112738e-14,1.3145372700000002e-15,-2.72683993e-09,-2.09239449e-10,3.31793055e-10,5.49569925e-11,2.95063134e-11,-9.81926305e-12,-2.12575347e-12,-7.28602537e-14,-8.24861757e-14,-1.67159241e-16
0.005,8.37567261e-09,5.58031166e-10,-7.48360629e-10,-1.98453875e-10,-2.71782323e-10,-1.76960627e-11,4.79681845e-12,2.45760495e-13,2.03980055e-13,8.39190709e-15,-1.00568494e-08,-9.6349544e-10,7.51892448e-10,1.71476471e-10,1.11726434e-10,-3.20439677e-11,-6.19531704e-12,-3.35683137e-13,-2.48372001e-13,-9.73160034e-15
0.006,2.45914454e-08,2.01039915e-09,-1.57404274e-09,-4.61492403e-10,-6.8358155e-10,-4.60878363e-11,1.07163107e-11,6.19389194e-13,4.71478796e-13,2.5240974e-14,-2.94228178e-08,-3.37953226e-09,1.36804254e-09,4.23393868e-10,3.35235873e-10,-7.87559759e-11,-1.45058398e-11,-9.6165249e-13,-5.75578254e-13,-3.62594691e-14
0.007,6.13879252e-08,5.91270563e-09,-2.99906006e-09,-9.65661221e-10,-1.47081114e-09,-1.0018182e-10,2.07457954e-11,1.33504553e-12,9.32052176e-13,5.83208737e-14,-7.31523072e-08,-9.79965574e-09,1.98617213e-09,8.80823593e-10,8.42834105e-10,-1.61925993e-10,-2.95648531e-11,-2.22122069e-12,-1.15339294e-12,-9.35843885e-14
0.008,1.35912253e-07,1.50405278e-08,-5.33833579e-09,-1.87793451e-09,-2.84252986e-09,-1.90522643e-10,3.62570593e-11,2.58399709e-12,1.65882383e-12,1.16168457e-13,-1.61224375e-07,-2.46887047e-08,2.00085076e-09,1.58934128e-09,1.84852828e-09,-2.96022508e-10,-5.48758446e-11,-4.50358423e-12,-2.1040435e-12,-2.01242042e-13
0.009,2.74377444e-07,3.42799094e-08,-9.05788354e-09,-3.46937614e-09,-5.10817588e-09,-3.28591653e-10,5.85586183e-11,4.62696574e-12,2.73262933e-12,2.09817602e-13,-3.23836396e-07,-5.58243145e-08,4.09428039e-11,2.50122679e-09,3.64075327e-09,-4.99708462e-10,-9.53152678e-11,-8.34970476e-12,-3.5925462e-12,-3.85731111e-13
0.01,5.14833674e-07,7.16694295e-08,-1.48467358e-08,-6.18089583e-09,-8.76266919e-09,-5.28675604e-10,8.8612165e-11,7.81899792e-12,4.23722223e-12,3.53337578e-13,-6.04261298e-07,-1.15853333e-07,-6.5652988e-09,3.35098364e-09,6.57231045e-09,-7.98101746e-10,-1.57602803e-10,-1.44934775e-11,-5.8387438e-12,-6.82127458e-13
0.011,9.10316996e-07,1.39750512e-07,-2.37108571e-08,-1.07245251e-08,-1.464232e-08,-8.12674283e-10,1.26621413e-10,1.26465285e-11,6.25233775e-12,5.64627644e-13,-1.06195186e-06,-2.24252594e-07,-2.25578067e-08,3.44852414e-09,1.10273564e-08,-1.22529368e-09,-2.50877679e-10,-2.3911916e-11,-9.13186137e-12,-1.13609133e-12
0.012,1.53237605e-06,2.57271404e-07,-3.70883622e-08,-1.82327566e-08,-2.41894875e-08,-1.21971319e-09,1.71471082e-10,1.97815662e-11,8.8444357e-12,8.66403566e-13,-1.77584371e-06,-4.09726711e-07,-5.58026956e-08,1.35582319e-09,1.73497645e-08,-1.82692762e-09,-3.87403642e-10,-3.78842864e-11,-1.38479613e-11,-1.80640855e-12
0.013,2.47497602e-06,4.51292225e-07,-5.69822864e-08,-3.04703927e-08,-3.98781758e-08,-1.82356664e-09,2.19985584e-10,3.01586614e-11,1.20548953e-11,1.28769945e-12,-2.84780396e-06,-7.13069305e-07,-1.18703559e-07,-5.59566241e-09,2.57097443e-08,-2.66271733e-09,-5.83430725e-10,-5.80592247e-11,-2.04709123e-11,-2.76793713e-12
0.014,3.85877752e-06,7.59740444e-07,-8.61031771e-08,-5.01248993e-08,-6.58698969e-08,-2.76245746e-09,2.65965472e-10,4.50817747e-11,1.58856491e-11,1.86580218e-12,-4.40616798e-06,-1.19050728e-06,-2.30033463e-07,-2.19989537e-08,3.58763618e-08,-3.80884126e-09,-8.60245166e-10,-8.65272604e-11,-2.96173131e-11,-4.11532478e-12
0.015,5.83578599e-06,1.23446803e-06,-1.28008858e-07,-8.11922849e-08,-1.08989119e-07,-4.28781999e-09,2.98945375e-10,6.63677851e-11,2.0282236e-11,2.6491128e-12,-6.60930284e-06,-1.91754019e-06,-4.17258852e-07,-5.53394109e-08,4.6852035e-08,-5.36022365e-09,-1.24543922e-09,-1.2589487e-10,-4.20662684e-11,-5.96704012e-12
0.016,8.59436452e-06,1.94486324e-06,-1.87222803e-07,-1.29475858e-07,-1.80130434e-07,-6.84116247e-09,3.02596281e-10,9.6534242e-11,2.51144189e-11,3.70095444e-12,-9.649132e-06,-2.99327873e-06,-7.19429628e-07,-1.17310315e-07,5.63106074e-08,-7.4328646e-09,-1.77443369e-09,-1.79352497e-10,-5.87942362e-11,-8.47048675e-12
0.017,1.23646005e-05,2.98207139e-06,-2.69305666e-07,-2.03214657e-07,-2.96235186e-07,-1.11713079e-08,2.52667262e-10,1.39036795e-10,3.01548443e-11,5.1048153e-12,-1.37545529e-05,-4.54527755e-06,-1.19071179e-06,-2.2556217e-07,5.97626854e-08,-1.01666622e-08,-2.49228351e-09,-2.50726996e-10,-8.10160717e-11,-1.18073483e-11
0.018,1.74240127e-05,4.4638804e-06,-3.80846583e-07,-3.13856719e-07,-4.83003592e-07,-1.85081094e-08,1.14323168e-10,1.98560867e-10,3.50558624e-11,6.97134131e-12,-1.91946761e-05,-6.73484858e-06,-1.90464021e-06,-4.05984748e-07,4.93499791e-08,-1.37296568e-08,-3.4557987e-09,-3.44501731e-10,-1.10231975e-10,-1.62002162e-11
0.019,2.41035811e-05,6.5403273e-06,-5.2933201e-07,-4.76989368e-07,-7.78539148e-07,-3.08132849e-08,-1.61317122e-10,2.81367571e-10,3.9325774e-11,9.4474307e-12,-2.62818116e-05,-9.76283087e-06,-2.9591691e-06,-6.95634679e-07,1.2143836e-08,-1.83253753e-08,-4.73600845e-09,-4.65784527e-10,-1.48281388e-10,-2.1919637e-11
0.02,3.27940795e-05,9.40008246e-06,-7.22839969e-07,-7.13434297e-07,-1.23815501e-06,-5.1134362e-08,-6.41702376e-10,3.95689141e-10,4.23042296e-11,1.27279352e-11,-3.53741284e-05,-1.38757831e-05,-4.48259668e-06,-1.14643586e-06,-7.2208636e-08,-2.42060731e-08,-6.42100174e-09,-6.2019179e-10,-1.97402879e-10,-2.92921442e-11
0.021,4.39526826e-05,1.32776679e-05,-9.69496908e-07,-1.05050892e-06,-1.94060674e-06,-8.40939095e-08,-1.41877992e-09,5.52161302e-10,4.31388214e-11,1.70706102e-11,-4.68779088e-05,-1.9372554e-05,-6.64043793e-06,-1.82979501e-06,-2.34685184e-07,-3.16962381e-08,-8.6191753e-09,-8.13611782e-10,-2.60300059e-10,-3.87095104e-11
0.022,5.81098187e-05,1.84615655e-05,-1.27662284e-06,-1.52344735e-06,-2.99605171e-06,-1.36553256e-07,-2.61678241e-09,7.64268676e-10,4.07617574e-11,2.2814007e-11,-6.12493224e-05,-2.66111751e-05,-9.64331579e-06,-2.84229042e-06,-5.2117451e-07,-4.12329298e-08,-1.14629333e-08,-1.05179322e-09,-3.40211972e-10,-5.06378181e-11
0.023,7.58762293e-05,2.53032682e-05,-1.64947792e-06,-2.17696369e-06,-4.55607107e-06,-2.1849782e-07,-4.4024565e-09,1.04876607e-09,3.38688715e-11,3.04007951e-11,-7.89956406e-05,-3.6016008e-05,-1.3755935e-05,-4.31260722e-06,-9.98137866e-07,-5.34323607e-08,-1.51128915e-08,-1.339695e-09,-4.40985422e-10,-6.56293419e-11
0.024,9.79501924e-05,3.42273254e-05,-2.089511e-06,-3.06692744e-06,-6.82612669e-06,-3.44199924e-07,-6.99845899e-09,1.42601708e-09,2.08986905e-11,4.04029405e-11,-0.000100675815,-4.8085067e-05,-1.93071955e-05,-6.40990887e-06,-1.75999568e-06,-6.91958277e-08,-1.97626669e-08,-1.68051338e-09,-5.67147213e-10,-8.43321147e-11
0.025,0.000125124862,4.57424318e-05,-2.59199703e-06,-4.26210525e-06,-1.00808597e-05,-5.33724566e-07,-1.07008382e-08,1.92016981e-09,1.21176191e-14,5.35560821e-11,-0.000126900344,-6.33974254e-05,-2.67014953e-05,-9.35385015e-06,-2.93865688e-06,-8.98728538e-08,-2.56443682e-08,-2.07428189e-09,-7.23968797e-10,-1.0750442e-10
0.026,0.000158295667,6.04535997e-05,-3.14293692e-06,-5.84590426e-06,-1.46826692e-05,-8.14853986e-07,-1.59017114e-08,2.55905621e-09,-3.09307334e-11,7.07923572e-11,-0.000158330358,-8.26206031e-05,-3.64312576e-05,-1.34264523e-05,-4.71568592e-06,-1.17505334e-07,-3.30349526e-08,-2.51592151e-09,-9.17520559e-10,-1.36024484e-10
0.027,0.000198467707,7.90754559e-05,-3.71507904e-06,-7.91803082e-06,-2.11040383e-05,-1.22551787e-06,-2.31184984e-08,3.37366298e-09,-7.44008353e-11,9.32877488e-11,-0.000195675851,-0.00010651782,-4.90907094e-05,-1.89860754e-05,-7.33768995e-06,-1.55183761e-07,-4.22637016e-08,-2.99258044e-09,-1.15470156e-09,-1.70906604e-10
0.028,0.000246763074,0.000102446691,-4.26290844e-06,-1.05959525e-05,-2.99540974e-05,-1.81682758e-06,-3.30313191e-08,4.39697734e-09,-1.33242711e-10,1.2250182e-10,-0.000239692988,-0.000135954985,-6.53909191e-05,-2.64837382e-05,-1.11356059e-05,-2.07555496e-07,-5.37211499e-08,-3.48009264e-09,-1.44323888e-09,-2.13311341e-10
0.029,0.000304428026,0.000131545685,-4.71643592e-06,-1.40160232e-05,-4.20099296e-05,-2.65682479e-06,-4.65304636e-08,5.66194294e-09,-2.10742917e-10,1.60237876e-10,-0.000291180437,-0.000171907286,-8.6176087e-05,-3.64820448e-05,-1.65486767e-05,-2.81535759e-07,-6.7869969e-08,-3.93832339e-09,-1.79163578e-09,-2.64560953e-10
0.03,0.000372839932,0.000167507322,-4.97360666e-06,-1.83340969e-05,-5.82531307e-05,-3.83506659e-06,-6.47761364e-08,7.19820733e-09,-3.10731669e-10,2.08687043e-10,-0.000350974663,-0.000215465224,-0.000112441059,-4.96769925e-05,-2.41540237e-05,-3.8728479e-07,-8.52584416e-08,-4.30517163e-09,-2.20905449e-09,-3.26151799e-10
0.031,0.000453513878,0.000211640997,-4.89113531e-06,-2.37254209e-05,-7.991213e-05,-5.46818111e-06,-8.92729905e-08,9.02722636e-09,-4.37748595e-10,2.7049786e-10,-0.000419944129,-0.000267839929,-0.000145350018,-6.69229373e-05,-3.47028512e-05,-5.39529056e-07,-1.06537421e-07,-4.48891349e-09,-2.70511023e-09,-3.9976549e-10
0.032,0.000548108862,0.000265449794,-4.27356415e-06,-3.0383555e-05,-0.00010851076,-7.70654084e-06,-1.21962466e-07,1.1155228e-08,-5.9728029e-10,3.488188e-10,-0.000498982367,-0.000330367578,-0.000186256265,-8.92610005e-05,-4.91644554e-05,-7.59319467e-07,-1.32481926e-07,-4.35860545e-09,-3.28954468e-09,-4.87286816e-10
0.033,0.000658433456,0.000330650829,-2.86033291e-06,-3.85180256e-05,-0.000145923547,-1.07422091e-05,-1.6533596e-07,1.35633728e-08,-7.96132582e-10,4.47367603e-10,-0.000588999895,-0.00040451275,-0.000236723019,-0.000117951211,-6.87793854e-05,-1.07634076e-06,-1.64018881e-07,-3.73213311e-09,-3.97175236e-09,-5.90805199e-10
0.034,0.000786450829,0.00040919671,-3.10639143e-07,-4.83503665e-05,-0.000194438136,-1.48183267e-05,-2.22572541e-07,1.61943992e-08,-1.04295211e-09,5.70458169e-10,-0.000690914951,-0.000491870507,-0.000298545078,-0.000154508664,-9.51232516e-05,-1.53190984e-06,-2.02262875e-07,-2.36153701e-09,-4.76009787e-09,-7.12647666e-10
0.035,0.000934283021,0.000503298044,3.81413679e-06,-6.01081492e-05,-0.000256825177,-2.02401145e-05,-2.97705066e-07,1.89347595e-08,-1.34898352e-09,7.23053076e-10,-0.000805643023,-0.000594167009,-0.0003737712,-0.000200743978,-0.000130182854,-2.18282348e-06,-2.4856236e-07,8.4867465e-11,-5.6610248e-09,-8.55364281e-10
0.036,0.00110421433,0.000615446943,1.00706705e-05,-7.40165482e-05,-0.000336415941,-2.73876714e-05,-3.95818943e-07,2.15911967e-08,-1.72910909e-09,9.10750736e-10,-0.000934085182,-0.000713258456,-0.000464727004,-0.000258808311,-0.000176446486,-3.10624341e-06,-3.04559212e-07,4.04400146e-09,-6.67783589e-09,-1.02179293e-09
0.037,0.00129869367,0.000748441397,1.91568248e-05,-9.02869236e-05,-0.000437187775,-3.6730756e-05,-5.23287917e-07,2.38603617e-08,-2.20328716e-09,1.13980192e-09,-0.00107711523,-0.000851128129,-0.000574038162,-0.000331243192,-0.000237010469,-4.40583804e-06,-3.72265234e-07,1.0083722e-08,-7.80917533e-09,-1.21501794e-09
0.038,0.00152033587,0.000905410436,3.19378981e-05,-0.000109101841,-0.000563857401,-4.8845734e-05,-6.88051626e-07,2.52899951e-08,-2.7984847e-09,1.41701204e-09,-0.00123556565,-0.00100988133,-0.00070465362,-0.000421035391,-0.000315704169,-6.21943341e-06,-4.54159976e-07,1.89331718e-08,-9.04703001e-09,-1.43849976e-09
0.039,0.00177192156,0.0010898399,4.94762089e-05,-0.000130595878,-0.000721981831,-6.44348772e-05,-8.9993959e-07,2.52297473e-08,-3.55125533e-09,1.74969768e-09,-0.00141021252,-0.001191738,-0.000859868542,-0.000531677016,-0.000417235946,-8.72846309e-06,-5.53314951e-07,3.1518372e-08,-1.03743203e-08,-1.69599258e-09
0.04,0.00205639579,0.00130559866,7.30642225e-05,-0.000154831497,-0.000918066489,-8.43481856e-05,-1.17104641e-06,2.27695945e-08,-4.51112306e-09,2.14543395e-09,-0.00160175919,-0.00139902277,-0.00104334664,-0.000667230993,-0.000547362697,-1.21695464e-05,-6.73550448e-07,4.9003499e-08,-1.17618378e-08,-1.99179326e-09
0.041,0.00237686499,0.00155696516,0.000104261411,-0.000181769197,-0.00115967984,-0.000109607895,-1.51616257e-06,1.66632509e-08,-5.74498264e-09,2.61192534e-09,-0.00181081914,-0.00163415226,-0.00125914147,-0.00083240202,-0.000713085824,-1.68485626e-05,-8.19631655e-07,7.28384283e-08,-1.31646366e-08,-2.33060203e-09
0.042,0.00273659227,0.00184865389,0.000144935014,-0.000211231055,-0.00145557357,-0.00014143583,-1.9532664e-06,5.23380814e-09,-7.34272894e-09,3.15650539e-09,-0.00203789775,-0.0018996194,-0.00151171631,-0.00103261302,-0.000922876639,-2.31576226e-05,-9.97513e-07,1.04812713e-07,-1.4517605e-08,-2.71796595e-09
0.043,0.00313899089,0.00218584174,0.000197304847,-0.000242856749,-0.00181580698,-0.000181283701,-2.50407903e-06,-1.37417353e-08,-9.42447966e-09,3.78586788e-09,-0.00228337337,-0.00219797455,-0.00180596214,-0.0012740871,-0.00118693461,-3.15953948e-05,-1.21463948e-06,1.47116617e-07,-1.57302585e-08,-3.16006596e-09
0.044,0.00358761582,0.00257419385,0.000263992278,-0.000276051004,-0.00225187403,-0.000230866452,-3.19468692e-06,-4.31724574e-08,-1.21496749e-08,4.50519578e-09,-0.0025474776,-0.00253180327,-0.00214721316,-0.00156393495,-0.00151748187,-4.27913053e-05,-1.48031611e-06,2.02409253e-07,-1.66805227e-08,-3.66448112e-09
0.045,0.00408615308,0.00301988867,0.000348073434,-0.000309921397,-0.00277683065,-0.000292198694,-4.05623364e-06,-8.68224172e-08,-1.57284451e-08,5.31766115e-09,-0.0028302751,-0.00290370048,-0.00254125943,-0.00191024728,-0.00192909747,-5.75341595e-05,-1.80615703e-06,2.7389409e-07,-1.72076249e-08,-4.23991399e-09
0.046,0.00463840704,0.00352964183,0.000453136675,-0.000343205321,-0.00340541982,-0.000367634242,-5.12568249e-06,-1.49512923e-07,-2.04357514e-08,6.22308454e-09,-0.00313164291,-0.00331624098,-0.0029943558,-0.00232219224,-0.00243909535,-7.68057812e-05,-2.20662804e-06,3.65401309e-07,-1.71038294e-08,-4.89740965e-09
0.047,0.00524828519,0.00411072852,0.000583344319,-0.000374184897,-0.00415419113,-0.000459908696,-6.44664842e-06,-2.37363741e-07,-2.6628749e-08,7.21708142e-09,-0.00345124959,-0.00377194603,-0.00351322677,-0.00281011717,-0.00306794964,-0.00010182032,-2.69969659e-06,4.81477e-07,-1.6105142e-08,-5.65004517e-09
0.048,0.00591978065,0.00477100399,0.000743498532,-0.000400588518,-0.00504161102,-0.000572184938,-8.07029834e-06,-3.58078586e-07,-3.47681964e-08,8.28917692e-09,-0.00378853429,-0.00427324596,-0.00410506637,-0.00338565415,-0.00383977146,-0.000134069924,-3.30760538e-06,6.27477929e-07,-1.38807545e-08,-6.5147673e-09
0.049,0.00665695201,0.0055189216,0.000939111258,-0.000419477661,-0.00608815903,-0.000708101351,-1.00563131e-05,-5.21282012e-07,-4.54442011e-08,9.42140938e-09,-0.00414268601,-0.00482243868,-0.00477753253,-0.00406182874,-0.00478284109,-0.000175377527,-4.05778669e-06,8.09671244e-07,-1.00214748e-08,-7.51212409e-09
0.05,0.00746390068,0.00636354811,0.00117647795,-0.000427117578,-0.00731640487,-0.000871822431,-1.24739061e-05,-7.38914037e-07,-5.94078324e-08,1.05858805e-08,-0.00451262326,-0.00542164416,-0.00553873507,-0.00485317068,-0.00593019934,-0.00022795754,-4.98393468e-06,1.03533681e-06,-4.02690658e-09,-8.66892098e-09
0.051,0.00834474542,0.0073145756,0.00146275483,-0.000418830408,-0.0087510599,-0.00106809143,-1.54028836e-05,-1.0256917e-06,-7.76082092e-08,1.17426192e-08,-0.00489697438,-0.00607275457,-0.00639721663,-0.00577582583,-0.0073203017,-0.00029448524,-6.12725278e-06,1.31287055e-06,4.70803776e-09,-1.001806e-08
0.052,0.00930359422,0.00838232941,0.00180603925,-0.000388829266,-0.0104189964,-0.00130228463,-1.89347495e-05,-1.39964481e-06,-1.01237846e-07,1.28366261e-08,-0.00529405868,-0.00677738042,-0.00736192564,-0.0068476675,-0.00899773854,-0.000378175626,-7.53790254e-06,1.65188358e-06,1.69076491e-08,-1.1602135e-08
0.053,0.0103445135,0.00957777188,0.00221545277,-0.000330031816,-0.0123492271,-0.00158046651,-2.31738099e-05,-1.8827361e-06,-1.31785705e-07,1.37948023e-08,-0.0057018689,-0.00753679256,-0.00844218078,-0.00808840636,-0.0110140264,-0.000482872565,-9.27666869e-06,2.06329521e-06,3.34306502e-08,-1.34735343e-08
0.054,0.0114714944,0.0109125009,0.00270122632,-0.000233851867,-0.0145728353,-0.00190944491,-2.82382739e-05,-2.5015729e-06,-1.71101381e-07,1.45220877e-08,-0.00611805514,-0.00835186036,-0.00964762598,-0.00951969679,-0.0134284726,-0.000613149292,-1.14168626e-05,2.5594155e-06,5.52862176e-08,-1.56992073e-08
0.055,0.0126884167,0.0123987432,0.00327478673,-8.99675693e-05,-0.0171228471,-0.00229682558,-3.42613171e-05,-3.28822288e-06,-2.2146831e-07,1.48971618e-08,-0.00653991048,-0.00922298601,-0.0109881752,-0.0111652375,-0.0163091161,-0.00077442107,-1.40464847e-05,3.15401076e-06,8.36489719e-08,-1.83614508e-08
0.056,0.0139990098,0.0140493408,0.00394884396,0.000113935185,-0.0200340318,-0.00275106471,-4.13920787e-05,-4.2811434e-06,-2.85691869e-07,1.47677293e-08,-0.00696435886,-0.0101500354,-0.012473946,-0.0130508642,-0.0197337461,-0.000973070845,-1.72706651e-05,3.86234526e-06,1.19873953e-07,-2.15638998e-08
0.057,0.0154068108,0.0158777314,0.00473747798,0.000392445424,-0.0233426218,-0.00328151856,-4.97965505e-05,-5.52623807e-06,-3.6719925e-07,1.39451753e-08,-0.00738794529,-0.0111322657,-0.0141151819,-0.0152046322,-0.023791,-0.00121658876,-2.12143963e-05,4.7011897e-06,1.65508901e-07,-2.5433263e-08
0.058,0.0169151213,0.0178979206,0.00565622427,0.00076273702,-0.0270859355,-0.00389848835,-5.96583166e-05,-7.07805086e-06,-4.7015817e-07,1.21988222e-08,-0.00780682888,-0.01216825,-0.0159221617,-0.017656885,-0.0285815419,-0.00151372632,-2.60255779e-05,5.68878811e-06,2.22305154e-07,-3.01264505e-08
0.059,0.0185269604,0.0201244466,0.00672215693,0.00124490687,-0.0313018891,-0.004613259,-7.11790898e-05,-9.0011127e-06,-5.99610879e-07,9.24982043e-09,-0.00821677898,-0.0132558001,-0.0179050955,-0.0204403068,-0.0342193194,-0.00187466601,-3.18783797e-05,6.84476889e-06,2.92223031e-07,-3.5833728e-08
0.06,0.0202450166,0.0225723352,0.00795396784,0.00186234213,-0.0360283828,-0.00543812958,-8.45789855e-05,-1.13714525e-05,-7.61630486e-07,4.76413175e-09,-0.00861317475,-0.0143918864,-0.0200740082,-0.0235899544,-0.0408328982,-0.00231120701,-3.89769299e-05,8.18998935e-06,3.7743339e-07,-4.27864864e-08
0.061,0.0220715976,0.0252570468,0.00937204065,0.00264211702,-0.0413025408,-0.00638643362,-0.000100096473,-1.42782894e-05,-9.63496882e-07,-1.65366191e-09,-0.00899100859,-0.0155725579,-0.0224386071,-0.027143265,-0.0485668672,-0.00283696742,-4.75593145e-05,9.74629338e-06,4.8030908e-07,-5.12621948e-08
0.062,0.0240085779,0.0281944115,0.0109985176,0.00361541929,-0.0471597913,-0.00747254778,-0.000117987982,-1.78259175e-05,-1.21389712e-06,-1.04688039e-08,-0.00934489373,-0.0167928605,-0.025008136,-0.0311400351,-0.0575833084,-0.00346760312,-5.79019402e-05,1.15361591e-05,6.03408968e-07,-6.15917089e-08
0.063,0.0260573462,0.0314005556,0.0128573582,0.0048180071,-0.0536327643,-0.00871188524,-0.00013852697,-2.21357968e-05,-1.52315501e-06,-2.22232693e-08,-0.00966907613,-0.0180467559,-0.0277912137,-0.0356223678,-0.068063336,-0.00422104325,-7.03241926e-05,1.35822205e-05,7.49449966e-07,-7.41661651e-08
0.064,0.0282187508,0.0348918152,0.0149743877,0.00629069527,-0.0607499876,-0.010120871,-0.000162002434,-2.73488577e-05,-1.90349062e-06,-3.75465263e-08,-0.0099574513,-0.0193270424,-0.030795658,-0.0406345826,-0.0802086879,-0.00511774339,-8.5193401e-05,1.59066509e-05,9.21267689e-07,-8.94447075e-08
0.065,0.0304930454,0.0386846399,0.0173773323,0.00807987017,-0.0685343569,-0.0117168966,-0.00018871678,-3.36280318e-05,-2.36930998e-06,-5.71626032e-08,-0.010203586,-0.0206252771,-0.0340282947,-0.0462230816,-0.0942433589,-0.00618095587,-0.000102930073,1.85303698e-05,1.1217539e-06,-1.07964544e-07
0.066,0.0328798339,0.042795483,0.0200958415,0.0102380319,-0.0770013577,-0.0135182513,-0.000218982941,-4.1161025e-05,-2.93752762e-06,-8.19029128e-08,-0.0104007457,-0.021931701,-0.0374947505,-0.052436168,-0.11041526,-0.00743701683,-0.000124013353,2.14720497e-05,1.35377579e-06,-1.30347849e-07
0.067,0.0353780162,0.0472406799,0.023161492,0.0128243619,-0.086157014,-0.0155440247,-0.000253120634,-5.01633451e-05,-3.62792708e-06,-1.12712224e-07,-0.0105419269,-0.0232351697,-0.0411992329,-0.0593238095,-0.128997889,-0.00891564947,-0.000148986645,2.4746883e-05,1.62006153e-06,-1.57313301e-07
0.068,0.0379857348,0.0520363138,0.0266077739,0.0159053127,-0.0959955364,-0.017813979,-0.000291451678,-6.0881596e-05,-4.46355525e-06,-1.50662866e-07,-0.0106198959,-0.0245230889,-0.0451442951,-0.0669373421,-0.150291979,-0.0106502824,-0.000178463318,2.8365074e-05,1.92305814e-06,-1.89680434e-07
0.069,0.0407003227,0.0571980681,0.0304700549,0.0195552173,-0.106496645,-0.0203483826,-0.000334294262,-7.35970549e-05,-5.47115828e-06,-1.96957681e-07,-0.0106272334,-0.0257813571,-0.0493305875,-0.0753291063,-0.174627108,-0.0126783824,-0.000213132398,3.23300003e-05,2.26473884e-06,-2.28380305e-07
0.07,0.0435182536,0.0627410661,0.0347855209,0.0238569116,-0.117622545,-0.0231677995,-0.000381955881,-8.86295463e-05,-6.6816416e-06,-2.52943394e-07,-0.0105563851,-0.0269943172,-0.0537565985,-0.0845520095,-0.202363202,-0.0150417975,-0.000253764023,3.66360031e-05,2.64636911e-06,-2.74452142e-07
0.071,0.0464350895,0.0686796891,0.0395930847,0.0289023578,-0.129314539,-0.0262928382,-0.000434725025,-0.000106341639,-8.13055537e-06,-3.20106817e-07,-0.0103997168,-0.028144714,-0.058418375,-0.0946589891,-0.233891844,-0.0177870986,-0.000301213999,4.1265677e-05,3.06819523e-06,-3.29041305e-07
0.072,0.0494454292,0.0750273757,0.0449332601,0.0347932637,-0.141489274,-0.029743886,-0.000492863372,-0.000127143025,-9.85856503e-06,-4.00090222e-07,-0.0101495762,-0.0292136617,-0.0633092283,-0.105702374,-0.269637335,-0.020965918,-0.000356428696,4.61864493e-05,3.52908005e-06,-3.93374593e-07
0.073,0.0525428805,0.0817964398,0.0508480252,0.0416417231,-0.154034591,-0.0335407781,-0.000556595596,-0.000151495017,-1.19120942e-05,-4.94731192e-07,-0.00979836515,-0.0301806388,-0.0684194638,-0.117733228,-0.310057813,-0.0246353082,-0.000420449494,5.13469935e-05,4.02615119e-06,-4.68773372e-07
0.074,0.0557200321,0.0889978707,0.0573806486,0.0495708382,-0.166804933,-0.0377023925,-0.000626096966,-0.000179915206,-1.43439679e-05,-6.06110167e-07,-0.00933861704,-0.0310234937,-0.0737360985,-0.130800586,-0.355646147,-0.0288581158,-0.000494417761,5.6673253e-05,4.55440333e-06,-5.56664388e-07
0.075,0.0589684192,0.0966411022,0.0645754672,0.058715305,-0.179616332,-0.0422461925,-0.000701479199,-0.000212982407,-1.72140798e-05,-7.36560678e-07,-0.00876307625,-0.0317184596,-0.0792425603,-0.144950546,-0.40693044,-0.0337033224,-0.000579578468,6.2063584e-05,5.10615864e-06,-6.5857918e-07
