r,dnnbi(m^-3),dne(m^-3),dni(m^-3),tbn(keV),ti(keV),te(keV),vzt_eq(m/s),vth_eq(m/s),vthermalep(m/s),etann(MKS)
0.723,7.035313e+17,2.600573e+19,2.134077e+19,37048.08,560.3998,428.3188,0.002847955,0.0,1884065.0,8.461593
0.724,6.994071e+17,2.598496e+19,2.132831e+19,37044.65,558.6816,426.7323,0.002843504,0.0,1883978.0,8.510654
0.725,6.952678e+17,2.596416e+19,2.131588e+19,37041.25,556.9607,425.1475,0.002839064,0.0,1883892.0,8.56015
0.726,6.911136e+17,2.594333e+19,2.130349e+19,37037.88,555.2369,423.5645,0.002834635,0.0,1883806.0,8.610087
0.727,6.869448e+17,2.592245e+19,2.129112e+19,37034.53,553.5102,421.9833,0.002830216,0.0,1883721.0,8.66047
0.728,6.827617e+17,2.590154e+19,2.127878e+19,37031.22,551.7807,420.4038,0.002825809,0.0,1883637.0,8.711304
0.729,6.785643e+17,2.588059e+19,2.126648e+19,37027.94,550.0483,418.826,0.002821411,0.0,1883553.0,8.762596
0.73,6.74353e+17,2.58596e+19,2.12542e+19,37024.7,548.313,417.25,0.002817024,0.0,1883471.0,8.81435
0.731,6.701281e+17,2.583857e+19,2.124196e+19,37021.49,546.5747,415.6758,0.002812648,0.0,1883389.0,8.866573
0.732,6.658903e+17,2.581751e+19,2.122974e+19,37018.31,544.8334,414.1032,0.002808282,0.0,1883308.0,8.91927
0.733,6.616404e+17,2.57964e+19,2.121756e+19,37015.13,543.0891,412.5325,0.002803926,0.0,1883228.0,8.972446
0.734,6.57379e+17,2.577526e+19,2.12054e+19,37011.95,541.3416,410.9635,0.00279958,0.0,1883147.0,9.026107
0.735,6.53107e+17,2.575407e+19,2.119327e+19,37008.75,539.591,409.3962,0.002795245,0.0,1883065.0,9.080257
0.736,6.488251e+17,2.573285e+19,2.118117e+19,37005.52,537.8372,407.8307,0.00279092,0.0,1882983.0,9.134902
0.737,6.445341e+17,2.57116e+19,2.116909e+19,37002.25,536.0801,406.2669,0.002786605,0.0,1882900.0,9.190048
0.738,6.402347e+17,2.56903e+19,2.115704e+19,36998.91,534.3198,404.7049,0.002782301,0.0,1882815.0,9.245701
0.739,6.359278e+17,2.566897e+19,2.114501e+19,36995.5,532.5561,403.1446,0.002778006,0.0,1882728.0,9.301865
0.74,6.31614e+17,2.56476e+19,2.1133e+19,36992.0,530.789,401.586,0.002773723,0.0,1882639.0,9.358547
0.741,6.272939e+17,2.562619e+19,2.112102e+19,36988.41,529.0185,400.0292,0.002769449,0.0,1882548.0,9.415753
0.742,6.229663e+17,2.560475e+19,2.110905e+19,36984.76,527.2446,398.4741,0.002765186,0.0,1882455.0,9.473489
0.743,6.186302e+17,2.558327e+19,2.109712e+19,36981.11,525.4673,396.9207,0.002760933,0.0,1882362.0,9.531763
0.744,6.142842e+17,2.556176e+19,2.108521e+19,36977.5,523.6868,395.3691,0.002756689,0.0,1882270.0,9.590582
0.745,6.099269e+17,2.554021e+19,2.107333e+19,36973.97,521.9031,393.8192,0.002752456,0.0,1882180.0,9.649953
0.746,6.055572e+17,2.551862e+19,2.106148e+19,36970.58,520.1162,392.2711,0.002748233,0.0,1882094.0,9.709884
0.747,6.011738e+17,2.549699e+19,2.104966e+19,36967.37,518.3261,390.7247,0.00274402,0.0,1882012.0,9.770383
0.748,5.967753e+17,2.547533e+19,2.103787e+19,36964.39,516.5331,389.1801,0.002739816,0.0,1881936.0,9.831457
0.749,5.923604e+17,2.545363e+19,2.102612e+19,36961.68,514.737,387.6372,0.002735622,0.0,1881867.0,9.893114
0.75,5.87928e+17,2.54319e+19,2.10144e+19,36959.3,512.938,386.096,0.002731438,0.0,1881807.0,9.955363
0.751,5.834773e+17,2.541013e+19,2.100272e+19,36957.27,511.1361,384.5566,0.002727263,0.0,1881755.0,10.01821
0.752,5.790103e+17,2.538832e+19,2.099108e+19,36955.55,509.3314,383.0189,0.002723098,0.0,1881711.0,10.08166
0.753,5.745295e+17,2.536648e+19,2.097947e+19,36954.05,507.5239,381.483,0.002718943,0.0,1881673.0,10.14573
0.754,5.700374e+17,2.53446e+19,2.096789e+19,36952.73,505.7138,379.9488,0.002714797,0.0,1881639.0,10.21042
0.755,5.655365e+17,2.532268e+19,2.095634e+19,36951.51,503.9011,378.4164,0.00271066,0.0,1881608.0,10.27573
0.756,5.610295e+17,2.530072e+19,2.094481e+19,36950.31,502.0859,376.8857,0.002706533,0.0,1881578.0,10.34168
0.757,5.565188e+17,2.527873e+19,2.093331e+19,36949.09,500.2681,375.3567,0.002702416,0.0,1881547.0,10.40826
0.758,5.520069e+17,2.525669e+19,2.092182e+19,36947.75,498.4481,373.8294,0.002698308,0.0,1881513.0,10.4755
0.759,5.474965e+17,2.523462e+19,2.091035e+19,36946.25,496.6256,372.3038,0.00269421,0.0,1881474.0,10.54339
0.76,5.4299e+17,2.52125e+19,2.08989e+19,36944.5,494.801,370.78,0.002690122,0.0,1881430.0,10.61194
0.761,5.384891e+17,2.519034e+19,2.088746e+19,36942.48,492.9742,369.2579,0.002686043,0.0,1881378.0,10.68117
0.762,5.339917e+17,2.516815e+19,2.087603e+19,36940.26,491.1453,367.7375,0.002681974,0.0,1881322.0,10.75107
0.763,5.294948e+17,2.514591e+19,2.086463e+19,36937.97,489.3143,366.2188,0.002677914,0.0,1881264.0,10.82167
0.764,5.249955e+17,2.512364e+19,2.085324e+19,36935.73,487.4814,364.7018,0.002673864,0.0,1881206.0,10.89296
0.765,5.204908e+17,2.510132e+19,2.084187e+19,36933.64,485.6467,363.1865,0.002669823,0.0,1881153.0,10.96497
0.766,5.159777e+17,2.507897e+19,2.083054e+19,36931.83,483.8101,361.6729,0.002665792,0.0,1881107.0,11.0377
0.767,5.114532e+17,2.505659e+19,2.081923e+19,36930.41,481.9717,360.1611,0.00266177,0.0,1881071.0,11.11116
0.768,5.069144e+17,2.503416e+19,2.080795e+19,36929.51,480.1317,358.651,0.002657757,0.0,1881048.0,11.18536
0.769,5.023584e+17,2.50117e+19,2.079671e+19,36929.23,478.2901,357.1426,0.002653753,0.0,1881041.0,11.26032
0.77,4.97782e+17,2.49892e+19,2.07855e+19,36929.7,476.447,355.636,0.002649759,0.0,1881053.0,11.33604
0.771,4.931837e+17,2.496667e+19,2.077433e+19,36930.99,474.6024,354.1311,0.002645773,0.0,1881086.0,11.41254
0.772,4.885668e+17,2.49441e+19,2.07632e+19,36932.99,472.7564,352.6279,0.002641797,0.0,1881137.0,11.48982
0.773,4.839359e+17,2.492149e+19,2.07521e+19,36935.56,470.9091,351.1264,0.00263783,0.0,1881202.0,11.5679
0.774,4.792957e+17,2.489885e+19,2.074102e+19,36938.55,469.0606,349.6266,0.002633871,0.0,1881278.0,11.64678
0.775,4.746509e+17,2.487617e+19,2.072997e+19,36941.83,467.2109,348.1285,0.002629921,0.0,1881362.0,11.72648
0.776,4.70006e+17,2.485346e+19,2.071893e+19,36945.23,465.3601,346.6321,0.00262598,0.0,1881448.0,11.80699
0.777,4.653657e+17,2.48307e+19,2.070789e+19,36948.61,463.5082,345.1374,0.002622047,0.0,1881535.0,11.88833
0.778,4.607347e+17,2.480791e+19,2.069686e+19,36951.83,461.6553,343.6443,0.002618123,0.0,1881617.0,11.97051
0.779,4.561176e+17,2.478507e+19,2.068584e+19,36954.74,459.8016,342.1528,0.002614207,0.0,1881691.0,12.05354
0.78,4.51519e+17,2.47622e+19,2.06748e+19,36957.2,457.947,340.663,0.002610299,0.0,1881753.0,12.13742
0.781,4.469421e+17,2.473929e+19,2.066376e+19,36959.11,456.0917,339.1748,0.0026064,0.0,1881802.0,12.22218
0.782,4.423837e+17,2.471633e+19,2.065271e+19,36960.64,454.2356,337.6883,0.002602509,0.0,1881841.0,12.30781
0.783,4.378393e+17,2.469334e+19,2.064165e+19,36962.0,452.379,336.2033,0.002598626,0.0,1881875.0,12.39434
0.784,4.333042e+17,2.467031e+19,2.06306e+19,36963.4,450.5217,334.7199,0.002594751,0.0,1881911.0,12.48179
0.785,4.287739e+17,2.464723e+19,2.061956e+19,36965.06,448.6641,333.2382,0.002590884,0.0,1881953.0,12.57016
0.786,4.242436e+17,2.462412e+19,2.060853e+19,36967.19,446.806,331.758,0.002587026,0.0,1882008.0,12.65948
0.787,4.197088e+17,2.460097e+19,2.059751e+19,36970.02,444.9475,330.2794,0.002583177,0.0,1882080.0,12.74976
0.788,4.151648e+17,2.457779e+19,2.058651e+19,36973.75,443.0889,328.8024,0.002579336,0.0,1882175.0,12.84102
0.789,4.106071e+17,2.455456e+19,2.057554e+19,36978.61,441.23,327.3269,0.002575503,0.0,1882298.0,12.93327
0.79,4.06031e+17,2.45313e+19,2.05646e+19,36984.8,439.371,325.853,0.00257168,0.0,1882456.0,13.02654
0.791,4.014338e+17,2.4508e+19,2.055369e+19,36992.47,437.512,324.3806,0.002567865,0.0,1882651.0,13.12083
0.792,3.968198e+17,2.448466e+19,2.054281e+19,37001.45,435.653,322.9098,0.002564058,0.0,1882879.0,13.21617
0.793,3.921956e+17,2.446129e+19,2.053194e+19,37011.49,433.794,321.4405,0.00256026,0.0,1883135.0,13.31256
0.794,3.875674e+17,2.443788e+19,2.052109e+19,37022.35,431.9353,319.9727,0.00255647,0.0,1883411.0,13.41002
0.795,3.829416e+17,2.441443e+19,2.051025e+19,37033.8,430.0768,318.5065,0.002552689,0.0,1883702.0,13.50855
0.796,3.783244e+17,2.439094e+19,2.04994e+19,37045.58,428.2185,317.0418,0.002548915,0.0,1884002.0,13.60817
0.797,3.737224e+17,2.436741e+19,2.048856e+19,37057.46,426.3607,315.5786,0.00254515,0.0,1884304.0,13.7089
0.798,3.691417e+17,2.434385e+19,2.047769e+19,37069.18,424.5033,314.1169,0.002541392,0.0,1884602.0,13.81073
0.799,3.645888e+17,2.432024e+19,2.046681e+19,37080.51,422.6463,312.6567,0.002537642,0.0,1884890.0,13.9137
0.8,3.6007e+17,2.42966e+19,2.04559e+19,37091.2,420.79,311.198,0.0025339,0.0,1885162.0,14.0178
0.801,3.555898e+17,2.427292e+19,2.044496e+19,37101.1,418.9343,309.7408,0.002530165,0.0,1885413.0,14.12305
0.802,3.511452e+17,2.424919e+19,2.043399e+19,37110.4,417.0793,308.2851,0.002526437,0.0,1885650.0,14.22948
0.803,3.467314e+17,2.422543e+19,2.0423e+19,37119.4,415.2251,306.8309,0.002522718,0.0,1885878.0,14.3371
0.804,3.423436e+17,2.420163e+19,2.041199e+19,37128.36,413.3718,305.3781,0.002519005,0.0,1886106.0,14.44593
0.805,3.37977e+17,2.417779e+19,2.040096e+19,37137.59,411.5194,303.9268,0.002515301,0.0,1886340.0,14.55601
0.806,3.336268e+17,2.415391e+19,2.038993e+19,37147.36,409.668,302.477,0.002511604,0.0,1886588.0,14.66735
0.807,3.292882e+17,2.412999e+19,2.037889e+19,37157.97,407.8177,301.0286,0.002507915,0.0,1886857.0,14.77997
0.808,3.249565e+17,2.410603e+19,2.036785e+19,37169.68,405.9685,299.5816,0.002504234,0.0,1887155.0,14.8939
0.809,3.206266e+17,2.408204e+19,2.035682e+19,37182.8,404.1206,298.1361,0.00250056,0.0,1887488.0,15.00917
0.81,3.16294e+17,2.4058e+19,2.03458e+19,37197.6,402.274,296.692,0.002496894,0.0,1887864.0,15.1258
0.811,3.119556e+17,2.403393e+19,2.033479e+19,37214.27,400.4288,295.2493,0.002493237,0.0,1888287.0,15.24381
0.812,3.076156e+17,2.400981e+19,2.032379e+19,37232.62,398.585,293.808,0.002489587,0.0,1888752.0,15.36323
0.813,3.032802e+17,2.398566e+19,2.031279e+19,37252.34,396.7427,292.3681,0.002485945,0.0,1889252.0,15.48406
0.814,2.989555e+17,2.396147e+19,2.030179e+19,37273.12,394.902,290.9296,0.00248231,0.0,1889779.0,15.60634
0.815,2.946475e+17,2.393724e+19,2.029078e+19,37294.68,393.0629,289.4924,0.002478682,0.0,1890326.0,15.73007
0.816,2.903625e+17,2.391297e+19,2.027974e+19,37316.72,391.2256,288.0566,0.002475062,0.0,1890884.0,15.85529
0.817,2.861064e+17,2.388866e+19,2.026869e+19,37338.93,389.3901,286.6222,0.002471448,0.0,1891446.0,15.98199
0.818,2.818854e+17,2.386431e+19,2.02576e+19,37361.01,387.5564,285.1891,0.002467842,0.0,1892006.0,16.11022
0.819,2.777055e+17,2.383992e+19,2.024647e+19,37382.67,385.7247,283.7574,0.002464242,0.0,1892554.0,16.23998
0.82,2.73573e+17,2.38155e+19,2.02353e+19,37403.6,383.895,282.327,0.002460648,0.0,1893084.0,16.3713
0.821,2.694922e+17,2.379104e+19,2.022408e+19,37423.61,382.0674,280.8979,0.002457061,0.0,1893590.0,16.5042
0.822,2.654608e+17,2.376654e+19,2.021281e+19,37442.92,380.2419,279.4702,0.00245348,0.0,1894078.0,16.6387
0.823,2.61475e+17,2.3742e+19,2.02015e+19,37461.83,378.4186,278.0438,0.002449906,0.0,1894557.0,16.77485
0.824,2.575307e+17,2.371742e+19,2.019015e+19,37480.66,376.5976,276.6186,0.002446339,0.0,1895033.0,16.91266
0.825,2.536241e+17,2.36928e+19,2.017876e+19,37499.73,374.7789,275.1948,0.002442778,0.0,1895515.0,17.05217
0.826,2.497512e+17,2.366814e+19,2.016734e+19,37519.36,372.9626,273.7723,0.002439224,0.0,1896011.0,17.19342
0.827,2.459081e+17,2.364344e+19,2.015589e+19,37539.85,371.1488,272.351,0.002435677,0.0,1896529.0,17.33643
0.828,2.420908e+17,2.36187e+19,2.014441e+19,37561.53,369.3376,270.9311,0.002432138,0.0,1897076.0,17.48124
0.829,2.382954e+17,2.359392e+19,2.013292e+19,37584.71,367.529,269.5124,0.002428605,0.0,1897661.0,17.62789
0.83,2.34518e+17,2.35691e+19,2.01214e+19,37609.7,365.723,268.095,0.00242508,0.0,1898292.0,17.77641
0.831,2.30756e+17,2.354424e+19,2.010987e+19,37636.72,363.9198,266.6789,0.002421562,0.0,1898974.0,17.92683
0.832,2.270126e+17,2.351934e+19,2.009832e+19,37665.55,362.1194,265.264,0.002418052,0.0,1899701.0,18.07919
0.833,2.232921e+17,2.34944e+19,2.008675e+19,37695.88,360.3219,263.8503,0.002414549,0.0,1900466.0,18.23353
0.834,2.19599e+17,2.346942e+19,2.007515e+19,37727.39,358.5274,262.4379,0.002411052,0.0,1901260.0,18.38986
0.835,2.159378e+17,2.344439e+19,2.006351e+19,37759.76,356.7359,261.0268,0.002407562,0.0,1902076.0,18.54822
0.836,2.123129e+17,2.341933e+19,2.005184e+19,37792.69,354.9476,259.6168,0.002404079,0.0,1902905.0,18.70865
0.837,2.087288e+17,2.339423e+19,2.004013e+19,37825.86,353.1625,258.2081,0.002400602,0.0,1903740.0,18.87117
0.838,2.0519e+17,2.336909e+19,2.002837e+19,37858.94,351.3806,256.8005,0.002397131,0.0,1904572.0,19.03583
0.839,2.017009e+17,2.334392e+19,2.001656e+19,37891.63,349.6021,255.3942,0.002393666,0.0,1905394.0,19.20265
0.84,1.98266e+17,2.33187e+19,2.00047e+19,37923.6,347.827,253.989,0.002390206,0.0,1906198.0,19.37168
0.841,1.948885e+17,2.329345e+19,1.999278e+19,37954.65,346.0554,252.585,0.002386752,0.0,1906978.0,19.54294
0.842,1.915666e+17,2.326815e+19,1.99808e+19,37984.97,344.2874,251.1822,0.002383303,0.0,1907739.0,19.71649
0.843,1.882973e+17,2.324282e+19,1.996876e+19,38014.86,342.5231,249.7805,0.002379861,0.0,1908490.0,19.89237
0.844,1.850777e+17,2.321745e+19,1.995668e+19,38044.63,340.7624,248.38,0.002376424,0.0,1909237.0,20.07062
0.845,1.819046e+17,2.319204e+19,1.994454e+19,38074.58,339.0055,246.9806,0.002372992,0.0,1909988.0,20.25129
0.846,1.787751e+17,2.316659e+19,1.993236e+19,38105.0,337.2525,245.5824,0.002369567,0.0,1910751.0,20.43443
0.847,1.756862e+17,2.31411e+19,1.992013e+19,38136.21,335.5033,244.1854,0.002366148,0.0,1911533.0,20.62009
0.848,1.726349e+17,2.311557e+19,1.990786e+19,38168.49,333.7582,242.7894,0.002362736,0.0,1912342.0,20.80832
0.849,1.696182e+17,2.309001e+19,1.989555e+19,38202.15,332.017,241.3947,0.002359329,0.0,1913185.0,20.99917
0.85,1.66633e+17,2.30644e+19,1.98832e+19,38237.5,330.28,240.001,0.002355929,0.0,1914070.0,21.1927
0.851,1.636773e+17,2.303875e+19,1.987082e+19,38274.73,328.5471,238.6085,0.002352536,0.0,1915002.0,21.38897
0.852,1.607526e+17,2.301307e+19,1.98584e+19,38313.64,326.8185,237.2171,0.002349149,0.0,1915975.0,21.58801
0.853,1.578614e+17,2.298734e+19,1.984593e+19,38353.93,325.0942,235.8268,0.002345769,0.0,1916982.0,21.78989
0.854,1.550062e+17,2.296157e+19,1.983343e+19,38395.31,323.3743,234.4376,0.002342394,0.0,1918016.0,21.99466
0.855,1.521895e+17,2.293576e+19,1.982089e+19,38437.46,321.6589,233.0495,0.002339026,0.0,1919069.0,22.20238
0.856,1.494138e+17,2.290991e+19,1.980829e+19,38480.1,319.9479,231.6624,0.002335663,0.0,1920133.0,22.4131
0.857,1.466815e+17,2.288402e+19,1.979565e+19,38522.91,318.2416,230.2765,0.002332306,0.0,1921200.0,22.62689
0.858,1.439951e+17,2.285809e+19,1.978295e+19,38565.6,316.54,228.8916,0.002328954,0.0,1922265.0,22.8438
0.859,1.413571e+17,2.283212e+19,1.977021e+19,38607.86,314.8431,227.5078,0.002325608,0.0,1923318.0,23.06389
0.86,1.3877e+17,2.28061e+19,1.97574e+19,38649.4,313.151,226.125,0.002322266,0.0,1924352.0,23.28723
0.861,1.362355e+17,2.278004e+19,1.974454e+19,38690.02,311.4638,224.7433,0.00231893,0.0,1925363.0,23.51388
0.862,1.337519e+17,2.275395e+19,1.973162e+19,38729.92,309.7816,223.3626,0.002315599,0.0,1926356.0,23.74391
0.863,1.313167e+17,2.272781e+19,1.971864e+19,38769.43,308.1044,221.9829,0.002312273,0.0,1927338.0,23.9774
0.864,1.289276e+17,2.270163e+19,1.970561e+19,38808.85,306.4323,220.6042,0.002308952,0.0,1928317.0,24.21443
0.865,1.265822e+17,2.26754e+19,1.969253e+19,38848.5,304.7654,219.2265,0.002305636,0.0,1929302.0,24.45506
0.866,1.242778e+17,2.264914e+19,1.96794e+19,38888.7,303.1037,217.8499,0.002302325,0.0,1930300.0,24.69938
0.867,1.220122e+17,2.262284e+19,1.966622e+19,38929.76,301.4474,216.4742,0.00229902,0.0,1931319.0,24.94747
0.868,1.197828e+17,2.25965e+19,1.965299e+19,38971.98,299.7964,215.0995,0.00229572,0.0,1932366.0,25.19941
0.869,1.175872e+17,2.257012e+19,1.963972e+19,39015.69,298.1509,213.7258,0.002292425,0.0,1933449.0,25.45528
0.87,1.15423e+17,2.25437e+19,1.96264e+19,39061.2,296.511,212.353,0.002289136,0.0,1934577.0,25.71519
0.871,1.132884e+17,2.251724e+19,1.961304e+19,39108.72,294.8767,210.9812,0.002285852,0.0,1935753.0,25.97921
0.872,1.11184e+17,2.249074e+19,1.959964e+19,39158.02,293.248,209.6103,0.002282574,0.0,1936973.0,26.24744
0.873,1.091114e+17,2.246421e+19,1.958619e+19,39208.78,291.6251,208.2404,0.0022793,0.0,1938228.0,26.51997
0.874,1.070719e+17,2.243763e+19,1.95727e+19,39260.68,290.008,206.8715,0.002276032,0.0,1939510.0,26.7969
0.875,1.050668e+17,2.241102e+19,1.955916e+19,39313.39,288.3967,205.5034,0.002272769,0.0,1940812.0,27.07832
0.876,1.030975e+17,2.238437e+19,1.954558e+19,39366.59,286.7914,204.1363,0.00226951,0.0,1942124.0,27.36435
0.877,1.011655e+17,2.235768e+19,1.953195e+19,39419.94,285.1922,202.7701,0.002266257,0.0,1943440.0,27.65507
0.878,9.927216e+16,2.233096e+19,1.951828e+19,39473.13,283.5989,201.4048,0.002263008,0.0,1944751.0,27.9506
0.879,9.741879e+16,2.23042e+19,1.950456e+19,39525.82,282.0119,200.0405,0.002259763,0.0,1946048.0,28.25106
0.88,9.56068e+16,2.22774e+19,1.94908e+19,39577.7,280.431,198.677,0.002256523,0.0,1947325.0,28.55654
0.881,9.383702e+16,2.225057e+19,1.947699e+19,39628.55,278.8564,197.3144,0.002253286,0.0,1948575.0,28.86718
0.882,9.210792e+16,2.222369e+19,1.946313e+19,39678.61,277.2882,195.9527,0.002250055,0.0,1949806.0,29.1831
0.883,9.041742e+16,2.219677e+19,1.944922e+19,39728.26,275.7263,194.5919,0.002246827,0.0,1951025.0,29.50441
0.884,8.876342e+16,2.216981e+19,1.943526e+19,39777.84,274.171,193.232,0.002243604,0.0,1952242.0,29.83127
0.885,8.714383e+16,2.21428e+19,1.942124e+19,39827.72,272.6223,191.8729,0.002240385,0.0,1953466.0,30.16379
0.886,8.555656e+16,2.211573e+19,1.940717e+19,39878.27,271.0802,190.5147,0.002237171,0.0,1954705.0,30.50213
0.887,8.399953e+16,2.208861e+19,1.939304e+19,39929.84,269.5449,189.1573,0.002233962,0.0,1955969.0,30.84642
0.888,8.247063e+16,2.206144e+19,1.937886e+19,39982.79,268.0163,187.8007,0.002230757,0.0,1957265.0,31.19682
0.889,8.096779e+16,2.20342e+19,1.936461e+19,40037.49,266.4947,186.4449,0.002227557,0.0,1958604.0,31.55349
0.89,7.94889e+16,2.20069e+19,1.93503e+19,40094.3,264.98,185.09,0.002224361,0.0,1959993.0,31.91657
0.891,7.803244e+16,2.197953e+19,1.933592e+19,40153.45,263.4724,183.7359,0.00222117,0.0,1961438.0,32.28624
0.892,7.659907e+16,2.195207e+19,1.932146e+19,40214.67,261.9718,182.3825,0.002217984,0.0,1962933.0,32.66265
0.893,7.519003e+16,2.192449e+19,1.930687e+19,40277.57,260.4784,181.03,0.002214802,0.0,1964467.0,33.04598
0.894,7.380654e+16,2.189677e+19,1.929215e+19,40341.77,258.9923,179.6782,0.002211625,0.0,1966032.0,33.43638
0.895,7.244983e+16,2.186889e+19,1.927726e+19,40406.86,257.5135,178.3272,0.002208453,0.0,1967617.0,33.83404
0.896,7.112113e+16,2.184082e+19,1.926218e+19,40472.45,256.042,176.977,0.002205284,0.0,1969214.0,34.23914
0.897,6.982167e+16,2.181255e+19,1.924687e+19,40538.15,254.5779,175.6276,0.00220212,0.0,1970812.0,34.65185
0.898,6.855268e+16,2.178403e+19,1.923133e+19,40603.58,253.1214,174.279,0.00219896,0.0,1972401.0,35.07239
0.899,6.731538e+16,2.175526e+19,1.921551e+19,40668.32,251.6724,172.9311,0.002195804,0.0,1973973.0,35.50094
0.9,6.6111e+16,2.17262e+19,1.91994e+19,40732.0,250.231,171.584,0.002192652,0.0,1975518.0,35.93772
0.901,6.494027e+16,2.169684e+19,1.918297e+19,40794.36,248.7973,170.2377,0.002189503,0.0,1977030.0,36.38294
0.902,6.380189e+16,2.166714e+19,1.91662e+19,40855.75,247.3714,168.8921,0.002186358,0.0,1978517.0,36.83683
0.903,6.269404e+16,2.16371e+19,1.914906e+19,40916.64,245.9533,167.5472,0.002183217,0.0,1979991.0,37.29963
0.904,6.161491e+16,2.160668e+19,1.913155e+19,40977.52,244.5431,166.2031,0.00218008,0.0,1981463.0,37.7716
0.905,6.056271e+16,2.157586e+19,1.911364e+19,41038.87,243.1409,164.8597,0.002176946,0.0,1982946.0,38.25298
0.906,5.953562e+16,2.154463e+19,1.909531e+19,41101.17,241.7467,163.517,0.002173816,0.0,1984450.0,38.74405
0.907,5.853183e+16,2.151296e+19,1.907654e+19,41164.92,240.3607,162.175,0.002170689,0.0,1985989.0,39.24509
0.908,5.754954e+16,2.148083e+19,1.905731e+19,41230.58,238.9828,160.8337,0.002167566,0.0,1987572.0,39.75639
0.909,5.658693e+16,2.144822e+19,1.90376e+19,41298.65,237.6132,159.493,0.002164446,0.0,1989212.0,40.27824
0.91,5.56422e+16,2.14151e+19,1.90174e+19,41369.6,236.252,158.153,0.00216133,0.0,1990920.0,40.81095
0.911,5.471396e+16,2.138146e+19,1.899668e+19,41443.75,234.8992,156.8136,0.002158216,0.0,1992703.0,41.35485
0.912,5.380249e+16,2.134727e+19,1.897542e+19,41520.73,233.5548,155.4749,0.002155106,0.0,1994553.0,41.91027
0.913,5.290848e+16,2.131251e+19,1.89536e+19,41599.98,232.2191,154.1369,0.002152,0.0,1996456.0,42.47753
0.914,5.203262e+16,2.127715e+19,1.893119e+19,41680.96,230.892,152.7994,0.002148897,0.0,1998398.0,43.05699
0.915,5.117562e+16,2.124119e+19,1.890817e+19,41763.13,229.5736,151.4626,0.002145797,0.0,2000367.0,43.64901
0.916,5.033816e+16,2.120459e+19,1.888452e+19,41845.93,228.2641,150.1265,0.0021427,0.0,2002349.0,44.25396
0.917,4.952095e+16,2.116733e+19,1.886021e+19,41928.83,226.9635,148.7909,0.002139607,0.0,2004331.0,44.87223
0.918,4.872467e+16,2.11294e+19,1.883522e+19,42011.27,225.6719,147.456,0.002136517,0.0,2006301.0,45.50424
0.919,4.795002e+16,2.109076e+19,1.880952e+19,42092.71,224.3894,146.1217,0.00213343,0.0,2008244.0,46.1504
0.92,4.71977e+16,2.10514e+19,1.87831e+19,42172.6,223.116,144.788,0.002130347,0.0,2010149.0,46.81115
0.921,4.646797e+16,2.10113e+19,1.875593e+19,42250.61,221.8519,143.4549,0.002127267,0.0,2012008.0,47.48695
0.922,4.575935e+16,2.097043e+19,1.872798e+19,42327.23,220.5969,142.1225,0.00212419,0.0,2013831.0,48.1783
0.923,4.506994e+16,2.092877e+19,1.869924e+19,42403.17,219.3512,140.7906,0.002121116,0.0,2015637.0,48.88569
0.924,4.439781e+16,2.08863e+19,1.86697e+19,42479.15,218.1147,139.4593,0.002118046,0.0,2017442.0,49.60967
0.925,4.374108e+16,2.0843e+19,1.863931e+19,42555.88,216.8874,138.1286,0.002114979,0.0,2019263.0,50.35079
0.926,4.309781e+16,2.079884e+19,1.860808e+19,42634.05,215.6693,136.7984,0.002111914,0.0,2021117.0,51.10964
0.927,4.246611e+16,2.07538e+19,1.857597e+19,42714.4,214.4602,135.4687,0.002108853,0.0,2023020.0,51.88681
0.928,4.184407e+16,2.070787e+19,1.854297e+19,42797.61,213.2604,134.1396,0.002105795,0.0,2024990.0,52.68294
0.929,4.122977e+16,2.066101e+19,1.850905e+19,42884.41,212.0696,132.8111,0.002102739,0.0,2027042.0,53.49869
0.93,4.06213e+16,2.06132e+19,1.84742e+19,42975.5,210.888,131.483,0.002099687,0.0,2029194.0,54.33475
0.931,4.001721e+16,2.056443e+19,1.843839e+19,43071.34,209.7154,130.1554,0.002096637,0.0,2031456.0,55.19184
0.932,3.941779e+16,2.051466e+19,1.840161e+19,43171.41,208.5518,128.8284,0.002093589,0.0,2033814.0,56.07072
0.933,3.882381e+16,2.046389e+19,1.836383e+19,43274.9,207.397,127.5018,0.002090545,0.0,2036250.0,56.97215
0.934,3.823602e+16,2.041208e+19,1.832502e+19,43381.05,206.2508,126.1757,0.002087503,0.0,2038746.0,57.89695
0.935,3.765518e+16,2.035921e+19,1.828516e+19,43489.06,205.1131,124.85,0.002084463,0.0,2041283.0,58.84597
0.936,3.708203e+16,2.030527e+19,1.824424e+19,43598.16,203.9838,123.5249,0.002081426,0.0,2043842.0,59.8201
0.937,3.651733e+16,2.025023e+19,1.820223e+19,43707.56,202.8626,122.2002,0.002078392,0.0,2046404.0,60.82027
0.938,3.596184e+16,2.019407e+19,1.81591e+19,43816.47,201.7496,120.876,0.002075359,0.0,2048952.0,61.84748
0.939,3.541631e+16,2.013677e+19,1.811483e+19,43924.11,200.6444,119.5523,0.002072329,0.0,2051467.0,62.90273
0.94,3.48815e+16,2.00783e+19,1.80694e+19,44029.7,199.547,118.229,0.002069301,0.0,2053932.0,63.98713
