r,R  6/ 3,R  7/ 3,R  8/ 3,R  9/ 3,R 10/ 3,R 11/ 3,R 12/ 3,R 13/ 3,R 14/ 3,R 15/ 3,I  6/ 3,I  7/ 3,I  8/ 3,I  9/ 3,I 10/ 3,I 11/ 3,I 12/ 3,I 13/ 3,I 14/ 3,I 15/ 3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001,-2.23930717e-11,-1.17962084e-13,2.93686584e-13,-5.5064779e-14,-2.06896617e-14,2.39745517e-14,3.2873111800000003e-15,-1.08069863e-14,-1.2572263500000002e-15,5.87290904e-15,5.60748219e-12,-4.45425019e-14,-4.92125437e-14,-1.05855168e-14,1.03795199e-14,6.105659740000001e-15,-2.16772448e-15,-1.0233183800000001e-15,5.14779516e-16,4.04171319e-16
0.002,-2.65132929e-10,-6.53697018e-12,3.69448476e-12,-9.59938556e-14,-1.59438108e-13,2.14117864e-13,2.71112822e-14,-7.43825656e-14,-6.758512020000001e-15,2.98603461e-14,6.54704881e-11,-1.20895189e-12,-6.46537644e-13,5.6156263e-14,2.00528001e-13,1.20679973e-13,-1.73769634e-14,-1.82524037e-14,3.1765610800000003e-15,-5.1520782e-15
0.003,-1.58611613e-09,-7.02419388e-11,2.0645067e-11,1.10689758e-12,-1.05314186e-12,1.09531105e-12,1.58926264e-13,-3.94995377e-13,-2.33508429e-14,1.47808498e-13,3.87379269e-10,-8.59521329e-12,-3.82466079e-12,1.55236129e-12,1.54293217e-12,8.68667538e-13,-1.14623466e-13,-2.57924471e-13,1.47782226e-14,6.09322468e-14
0.004,-6.47923622e-09,-4.00262399e-10,7.48646675e-11,9.16982343e-12,-5.44015103e-12,3.78063855e-12,9.01186935e-13,-1.48612722e-12,-1.17445906e-13,5.74115768e-13,1.57001946e-09,-2.91948835e-11,-1.12440859e-11,1.24851944e-11,7.19780888e-12,3.01427393e-12,-6.05323267e-13,-1.21796842e-12,7.77877511e-14,4.44924901e-13
0.005,-2.05661515e-08,-1.58920438e-09,2.01247366e-10,4.06474968e-11,-2.10401011e-11,9.77164664e-12,3.89033609e-12,-4.22469888e-12,-5.45797649e-13,1.71422786e-12,4.96729835e-09,-3.59645118e-11,-9.79695744e-12,6.04619074e-11,2.45002968e-11,6.07689835e-12,-2.41147806e-12,-3.47678279e-12,3.35977097e-13,1.56553055e-12
0.006,-5.45351453e-08,-4.98406e-09,4.19240126e-10,1.33146865e-10,-6.47572444e-11,2.00533655e-11,1.29655807e-11,-9.74473959e-12,-1.9569793e-12,4.19030001e-12,1.31915528e-08,1.49529857e-10,6.98827795e-11,2.16061452e-10,6.77890987e-11,5.45600336e-12,-7.63236073e-12,-7.0735658e-12,1.13928106e-12,3.87940595e-12
0.007,-1.26441746e-07,-1.32322754e-08,6.57595749e-10,3.59003178e-10,-1.67638665e-10,3.34060736e-11,3.55697944e-11,-1.90894704e-11,-5.6604623e-12,8.7724175e-12,3.07495987e-08,1.10690731e-09,4.42504119e-10,6.3106664e-10,1.62933511e-10,-1.1340649e-11,-2.03378914e-11,-1.05406031e-11,3.18996989e-12,7.66833037e-12
0.008,-2.64299666e-07,-3.10310634e-08,6.00731294e-10,8.42590115e-10,-3.79288086e-10,4.41324473e-11,8.44741146e-11,-3.26529045e-11,-1.3972135e-11,1.63161477e-11,6.47937521e-08,4.24625944e-09,1.63206095e-09,1.59935326e-09,3.54648533e-10,-6.87428502e-11,-4.7647373e-11,-9.56902204e-12,7.74642142e-12,1.2593419e-11
0.009,-5.08907931e-07,-6.61060726e-08,-5.76805368e-10,1.78139347e-09,-7.69756216e-10,3.94586026e-11,1.79799976e-10,-4.92984188e-11,-3.06320695e-11,2.74005781e-11,1.25963425e-07,1.24592891e-08,4.74415267e-09,3.65261957e-09,7.17900783e-10,-2.06614486e-10,-1.0114894e-10,4.39337973e-12,1.68824162e-11,1.73562635e-11
0.01,-9.16875996e-07,-1.30444107e-07,-4.62339386e-09,3.47076738e-09,-1.42620872e-09,-2.94938367e-12,3.51296301e-10,-6.54934352e-11,-6.1353564e-11,4.232673e-11,2.29289298e-07,3.10299121e-08,1.18855454e-08,7.70854364e-09,1.37513332e-09,-4.8263894e-10,-1.9876104e-10,4.5903751e-11,3.38521821e-11,1.89143432e-11
0.011,-1.56382141e-06,-2.41804087e-07,-1.48072321e-08,6.33190472e-09,-2.44092321e-09,-1.17242517e-10,6.40681264e-10,-7.38605095e-11,-1.14420791e-10,6.01783404e-11,3.95130104e-07,6.88374692e-08,2.6774122e-08,1.52944909e-08,2.52164622e-09,-9.72332882e-10,-3.67028568e-10,1.36868475e-10,6.354395e-11,1.20968613e-11
0.012,-2.54772295e-06,-4.25531058e-07,-3.67330622e-08,1.0941477e-08,-3.88650767e-09,-3.50535579e-10,1.10394539e-09,-6.23852157e-11,-2.01555531e-10,7.92559757e-11,6.50110684e-07,1.39880936e-07,5.55854809e-08,2.88764007e-08,4.46247714e-09,-1.7663624e-09,-6.43944273e-10,3.08338431e-10,1.13096784e-10,-1.13413526e-11
0.013,-3.99241599e-06,-7.16700106e-07,-7.94140082e-08,1.80604669e-08,-5.7735904e-09,-7.63364298e-10,1.81300728e-09,-1.2232631e-11,-3.38668714e-10,9.51548922e-11,1.02802838e-06,2.6514764e-07,1.08084366e-07,5.2327648e-08,7.66527778e-09,-2.96297808e-09,-1.08211189e-09,6.01310231e-10,1.92705439e-10,-6.34062595e-11
0.014,-6.05121792e-06,-1.16262033e-06,-1.56633354e-07,2.86570003e-08,-7.98605064e-09,-1.42733151e-09,2.85679265e-09,1.02396604e-10,-5.4711787e-10,1.01966007e-10,1.57069232e-06,4.74843531e-07,1.99090017e-07,9.15799268e-08,1.28355837e-08,-4.65564215e-09,-1.75219419e-09,1.06780414e-09,3.16544876e-10,-1.60176818e-10
0.015,-8.91066991e-06,-1.82573428e-06,-2.88631241e-07,4.39168539e-08,-1.01882322e-08,-2.42179066e-09,4.34035854e-09,3.17317004e-10,-8.54462217e-10,8.93098358e-11,2.32865678e-06,8.10995584e-07,3.50324562e-07,1.5550166e-07,2.10227721e-08,-6.91230102e-09,-2.74634005e-09,1.77095058e-09,5.04153815e-10,-3.23610717e-10
0.016,-1.27943795e-05,-2.78695399e-06,-5.04152596e-07,6.52296523e-08,-1.1699365e-08,-3.82493191e-09,6.38287974e-09,6.7723691e-10,-1.29596625e-09,4.39599482e-11,3.36180547e-06,1.33042709e-06,5.92692995e-07,2.57057764e-07,3.37680056e-08,-9.74629961e-09,-4.18101912e-09,2.78406667e-09,7.8162264e-10,-5.79804349e-10
0.017,-1.79669474e-05,-4.14948334e-06,-8.42894926e-07,9.41387291e-08,-1.13291532e-08,-5.70395946e-09,9.11196105e-09,1.23932606e-09,-1.91511992e-09,-5.30416737e-11,4.73973938e-06,2.10809847e-06,9.69042148e-07,4.14805314e-07,5.33083477e-08,-1.30742025e-08,-6.19934986e-09,4.19046966e-09,1.18369738e-09,-9.62773892e-10
0.018,-2.47379594e-05,-6.04318317e-06,-1.35839843e-06,1.32231869e-07,-7.17107834e-09,-8.0957685e-09,1.26564299e-08,2.07063262e-09,-2.76488612e-09,-2.26079214e-10,6.54191517e-06,3.24079196e-06,1.53744458e-06,6.54789314e-07,8.28549694e-08,-1.66584725e-08,-8.97109771e-09,6.07896923e-09,1.75516444e-09,-1.50980387e-09
0.019,-3.34660282e-05,-8.62954728e-06,-2.12142578e-06,1.80953615e-07,3.65293127e-09,-1.09869441e-08,1.71338213e-08,3.25084145e-09,-3.90775702e-09,-5.04791654e-10,8.85747793e-06,4.85110972e-06,2.37505112e-06,1.01290057e-06,1.26967832e-07,-2.00308037e-08,-1.26918502e-08,8.54404509e-09,2.55331608e-09,-2.2665729e-09
0.02,-4.45628653e-05,-1.21073622e-05,-3.22388495e-06,2.413009e-07,2.52971631e-08,-1.42799537e-08,2.26359725e-08,4.86891373e-09,-5.41599945e-09,-9.28699259e-10,1.17847263e-05,7.09173572e-06,3.58255335e-06,1.53776735e-06,1.92052332e-07,-2.23881126e-08,-1.75774332e-08,1.16767833e-08,3.64980188e-09,-3.2810895e-09
0.021,-5.84973711e-05,-1.67191391e-05,-4.7833561e-06,3.13373695e-07,6.3552091e-08,-1.77586068e-08,2.92084471e-08,7.02242597e-09,-7.37098849e-09,-1.53879226e-09,1.54301465e-05,1.01499033e-05,5.28929332e-06,2.29424954e-06,2.87010884e-07,-2.24608743e-08,-2.38572929e-08,1.55648534e-08,5.13199674e-09,-4.60701728e-09
0.022,-7.57997279e-05,-2.27584028e-05,-6.9482912e-06,3.95722716e-07,1.26255929e-07,-2.10361253e-08,3.6827149e-08,9.81578358e-09,-9.86200294e-09,-2.39248556e-09,1.99069451e-05,1.42519853e-05,7.65905367e-06,3.36760816e-06,4.24082338e-07,-1.83357558e-08,-3.17610639e-08,2.02790726e-08,7.10642002e-09,-6.30069754e-09
0.023,-9.70654853e-05,-3.05779447e-05,-9.9039655e-06,4.84453888e-07,2.23761122e-07,-2.35024064e-08,4.53691031e-08,1.33507094e-08,-1.29842083e-08,-3.54197805e-09,2.5333013e-05,1.96681172e-05,1.08965542e-05,4.86842605e-06,6.19914929e-07,-7.23789128e-09,-4.1502919e-08,2.58712594e-08,9.69601599e-09,-8.4160752e-09
0.024,-0.000122959622,-4.0599133e-05,-1.38792691e-05,5.72005816e-07,3.69446072e-07,-2.42549994e-08,5.45785701e-08,1.77298564e-08,-1.68367481e-08,-5.06241802e-09,3.18282425e-05,2.67167344e-05,1.52546741e-05,6.93834714e-06,8.96912337e-07,1.47579048e-08,-5.3259535e-08,3.23584505e-08,1.30474365e-08,-1.10133415e-08
0.025,-0.000154220576,-5.33223964e-05,-1.91544397e-05,6.45545559e-07,5.80268681e-07,-2.2026581e-08,6.40287183e-08,2.30328093e-08,-2.15176529e-08,-7.01571215e-09,3.95111223e-05,3.57688965e-05,2.10424065e-05,9.75671446e-06,1.28491221e-06,5.30737674e-08,-6.71413637e-08,3.97119817e-08,1.73197275e-08,-1.4137817e-08
0.026,-0.000191664217,-6.93389727e-05,-2.60698478e-05,6.84869632e-07,8.77344721e-07,-1.51062652e-08,7.30763956e-08,2.93290411e-08,-2.71241797e-08,-9.48984837e-09,4.8494526e-05,4.72522428e-05,2.86335424e-05,1.35481584e-05,1.82324283e-06,1.1507677e-07,-8.31641247e-08,4.78432518e-08,2.26984427e-08,-1.78474738e-08
0.027,-0.000236187746,-8.93440424e-05,-3.50359606e-05,6.59732536e-07,1.28653454e-06,-1.25325169e-09,8.08132851e-08,3.66330567e-08,-3.37411148e-08,-1.25561283e-08,5.88806107e-05,6.1654404e-05,3.84760591e-05,1.85912191e-05,2.56322934e-06,2.10612511e-07,-1.01201803e-07,5.65751939e-08,2.9371176e-08,-2.21704549e-08
0.028,-0.000288773479,-0.00011415132,-4.65446223e-05,5.26459968e-07,1.83901289e-06,2.23717773e-08,8.60100538e-08,4.49297681e-08,-4.14492083e-08,-1.63048042e-08,7.07547315e-05,7.95256822e-05,5.1102178e-05,2.52280269e-05,3.57120281e-06,3.52670976e-07,-1.20957253e-07,6.56325143e-08,3.75500735e-08,-2.71561934e-08
0.029,-0.000350492494,-0.000144709215,-6.11818021e-05,2.23734702e-07,2.57178517e-06,5.92883039e-08,8.70539778e-08,5.41048047e-08,-5.03009024e-08,-2.08207585e-08,8.41782779e-05,0.000101480765,6.71390203e-05,3.38751223e-05,4.93208857e-06,5.58180282e-07,-1.41891079e-07,7.45864079e-08,4.74324795e-08,-3.28082651e-08
0.03,-0.000422508045,-0.000182118606,-7.96419759e-05,-3.32614754e-07,3.52811461e-06,1.13717004e-07,8.18860758e-08,6.39825014e-08,-6.0345916e-08,-2.61794635e-08,9.91803321e-05,0.000128199254,8.73197777e-05,4.50354033e-05,6.75364075e-06,8.48960208e-07,-1.63199858e-07,8.28481458e-08,5.92284947e-08,-3.91647499e-08
0.031,-0.000506078729,-0.000227652306,-0.000102744315,-1.2559815e-06,4.75779792e-06,1.90621282e-07,6.79203273e-08,7.42361785e-08,-7.15857291e-08,-3.24895607e-08,0.000115748039,0.000160424709,0.000112495264,5.93112613e-05,9.17138787e-06,1.2528592e-06,-1.83717031e-07,8.95764454e-08,7.3111107e-08,-4.62004817e-08
0.032,-0.000602561237,-0.000282776235,-0.000131450876,-2.69670835e-06,6.31723818e-06,2.9560616e-07,4.19815681e-08,8.44157643e-08,-8.40282135e-08,-3.9806506e-08,0.000133815588,0.000198961965,0.000143645701,7.74188761e-05,1.23543847e-05,1.80509271e-06,-2.01907506e-07,9.36893229e-08,8.92377471e-08,-5.39272504e-08
0.033,-0.000713412632,-0.000349172331,-0.000166886973,-4.85139582e-06,8.26923357e-06,4.34853529e-07,2.06895594e-10,9.38744774e-08,-9.76058413e-08,-4.82659542e-08,0.000153251641,0.000244672349,0.000181892511,0.000100203674,1.65117952e-05,2.54981829e-06,-2.15741529e-07,9.36995987e-08,1.07702732e-07,-6.23072819e-08
0.034,-0.000840191963,-0.000428763117,-0.000210363941,-7.97396934e-06,1.06823983e-05,6.14835941e-07,-6.20022407e-08,1.01783091e-07,-1.12279911e-07,-5.7879445e-08,0.000173845177,0.000298466503,0.000228509894,0.000128656845,2.1900448e-05,3.54191127e-06,-2.22716576e-07,8.77216451e-08,1.28529903e-07,-7.13465623e-08
0.035,-0.000984561095,-0.000523737891,-0.00026340448,-1.23888512e-05,1.36301232e-05,8.42043003e-07,-1.50092402e-07,1.07090572e-07,-1.27894558e-07,-6.88214603e-08,0.000195289562,0.000361294375,0.000284935861,0.000163932919,2.88333237e-05,4.84909332e-06,-2.19706762e-07,7.32601419e-08,1.51656395e-07,-8.09948226e-08
0.036,-0.00114828448,-0.000636580381,-0.000327770773,-1.85063859e-05,1.71889407e-05,1.12238444e-06,-2.70376799e-07,1.08502348e-07,-1.44373001e-07,-8.10582253e-08,0.000217164829,0.000434132089,0.000352782376,0.000207368218,3.76891777e-05,6.55424163e-06,-2.0301608e-07,4.71879972e-08,1.76855731e-07,-9.12769466e-08
0.037,-0.00133322769,-0.000770097716,-0.000405495559,-2.68409744e-05,2.14362224e-05,1.4605694e-06,-4.30136617e-07,1.04523317e-07,-1.61439321e-07,-9.48334625e-08,0.000238918019,0.000517965164,0.000433844194,0.000260500094,4.89231555e-05,8.75817259e-06,-1.68214151e-07,5.50620103e-09,2.03799575e-07,-1.02089996e-07
0.038,-0.00154135441,-0.000927450445,-0.000498916305,-3.8032015e-05,2.64469801e-05,1.85906224e-06,-6.37594948e-07,9.34008822e-08,-1.79005746e-07,-1.10062263e-07,0.000259841595,0.000613767793,0.000530105875,0.000325086751,6.30786883e-05,1.15825633e-05,-1.10218376e-07,-5.67577599e-08,2.31846924e-07,-1.13557805e-07
0.039,-0.00177472153,-0.00111218326,-0.000610712626,-5.28682244e-05,3.22897581e-05,2.31694366e-06,-9.0196338e-07,7.33044142e-08,-1.96614156e-07,-1.27106079e-07,0.000279049831,0.000722477575,0.000643746458,0.000403127361,8.08003847e-05,1.51734558e-05,-2.31331618e-08,-1.45799469e-07,2.60257061e-07,-1.25442217e-07
0.04,-0.00203547206,-0.0013282561,-0.000743947008,-7.23153767e-05,3.90212686e-05,2.82824718e-06,-1.233345e-06,4.22386368e-08,-2.14212068e-07,-1.45818766e-07,0.000295453298,0.000844965462,0.000777141107,0.000496882344,0.000102848311,1.97048887e-05,9.96549825e-08,-2.69224552e-07,2.87748757e-07,-1.38103115e-07
0.041,-0.00232582548,-0.00158007495,-0.000902108935,-9.7548104e-05,4.66798162e-05,3.38012098e-06,-1.64268173e-06,-1.5486823e-09,-2.31046215e-07,-1.66747213e-07,0.000307731384,0.000982000235,0.000932859076,0.000608893166,0.000130113189,2.5383102e-05,2.65608253e-07,-4.36379822e-07,3.12970876e-07,-1.51072996e-07
0.042,-0.00264806497,-0.00187252209,-0.00108916229,-0.000129985866,5.52770885e-05,3.95023995e-06,-2.1415203e-06,-5.98037984e-08,-2.47149554e-07,-1.89793088e-07,0.00031430309,0.00113420739,0.00111365714,0.000742001839,0.000163633033,3.24511091e-05,4.82965001e-07,-6.5835919e-07,3.33694548e-07,-1.64973357e-07
0.043,-0.00300452113,-0.00221098477,-0.00130959608,-0.000171333728,6.47883751e-05,4.50398881e-06,-2.74181058e-06,-1.33450636e-07,-2.612636e-07,-2.15818662e-07,0.000313295881,0.00130202177,0.0013224676,0.000899368926,0.000204610529,4.11935615e-05,7.60810096e-07,-9.48736886e-07,3.47696656e-07,-1.79059066e-07
0.044,-0.00339755181,-0.00260138168,-0.00156847803,-0.000223627794,7.51408619e-05,4.99088364e-06,-3.45534566e-06,-2.22824063e-07,-2.73484726e-07,-2.44678021e-07,0.000302513372,0.00148563361,0.00156237992,0.0010844902,0.000254431754,5.19421176e-05,1.10903614e-06,-1.32325987e-06,3.51367576e-07,-1.94469297e-07
0.045,-0.00382951743,-0.00305018604,-0.00187151101,-0.000289286111,8.61998026e-05,5.34060029e-06,-4.29348998e-06,-3.26315775e-07,-2.81707814e-07,-2.77595067e-07,0.000279401741,0.00168492784,0.00183661496,0.00130121069,0.000314685408,6.50808825e-05,1.53837378e-06,-1.80122601e-06,3.41295358e-07,-2.10325694e-07
0.046,-0.0043027515,-0.00356444451,-0.00222509154,-0.000371164932,9.77526414e-05,5.457987e-06,-5.26595116e-06,-4.40842412e-07,-2.8591979e-07,-3.14444293e-07,0.000241015525,0.00189941619,0.00214849062,0.00155373624,0.000387183193,8.10527662e-05,2.06047173e-06,-2.40418229e-06,3.11956471e-07,-2.28236157e-07
0.047,-0.00481952553,-0.00415179051,-0.0026363701,-0.000472620935,0.000109490337,5.2177112e-06,-6.38061463e-06,-5.59581205e-07,-2.82646161e-07,-3.56970632e-07,0.000183983109,0.00212816241,0.0025013778,0.00184664111,0.000473980275,0.000100365411,2.68788474e-06,-3.15854313e-06,2.58406935e-07,-2.47406062e-07
0.048,-0.00538200831,-0.00482045085,-0.00311331198,-0.000597579314,0.000120986731,4.45755104e-06,-7.64107603e-06,-6.72916127e-07,-2.71289445e-07,-4.05222683e-07,0.000104472468,0.00236969995,0.00289864525,0.00218487141,0.000577396607,0.000123598445,3.4344184e-06,-4.0925847e-06,1.72585301e-07,-2.69680722e-07
0.049,-0.00599221843,-0.00557924407,-0.00366475817,-0.000750608256,0.000131674386,2.97139511e-06,-9.04689261e-06,-7.64752735e-07,-2.46208252e-07,-4.61579638e-07,-1.84205336e-06,0.00262194334,0.00334359219,0.00257374332,0.000700037701,0.000151409923,4.31508145e-06,-5.24088591e-06,4.76994032e-08,-2.94834024e-07
0.05,-0.00665197062,-0.00643756901,-0.00430048464,-0.000936999465,0.000140818765,5.00568967e-07,-1.05890899e-05,-8.14244456e-07,-2.05270655e-07,-5.26311085e-07,-0.000139811631,0.00288209219,0.0038393671,0.00301893477,0.000844815866,0.000184544092,5.34694831e-06,-6.63902873e-06,-1.27498138e-07,-3.24781324e-07
0.051,-0.00736281397,-0.00740538236,-0.00503125835,-0.00116285564,0.000147488458,-3.27538452e-06,-1.22510997e-05,-7.90349627e-07,-1.39379327e-07,-6.02643835e-07,-0.000314841924,0.00314653049,0.00438887178,0.00352647115,0.00101497014,0.000223838905,6.549197e-06,-8.32976307e-06,-3.61740172e-07,-3.60235652e-07
0.052,-0.00812596399,-0.00849316191,-0.0058688887,-0.00143518236,0.000150524162,-8.7481489e-06,-1.40012881e-05,-6.53055579e-07,-4.32049208e-08,-6.89372704e-07,-0.000532918592,0.00341071918,0.00499464878,0.00410270024,0.00121408622,0.000270232326,7.94499311e-06,-1.03568323e-05,-6.69836028e-07,-4.04647765e-07
0.053,-0.00894222838,-0.00971185373,-0.00682627132,-0.001761986,0.000148503367,-1.63910579e-05,-1.57952526e-05,-3.45516986e-07,9.75305662e-08,-7.89094608e-07,-0.000800624384,0.00366908679,0.00565875297,0.00475426022,0.00144611435,0.000324770824,9.5617582e-06,-1.27716774e-05,-1.06199569e-06,-4.60642666e-07
0.054,-0.00981192421,-0.0110728041,-0.00791742409,-0.00215237778,0.000139703414,-2.67718062e-05,-1.75649918e-05,2.01509247e-07,2.93379907e-07,-9.00136802e-07,-0.00112515234,0.00391491738,0.00638260427,0.00548803631,0.00171538781,0.000388616412,1.14358227e-05,-1.5623686e-05,-1.55583448e-06,-5.31537096e-07
0.055,-0.0107347886,-0.012587672,-0.00915750918,-0.0026166833,0.000122061668,-4.05657636e-05,-1.92224988e-05,1.08098552e-06,5.65946335e-07,-1.02586818e-06,-0.00151430908,0.00414023858,0.00716682231,0.00631110779,0.00202663739,0.000463056663,1.36123377e-05,-1.89678645e-05,-2.16173328e-06,-6.20276198e-07
0.056,-0.0117098821,-0.0142683216,-0.0105628424,-0.00316655515,9.31331761e-05,-5.8569622e-05,-2.06450535e-05,2.4037094e-06,9.33605679e-07,-1.16402511e-06,-0.00197650895,0.00433571198,0.00801104156,0.00723068042,0.00238500729,0.00054950988,1.61543318e-05,-2.2853861e-05,-2.89836808e-06,-7.30313233e-07
0.057,-0.0127354868,-0.0161266923,-0.0121508817,-0.00381509102,5.00474699e-05,-8.17178843e-05,-2.16804818e-05,4.3133773e-06,1.42779824e-06,-1.31796506e-06,-0.00252075568,0.00449052703,0.00891370805,0.00825400731,0.00279606548,0.000649536679,1.91419488e-05,-2.7333159e-05,-3.77420277e-06,-8.65067729e-07
0.058,-0.0138089979,-0.018174646,-0.0139401966,-0.00457695184,-1.05387486e-05,-0.000111096708,-2.21286845e-05,6.97904666e-06,2.07749493e-06,-1.48355522e-06,-0.00315660949,0.0045923047,0.00987185703,0.00938829308,0.00326581663,0.000764842981,2.26884837e-05,-3.24471188e-05,-4.80559569e-06,-1.02939214e-06
0.059,-0.0149268142,-0.0204237884,-0.0159504097,-0.00546848401,-9.24866688e-05,-0.00014796415,-2.17488937e-05,1.06137328e-05,2.92646856e-06,-1.66275082e-06,-0.00389413847,0.00462700881,0.0108808741,0.0106405834,0.00380070854,0.000897293083,2.69385597e-05,-3.82322107e-05,-5.99585174e-06,-1.22692884e-06
0.06,-0.0160842229,-0.0228852667,-0.0182021107,-0.00650783873,-0.000200227168,-0.00019376332,-2.02382438e-05,1.54650037e-05,4.01678276e-06,-1.84909388e-06,-0.0047438491,0.00457887686,0.01193424,0.0120176376,0.00440764264,0.00104891084,3.20945729e-05,-4.47066683e-05,-7.35327468e-06,-1.46401912e-06
0.061,-0.0172752894,-0.0255695382,-0.0207167366,-0.00771509104,-0.000338807018,-0.000250145575,-1.72422701e-05,2.18380259e-05,5.40598509e-06,-2.04061299e-06,-0.00571659786,0.00443036277,0.013023263,0.0135257805,0.00509397744,0.00122189203,3.84127378e-05,-5.18747513e-05,-8.8718691e-06,-1.74486877e-06
0.062,-0.0184927424,-0.0284861214,-0.0235164162,-0.00911236106,-0.000513945726,-0.000318989556,-1.23323559e-05,3.00751711e-05,7.15034602e-06,-2.23805274e-06,-0.00682347961,0.00416211135,0.014136799,0.0151707446,0.00586753706,0.00141861019,4.62431896e-05,-5.97037764e-05,-1.05444631e-05,-2.07027228e-06
0.063,-0.0197278539,-0.0316433254,-0.0266237723,-0.0107239373,-0.000732081197,-0.000402437981,-5.01913979e-06,4.05786763e-05,9.32189604e-06,-2.44700125e-06,-0.00807570866,0.00375294574,0.0152609608,0.0169574834,0.00673661481,0.0016416294,5.60239746e-05,-6.81301673e-05,-1.23512719e-05,-2.44003548e-06
0.064,-0.0209703356,-0.035047952,-0.0300616755,-0.0125763826,-0.00100042749,-0.000502905596,5.27173906e-06,5.38027427e-05,1.19926375e-05,-2.67043771e-06,-0.00948446029,0.00317989476,0.0163788235,0.0188899666,0.00770997595,0.0018937004,6.83326168e-05,-7.70407274e-05,-1.42635329e-05,-2.8578045e-06
0.065,-0.0222082403,-0.0387049778,-0.0338529518,-0.0146986383,-0.00132701943,-0.000623121842,1.91806124e-05,7.02723053e-05,1.52497241e-05,-2.90970264e-06,-0.0110606949,0.00241824838,0.0174701353,0.0209709479,0.00879686599,0.00217777302,8.38812696e-05,-8.62741303e-05,-1.62442825e-05,-3.32740311e-06
0.066,-0.0234278785,-0.0426172245,-0.0380200338,-0.0171221167,-0.00172077388,-0.000766138255,3.7435241e-05,9.05775438e-05,1.91806565e-05,-3.16599035e-06,-0.0128149518,0.00144165847,0.0185110297,0.0232017175,0.01000701,0.00249699178,0.000103580602,-9.55963619e-05,-1.823608e-05,-3.85722977e-06
0.067,-0.024613751,-0.0467850122,-0.0425845588,-0.0198807816,-0.0021915322,-0.000935381917,6.08258697e-05,0.000115381137,2.38872693e-05,-3.43848111e-06,-0.0147571195,0.000222281588,0.0194737596,0.0255818252,0.0113506306,0.00285470924,0.000128539484,-0.000104696704,-2.01802913e-05,-4.45136484e-06
0.068,-0.0257485029,-0.0512058138,-0.0475669039,-0.0230112179,-0.00275012651,-0.00113466076,9.02191343e-05,0.000145422108,2.94708029e-05,-3.73074277e-06,-0.0168961825,-0.00126902916,0.0203264452,0.0281087881,0.0128384453,0.00325448004,0.000160138003,-0.000113158874,-2.198365e-05,-5.11923445e-06
0.069,-0.0268129007,-0.0558739057,-0.052985665,-0.0265526799,-0.00340842134,-0.00136823123,0.000126525901,0.000181502118,3.60463853e-05,-4.0485937e-06,-0.0192399456,-0.00306247625,0.0210328592,0.0307777674,0.0144816979,0.00370007409,0.000200034768,-0.000120452104,-2.35624497e-05,-5.8610809e-06
0.07,-0.0277858403,-0.0607800317,-0.0588570661,-0.0305471285,-0.00417938477,-0.00164080022,0.00017070361,0.000224508855,4.37267718e-05,-4.40153416e-06,-0.0217947434,-0.00518901871,0.0215522437,0.0335812321,0.0162921521,0.00419546884,0.000250242274,-0.000125898284,-2.478362e-05,-6.68712304e-06
0.071,-0.0286443811,-0.0659110886,-0.065194312,-0.0350392424,-0.00507712693,-0.00195761582,0.000223717259,0.000275362714,5.2641364e-05,-4.81669113e-06,-0.0245651382,-0.00768000267,0.0218391784,0.0365085941,0.0182821366,0.00474486377,0.000313143808,-0.00012865672,-2.55392537e-05,-7.59351103e-06
0.072,-0.0293637619,-0.071249848,-0.0720068296,-0.040076453,-0.00611696277,-0.00232451506,0.000286533103,0.000335024073,6.29209058e-05,-5.36188087e-06,-0.0275536232,-0.0105667394,0.0218434927,0.0395458399,0.0204645314,0.00535269555,0.000391567209,-0.000127663628,-2.56545648e-05,-8.57286696e-06
0.073,-0.0299174697,-0.0767746753,-0.0792994857,-0.0457088669,-0.00731550241,-0.00274799675,0.000360016864,0.000404463389,7.46846404e-05,-6.0763658e-06,-0.0307602926,-0.0138800201,0.0215102714,0.0426750876,0.0228528498,0.00602361604,0.000488837667,-0.000121663812,-2.49816521e-05,-9.64772265e-06
0.074,-0.030277464,-0.0824592921,-0.087071794,-0.0519891625,-0.00869075415,-0.00323517705,0.000444913423,0.000484784212,8.80465008e-05,-6.92988221e-06,-0.034182494,-0.0176496197,0.0207799623,0.0458741104,0.0254612237,0.00676241879,0.000608814641,-0.000109201284,-2.32961429e-05,-1.08967459e-05
0.075,-0.0304144234,-0.0882726386,-0.0953170387,-0.0589724415,-0.0102621707,-0.00379388526,0.00054178313,0.000577090301,0.000103134649,-7.87941692e-06,-0.037814467,-0.0219036593,0.0195885852,0.0491159032,0.0283045104,0.00757406198,0.000755967795,-8.85687051e-05,-2.04094673e-05,-1.23863314e-05
0.076,-0.0302979952,-0.0941787895,-0.104021351,-0.0667161147,-0.0120507742,-0.00443269926,0.000650941743,0.000682567025,0.000120081088,-8.86007788e-06,-0.0416470161,-0.0266679731,0.0178680579,0.0523682051,0.0313982941,0.00846363395,0.000935397104,-5.77628147e-05,-1.60406424e-05,-1.42048505e-05
