bet0_f,Bdens,Adens,Beam Ion Effective Temp(keV),n,gam,om_r,gam_var,om_r_var,tipo_inestabilidad,modo_m,pos_radial,diff_m
0.0127,0.7,6.0,0,2,0.0227993,51.74374268976,3.4909e-27,3.10089e-27,TAE,7,0.678,1
0.0127,0.7,6.0,20,2,0.0207268,68.0746222062,7.20212e-27,3.00251e-26,TAE,7,0.655,1
0.0127,0.7,6.0,40,2,0.0270426,203.4099198348,1.28462e-24,2.7384200000000002e-24,EAE,8,0.749,3
0.0127,0.7,8.0,0,2,0.0344934,52.84428031608,6.1017899999999995e-27,2.24715e-27,TAE,7,0.676,1
0.0127,0.7,8.0,20,2,0.0285966,70.6478216922,1.0185600000000001e-26,1.16912e-26,TAE,7,0.664,2
0.0127,0.7,8.0,40,2,0.0464595,195.8774631576,1.6225e-24,1.05772e-24,EAE,8,0.745,2
0.0127,0.7,10.0,0,2,0.045161,53.98518538422,1.85933e-27,1.71087e-27,TAE,7,0.676,1
0.0127,0.7,10.0,20,2,0.0354566,73.79324316179999,8.1781e-27,6.404489999999999e-27,TAE,7,0.668,1
0.0127,0.7,10.0,40,2,0.0631012,185.6476456206,3.39044e-25,1.3515600000000001e-24,TAE,7,0.716,1
0.0127,0.8,0.5,0,2,0.0118876,3.5474344046820003,3.59976e-09,1.53142e-09,Estable/Ruido,9,0.816,0
0.0127,0.8,0.5,20,2,0.0119543,3.25422762036,3.75136e-09,1.16637e-09,Estable/Ruido,9,0.816,0
0.0127,0.8,0.5,40,2,0.0119647,3.1654072520880003,4.00821e-09,1.10485e-09,Estable/Ruido,9,0.816,0
0.0127,0.8,2.0,0,2,0.0118923,3.466189679652,3.7592e-09,1.68552e-09,Estable/Ruido,9,0.816,0
0.0127,0.8,2.0,20,2,0.0119451,3.218022883536,4.64404e-09,1.46557e-09,Estable/Ruido,9,0.816,0
0.0127,0.8,2.0,40,2,0.0119543,3.139669259094,4.82414e-09,1.48278e-09,Estable/Ruido,9,0.816,0
0.0127,0.8,4.0,0,2,0.0118581,3.4686849033960003,2.86991e-09,5.97159e-10,Estable/Ruido,9,0.818,0
0.0127,0.8,4.0,20,2,0.0119332,3.245554318596,4.09662e-09,1.53299e-09,Estable/Ruido,9,0.816,0
0.0127,0.8,4.0,40,2,0.0119491,3.164117653278,4.70058e-09,1.45573e-09,Estable/Ruido,9,0.816,0
0.0127,0.8,6.0,0,2,0.0182521,49.654292710860005,4.5703600000000004e-26,1.01294e-25,TAE,8,0.753,1
0.0127,0.8,6.0,20,2,0.0117974,3.296100593814,1.58305e-07,3.12227e-07,Estable/Ruido,9,0.816,0
0.0127,0.8,6.0,40,2,0.034718,196.3333213416,4.0086e-24,4.0797800000000005e-24,EAE,9,0.811,3
0.0127,0.8,8.0,0,2,0.0281198,51.55720072236,8.32912e-27,5.99797e-27,TAE,9,0.81,1
0.0127,0.8,8.0,20,2,0.0179199,174.7094484582,1.18163e-19,6.20918e-19,TAE,8,0.793,1
0.0127,0.8,8.0,40,2,0.0662998,188.6461128072,3.3819e-24,8.36244e-25,EAE,9,0.811,2
0.0127,0.8,10.0,0,2,0.0372297,53.98032689568,1.3388e-26,2.1356700000000002e-26,TAE,9,0.811,1
0.0127,0.8,10.0,20,2,0.0445074,159.4519950024,2.0225700000000003e-24,3.9042599999999998e-25,TAE,8,0.789,1
0.0127,0.8,10.0,40,2,0.0913815,182.7709405542,2.39008e-25,4.96546e-25,EAE,9,0.812,2
0.0166,0.1,0.5,0,2,0.0118607,3.641941003986,3.53407e-09,1.5485e-09,Estable/Ruido,9,0.816,0
0.0166,0.1,0.5,20,2,0.0119472,3.29813396124,3.95445e-09,1.14789e-09,Estable/Ruido,9,0.816,0
0.0166,0.1,0.5,40,2,0.0119582,3.191475142452,4.14314e-09,1.11666e-09,Estable/Ruido,9,0.816,0
0.0166,0.1,2.0,0,2,0.0589188,84.225797628,1.3281799999999999e-27,1.09757e-27,BAE,7,0.128,0
0.0166,0.1,2.0,20,2,0.0633643,113.5878631848,2.86702e-27,2.31134e-27,TAE,7,0.203,1
0.0166,0.1,2.0,40,2,0.0574715,128.3912578968,2.2911e-27,2.3988899999999997e-27,TAE,6,0.2,1
0.0166,0.1,4.0,0,2,0.109133,89.0536956846,1.69162e-28,6.07854e-28,BAE,7,0.125,0
0.0166,0.1,4.0,20,2,0.0985269,113.172792312,1.0072499999999999e-27,9.417370000000001e-28,TAE,7,0.18,1
0.0166,0.1,4.0,40,2,0.0873224,130.7479247454,4.4273699999999994e-27,6.584979999999999e-27,TAE,7,0.204,1
0.0166,0.1,6.0,0,2,0.140737,94.089728991,2.9734900000000003e-28,1.53055e-28,BAE,7,0.112,0
0.0166,0.1,6.0,20,2,0.119525,117.1873433982,6.194840000000001e-28,2.627e-28,TAE,7,0.156,1
0.0166,0.1,6.0,40,2,0.100004,134.6179208022,1.7083499999999997e-27,5.4790299999999996e-27,TAE,7,0.186,1
0.0166,0.1,8.0,0,2,0.172782,99.3183023988,1.21569e-28,1.05251e-28,BAE,7,0.105,1
0.0166,0.1,8.0,20,2,0.13587,125.4725658924,5.9573900000000005e-28,3.12457e-28,TAE,7,0.136,1
0.0166,0.1,8.0,40,2,0.1049,140.845183521,1.62146e-27,2.9341099999999997e-27,TAE,7,0.167,1
0.0166,0.1,10.0,0,2,0.203709,102.1314272448,4.8459300000000004e-29,1.13748e-28,TAE,7,0.103,1
0.0166,0.1,10.0,20,2,0.155409,136.6800792714,4.0357299999999995e-28,6.45489e-28,TAE,7,0.123,1
0.0166,0.1,10.0,40,2,0.106563,150.6575309316,4.9615399999999996e-21,6.13783e-21,EAE,7,0.149,0
0.0166,0.2,0.5,0,2,0.0118571,3.643950378876,3.42568e-09,1.38771e-09,Estable/Ruido,9,0.816,0
0.0166,0.2,0.5,20,2,0.0119465,3.304318037394,3.82268e-09,1.16829e-09,Estable/Ruido,9,0.816,0
0.0166,0.2,0.5,40,2,0.0119594,3.198223043202,4.21618e-09,1.17455e-09,Estable/Ruido,9,0.816,0
0.0166,0.2,2.0,0,2,0.0469622,94.9030759614,1.90529e-10,3.05951e-10,BAE,7,0.195,0
0.0166,0.2,2.0,20,2,0.057264,113.7959984346,2.30295e-27,2.3658599999999998e-27,TAE,6,0.197,1
0.0166,0.2,2.0,40,2,0.0519678,127.9809855312,6.1043499999999996e-27,9.280869999999999e-27,TAE,6,0.201,1
0.0166,0.2,4.0,0,2,0.0896216,87.1780791828,6.64975e-28,7.769360000000001e-28,BAE,7,0.154,1
0.0166,0.2,4.0,20,2,0.0912813,111.9209817462,1.5609399999999999e-27,9.74963e-28,TAE,7,0.199,1
0.0166,0.2,4.0,40,2,0.0843818,129.0882410676,1.6035399999999998e-27,2.1856199999999998e-27,TAE,6,0.203,1
0.0166,0.2,6.0,0,2,0.117545,84.5652920124,2.24159e-28,4.92364e-28,BAE,7,0.172,1
0.0166,0.2,6.0,20,2,0.117846,110.4250471266,4.66756e-28,1.1336599999999999e-27,TAE,7,0.197,1
0.0166,0.2,6.0,40,2,0.109579,129.676658013,1.0366799999999999e-27,3.30287e-27,TAE,7,0.212,1
0.0166,0.2,8.0,0,2,0.142041,80.788866846,1.9188600000000002e-28,3.43034e-28,TAE,7,0.185,1
0.0166,0.2,8.0,20,2,0.142131,108.9453074688,7.90575e-28,7.16413e-28,TAE,7,0.197,1
0.0166,0.2,8.0,40,2,0.132865,130.3328538726,1.12357e-27,1.82742e-27,TAE,7,0.209,1
0.0166,0.2,10.0,0,2,0.165995,76.86728683679999,4.49075e-28,6.04844e-28,BAE,7,0.192,1
0.0166,0.2,10.0,20,2,0.165243,107.4469735956,5.3869300000000005e-28,2.78557e-28,TAE,7,0.199,1
0.0166,0.2,10.0,40,2,0.155204,130.98545085179998,6.48877e-28,2.73766e-27,TAE,7,0.206,1
0.0166,0.3,0.5,0,2,0.0118568,3.655550770032,3.73584e-09,1.43126e-09,Estable/Ruido,9,0.816,0
0.0166,0.3,0.5,20,2,0.0119501,3.311203895226,4.6889e-09,1.21833e-09,Estable/Ruido,9,0.816,0
0.0166,0.3,0.5,40,2,0.0119592,3.20135406915,4.15521e-09,1.16927e-09,Estable/Ruido,9,0.816,0
0.0166,0.3,2.0,0,2,0.0383836,96.8056840662,2.6485799999999997e-27,1.7722899999999997e-27,TAE,7,0.203,1
0.0166,0.3,2.0,20,2,0.0493452,114.0911066274,2.35218e-27,2.4002199999999998e-27,TAE,6,0.199,1
0.0166,0.3,2.0,40,2,0.0444915,127.4669454474,1.50832e-26,8.343e-27,TAE,6,0.201,1
0.0166,0.3,4.0,0,2,0.0646378,92.263297188,8.37893e-28,6.24661e-28,TAE,7,0.2,1
0.0166,0.3,4.0,20,2,0.0726847,112.4452186578,1.44086e-27,1.49514e-27,TAE,6,0.204,1
0.0166,0.3,4.0,40,2,0.0683821,128.13753682860002,4.1295599999999996e-27,1.70478e-27,TAE,6,0.209,1
0.0166,0.3,6.0,0,2,0.0765852,88.757387865,1.35869e-27,2.31435e-27,TAE,6,0.219,1
0.0166,0.3,6.0,20,2,0.0858644,109.942797153,1.1925799999999999e-27,1.3019699999999998e-27,TAE,6,0.22,1
0.0166,0.3,6.0,40,2,0.0834778,127.1466450918,2.7424099999999997e-27,2.21249e-27,BAE,7,0.234,0
0.0166,0.3,8.0,0,2,0.0918561,57.06036870468,2.6026399999999998e-27,3.4518499999999995e-27,BAE,6,0.308,0
0.0166,0.3,8.0,20,2,0.0924501,105.3176360256,1.95224e-27,1.67385e-27,BAE,6,0.241,0
0.0166,0.3,8.0,40,2,0.0939652,124.3491153942,1.26429e-27,2.1269599999999997e-27,BAE,6,0.241,0
0.0166,0.3,10.0,0,2,0.124274,57.64206774,3.80568e-27,1.4562699999999999e-27,BAE,6,0.298,0
0.0166,0.3,10.0,20,2,0.116851,82.87981635839999,1.75451e-27,1.46107e-27,BAE,6,0.296,0
0.0166,0.3,10.0,40,2,0.0978351,117.260520633,3.12115e-22,2.1973e-22,TAE,6,0.27,1
0.0166,0.4,0.5,0,2,0.011852,3.668452756266,3.4684e-09,1.46567e-09,Estable/Ruido,9,0.816,0
0.0166,0.4,0.5,20,2,0.0119448,3.305505667926,3.72026e-09,1.00406e-09,Estable/Ruido,9,0.816,0
0.0166,0.4,0.5,40,2,0.0119603,3.206506466256,4.21768e-09,1.1723e-09,Estable/Ruido,9,0.816,0
0.0166,0.4,2.0,0,2,0.0277978,98.9938033494,3.33999e-27,2.8222099999999997e-27,TAE,6,0.198,1
0.0166,0.4,2.0,20,2,0.0399858,114.3778174326,5.81477e-27,4.38739e-27,TAE,6,0.199,1
0.0166,0.4,2.0,40,2,0.0353913,126.7363727262,1.4930100000000001e-19,3.9237799999999997e-20,TAE,6,0.202,1
0.0166,0.4,4.0,0,2,0.0472708,42.26771065254,9.017230000000001e-28,1.66004e-27,BAE,6,0.388,0
0.0166,0.4,4.0,20,2,0.0536098,53.7873669249,1.84073e-27,4.5658799999999996e-27,BAE,6,0.393,0
0.0166,0.4,4.0,40,2,0.053963,62.7140898504,2.69778e-27,3.9434099999999994e-27,BAE,6,0.397,0
0.0166,0.4,6.0,0,2,0.0740237,42.30621867282,2.4663199999999997e-27,3.1900000000000004e-27,BAE,6,0.395,0
0.0166,0.4,6.0,20,2,0.0780191,56.340832550040005,3.0572099999999997e-27,2.61308e-27,BAE,6,0.395,0
0.0166,0.4,6.0,40,2,0.0768782,66.8689972722,3.87609e-27,1.7951199999999998e-27,BAE,6,0.397,0
0.0166,0.4,8.0,0,2,0.098965,42.03714238158,3.53492e-27,2.9237499999999998e-27,BAE,6,0.397,0
0.0166,0.4,8.0,20,2,0.100751,58.34007059358,4.55943e-27,1.0241e-26,BAE,6,0.397,0
0.0166,0.4,8.0,40,2,0.0981982,70.4276901744,1.48051e-27,2.88135e-27,BAE,6,0.397,0
0.0166,0.4,10.0,0,2,0.121082,41.86265666352,4.94469e-27,2.6361e-27,BAE,6,0.398,0
0.0166,0.4,10.0,20,2,0.121066,60.0155293638,6.1557899999999996e-27,3.65852e-27,BAE,6,0.398,0
0.0166,0.4,10.0,40,2,0.117343,73.4957357154,2.46169e-27,1.8000199999999998e-27,BAE,6,0.398,0
0.0166,0.6,0.5,0,2,0.0118459,3.688978370814,3.56578e-09,1.48601e-09,Estable/Ruido,9,0.816,0
0.0166,0.6,0.5,20,2,0.0119435,3.32587533099,3.82481e-09,1.16898e-09,Estable/Ruido,9,0.816,0
0.0166,0.6,0.5,40,2,0.0119616,3.214124096436,4.31066e-09,1.18184e-09,Estable/Ruido,9,0.816,0
0.0166,0.6,2.0,0,2,0.0121455,11.32951542456,7.98278e-07,0.000400588,Estable/Ruido,9,0.816,0
0.0166,0.6,2.0,20,2,0.0197592,48.522684750420005,2.95885e-16,1.14025e-16,BAE,6,0.405,0
0.0166,0.6,2.0,40,2,0.0217107,55.67983818324,9.567449999999999e-27,4.76992e-27,BAE,6,0.412,0
0.0166,0.6,4.0,0,2,0.0249682,37.68969485838,2.11903e-27,3.99063e-27,RSAE,6,0.491,0
0.0166,0.6,4.0,20,2,0.0317207,49.447896919920005,4.50459e-27,2.8602e-27,RSAE,6,0.478,0
0.0166,0.6,4.0,40,2,0.0324412,57.739657380180006,5.80188e-27,5.55986e-27,RSAE,6,0.47,0
0.0166,0.6,6.0,0,2,0.0401817,52.77176287602,1.71412e-27,3.371e-27,BAE,6,0.559,1
0.0166,0.6,6.0,20,2,0.0387238,69.4727872416,3.68373e-19,7.251600000000003e-19,TAE,6,0.564,1
0.0166,0.6,6.0,40,2,0.033777,60.6747242904,4.1695199999999995e-27,5.9206399999999994e-27,BAE,6,0.498,0
0.0166,0.6,8.0,0,2,0.0613788,52.40407726182,1.8585199999999997e-27,2.10798e-27,BAE,6,0.555,1
0.0166,0.6,8.0,20,2,0.058191,72.6817889316,2.78073e-27,3.71257e-27,TAE,6,0.561,1
0.0166,0.6,8.0,40,2,0.0392048,83.8491148128,1.3550199999999999e-20,7.40818e-21,BAE,6,0.56,0
0.0166,0.6,10.0,0,2,0.0805529,52.29179219334,1.05048e-27,1.4784099999999999e-27,BAE,6,0.559,1
0.0166,0.6,10.0,20,2,0.0770565,76.7653185588,4.0201799999999996e-27,3.82563e-27,TAE,6,0.563,1
0.0166,0.6,10.0,40,2,0.0527206,138.2671855278,1.13154e-10,9.55409e-11,TAE,7,0.603,1
0.0166,0.7,0.5,0,2,0.0118427,3.699127213542,3.49791e-09,1.46778e-09,Estable/Ruido,9,0.816,0
0.0166,0.7,0.5,20,2,0.0119407,3.360280627614,3.37873e-09,1.65151e-09,Estable/Ruido,9,0.817,0
0.0166,0.7,0.5,40,2,0.01196,3.213296353944,3.97476e-09,1.10141e-09,Estable/Ruido,9,0.816,0
0.0166,0.7,2.0,0,2,0.0118739,3.516927895158,3.44756e-09,1.70851e-09,Estable/Ruido,9,0.816,0
0.0166,0.7,2.0,20,2,0.0138764,47.3057833245,1.05283e-15,1.59616e-15,BAE,6,0.411,0
0.0166,0.7,2.0,40,2,0.0160195,54.2618193243,7.1335e-23,3.60215e-24,BAE,6,0.417,0
0.0166,0.7,4.0,0,2,0.0163466,51.11315886234,1.43973e-26,4.61401e-26,BAE,8,0.735,0
0.0166,0.7,4.0,20,2,0.0175263,67.2348834462,9.10368e-22,6.6108e-22,TAE,7,0.647,1
0.0166,0.7,4.0,40,2,0.019204,205.8553590666,5.90569e-11,3.10911e-11,EAE,8,0.753,3
0.0166,0.7,6.0,0,2,0.0336164,52.85333749842,2.07883e-27,3.56688e-27,TAE,7,0.673,1
0.0166,0.7,6.0,20,2,0.0298933,70.6454224386,6.661289999999999e-27,6.4448699999999996e-27,TAE,7,0.659,1
0.0166,0.7,6.0,40,2,0.0493398,196.630828788,2.6764e-24,1.2837300000000001e-24,EAE,8,0.748,2
0.0166,0.7,8.0,0,2,0.049274,54.40679422308,3.6445299999999995e-27,4.08881e-27,TAE,7,0.674,1
0.0166,0.7,8.0,20,2,0.0403858,75.222598494,7.376200000000001e-27,7.674139999999999e-27,BAE,7,0.665,0
0.0166,0.7,8.0,40,2,0.0739383,184.0881307806,8.36284e-26,2.6576399999999997e-25,EAE,8,0.728,2
0.0166,0.7,10.0,0,2,0.0646284,56.04860346156,1.76086e-27,1.588e-27,TAE,7,0.675,1
0.0166,0.7,10.0,20,2,0.0698175,137.3710643082,0.00016145,0.000788351,Estable/Ruido,7,0.71,1
0.0166,0.7,10.0,40,2,0.0965469,172.2742060542,1.42936e-25,9.9751e-26,EAE,8,0.716,2
0.0166,0.8,0.5,0,2,0.0118396,3.710247753978,3.50599e-09,1.4791e-09,Estable/Ruido,9,0.816,0
0.0166,0.8,0.5,20,2,0.0119449,3.333906832416,3.72034e-09,1.14998e-09,Estable/Ruido,9,0.816,0
0.0166,0.8,0.5,40,2,0.0119589,3.217045187694,4.01419e-09,1.11998e-09,Estable/Ruido,9,0.816,0
0.0166,0.8,2.0,0,2,0.0118466,3.58679415999,6.27739e-09,3.09388e-09,Estable/Ruido,9,0.814,0
0.0166,0.8,2.0,20,2,0.0119366,3.284194297824,4.48053e-09,1.44864e-09,Estable/Ruido,9,0.816,0
0.0166,0.8,2.0,40,2,0.0119824,3.205558761084,5.04336e-08,2.94421e-08,Estable/Ruido,9,0.816,0
0.0166,0.8,4.0,0,2,0.0127454,48.92491961646,1.53536e-11,1.48133e-11,TAE,8,0.743,1
0.0166,0.8,4.0,20,2,0.0119253,3.352123165374,4.05332e-09,2.31286e-09,Estable/Ruido,9,0.816,0
0.0166,0.8,4.0,40,2,0.0163071,200.928491799,2.14379e-06,1.97037e-06,EAE,8,0.75,4
0.0166,0.8,6.0,0,2,0.0272866,51.24265857540001,3.8552e-26,2.31267e-26,TAE,9,0.809,1
0.0166,0.8,6.0,20,2,0.0154816,65.8679087076,4.65635e-12,4.90347e-12,TAE,8,0.747,1
0.0166,0.8,6.0,40,2,0.0613486,189.2813151978,8.546e-25,1.4137300000000001e-24,EAE,9,0.811,2
0.0166,0.8,8.0,0,2,0.0406418,54.48800895744,1.07147e-26,6.10822e-27,TAE,9,0.811,1
0.0166,0.8,8.0,20,2,0.0493364,157.052141589,1.41894e-24,1.18347e-24,TAE,8,0.789,1
0.0166,0.8,8.0,40,2,0.0975615,180.726776487,1.02765e-24,3.7816099999999997e-25,EAE,9,0.813,2
0.0166,0.8,10.0,0,2,0.0542517,58.77307588704,8.785300000000001e-27,4.49487e-27,TAE,9,0.812,1
0.0166,0.8,10.0,20,2,0.0849435,148.0063557036,1.1655699999999999e-25,1.39214e-25,EAE,9,0.8,2
0.0166,0.8,10.0,40,2,0.126183,173.7737395542,6.67947e-25,1.3728e-24,EAE,9,0.813,2
0.0205,0.1,0.5,0,2,0.0118135,3.785110464432,3.36068e-09,1.47585e-09,Estable/Ruido,9,0.816,0
0.0205,0.1,0.5,20,2,0.0124744,57.6426675534,2.17213e-07,0.00747015,Estable/Ruido,9,0.816,1
0.0205,0.1,0.5,40,2,0.0119534,3.23851250928,4.16549e-09,1.16402e-09,Estable/Ruido,9,0.816,0
0.0205,0.1,2.0,0,2,0.0754446,86.574067089,1.33873e-27,2.9874400000000002e-28,BAE,7,0.13,0
0.0205,0.1,2.0,20,2,0.0748406,112.701938793,6.273880000000001e-28,1.3780599999999999e-27,TAE,7,0.198,1
0.0205,0.1,2.0,40,2,0.068382,128.558006022,8.86004e-27,1.97336e-27,TAE,6,0.2,1
0.0205,0.1,4.0,0,2,0.129265,89.9138281002,3.3040800000000004e-28,2.8410400000000004e-28,BAE,7,0.124,1
0.0205,0.1,4.0,20,2,0.117547,113.5752671034,3.0485900000000003e-28,8.054950000000001e-28,TAE,7,0.171,1
0.0205,0.1,4.0,40,2,0.104074,131.7274200276,1.00815e-27,1.64298e-27,TAE,7,0.199,1
0.0205,0.1,6.0,0,2,0.168907,96.3456271884,6.32576e-29,7.89776e-29,BAE,7,0.109,1
0.0205,0.1,6.0,20,2,0.143827,120.517507395,2.49849e-28,1.01061e-27,TAE,7,0.148,1
0.0205,0.1,6.0,40,2,0.120523,137.9882722968,7.78936e-28,3.9393599999999995e-27,TAE,7,0.177,1
0.0205,0.1,8.0,0,2,0.210004,100.7512566114,3.06954e-29,9.632329999999999e-29,BAE,7,0.104,1
0.0205,0.1,8.0,20,2,0.167655,132.4130067438,3.7021e-28,4.81389e-28,TAE,7,0.129,1
0.0205,0.1,8.0,40,2,0.128707,148.4670123948,1.08929e-26,1.68419e-27,TAE,7,0.156,1
0.0205,0.1,10.0,0,2,0.247037,102.493114725,1.30796e-28,6.66302e-29,TAE,7,0.102,1
0.0205,0.1,10.0,20,2,0.198358,144.9173166936,2.10699e-28,1.02794e-28,TAE,7,0.117,1
0.0205,0.1,10.0,40,2,0.13666,164.99846951220002,1.10777e-27,1.65099e-27,EAE,7,0.139,0
0.0205,0.2,0.5,0,2,0.0118067,3.785038486824,3.58969e-09,1.24709e-09,Estable/Ruido,9,0.816,0
0.0205,0.2,0.5,20,2,0.0119341,3.392520597864,3.75845e-09,1.74594e-08,Estable/Ruido,9,0.816,0
0.0205,0.2,0.5,40,2,0.0119546,3.242993115378,4.12207e-09,1.13729e-09,Estable/Ruido,9,0.816,0
0.0205,0.2,2.0,0,2,0.0605029,85.0217500098,4.4322100000000015e-18,1.28969e-18,BAE,7,0.131,0
0.0205,0.2,2.0,20,2,0.0674633,112.9136729232,1.4407799999999999e-27,2.09371e-27,TAE,7,0.204,1
0.0205,0.2,2.0,40,2,0.0619598,128.096149704,2.17132e-27,3.0358199999999998e-27,TAE,6,0.202,1
0.0205,0.2,4.0,0,2,0.108589,85.83809604720001,3.04869e-28,4.07955e-28,BAE,7,0.157,1
0.0205,0.2,4.0,20,2,0.107776,110.761542444,1.10957e-27,1.12649e-27,TAE,7,0.196,1
0.0205,0.2,4.0,40,2,0.100082,129.0246608472,7.924650000000001e-28,1.3958899999999998e-27,TAE,7,0.213,1
0.0205,0.2,6.0,0,2,0.140504,81.3280990926,3.63904e-28,2.70889e-28,BAE,7,0.175,1
0.0205,0.2,6.0,20,2,0.139505,108.8517365784,3.3851e-28,4.823170000000001e-28,TAE,7,0.195,1
0.0205,0.2,6.0,40,2,0.130399,129.6010815246,2.01398e-27,3.60468e-27,TAE,7,0.21,1
0.0205,0.2,8.0,0,2,0.17081,76.0725340818,6.8138999999999985e-28,3.0448200000000004e-28,BAE,7,0.188,1
0.0205,0.2,8.0,20,2,0.169061,106.7655855732,3.33483e-28,3.3940700000000004e-28,TAE,7,0.197,1
0.0205,0.2,8.0,40,2,0.158921,130.2122913792,1.4944599999999999e-27,1.4632199999999999e-27,TAE,7,0.207,1
0.0205,0.2,10.0,0,2,0.200943,71.485761012,2.88287e-28,1.7951100000000001e-28,BAE,7,0.194,1
0.0205,0.2,10.0,20,2,0.197432,104.712424305,5.716420000000001e-28,8.0058100000000005e-28,TAE,7,0.199,1
0.0205,0.2,10.0,40,2,0.186492,130.6639508694,5.31634e-28,5.19024e-28,TAE,7,0.205,1
0.0205,0.3,0.5,0,2,0.0118054,3.80044769307,3.29658e-09,1.28998e-09,Estable/Ruido,9,0.816,0
0.0205,0.3,0.5,20,2,0.0119357,3.382965570402,3.76992e-09,1.21259e-09,Estable/Ruido,9,0.816,0
0.0205,0.3,0.5,40,2,0.0119544,3.245482340988,4.09807e-09,1.1127e-09,Estable/Ruido,9,0.816,0
0.0205,0.3,2.0,0,2,0.0478304,94.2780703986,9.20393e-26,1.79835e-26,BAE,7,0.194,0
0.0205,0.3,2.0,20,2,0.0581075,113.286756858,1.11248e-27,1.57188e-27,TAE,6,0.199,1
0.0205,0.3,2.0,40,2,0.0533201,127.5935060748,5.65208e-27,5.2741499999999994e-27,TAE,6,0.203,1
0.0205,0.3,4.0,0,2,0.0782921,89.375195667,1.4593699999999998e-27,5.79685e-28,TAE,7,0.196,1
0.0205,0.3,4.0,20,2,0.0853088,110.9042980332,6.88374e-28,9.307299999999999e-28,TAE,6,0.205,1
0.0205,0.3,4.0,40,2,0.081192,127.6115004768,2.87442e-27,2.30483e-27,TAE,6,0.211,1
0.0205,0.3,6.0,0,2,0.0905969,83.75734336260001,3.96175e-15,1.97003e-15,TAE,6,0.23,1
0.0205,0.3,6.0,20,2,0.100671,106.5976378212,1.23036e-27,1.60913e-27,TAE,6,0.228,1
0.0205,0.3,6.0,40,2,0.0991752,125.1312720678,1.2979199999999999e-27,1.7134899999999998e-27,TAE,6,0.231,1
0.0205,0.3,8.0,0,2,0.126673,56.2972860972,2.98324e-27,3.27672e-27,BAE,6,0.3,0
0.0205,0.3,8.0,20,2,0.11606,80.7504787884,3.76427e-27,7.60246e-27,BAE,6,0.301,0
0.0205,0.3,8.0,40,2,0.111143,118.5423218688,1.9443000000000002e-27,2.62002e-27,TAE,6,0.257,1
0.0205,0.3,10.0,0,2,0.161661,54.1154648547,1.2077800000000001e-26,3.4357799999999996e-27,BAE,6,0.295,0
0.0205,0.3,10.0,20,2,0.156333,80.920825794,2.62281e-27,3.23631e-27,BAE,6,0.295,0
0.0205,0.3,10.0,40,2,0.145423,103.410829227,3.2264799999999998e-27,3.57223e-27,BAE,6,0.294,0
0.0205,0.4,0.5,0,2,0.0118017,3.818825975646,3.43171e-09,1.41048e-09,Estable/Ruido,9,0.816,0
0.0205,0.4,0.5,20,2,0.0119346,3.389251614834,3.80905e-09,1.15502e-09,Estable/Ruido,9,0.816,0
0.0205,0.4,0.5,40,2,0.0119542,3.247863600186,3.9838e-09,1.06874e-09,Estable/Ruido,9,0.816,0
0.0205,0.4,2.0,0,2,0.0355992,96.6857213862,3.12061e-27,4.64299e-27,TAE,6,0.198,1
0.0205,0.4,2.0,20,2,0.0472208,113.6982288504,3.8073199999999995e-27,1.77678e-27,TAE,6,0.2,1
0.0205,0.4,2.0,40,2,0.0428787,126.9343111482,4.66748e-22,1.60334e-22,TAE,6,0.202,1
0.0205,0.4,4.0,0,2,0.0606338,42.20245095462,4.80551e-27,2.6599e-27,BAE,6,0.394,0
0.0205,0.4,4.0,20,2,0.0662911,55.1132544456,2.4539499999999997e-27,4.23462e-27,BAE,6,0.396,0
0.0205,0.4,4.0,40,2,0.0662594,64.9945803972,2.6017199999999998e-27,2.2347499999999997e-27,BAE,6,0.399,0
0.0205,0.4,6.0,0,2,0.0946126,41.71246338816,4.7553899999999995e-27,3.2809e-27,BAE,6,0.397,0
0.0205,0.4,6.0,20,2,0.0970991,57.71752426572,2.5315299999999998e-27,4.59139e-27,BAE,6,0.397,0
0.0205,0.4,6.0,40,2,0.0952236,69.6947181996,5.01989e-27,1.35016e-26,BAE,6,0.398,0
0.0205,0.4,8.0,0,2,0.125748,40.99418684166,4.1897000000000004e-27,4.047e-27,BAE,6,0.398,0
0.0205,0.4,8.0,20,2,0.12565,59.46646017744,2.8012e-27,4.4413199999999995e-27,BAE,6,0.398,0
0.0205,0.4,8.0,40,2,0.122314,73.3709745282,2.97412e-27,4.86003e-27,BAE,6,0.398,0
0.0205,0.4,10.0,0,2,0.152934,40.45459470702,8.00701e-27,1.11185e-27,BAE,6,0.398,0
0.0205,0.4,10.0,20,2,0.150928,60.749101152,2.9216599999999998e-27,3.64458e-27,BAE,6,0.398,0
0.0205,0.4,10.0,40,2,0.146562,76.2554771688,7.80917e-27,6.3082899999999996e-27,BAE,6,0.399,0
0.0205,0.6,0.5,0,2,0.0117916,3.849224518758,3.34875e-09,1.48475e-09,Estable/Ruido,9,0.816,0
0.0205,0.6,0.5,20,2,0.0119334,3.398374776648,3.73302e-09,1.11273e-09,Estable/Ruido,9,0.816,0
0.0205,0.6,0.5,40,2,0.011955,3.259050120096,4.0256e-09,1.10371e-09,Estable/Ruido,9,0.816,0
0.0205,0.6,2.0,0,2,0.015169,39.15695839746,1.66699e-13,3.76215e-13,BAE,6,0.392,0
