r,R  2/ 1,R  3/ 1,R  4/ 1,R  5/ 1,I  2/ 1,I  3/ 1,I  4/ 1,I  5/ 1
0.564,1.76177595e-06,4.25670906e-06,8.80470267e-05,6.35944517e-05,-3.0234312e-07,-1.35294079e-05,6.95188406e-06,1.43221377e-05
0.565,1.62714624e-06,4.26735012e-06,8.75587429e-05,6.325989e-05,-4.50167618e-07,-1.38915735e-05,7.33230165e-06,1.43597897e-05
0.566,1.49350614e-06,4.27377643e-06,8.70721862e-05,6.29284955e-05,-5.9831021e-07,-1.42562167e-05,7.71166964e-06,1.43982344e-05
0.567,1.36085255e-06,4.27594889e-06,8.65873238e-05,6.26002273e-05,-7.4677754e-07,-1.4623267e-05,8.08997078e-06,1.44374416e-05
0.568,1.22917979e-06,4.27382931e-06,8.61041207e-05,6.22750516e-05,-8.955698e-07,-1.49926543e-05,8.4671934e-06,1.44773829e-05
0.569,1.09848354e-06,4.26738037e-06,8.56225409e-05,6.195294e-05,-1.04468205e-06,-1.53643094e-05,8.84332936e-06,1.45180312e-05
0.57,9.68762232e-07,4.25656518e-06,8.51425496e-05,6.16338676e-05,-1.19410561e-06,-1.57381648e-05,9.21837322e-06,1.45593608e-05
0.571,8.40015446e-07,4.24134613e-06,8.4664112e-05,6.13178148e-05,-1.34382729e-06,-1.61141573e-05,9.59232433e-06,1.46013484e-05
0.572,7.12240732e-07,4.22168414e-06,8.41871931e-05,6.1004768e-05,-1.49382902e-06,-1.64922291e-05,9.96518954e-06,1.46439744e-05
0.573,5.85432333e-07,4.19754014e-06,8.37117593e-05,6.06947165e-05,-1.64408972e-06,-1.68723257e-05,1.03369817e-05,1.46872215e-05
0.574,4.59582005e-07,4.16887627e-06,8.323778e-05,6.03876492e-05,-1.79458822e-06,-1.72543943e-05,1.07077157e-05,1.47310729e-05
0.575,3.34680447e-07,4.13565623e-06,8.27652279e-05,6.00835513e-05,-1.94530663e-06,-1.76383807e-05,1.10774039e-05,1.47755107e-05
0.576,2.10719941e-07,4.09784496e-06,8.2294079e-05,5.97824017e-05,-2.0962326e-06,-1.80242278e-05,1.14460521e-05,1.48205146e-05
0.577,8.76956108e-08,4.05540779e-06,8.182431e-05,5.94841749e-05,-2.24735847e-06,-1.84118751e-05,1.1813658e-05,1.48660616e-05
0.578,-3.43959526e-08,4.00830991e-06,8.1355895e-05,5.91888447e-05,-2.39867857e-06,-1.88012578e-05,1.21802119e-05,1.49121278e-05
0.579,-1.55557239e-07,3.95651635e-06,8.08888044e-05,5.88963848e-05,-2.55018845e-06,-1.91923067e-05,1.25456969e-05,1.49586887e-05
0.58,-2.75788633e-07,3.89999254e-06,8.04230079e-05,5.8606766e-05,-2.70188661e-06,-1.95849461e-05,1.29100876e-05,1.50057174e-05
0.581,-3.9508864e-07,3.83870578e-06,7.99584775e-05,5.83199533e-05,-2.85377596e-06,-1.99790925e-05,1.32733507e-05,1.50531828e-05
0.582,-5.13455742e-07,3.77262654e-06,7.94951882e-05,5.80359075e-05,-3.00586214e-06,-2.03746542e-05,1.36354481e-05,1.51010505e-05
0.583,-6.30889564e-07,3.70172811e-06,7.90331175e-05,5.77545887e-05,-3.15814972e-06,-2.07715315e-05,1.39963422e-05,1.51492839e-05
0.584,-7.47392868e-07,3.62598602e-06,7.85722434e-05,5.74759619e-05,-3.31063693e-06,-2.1169619e-05,1.43560018e-05,1.51978467e-05
0.585,-8.62972871e-07,3.54537698e-06,7.81125408e-05,5.72000027e-05,-3.46331169e-06,-2.15688064e-05,1.47144041e-05,1.5246706e-05
0.586,-9.77638659e-07,3.45987775e-06,7.76539831e-05,5.6926696e-05,-3.61615314e-06,-2.19689785e-05,1.50715322e-05,1.5295831e-05
0.587,-1.09139834e-06,3.36946518e-06,7.71965448e-05,5.66560318e-05,-3.7691359e-06,-2.23700147e-05,1.54273709e-05,1.53451913e-05
0.588,-1.20425885e-06,3.2741163e-06,7.67402017e-05,5.63880033e-05,-3.92223213e-06,-2.27717886e-05,1.57819049e-05,1.5394756e-05
0.589,-1.31622688e-06,3.17380943e-06,7.6284931e-05,5.61226059e-05,-4.07541226e-06,-2.31741675e-05,1.61351184e-05,1.54444946e-05
0.59,-1.42730968e-06,3.06852597e-06,7.58307117e-05,5.58598348e-05,-4.22864559e-06,-2.35770119e-05,1.64869951e-05,1.54943759e-05
0.591,-1.53751557e-06,2.95825146e-06,7.53775239e-05,5.55996824e-05,-4.38190161e-06,-2.39801751e-05,1.68375155e-05,1.55443672e-05
0.592,-1.64685312e-06,2.84297607e-06,7.49253496e-05,5.53421353e-05,-4.53515335e-06,-2.43835022e-05,1.71866524e-05,1.55944327e-05
0.593,-1.75532867e-06,2.72269394e-06,7.44741744e-05,5.50871702e-05,-4.68838178e-06,-2.478683e-05,1.75343666e-05,1.56445306e-05
0.594,-1.86294586e-06,2.59740128e-06,7.40239856e-05,5.48347557e-05,-4.84157594e-06,-2.51899884e-05,1.78806054e-05,1.56946133e-05
0.595,-1.96970804e-06,2.46709545e-06,7.35747682e-05,5.45848585e-05,-4.99472818e-06,-2.55928018e-05,1.82253046e-05,1.57446305e-05
0.596,-2.07561952e-06,2.33177511e-06,7.31265029e-05,5.43374467e-05,-5.14782967e-06,-2.59950902e-05,1.85683926e-05,1.57945311e-05
0.597,-2.18068557e-06,2.1914411e-06,7.26791665e-05,5.40924909e-05,-5.30086815e-06,-2.63966692e-05,1.89097925e-05,1.58442637e-05
0.598,-2.28491211e-06,2.04609901e-06,7.22327348e-05,5.38499619e-05,-5.45382817e-06,-2.67973486e-05,1.92494256e-05,1.58937757e-05
0.599,-2.3883047e-06,1.89576088e-06,7.17871869e-05,5.3609828e-05,-5.60669232e-06,-2.71969318e-05,1.95872142e-05,1.59430128e-05
0.6,-2.49086805e-06,1.74044535e-06,7.13425053e-05,5.33720567e-05,-5.75944051e-06,-2.7595215e-05,1.99230856e-05,1.59919189e-05
0.601,-2.59260759e-06,1.58017688e-06,7.08986742e-05,5.31366189e-05,-5.91204594e-06,-2.7991989e-05,2.02569746e-05,1.60404392e-05
0.602,-2.69352975e-06,1.41498334e-06,7.04556746e-05,5.29034951e-05,-6.06447092e-06,-2.83870409e-05,2.05888227e-05,1.60885244e-05
0.603,-2.79363947e-06,1.24489482e-06,7.00134832e-05,5.26726754e-05,-6.21666765e-06,-2.87801548e-05,2.09185735e-05,1.61361294e-05
0.604,-2.89293837e-06,1.06994443e-06,6.95720738e-05,5.24441556e-05,-6.36858257e-06,-2.91711104e-05,2.12461665e-05,1.61832114e-05
0.605,-2.99142539e-06,8.90169376e-07,6.91314185e-05,5.22179329e-05,-6.52016047e-06,-2.95596822e-05,2.1571535e-05,1.62297273e-05
0.606,-3.0891026e-06,7.05613241e-07,6.8691492e-05,5.19939999e-05,-6.67135072e-06,-2.99456379e-05,2.1894608e-05,1.627563e-05
0.607,-3.1859832e-06,5.16328502e-07,6.82522764e-05,5.17723386e-05,-6.82211227e-06,-3.03287361e-05,2.22153133e-05,1.63208642e-05
0.608,-3.2820943e-06,3.22377187e-07,6.78137605e-05,5.15529198e-05,-6.972415e-06,-3.07087253e-05,2.2533577e-05,1.63653652e-05
0.609,-3.37747362e-06,1.23830856e-07,6.73759404e-05,5.13356997e-05,-7.12224174e-06,-3.10853433e-05,2.28493183e-05,1.64090566e-05
0.61,-3.47215323e-06,-7.92304604e-08,6.69388117e-05,5.11206243e-05,-7.2715822e-06,-3.14583169e-05,2.31624388e-05,1.64518529e-05
0.611,-3.56614147e-06,-2.86719568e-07,6.65023559e-05,5.09076409e-05,-7.42041701e-06,-3.18273653e-05,2.34728121e-05,1.64936702e-05
0.612,-3.65941815e-06,-4.98541956e-07,6.60665333e-05,5.06967062e-05,-7.56870556e-06,-3.21922023e-05,2.37802832e-05,1.65344341e-05
0.613,-3.75193743e-06,-7.14595551e-07,6.56312819e-05,5.04877917e-05,-7.71637979e-06,-3.25525371e-05,2.40846763e-05,1.65740839e-05
0.614,-3.84364514e-06,-9.34768493e-07,6.51965267e-05,5.02808787e-05,-7.86335114e-06,-3.29080742e-05,2.43858086e-05,1.66125681e-05
0.615,-3.93450213e-06,-1.15893562e-06,6.47621989e-05,5.00759445e-05,-8.00953032e-06,-3.32585087e-05,2.46835074e-05,1.66498315e-05
0.616,-4.02449211e-06,-1.38695644e-06,6.43282456e-05,4.98729542e-05,-8.15484075e-06,-3.36035242e-05,2.49776176e-05,1.66858054e-05
0.617,-4.11362077e-06,-1.61867457e-06,6.38946292e-05,4.96718596e-05,-8.2992204e-06,-3.39427933e-05,2.52680016e-05,1.6720407e-05
0.618,-4.20190755e-06,-1.85391963e-06,6.34613186e-05,4.94726079e-05,-8.44261311e-06,-3.42759817e-05,2.55545315e-05,1.67535467e-05
0.619,-4.28937011e-06,-2.09251083e-06,6.30282753e-05,4.92751509e-05,-8.58495571e-06,-3.46027537e-05,2.58370758e-05,1.67851383e-05
0.62,-4.37601635e-06,-2.33425856e-06,6.25954476e-05,4.90794478e-05,-8.72617392e-06,-3.49227759e-05,2.61154891e-05,1.68151016e-05
0.621,-4.4618433e-06,-2.57896436e-06,6.21627713e-05,4.88854604e-05,-8.86618639e-06,-3.52357177e-05,2.63896078e-05,1.68433607e-05
0.622,-4.54683748e-06,-2.82641891e-06,6.17301736e-05,4.86931462e-05,-9.00491072e-06,-3.55412505e-05,2.66592501e-05,1.68698388e-05
0.623,-4.63097818e-06,-3.07639804e-06,6.12975759e-05,4.85024521e-05,-9.142267e-06,-3.58390457e-05,2.69242201e-05,1.68944554e-05
0.624,-4.71424097e-06,-3.32866088e-06,6.08648949e-05,4.83133146e-05,-9.27817592e-06,-3.6128775e-05,2.71843105e-05,1.69171279e-05
0.625,-4.79659831e-06,-3.58294979e-06,6.04320407e-05,4.81256604e-05,-9.4125575e-06,-3.64101113e-05,2.74393044e-05,1.6937772e-05
0.626,-4.87802008e-06,-3.83899208e-06,5.99989189e-05,4.7939408e-05,-9.54533314e-06,-3.66827306e-05,2.76889759e-05,1.69563005e-05
0.627,-4.95847613e-06,-4.09650372e-06,5.95654299e-05,4.77544708e-05,-9.67642711e-06,-3.69463151e-05,2.79330906e-05,1.69726228e-05
0.628,-5.03793729e-06,-4.3551914e-06,5.91314685e-05,4.75707616e-05,-9.80576493e-06,-3.72005544e-05,2.81714097e-05,1.69866466e-05
0.629,-5.11637537e-06,-4.6147532e-06,5.86969221e-05,4.73881973e-05,-9.93326821e-06,-3.74451474e-05,2.84036943e-05,1.6998282e-05
0.63,-5.19376154e-06,-4.87487756e-06,5.82616682e-05,4.72067014e-05,-1.00588482e-05,-3.76798013e-05,2.86297082e-05,1.7007447e-05
0.631,-5.27006136e-06,-5.1352404e-06,5.78255747e-05,4.70262022e-05,-1.01824033e-05,-3.79042313e-05,2.88492198e-05,1.70140692e-05
0.632,-5.34523065e-06,-5.39550424e-06,5.73885018e-05,4.68466277e-05,-1.03038234e-05,-3.81181588e-05,2.90620012e-05,1.70180831e-05
0.633,-5.41921559e-06,-5.65531892e-06,5.6950303e-05,4.66679033e-05,-1.04229934e-05,-3.83213133e-05,2.92678258e-05,1.7019427e-05
0.634,-5.49195644e-06,-5.91432464e-06,5.65108251e-05,4.64899526e-05,-1.05397958e-05,-3.85134351e-05,2.9466466e-05,1.70180436e-05
0.635,-5.56339312e-06,-6.17215668e-06,5.60699077e-05,4.63126983e-05,-1.06541137e-05,-3.86942801e-05,2.96576907e-05,1.70138785e-05
0.636,-5.63346825e-06,-6.42844813e-06,5.56273833e-05,4.61360626e-05,-1.07658331e-05,-3.88636225e-05,2.98412628e-05,1.70068793e-05
0.637,-5.70212681e-06,-6.6828309e-06,5.5183079e-05,4.59599632e-05,-1.08748471e-05,-3.9021257e-05,3.00169363e-05,1.69969928e-05
0.638,-5.76931226e-06,-6.93493509e-06,5.47368181e-05,4.57843096e-05,-1.09810587e-05,-3.9166998e-05,3.01844564e-05,1.69841615e-05
0.639,-5.83496282e-06,-7.1843878e-06,5.42884197e-05,4.56090018e-05,-1.10843779e-05,-3.93006787e-05,3.03435605e-05,1.69683253e-05
0.64,-5.89901113e-06,-7.43081415e-06,5.38376974e-05,4.54339352e-05,-1.1184715e-05,-3.9422152e-05,3.04939814e-05,1.69494279e-05
0.641,-5.96138476e-06,-7.67383982e-06,5.33844591e-05,4.52590043e-05,-1.12819767e-05,-3.95312903e-05,3.06354503e-05,1.692742e-05
0.642,-6.02200874e-06,-7.91309476e-06,5.29285084e-05,4.50841067e-05,-1.13760662e-05,-3.96279867e-05,3.07677003e-05,1.690226e-05
0.643,-6.08080845e-06,-8.14821803e-06,5.24696467e-05,4.49091455e-05,-1.14668865e-05,-3.97121554e-05,3.0890469e-05,1.68739122e-05
0.644,-6.13771024e-06,-8.37886081e-06,5.20076759e-05,4.47340303e-05,-1.15543426e-05,-3.97837322e-05,3.10035014e-05,1.68423452e-05
0.645,-6.19264192e-06,-8.60468846e-06,5.15423983e-05,4.45586792e-05,-1.16383401e-05,-3.98426742e-05,3.1106551e-05,1.68075349e-05
0.646,-6.24553179e-06,-8.825381e-06,5.10736171e-05,4.438302e-05,-1.17187805e-05,-3.98889594e-05,3.11993803e-05,1.67694681e-05
0.647,-6.29630606e-06,-9.04063302e-06,5.06011371e-05,4.4206988e-05,-1.17955614e-05,-3.99225858e-05,3.128176e-05,1.67281432e-05
0.648,-6.34488808e-06,-9.25015501e-06,5.01247677e-05,4.40305236e-05,-1.18685793e-05,-3.99435711e-05,3.13534681e-05,1.6683567e-05
0.649,-6.39119963e-06,-9.45367548e-06,4.96443248e-05,4.38535704e-05,-1.19377337e-05,-3.99519537e-05,3.14142883e-05,1.66357518e-05
0.65,-6.43516433e-06,-9.65094455e-06,4.91596335e-05,4.36760751e-05,-1.20029304e-05,-3.99477946e-05,3.1464009e-05,1.65847134e-05
0.651,-6.4767116e-06,-9.84173767e-06,4.86705289e-05,4.34979886e-05,-1.2064083e-05,-3.9931179e-05,3.15024225e-05,1.65304706e-05
0.652,-6.51577851e-06,-1.00258575e-05,4.81768586e-05,4.33192663e-05,-1.21211138e-05,-3.99022172e-05,3.15293255e-05,1.64730459e-05
0.653,-6.55230915e-06,-1.02031344e-05,4.76784844e-05,4.31398663e-05,-1.21739552e-05,-3.98610435e-05,3.1544519e-05,1.64124623e-05
0.654,-6.58625228e-06,-1.03734258e-05,4.71752848e-05,4.29597488e-05,-1.22225501e-05,-3.98078143e-05,3.15478099e-05,1.63487421e-05
0.655,-6.61756009e-06,-1.05366159e-05,4.66671553e-05,4.27788784e-05,-1.22668478e-05,-3.97427053e-05,3.15390129e-05,1.62819105e-05
0.656,-6.64618851e-06,-1.06926169e-05,4.61540082e-05,4.25972278e-05,-1.23067991e-05,-3.96659105e-05,3.15179537e-05,1.62120001e-05
0.657,-6.67209829e-06,-1.0841371e-05,4.56357737e-05,4.24147826e-05,-1.23423534e-05,-3.95776394e-05,3.14844707e-05,1.61390548e-05
0.658,-6.69525711e-06,-1.09828509e-05,4.51124017e-05,4.22315416e-05,-1.23734599e-05,-3.94781163e-05,3.14384175e-05,1.60631294e-05
0.659,-6.71564041e-06,-1.11170609e-05,4.4583865e-05,4.2047517e-05,-1.24000714e-05,-3.9367578e-05,3.13796645e-05,1.59842852e-05
0.66,-6.73323183e-06,-1.12440357e-05,4.40501611e-05,4.18627325e-05,-1.24221465e-05,-3.92462739e-05,3.13080984e-05,1.59025884e-05
0.661,-6.74802369e-06,-1.13638398e-05,4.35113131e-05,4.16772224e-05,-1.24396485e-05,-3.91144655e-05,3.12236209e-05,1.58181112e-05
0.662,-6.76001646e-06,-1.14765659e-05,4.29673693e-05,4.14910314e-05,-1.24525434e-05,-3.89724272e-05,3.11261475e-05,1.57309335e-05
0.663,-6.76921847e-06,-1.15823337e-05,4.24184038e-05,4.13042124e-05,-1.24608011e-05,-3.88204466e-05,3.10156062e-05,1.56411422e-05
0.664,-6.77564607e-06,-1.16812888e-05,4.18645177e-05,4.11168243e-05,-1.2464398e-05,-3.86588241e-05,3.08919384e-05,1.55488283e-05
0.665,-6.77932433e-06,-1.17736009e-05,4.13058405e-05,4.09289299e-05,-1.24633206e-05,-3.84878732e-05,3.07550998e-05,1.54540828e-05
0.666,-6.78028849e-06,-1.18594627e-05,4.07425311e-05,4.07405952e-05,-1.24575663e-05,-3.83079193e-05,3.06050629e-05,1.53569963e-05
0.667,-6.77858472e-06,-1.19390883e-05,4.01747778e-05,4.05518895e-05,-1.24471432e-05,-3.8119299e-05,3.04418187e-05,1.52576608e-05
0.668,-6.77426958e-06,-1.20127112e-05,3.96027969e-05,4.03628864e-05,-1.24320685e-05,-3.7922359e-05,3.0265378e-05,1.51561711e-05
0.669,-6.76740845e-06,-1.20805823e-05,3.90268311e-05,4.01736643e-05,-1.24123676e-05,-3.77174551e-05,3.00757734e-05,1.50526249e-05
0.67,-6.75807393e-06,-1.21429682e-05,3.84471465e-05,3.99843071e-05,-1.2388073e-05,-3.75049508e-05,2.98730594e-05,1.4947124e-05
0.671,-6.74634489e-06,-1.22001484e-05,3.7864031e-05,3.9794905e-05,-1.23592219e-05,-3.72852163e-05,2.96573144e-05,1.48397763e-05
0.672,-6.73230617e-06,-1.22524136e-05,3.72777919e-05,3.9605555e-05,-1.23258557e-05,-3.7058626e-05,2.9428642e-05,1.47306972e-05
0.673,-6.71604866e-06,-1.23000617e-05,3.66887566e-05,3.94163589e-05,-1.22880211e-05,-3.68255566e-05,2.91871732e-05,1.46200096e-05
0.674,-6.69766891e-06,-1.23433951e-05,3.6097272e-05,3.9227421e-05,-1.22457719e-05,-3.65863851e-05,2.89330678e-05,1.45078401e-05
0.675,-6.67726855e-06,-1.23827178e-05,3.55037032e-05,3.90388463e-05,-1.21991712e-05,-3.63414888e-05,2.86665142e-05,1.43943172e-05
0.676,-6.65495384e-06,-1.24183338e-05,3.49084304e-05,3.88507392e-05,-1.21482908e-05,-3.60912464e-05,2.83877277e-05,1.42795715e-05
0.677,-6.63083488e-06,-1.24505456e-05,3.43118443e-05,3.86632036e-05,-1.20932094e-05,-3.58360405e-05,2.80969473e-05,1.41637364e-05
0.678,-6.60502476e-06,-1.24796539e-05,3.37143427e-05,3.84763424e-05,-1.20340121e-05,-3.55762581e-05,2.77944342e-05,1.40469491e-05
0.679,-6.57763869e-06,-1.25059543e-05,3.31163282e-05,3.82902559e-05,-1.1970792e-05,-3.531229e-05,2.74804719e-05,1.39293473e-05
0.68,-6.54879294e-06,-1.25297353e-05,3.25182073e-05,3.81050386e-05,-1.19036515e-05,-3.50445281e-05,2.71553679e-05,1.38110667e-05
0.681,-6.51860446e-06,-1.25512738e-05,3.19203907e-05,3.79207777e-05,-1.18327036e-05,-3.47733616e-05,2.68194555e-05,1.36922389e-05
0.682,-6.48719034e-06,-1.25708343e-05,3.13232912e-05,3.77375531e-05,-1.17580699e-05,-3.44991753e-05,2.64730935e-05,1.3572994e-05
0.683,-6.45466689e-06,-1.25886682e-05,3.07273194e-05,3.75554387e-05,-1.16798788e-05,-3.42223476e-05,2.61166653e-05,1.34534614e-05
0.684,-6.42114848e-06,-1.26050142e-05,3.01328777e-05,3.73745048e-05,-1.1598263e-05,-3.39432521e-05,2.5750575e-05,1.33337722e-05
0.685,-6.38674615e-06,-1.26200992e-05,2.95403554e-05,3.71948195e-05,-1.15133582e-05,-3.36622571e-05,2.53752447e-05,1.32140585e-05
0.686,-6.35156663e-06,-1.26341371e-05,2.89501253e-05,3.70164486e-05,-1.14253024e-05,-3.33797249e-05,2.49911128e-05,1.30944529e-05
0.687,-6.31571167e-06,-1.26473264e-05,2.83625432e-05,3.68394536e-05,-1.13342355e-05,-3.30960086e-05,2.45986333e-05,1.29750879e-05
0.688,-6.27927768e-06,-1.26598477e-05,2.77779487e-05,3.66638887e-05,-1.12403009e-05,-3.28114481e-05,2.41982777e-05,1.28560933e-05
0.689,-6.24235525e-06,-1.26718613e-05,2.71966656e-05,3.64897987e-05,-1.11436464e-05,-3.25263679e-05,2.37905335e-05,1.27375947e-05
0.69,-6.20502889e-06,-1.26835083e-05,2.66189995e-05,3.63172192e-05,-1.10444238e-05,-3.2241077e-05,2.33759025e-05,1.26197123e-05
0.691,-6.16737664e-06,-1.26949123e-05,2.60452333e-05,3.61461781e-05,-1.09427869e-05,-3.1955872e-05,2.29548952e-05,1.25025611e-05
0.692,-6.12946958e-06,-1.27061823e-05,2.54756222e-05,3.59766982e-05,-1.08388895e-05,-3.16710394e-05,2.25280245e-05,1.23862525e-05
0.693,-6.09137163e-06,-1.27174142e-05,2.49103913e-05,3.58087982e-05,-1.07328835e-05,-3.13868564e-05,2.2095803e-05,1.2270894e-05
0.694,-6.05313933e-06,-1.27286903e-05,2.43497374e-05,3.56424916e-05,-1.06249197e-05,-3.11035884e-05,2.16587414e-05,1.21565879e-05
0.695,-6.01482219e-06,-1.27400775e-05,2.37938322e-05,3.54777845e-05,-1.0515149e-05,-3.08214846e-05,2.12173502e-05,1.20434285e-05
0.696,-5.97646321e-06,-1.27516262e-05,2.32428266e-05,3.53146742e-05,-1.04037233e-05,-3.05407753e-05,2.07721405e-05,1.19315019e-05
0.697,-5.93809918e-06,-1.2763372e-05,2.2696851e-05,3.51531503e-05,-1.0290794e-05,-3.02616708e-05,2.03236213e-05,1.18208867e-05
0.698,-5.89976013e-06,-1.27753377e-05,2.21560131e-05,3.49931968e-05,-1.01765092e-05,-2.99843638e-05,1.98722953e-05,1.17116565e-05
0.699,-5.86146827e-06,-1.27875361e-05,2.16203943e-05,3.4834796e-05,-1.00610105e-05,-2.97090329e-05,1.94186524e-05,1.16038819e-05
0.7,-5.82323762e-06,-1.2799971e-05,2.10900488e-05,3.46779284e-05,-9.94443148e-06,-2.94358442e-05,1.89631672e-05,1.14976303e-05
0.701,-5.78507528e-06,-1.28126381e-05,2.05650054e-05,3.45225733e-05,-9.82689908e-06,-2.9164952e-05,1.85062975e-05,1.13929648e-05
0.702,-5.74698567e-06,-1.28255284e-05,2.0045272e-05,3.43687079e-05,-9.70853821e-06,-2.88964988e-05,1.80484864e-05,1.12899399e-05
0.703,-5.70897446e-06,-1.28386315e-05,1.95308398e-05,3.42163067e-05,-9.58947578e-06,-2.86306144e-05,1.7590164e-05,1.11885984e-05
0.704,-5.67104894e-06,-1.28519377e-05,1.90216857e-05,3.40653432e-05,-9.46984037e-06,-2.83674147e-05,1.71317463e-05,1.10889715e-05
0.705,-5.63321321e-06,-1.28654343e-05,1.85177724e-05,3.39157885e-05,-9.34975634e-06,-2.81069992e-05,1.66736344e-05,1.09910833e-05
0.706,-5.595459e-06,-1.28790948e-05,1.801905e-05,3.37676102e-05,-9.22933446e-06,-2.78494465e-05,1.62162129e-05,1.08949588e-05
0.707,-5.5577617e-06,-1.28928746e-05,1.75254566e-05,3.36207707e-05,-9.10866731e-06,-2.75948129e-05,1.57598491e-05,1.08006282e-05
0.708,-5.52008341e-06,-1.29067126e-05,1.70369205e-05,3.34752287e-05,-8.98783216e-06,-2.73431355e-05,1.53048923e-05,1.07081255e-05
0.709,-5.48238434e-06,-1.29205458e-05,1.65533609e-05,3.33309421e-05,-8.86690142e-06,-2.70944402e-05,1.48516742e-05,1.06174808e-05
0.71,-5.44463437e-06,-1.29343234e-05,1.60746898e-05,3.31878717e-05,-8.74595283e-06,-2.68487503e-05,1.44005083e-05,1.05287116e-05
0.711,-5.40681539e-06,-1.29480106e-05,1.56008135e-05,3.30459812e-05,-8.62507181e-06,-2.66060904e-05,1.39516906e-05,1.04418205e-05
0.712,-5.36891701e-06,-1.29615837e-05,1.51316338e-05,3.2905237e-05,-8.50434705e-06,-2.63664853e-05,1.35054986e-05,1.03567994e-05
0.713,-5.33092745e-06,-1.29750208e-05,1.46670473e-05,3.27656057e-05,-8.38386206e-06,-2.61299566e-05,1.30621913e-05,1.0273636e-05
0.714,-5.29282837e-06,-1.29882955e-05,1.42069457e-05,3.26270548e-05,-8.26368979e-06,-2.58965184e-05,1.26220083e-05,1.01923194e-05
0.715,-5.25459522e-06,-1.30013781e-05,1.37512162e-05,3.24895517e-05,-8.14389253e-06,-2.56661765e-05,1.21851711e-05,1.01128404e-05
0.716,-5.21620062e-06,-1.30142366e-05,1.32997448e-05,3.23530641e-05,-8.02452531e-06,-2.54389266e-05,1.17518862e-05,1.00351894e-05
0.717,-5.17761798e-06,-1.30268385e-05,1.28524207e-05,3.22175582e-05,-7.90564005e-06,-2.52147547e-05,1.13223487e-05,9.95935415e-06
0.718,-5.13882268e-06,-1.30391519e-05,1.24091375e-05,3.2083e-05,-7.78728699e-06,-2.49936373e-05,1.08967438e-05,9.88531914e-06
0.719,-5.0997916e-06,-1.30511455e-05,1.1969791e-05,3.19493555e-05,-7.66951406e-06,-2.47755446e-05,1.04752458e-05,9.81306681e-06
0.72,-5.06050181e-06,-1.30627915e-05,1.15342751e-05,3.18165937e-05,-7.55236505e-06,-2.45604432e-05,1.00580146e-05,9.74257809e-06
0.721,-5.02092966e-06,-1.3074066e-05,1.11024783e-05,3.16846873e-05,-7.43587883e-06,-2.43482986e-05,9.64519448e-06,9.67383231e-06
0.722,-4.9810508e-06,-1.30849493e-05,1.06742851e-05,3.15536116e-05,-7.32009006e-06,-2.41390755e-05,9.23691556e-06,9.60680659e-06
0.723,-4.94084109e-06,-1.30954227e-05,1.02495803e-05,3.14233422e-05,-7.20503084e-06,-2.39327365e-05,8.83329756e-06,9.5414756e-06
0.724,-4.90027778e-06,-1.31054672e-05,9.82825431e-06,3.12938528e-05,-7.09073232e-06,-2.37292404e-05,8.43445375e-06,9.47781205e-06
0.725,-4.85933997e-06,-1.31150626e-05,9.41020526e-06,3.11651151e-05,-6.97722517e-06,-2.35285425e-05,8.0404922e-06,9.41578735e-06
0.726,-4.81800835e-06,-1.31241893e-05,8.99533727e-06,3.10371e-05,-6.86453921e-06,-2.33305964e-05,7.65151476e-06,9.35537151e-06
0.727,-4.7762644e-06,-1.31328307e-05,8.58355645e-06,3.09097803e-05,-6.75270216e-06,-2.31353558e-05,7.26761426e-06,9.29653305e-06
0.728,-4.73408992e-06,-1.31409745e-05,8.17476892e-06,3.07831317e-05,-6.64173869e-06,-2.29427755e-05,6.88887314e-06,9.23923924e-06
0.729,-4.6914671e-06,-1.31486115e-05,7.76888177e-06,3.06571325e-05,-6.53167009e-06,-2.27528109e-05,6.51536441e-06,9.18345688e-06
0.73,-4.6483793e-06,-1.31557338e-05,7.36580691e-06,3.05317619e-05,-6.42251519e-06,-2.25654153e-05,6.14715485e-06,9.12915315e-06
0.731,-4.60481178e-06,-1.31623329e-05,6.96546475e-06,3.04069987e-05,-6.31429173e-06,-2.23805394e-05,5.78430822e-06,9.07629613e-06
0.732,-4.56075188e-06,-1.31683991e-05,6.56778497e-06,3.02828218e-05,-6.20701678e-06,-2.21981307e-05,5.42688619e-06,9.02485498e-06
0.733,-4.51618882e-06,-1.31739237e-05,6.17270442e-06,3.01592105e-05,-6.10070649e-06,-2.20181354e-05,5.07494739e-06,8.97479995e-06
0.734,-4.47111296e-06,-1.31789001e-05,5.78016376e-06,3.00361454e-05,-5.99537539e-06,-2.18405001e-05,4.72854552e-06,8.92610145e-06
0.735,-4.42551543e-06,-1.3183325e-05,5.39010584e-06,2.99136087e-05,-5.8910366e-06,-2.16651735e-05,4.38772908e-06,8.87872855e-06
0.736,-4.37938827e-06,-1.3187198e-05,5.00247649e-06,2.97915825e-05,-5.78770284e-06,-2.14921072e-05,4.05254292e-06,8.83264773e-06
0.737,-4.33272508e-06,-1.31905195e-05,4.6172273e-06,2.9670048e-05,-5.68538771e-06,-2.1321255e-05,3.72303096e-06,8.78782284e-06
0.738,-4.28552173e-06,-1.31932902e-05,4.23431783e-06,2.95489844e-05,-5.58410602e-06,-2.1152572e-05,3.39923794e-06,8.74421633e-06
