r,R  2/ 1,R  3/ 1,R  4/ 1,R  5/ 1,I  2/ 1,I  3/ 1,I  4/ 1,I  5/ 1
0.522,-2.71031237e-06,-5.66405627e-05,4.64434987e-05,1.57158228e-05,-3.22006954e-06,4.90311182e-05,8.78873543e-06,7.50289396e-06
0.523,-2.65191851e-06,-5.60897158e-05,4.62474059e-05,1.56355253e-05,-3.14256888e-06,4.91613085e-05,8.91486987e-06,7.48118361e-06
0.524,-2.59401866e-06,-5.55420799e-05,4.60535529e-05,1.55561942e-05,-3.06515529e-06,4.92915943e-05,9.04160929e-06,7.4601642e-06
0.525,-2.53661111e-06,-5.4997618e-05,4.58619041e-05,1.54778225e-05,-2.98783345e-06,4.94219686e-05,9.16896852e-06,7.43983269e-06
0.526,-2.47969894e-06,-5.44562928e-05,4.56724292e-05,1.5400403e-05,-2.91061221e-06,4.95524239e-05,9.29696883e-06,7.42018409e-06
0.527,-2.42328759e-06,-5.39180675e-05,4.54851021e-05,1.53239275e-05,-2.83350168e-06,4.96829503e-05,9.42563671e-06,7.40121226e-06
0.528,-2.36737903e-06,-5.33829071e-05,4.5299897e-05,1.52483875e-05,-2.75650623e-06,4.9813534e-05,9.55499592e-06,7.38291253e-06
0.529,-2.31196988e-06,-5.2850776e-05,4.5116783e-05,1.51737729e-05,-2.6796222e-06,4.99441564e-05,9.68506558e-06,7.36528352e-06
0.53,-2.25705716e-06,-5.23216375e-05,4.49357283e-05,1.51000716e-05,-2.60284331e-06,5.00747961e-05,9.81586409e-06,7.34832413e-06
0.531,-2.20264479e-06,-5.17954572e-05,4.47567107e-05,1.50272729e-05,-2.52616834e-06,5.02054356e-05,9.94740954e-06,7.33202734e-06
0.532,-2.1487434e-06,-5.12721994e-05,4.4579711e-05,1.49553654e-05,-2.44959931e-06,5.03360622e-05,1.00797166e-05,7.31638309e-06
0.533,-2.09536779e-06,-5.07518248e-05,4.44047085e-05,1.48843371e-05,-2.37313931e-06,5.0466665e-05,1.02127976e-05,7.30138171e-06
0.534,-2.04253476e-06,-5.02342923e-05,4.42316809e-05,1.48141779e-05,-2.29679696e-06,5.05972346e-05,1.03466699e-05,7.2870119e-06
0.535,-1.99025484e-06,-4.9719559e-05,4.40605977e-05,1.47448786e-05,-2.22057994e-06,5.07277605e-05,1.0481349e-05,7.27326474e-06
