bet0_f,maxstp,EP_dens_on,Bdens,Adens,Beam Ion Effective Temp(keV),n,gam,om_r,gam_var,om_r_var,tipo_inestabilidad,modo_m,pos_radial,diff_m
0.008799999999999999,2500,1,0.7,4,60,3,0.0320544,253.3305896766,1.89654e-23,1.62805e-23,NAE,13,0.794,4
0.008799999999999999,2500,1,0.7,6,60,3,0.0511446,246.92038387079998,7.59529e-24,6.25023e-24,NAE,13,0.794,3
0.008799999999999999,2500,1,0.7,8,60,3,0.0737716,239.1510009006,1.34824e-24,9.48626e-25,NAE,12,0.747,3
0.008799999999999999,2500,1,0.7,10,60,3,0.0918895,234.26372131739998,2.45713e-24,5.43153e-25,NAE,12,0.744,3
0.008799999999999999,2500,1,0.8,0.5,60,3,0.0160012,4.982553943656,5.6183e-08,1.41451e-05,Estable/Ruido,14,0.834,0
0.008799999999999999,2500,1,0.8,2,60,3,0.0160624,4.742340673224,2.62314e-08,7.7612e-06,Estable/Ruido,14,0.834,0
0.008799999999999999,2500,1,0.8,4,60,3,0.0334385,255.0118666368,1.73566e-23,1.27597e-23,NAE,13,0.794,4
0.008799999999999999,2500,1,0.8,6,60,3,0.0635817,252.5682268452,6.71062e-24,8.88685e-24,NAE,13,0.795,3
0.008799999999999999,2500,1,0.8,8,60,3,0.0882668,249.6921215922,7.66063e-24,5.87188e-24,NAE,13,0.797,3
0.008799999999999999,2500,1,0.8,10,60,3,0.108553,246.697253286,4.48408e-24,3.33553e-24,NAE,13,0.798,3
0.0127,2500,1,0.1,0.5,60,3,0.0160864,4.521891254322,2.42408e-09,1.89213e-09,Estable/Ruido,14,0.834,0
0.0127,2500,1,0.1,2,60,3,0.0195057,153.2001399342,2.83864e-12,1.33673e-08,TAE,10,0.287,1
0.0127,2500,1,0.1,4,60,3,0.0470598,248.5914640032,6.79738e-05,0.0028747,Estable/Ruido,11,0.202,2
0.0127,2500,1,0.1,6,60,3,0.0556057,279.465059328,5.41247e-25,7.08251e-26,EAE,11,0.198,2
0.0127,2500,1,0.1,8,60,3,0.0627837,281.61539036700003,1.57723e-24,3.511e-25,EAE,9,0.149,2
0.0127,2500,1,0.1,10,60,3,0.065602,284.4291150264,3.74098e-24,8.19561e-24,EAE,9,0.139,2
0.0127,2500,1,0.2,0.5,60,3,0.0160878,4.509541096416,2.46312e-09,1.43986e-09,Estable/Ruido,14,0.834,0
0.0127,2500,1,0.2,2,60,3,0.0161923,53.77663026504,1.52187e-08,0.0102504,Estable/Ruido,14,0.834,0
0.0127,2500,1,0.2,4,60,3,0.0418879,158.1024148524,4.06919e-26,1.32086e-26,TAE,10,0.281,1
0.0127,2500,1,0.2,6,60,3,0.0571431,161.22504341279998,2.52835e-26,1.39806e-26,TAE,10,0.272,1
0.0127,2500,1,0.2,8,60,3,0.0681702,164.10114866580003,7.53843e-26,6.93692e-26,TAE,10,0.263,1
0.0127,2500,1,0.2,10,60,3,0.060591,173.29628808779998,0.000462092,0.000829343,Estable/Ruido,10,0.254,1
0.0127,2500,1,0.3,0.5,60,3,0.0160616,4.557856065786,4.50709e-09,2.81016e-09,Estable/Ruido,14,0.835,0
0.0127,2500,1,0.3,2,60,3,0.016966,5.147442647316,1.18074e-05,1.79791e-05,Estable/Ruido,14,0.834,0
0.0127,2500,1,0.3,4,60,3,0.0368696,157.3682432508,2.83404e-26,2.59913e-26,TAE,10,0.286,1
0.0127,2500,1,0.3,6,60,3,0.0572832,161.15666468519998,1.28309e-26,1.82149e-26,TAE,10,0.284,1
