        r	      dnnbi	       dne	       dni	      tbn	        ti	        te	      vfova	      cureq	       feq	     pressure	       iota	        q	       1/D	    curvature	      shear	        eta
  0.0000000E+00	  0.9969444E+00	  0.9999998E+00	  0.9457294E+00	  0.9155757E+00	  0.9999965E+00	  0.9999962E+00	  0.4251063E+00	  0.0000000E+00	  0.1000002E+01	  0.1000000E+01	  0.2902977E+00	  0.3444740E+01	  0.1000109E+01	  0.0000000E+00	  0.0000000E+00	  0.9999863E+00
  0.1000000E-02	  0.9969444E+00	  0.9999998E+00	  0.9457294E+00	  0.9155791E+00	  0.9999965E+00	  0.9999962E+00	  0.4251063E+00	 -0.6716227E-07	  0.1000002E+01	  0.9999975E+00	  0.2902980E+00	  0.3444736E+01	  0.1000108E+01	 -0.6752387E-03	  0.2339911E-05	  0.1000000E+01
  0.2000000E-02	  0.9969197E+00	  0.9999990E+00	  0.9457501E+00	  0.9155816E+00	  0.9999838E+00	  0.9999843E+00	  0.4251069E+00	 -0.2686503E-06	  0.1000002E+01	  0.9999899E+00	  0.2902990E+00	  0.3444724E+01	  0.1000107E+01	 -0.1350477E-02	  0.9780353E-05	  0.1000041E+01
  0.3000000E-02	  0.9968892E+00	  0.9999975E+00	  0.9457840E+00	  0.9155833E+00	  0.9999619E+00	  0.9999644E+00	  0.4251073E+00	 -0.6044676E-06	  0.1000002E+01	  0.9999773E+00	  0.2903008E+00	  0.3444703E+01	  0.1000106E+01	 -0.2025716E-02	  0.2230402E-04	  0.1000108E+01
  0.4000000E-02	  0.9968528E+00	  0.9999954E+00	  0.9458310E+00	  0.9155842E+00	  0.9999308E+00	  0.9999366E+00	  0.4251075E+00	 -0.1074620E-05	  0.1000002E+01	  0.9999596E+00	  0.2903033E+00	  0.3444673E+01	  0.1000103E+01	 -0.2700955E-02	  0.3989369E-04	  0.1000201E+01
  0.5000000E-02	  0.9968105E+00	  0.9999927E+00	  0.9458907E+00	  0.9155843E+00	  0.9998907E+00	  0.9999008E+00	  0.4251075E+00	 -0.1679116E-05	  0.1000002E+01	  0.9999368E+00	  0.2903066E+00	  0.3444634E+01	  0.1000100E+01	 -0.3376194E-02	  0.6253220E-04	  0.1000321E+01
  0.6000000E-02	  0.9967621E+00	  0.9999893E+00	  0.9459631E+00	  0.9155838E+00	  0.9998415E+00	  0.9998571E+00	  0.4251074E+00	 -0.2417967E-05	  0.1000002E+01	  0.9999090E+00	  0.2903106E+00	  0.3444586E+01	  0.1000096E+01	 -0.4051432E-02	  0.9020248E-04	  0.1000466E+01
  0.7000000E-02	  0.9967076E+00	  0.9999853E+00	  0.9460479E+00	  0.9155826E+00	  0.9997833E+00	  0.9998055E+00	  0.4251071E+00	 -0.3291185E-05	  0.1000002E+01	  0.9998762E+00	  0.2903153E+00	  0.3444530E+01	  0.1000092E+01	 -0.4726671E-02	  0.1228875E-03	  0.1000637E+01
  0.8000000E-02	  0.9966470E+00	  0.9999807E+00	  0.9461449E+00	  0.9155808E+00	  0.9997161E+00	  0.9997460E+00	  0.4251067E+00	 -0.4298786E-05	  0.1000002E+01	  0.9998383E+00	  0.2903208E+00	  0.3444466E+01	  0.1000087E+01	 -0.5401910E-02	  0.1605704E-03	  0.1000834E+01
  0.9000000E-02	  0.9965802E+00	  0.9999754E+00	  0.9462540E+00	  0.9155785E+00	  0.9996399E+00	  0.9996786E+00	  0.4251062E+00	 -0.5440788E-05	  0.1000002E+01	  0.9997954E+00	  0.2903270E+00	  0.3444392E+01	  0.1000081E+01	 -0.6077149E-02	  0.2032343E-03	  0.1001056E+01
  0.1000000E-01	  0.9965072E+00	  0.9999695E+00	  0.9463751E+00	  0.9155757E+00	  0.9995549E+00	  0.9996034E+00	  0.4251055E+00	 -0.6717212E-05	  0.1000002E+01	  0.9997474E+00	  0.2903339E+00	  0.3444310E+01	  0.1000075E+01	 -0.6752388E-02	  0.2508602E-03	  0.1001303E+01
  0.1100000E-01	  0.9964278E+00	  0.9999629E+00	  0.9465078E+00	  0.9155725E+00	  0.9994610E+00	  0.9995204E+00	  0.4251048E+00	 -0.8128079E-05	  0.1000002E+01	  0.9996943E+00	  0.2903416E+00	  0.3444219E+01	  0.1000068E+01	 -0.7427626E-02	  0.3034189E-03	  0.1001575E+01
  0.1200000E-01	  0.9963420E+00	  0.9999558E+00	  0.9466520E+00	  0.9155688E+00	  0.9993583E+00	  0.9994296E+00	  0.4251039E+00	 -0.9673414E-05	  0.1000002E+01	  0.9996362E+00	  0.2903499E+00	  0.3444120E+01	  0.1000060E+01	 -0.8102865E-02	  0.3608768E-03	  0.1001871E+01
  0.1300000E-01	  0.9962499E+00	  0.9999479E+00	  0.9468075E+00	  0.9155648E+00	  0.9992468E+00	  0.9993311E+00	  0.4251030E+00	 -0.1135325E-04	  0.1000002E+01	  0.9995730E+00	  0.2903590E+00	  0.3444012E+01	  0.1000052E+01	 -0.8778105E-02	  0.4232075E-03	  0.1002192E+01
  0.1400000E-01	  0.9961515E+00	  0.9999395E+00	  0.9469742E+00	  0.9155604E+00	  0.9991266E+00	  0.9992248E+00	  0.4251020E+00	 -0.1316760E-04	  0.1000002E+01	  0.9995048E+00	  0.2903688E+00	  0.3443896E+01	  0.1000042E+01	 -0.9453344E-02	  0.4903865E-03	  0.1002536E+01
  0.1500000E-01	  0.9960466E+00	  0.9999303E+00	  0.9471518E+00	  0.9155557E+00	  0.9989977E+00	  0.9991108E+00	  0.4251009E+00	 -0.1511652E-04	  0.1000002E+01	  0.9994315E+00	  0.2903794E+00	  0.3443771E+01	  0.1000033E+01	 -0.1012858E-01	  0.5623898E-03	  0.1002905E+01
  0.1600000E-01	  0.9959353E+00	  0.9999206E+00	  0.9473402E+00	  0.9155507E+00	  0.9988602E+00	  0.9989890E+00	  0.4250997E+00	 -0.1720003E-04	  0.1000002E+01	  0.9993532E+00	  0.2903906E+00	  0.3443638E+01	  0.1000022E+01	 -0.1080382E-01	  0.6391931E-03	  0.1003298E+01
  0.1700000E-01	  0.9958176E+00	  0.9999102E+00	  0.9475391E+00	  0.9155455E+00	  0.9987141E+00	  0.9988596E+00	  0.4250985E+00	 -0.1941817E-04	  0.1000002E+01	  0.9992698E+00	  0.2904026E+00	  0.3443496E+01	  0.1000011E+01	 -0.1147906E-01	  0.7207723E-03	  0.1003714E+01
  0.1800000E-01	  0.9956934E+00	  0.9998991E+00	  0.9477485E+00	  0.9155401E+00	  0.9985594E+00	  0.9987226E+00	  0.4250973E+00	 -0.2177098E-04	  0.1000002E+01	  0.9991814E+00	  0.2904152E+00	  0.3443346E+01	  0.9999992E+00	 -0.1215430E-01	  0.8071034E-03	  0.1004154E+01
  0.1900000E-01	  0.9955628E+00	  0.9998873E+00	  0.9479680E+00	  0.9155345E+00	  0.9983962E+00	  0.9985779E+00	  0.4250960E+00	 -0.2425850E-04	  0.1000002E+01	  0.9990879E+00	  0.2904286E+00	  0.3443187E+01	  0.9999868E+00	 -0.1282954E-01	  0.8981624E-03	  0.1004616E+01
  0.2000000E-01	  0.9954257E+00	  0.9998749E+00	  0.9481976E+00	  0.9155288E+00	  0.9982246E+00	  0.9984255E+00	  0.4250947E+00	 -0.2688077E-04	  0.1000002E+01	  0.9989894E+00	  0.2904427E+00	  0.3443020E+01	  0.9999736E+00	 -0.1350478E-01	  0.9939470E-03	  0.1005102E+01
  0.2100000E-01	  0.9952820E+00	  0.9998619E+00	  0.9484370E+00	  0.9155231E+00	  0.9980445E+00	  0.9982656E+00	  0.4250933E+00	 -0.2963785E-04	  0.1000002E+01	  0.9988858E+00	  0.2904575E+00	  0.3442845E+01	  0.9999597E+00	 -0.1418003E-01	  0.1094550E-02	  0.1005611E+01
  0.2200000E-01	  0.9951316E+00	  0.9998482E+00	  0.9486860E+00	  0.9155173E+00	  0.9978561E+00	  0.9980981E+00	  0.4250920E+00	 -0.3252978E-04	  0.1000003E+01	  0.9987772E+00	  0.2904730E+00	  0.3442661E+01	  0.9999452E+00	 -0.1485527E-01	  0.1200088E-02	  0.1006142E+01
  0.2300000E-01	  0.9949742E+00	  0.9998338E+00	  0.9489445E+00	  0.9155116E+00	  0.9976593E+00	  0.9979231E+00	  0.4250907E+00	 -0.3555661E-04	  0.1000003E+01	  0.9986635E+00	  0.2904892E+00	  0.3442469E+01	  0.9999300E+00	 -0.1553051E-01	  0.1310595E-02	  0.1006695E+01
  0.2400000E-01	  0.9948096E+00	  0.9998188E+00	  0.9492123E+00	  0.9155061E+00	  0.9974541E+00	  0.9977406E+00	  0.4250894E+00	 -0.3871839E-04	  0.1000003E+01	  0.9985448E+00	  0.2905061E+00	  0.3442269E+01	  0.9999142E+00	 -0.1620575E-01	  0.1426089E-02	  0.1007270E+01
  0.2500000E-01	  0.9946376E+00	  0.9998032E+00	  0.9494891E+00	  0.9155009E+00	  0.9972406E+00	  0.9975507E+00	  0.4250882E+00	 -0.4201519E-04	  0.1000003E+01	  0.9984210E+00	  0.2905237E+00	  0.3442060E+01	  0.9998976E+00	 -0.1688100E-01	  0.1546584E-02	  0.1007868E+01
  0.2600000E-01	  0.9944578E+00	  0.9997870E+00	  0.9497749E+00	  0.9154960E+00	  0.9970189E+00	  0.9973533E+00	  0.4250870E+00	 -0.4544706E-04	  0.1000003E+01	  0.9982921E+00	  0.2905420E+00	  0.3441843E+01	  0.9998804E+00	 -0.1755624E-01	  0.1672096E-02	  0.1008487E+01
  0.2700000E-01	  0.9942702E+00	  0.9997702E+00	  0.9500694E+00	  0.9154916E+00	  0.9967888E+00	  0.9971485E+00	  0.4250860E+00	 -0.4901405E-04	  0.1000003E+01	  0.9981582E+00	  0.2905611E+00	  0.3441617E+01	  0.9998625E+00	 -0.1823149E-01	  0.1802641E-02	  0.1009127E+01
  0.2800000E-01	  0.9940744E+00	  0.9997528E+00	  0.9503725E+00	  0.9154877E+00	  0.9965505E+00	  0.9969363E+00	  0.4250851E+00	 -0.5271624E-04	  0.1000003E+01	  0.9980193E+00	  0.2905808E+00	  0.3441383E+01	  0.9998439E+00	 -0.1890674E-01	  0.1938234E-02	  0.1009789E+01
  0.2900000E-01	  0.9938702E+00	  0.9997349E+00	  0.9506839E+00	  0.9154844E+00	  0.9963039E+00	  0.9967168E+00	  0.4250844E+00	 -0.5655370E-04	  0.1000003E+01	  0.9978753E+00	  0.2906013E+00	  0.3441141E+01	  0.9998247E+00	 -0.1958198E-01	  0.2078891E-02	  0.1010472E+01
  0.3000000E-01	  0.9936574E+00	  0.9997163E+00	  0.9510035E+00	  0.9154819E+00	  0.9960491E+00	  0.9964900E+00	  0.4250838E+00	 -0.6052647E-04	  0.1000003E+01	  0.9977262E+00	  0.2906225E+00	  0.3440890E+01	  0.9998048E+00	 -0.2025723E-01	  0.2224592E-02	  0.1011175E+01
  0.3100000E-01	  0.9934358E+00	  0.9996972E+00	  0.9513311E+00	  0.9154802E+00	  0.9957861E+00	  0.9962559E+00	  0.4250834E+00	 -0.6463465E-04	  0.1000003E+01	  0.9975721E+00	  0.2906444E+00	  0.3440631E+01	  0.9997842E+00	 -0.2093249E-01	  0.2375161E-02	  0.1011899E+01
  0.3200000E-01	  0.9932057E+00	  0.9996776E+00	  0.9516665E+00	  0.9154792E+00	  0.9955149E+00	  0.9960146E+00	  0.4250831E+00	 -0.6887830E-04	  0.1000003E+01	  0.9974129E+00	  0.2906670E+00	  0.3440363E+01	  0.9997629E+00	 -0.2160774E-01	  0.2530400E-02	  0.1012644E+01
  0.3300000E-01	  0.9929676E+00	  0.9996573E+00	  0.9520095E+00	  0.9154789E+00	  0.9952356E+00	  0.9957661E+00	  0.4250831E+00	 -0.7325749E-04	  0.1000003E+01	  0.9972487E+00	  0.2906904E+00	  0.3440087E+01	  0.9997410E+00	 -0.2228299E-01	  0.2690243E-02	  0.1013409E+01
  0.3400000E-01	  0.9927217E+00	  0.9996364E+00	  0.9523599E+00	  0.9154793E+00	  0.9949482E+00	  0.9955104E+00	  0.4250832E+00	 -0.7777231E-04	  0.1000003E+01	  0.9970794E+00	  0.2907144E+00	  0.3439802E+01	  0.9997183E+00	 -0.2295825E-01	  0.2854663E-02	  0.1014194E+01
  0.3500000E-01	  0.9924684E+00	  0.9996149E+00	  0.9527175E+00	  0.9154804E+00	  0.9946526E+00	  0.9952475E+00	  0.4250834E+00	 -0.8242283E-04	  0.1000003E+01	  0.9969051E+00	  0.2907392E+00	  0.3439509E+01	  0.9996951E+00	 -0.2363351E-01	  0.3023633E-02	  0.1014998E+01
  0.3600000E-01	  0.9922082E+00	  0.9995927E+00	  0.9530822E+00	  0.9154819E+00	  0.9943489E+00	  0.9949775E+00	  0.4250838E+00	 -0.8720914E-04	  0.1000003E+01	  0.9967258E+00	  0.2907647E+00	  0.3439208E+01	  0.9996711E+00	 -0.2430877E-01	  0.3197126E-02	  0.1015823E+01
  0.3700000E-01	  0.9919413E+00	  0.9995698E+00	  0.9534536E+00	  0.9154840E+00	  0.9940371E+00	  0.9947003E+00	  0.4250843E+00	 -0.9213131E-04	  0.1000003E+01	  0.9965413E+00	  0.2907908E+00	  0.3438898E+01	  0.9996464E+00	 -0.2498404E-01	  0.3375113E-02	  0.1016667E+01
  0.3800000E-01	  0.9916682E+00	  0.9995462E+00	  0.9538316E+00	  0.9154866E+00	  0.9937172E+00	  0.9944161E+00	  0.4250848E+00	 -0.9718945E-04	  0.1000003E+01	  0.9963519E+00	  0.2908177E+00	  0.3438580E+01	  0.9996211E+00	 -0.2565931E-01	  0.3557568E-02	  0.1017530E+01
  0.3900000E-01	  0.9913893E+00	  0.9995218E+00	  0.9542161E+00	  0.9154895E+00	  0.9933893E+00	  0.9941248E+00	  0.4250855E+00	 -0.1023836E-03	  0.1000003E+01	  0.9961573E+00	  0.2908453E+00	  0.3438254E+01	  0.9995951E+00	 -0.2633458E-01	  0.3744463E-02	  0.1018412E+01
  0.4000000E-01	  0.9911049E+00	  0.9994967E+00	  0.9546068E+00	  0.9154928E+00	  0.9930534E+00	  0.9938264E+00	  0.4250863E+00	 -0.1077139E-03	  0.1000003E+01	  0.9959578E+00	  0.2908736E+00	  0.3437920E+01	  0.9995684E+00	 -0.2700985E-01	  0.3935746E-02	  0.1019314E+01
  0.4100000E-01	  0.9908155E+00	  0.9994709E+00	  0.9550035E+00	  0.9154964E+00	  0.9927095E+00	  0.9935210E+00	  0.4250871E+00	 -0.1131805E-03	  0.1000003E+01	  0.9957532E+00	  0.2909025E+00	  0.3437578E+01	  0.9995411E+00	 -0.2768513E-01	  0.4131267E-02	  0.1020234E+01
  0.4200000E-01	  0.9905220E+00	  0.9994442E+00	  0.9554059E+00	  0.9155001E+00	  0.9923575E+00	  0.9932086E+00	  0.4250880E+00	 -0.1187834E-03	  0.1000003E+01	  0.9955435E+00	  0.2909322E+00	  0.3437227E+01	  0.9995131E+00	 -0.2836042E-01	  0.4330860E-02	  0.1021173E+01
  0.4300000E-01	  0.9902256E+00	  0.9994169E+00	  0.9558138E+00	  0.9155036E+00	  0.9919977E+00	  0.9928893E+00	  0.4250888E+00	 -0.1245227E-03	  0.1000003E+01	  0.9953288E+00	  0.2909625E+00	  0.3436869E+01	  0.9994844E+00	 -0.2903570E-01	  0.4534452E-02	  0.1022130E+01
  0.4400000E-01	  0.9899273E+00	  0.9993888E+00	  0.9562269E+00	  0.9155067E+00	  0.9916301E+00	  0.9925629E+00	  0.4250895E+00	 -0.1303985E-03	  0.1000003E+01	  0.9951090E+00	  0.2909935E+00	  0.3436502E+01	  0.9994550E+00	 -0.2971100E-01	  0.4741995E-02	  0.1023104E+01
  0.4500000E-01	  0.9896282E+00	  0.9993600E+00	  0.9566449E+00	  0.9155092E+00	  0.9912546E+00	  0.9922295E+00	  0.4250901E+00	 -0.1364110E-03	  0.1000003E+01	  0.9948842E+00	  0.2910252E+00	  0.3436128E+01	  0.9994250E+00	 -0.3038629E-01	  0.4953440E-02	  0.1024097E+01
  0.4600000E-01	  0.9893293E+00	  0.9993306E+00	  0.9570675E+00	  0.9155108E+00	  0.9908714E+00	  0.9918892E+00	  0.4250905E+00	 -0.1425602E-03	  0.1000003E+01	  0.9946543E+00	  0.2910576E+00	  0.3435746E+01	  0.9993942E+00	 -0.3106160E-01	  0.5168738E-02	  0.1025107E+01
  0.4700000E-01	  0.9890317E+00	  0.9993006E+00	  0.9574944E+00	  0.9155113E+00	  0.9904806E+00	  0.9915419E+00	  0.4250906E+00	 -0.1488463E-03	  0.1000003E+01	  0.9944194E+00	  0.2910906E+00	  0.3435356E+01	  0.9993628E+00	 -0.3173690E-01	  0.5387840E-02	  0.1026134E+01
  0.4800000E-01	  0.9887366E+00	  0.9992700E+00	  0.9579254E+00	  0.9155104E+00	  0.9900821E+00	  0.9911877E+00	  0.4250904E+00	 -0.1552693E-03	  0.1000003E+01	  0.9941794E+00	  0.2911243E+00	  0.3434958E+01	  0.9993308E+00	 -0.3241222E-01	  0.5610697E-02	  0.1027178E+01
  0.4900000E-01	  0.9884449E+00	  0.9992387E+00	  0.9583603E+00	  0.9155080E+00	  0.9896761E+00	  0.9908266E+00	  0.4250898E+00	 -0.1618294E-03	  0.1000003E+01	  0.9939344E+00	  0.2911587E+00	  0.3434553E+01	  0.9992980E+00	 -0.3308754E-01	  0.5837260E-02	  0.1028238E+01
  0.5000000E-01	  0.9881577E+00	  0.9992070E+00	  0.9587986E+00	  0.9155037E+00	  0.9892625E+00	  0.9904585E+00	  0.4250888E+00	 -0.1685267E-03	  0.1000003E+01	  0.9936843E+00	  0.2911937E+00	  0.3434140E+01	  0.9992646E+00	 -0.3376287E-01	  0.6067444E-02	  0.1029314E+01
  0.5100000E-01	  0.9878757E+00	  0.9991746E+00	  0.9592402E+00	  0.9154975E+00	  0.9888415E+00	  0.9900835E+00	  0.4250874E+00	 -0.1753613E-03	  0.1000003E+01	  0.9934292E+00	  0.2912294E+00	  0.3433719E+01	  0.9992305E+00	 -0.3443820E-01	  0.6301005E-02	  0.1030407E+01
  0.5200000E-01	  0.9875979E+00	  0.9991418E+00	  0.9596849E+00	  0.9154897E+00	  0.9884131E+00	  0.9897017E+00	  0.4250856E+00	 -0.1823333E-03	  0.1000003E+01	  0.9931691E+00	  0.2912657E+00	  0.3433292E+01	  0.9991957E+00	 -0.3511355E-01	  0.6537687E-02	  0.1031515E+01
  0.5300000E-01	  0.9873228E+00	  0.9991083E+00	  0.9601327E+00	  0.9154806E+00	  0.9879772E+00	  0.9893130E+00	  0.4250835E+00	 -0.1894428E-03	  0.1000003E+01	  0.9929039E+00	  0.2913026E+00	  0.3432856E+01	  0.9991603E+00	 -0.3578890E-01	  0.6777376E-02	  0.1032639E+01
  0.5400000E-01	  0.9870490E+00	  0.9990743E+00	  0.9605836E+00	  0.9154706E+00	  0.9875338E+00	  0.9889176E+00	  0.4250811E+00	 -0.1966901E-03	  0.1000003E+01	  0.9926336E+00	  0.2913402E+00	  0.3432414E+01	  0.9991241E+00	 -0.3646426E-01	  0.7019995E-02	  0.1033779E+01
  0.5500000E-01	  0.9867752E+00	  0.9990396E+00	  0.9610373E+00	  0.9154601E+00	  0.9870830E+00	  0.9885153E+00	  0.4250787E+00	 -0.2040751E-03	  0.1000003E+01	  0.9923583E+00	  0.2913784E+00	  0.3431964E+01	  0.9990873E+00	 -0.3713963E-01	  0.7265469E-02	  0.1034935E+01
  0.5600000E-01	  0.9864998E+00	  0.9990043E+00	  0.9614939E+00	  0.9154496E+00	  0.9866247E+00	  0.9881064E+00	  0.4250762E+00	 -0.2115981E-03	  0.1000003E+01	  0.9920780E+00	  0.2914172E+00	  0.3431507E+01	  0.9990498E+00	 -0.3781501E-01	  0.7513722E-02	  0.1036106E+01
  0.5700000E-01	  0.9862214E+00	  0.9989683E+00	  0.9619533E+00	  0.9154393E+00	  0.9861589E+00	  0.9876907E+00	  0.4250739E+00	 -0.2192591E-03	  0.1000003E+01	  0.9917926E+00	  0.2914566E+00	  0.3431043E+01	  0.9990117E+00	 -0.3849040E-01	  0.7764676E-02	  0.1037293E+01
  0.5800000E-01	  0.9859386E+00	  0.9989317E+00	  0.9624154E+00	  0.9154297E+00	  0.9856856E+00	  0.9872684E+00	  0.4250716E+00	 -0.2270584E-03	  0.1000003E+01	  0.9915022E+00	  0.2914966E+00	  0.3430572E+01	  0.9989729E+00	 -0.3916580E-01	  0.8018258E-02	  0.1038495E+01
  0.5900000E-01	  0.9856499E+00	  0.9988943E+00	  0.9628801E+00	  0.9154213E+00	  0.9852048E+00	  0.9868395E+00	  0.4250697E+00	 -0.2349959E-03	  0.1000004E+01	  0.9912067E+00	  0.2915372E+00	  0.3430094E+01	  0.9989334E+00	 -0.3984121E-01	  0.8274389E-02	  0.1039713E+01
  0.6000000E-01	  0.9853540E+00	  0.9988562E+00	  0.9633473E+00	  0.9154143E+00	  0.9847165E+00	  0.9864039E+00	  0.4250681E+00	 -0.2430720E-03	  0.1000004E+01	  0.9909062E+00	  0.2915783E+00	  0.3429610E+01	  0.9988932E+00	 -0.4051664E-01	  0.8532948E-02	  0.1040946E+01
  0.6100000E-01	  0.9850502E+00	  0.9988173E+00	  0.9638169E+00	  0.9154090E+00	  0.9842207E+00	  0.9859619E+00	  0.4250668E+00	 -0.2512866E-03	  0.1000004E+01	  0.9906007E+00	  0.2916201E+00	  0.3429119E+01	  0.9988523E+00	 -0.4119208E-01	  0.8793621E-02	  0.1042195E+01
  0.6200000E-01	  0.9847408E+00	  0.9987778E+00	  0.9642886E+00	  0.9154048E+00	  0.9837175E+00	  0.9855133E+00	  0.4250659E+00	 -0.2596401E-03	  0.1000004E+01	  0.9902901E+00	  0.2916624E+00	  0.3428621E+01	  0.9988108E+00	 -0.4186753E-01	  0.9056081E-02	  0.1043458E+01
  0.6300000E-01	  0.9844288E+00	  0.9987374E+00	  0.9647619E+00	  0.9154011E+00	  0.9832068E+00	  0.9850582E+00	  0.4250650E+00	 -0.2681324E-03	  0.1000004E+01	  0.9899745E+00	  0.2917053E+00	  0.3428117E+01	  0.9987686E+00	 -0.4254300E-01	  0.9320178E-02	  0.1044736E+01
  0.6400000E-01	  0.9841174E+00	  0.9986964E+00	  0.9652365E+00	  0.9153971E+00	  0.9826889E+00	  0.9845966E+00	  0.4250641E+00	 -0.2767638E-03	  0.1000004E+01	  0.9896538E+00	  0.2917487E+00	  0.3427607E+01	  0.9987257E+00	 -0.4321848E-01	  0.9585805E-02	  0.1046028E+01
  0.6500000E-01	  0.9838095E+00	  0.9986546E+00	  0.9657118E+00	  0.9153920E+00	  0.9821636E+00	  0.9841286E+00	  0.4250629E+00	 -0.2855344E-03	  0.1000004E+01	  0.9893281E+00	  0.2917927E+00	  0.3427091E+01	  0.9986822E+00	 -0.4389397E-01	  0.9852860E-02	  0.1047334E+01
  0.6600000E-01	  0.9835084E+00	  0.9986121E+00	  0.9661875E+00	  0.9153852E+00	  0.9816312E+00	  0.9836541E+00	  0.4250613E+00	 -0.2944444E-03	  0.1000004E+01	  0.9889974E+00	  0.2918372E+00	  0.3426568E+01	  0.9986379E+00	 -0.4456949E-01	  0.1012124E-01	  0.1048652E+01
  0.6700000E-01	  0.9832171E+00	  0.9985690E+00	  0.9666632E+00	  0.9153759E+00	  0.9810915E+00	  0.9831732E+00	  0.4250592E+00	 -0.3034938E-03	  0.1000004E+01	  0.9886616E+00	  0.2918822E+00	  0.3426040E+01	  0.9985930E+00	 -0.4524502E-01	  0.1039083E-01	  0.1049984E+01
  0.6800000E-01	  0.9829386E+00	  0.9985251E+00	  0.9671384E+00	  0.9153634E+00	  0.9805448E+00	  0.9826860E+00	  0.4250563E+00	 -0.3126830E-03	  0.1000004E+01	  0.9883208E+00	  0.2919277E+00	  0.3425505E+01	  0.9985474E+00	 -0.4592056E-01	  0.1066154E-01	  0.1051328E+01
  0.6900000E-01	  0.9826760E+00	  0.9984805E+00	  0.9676128E+00	  0.9153470E+00	  0.9799910E+00	  0.9821923E+00	  0.4250524E+00	 -0.3220120E-03	  0.1000004E+01	  0.9879750E+00	  0.2919737E+00	  0.3424965E+01	  0.9985012E+00	 -0.4659613E-01	  0.1093326E-01	  0.1052683E+01
  0.7000000E-01	  0.9824325E+00	  0.9984353E+00	  0.9680859E+00	  0.9153259E+00	  0.9794303E+00	  0.9816924E+00	  0.4250475E+00	 -0.3314810E-03	  0.1000004E+01	  0.9876242E+00	  0.2920203E+00	  0.3424420E+01	  0.9984542E+00	 -0.4727172E-01	  0.1120553E-01	  0.1054050E+01
  0.7100000E-01	  0.9822100E+00	  0.9983894E+00	  0.9685573E+00	  0.9152997E+00	  0.9788626E+00	  0.9811861E+00	  0.4250415E+00	 -0.3410901E-03	  0.1000004E+01	  0.9872683E+00	  0.2920672E+00	  0.3423869E+01	  0.9984066E+00	 -0.4794732E-01	  0.1147649E-01	  0.1055429E+01
  0.7200000E-01	  0.9820063E+00	  0.9983428E+00	  0.9690271E+00	  0.9152690E+00	  0.9782880E+00	  0.9806735E+00	  0.4250343E+00	 -0.3508396E-03	  0.1000004E+01	  0.9869073E+00	  0.2921147E+00	  0.3423313E+01	  0.9983583E+00	 -0.4862295E-01	  0.1174416E-01	  0.1056818E+01
  0.7300000E-01	  0.9818181E+00	  0.9982956E+00	  0.9694953E+00	  0.9152345E+00	  0.9777064E+00	  0.9801547E+00	  0.4250263E+00	 -0.3607296E-03	  0.1000004E+01	  0.9865414E+00	  0.2921625E+00	  0.3422752E+01	  0.9983094E+00	 -0.4929860E-01	  0.1200792E-01	  0.1058218E+01
  0.7400000E-01	  0.9816421E+00	  0.9982477E+00	  0.9699620E+00	  0.9151972E+00	  0.9771181E+00	  0.9796295E+00	  0.4250177E+00	 -0.3707603E-03	  0.1000004E+01	  0.9861704E+00	  0.2922108E+00	  0.3422187E+01	  0.9982598E+00	 -0.4997428E-01	  0.1226747E-01	  0.1059630E+01
  0.7500000E-01	  0.9814751E+00	  0.9981992E+00	  0.9704272E+00	  0.9151579E+00	  0.9765228E+00	  0.9790981E+00	  0.4250085E+00	 -0.3809319E-03	  0.1000004E+01	  0.9857944E+00	  0.2922594E+00	  0.3421618E+01	  0.9982094E+00	 -0.5064998E-01	  0.1252253E-01	  0.1061053E+01
  0.7600000E-01	  0.9813137E+00	  0.9981500E+00	  0.9708910E+00	  0.9151174E+00	  0.9759207E+00	  0.9785604E+00	  0.4249991E+00	 -0.3912444E-03	  0.1000004E+01	  0.9854134E+00	  0.2923084E+00	  0.3421045E+01	  0.9981585E+00	 -0.5132571E-01	  0.1277281E-01	  0.1062487E+01
  0.7700000E-01	  0.9811547E+00	  0.9981002E+00	  0.9713535E+00	  0.9150766E+00	  0.9753117E+00	  0.9780165E+00	  0.4249896E+00	 -0.4016982E-03	  0.1000004E+01	  0.9850274E+00	  0.2923577E+00	  0.3420468E+01	  0.9981068E+00	 -0.5200146E-01	  0.1301803E-01	  0.1063933E+01
  0.7800000E-01	  0.9809948E+00	  0.9980499E+00	  0.9718146E+00	  0.9150362E+00	  0.9746959E+00	  0.9774664E+00	  0.4249803E+00	 -0.4122933E-03	  0.1000004E+01	  0.9846364E+00	  0.2924072E+00	  0.3419888E+01	  0.9980544E+00	 -0.5267725E-01	  0.1325790E-01	  0.1065391E+01
  0.7900000E-01	  0.9808307E+00	  0.9979988E+00	  0.9722745E+00	  0.9149972E+00	  0.9740733E+00	  0.9769100E+00	  0.4249712E+00	 -0.4230301E-03	  0.1000004E+01	  0.9842403E+00	  0.2924571E+00	  0.3419305E+01	  0.9980014E+00	 -0.5335306E-01	  0.1349213E-01	  0.1066860E+01
