        r	      dnnbi	       dne	       dni	      tbn	        ti	        te	      vfova	      cureq	       feq	     pressure	       iota	        q	       1/D	    curvature	      shear	        eta
  0.2010000E+00	  0.9995945E+00	  0.9864771E+00	  0.9998393E+00	  0.9020080E+00	  0.8560674E+00	  0.8702453E+00	  0.4219440E+00	 -0.2875093E-02	  0.9999330E+00	  0.8992836E+00	  0.3054683E+00	  0.3273662E+01	  0.9864544E+00	 -0.1357222E+00	  0.1007779E+00	  0.1320113E+01
  0.2020000E+00	  0.9996610E+00	  0.9863374E+00	  0.9998667E+00	  0.9018916E+00	  0.8548294E+00	  0.8691144E+00	  0.4219168E+00	 -0.2905387E-02	  0.9999313E+00	  0.8982973E+00	  0.3056219E+00	  0.3272017E+01	  0.9863183E+00	 -0.1363788E+00	  0.1017636E+00	  0.1322914E+01
  0.2030000E+00	  0.9997245E+00	  0.9861969E+00	  0.9998912E+00	  0.9017747E+00	  0.8535882E+00	  0.8679803E+00	  0.4218895E+00	 -0.2935863E-02	  0.9999297E+00	  0.8973067E+00	  0.3057762E+00	  0.3270365E+01	  0.9861816E+00	 -0.1370343E+00	  0.1027521E+00	  0.1325729E+01
  0.2040000E+00	  0.9997840E+00	  0.9860556E+00	  0.9999130E+00	  0.9016577E+00	  0.8523438E+00	  0.8668431E+00	  0.4218621E+00	 -0.2966521E-02	  0.9999280E+00	  0.8963116E+00	  0.3059314E+00	  0.3268707E+01	  0.9860443E+00	 -0.1376887E+00	  0.1037434E+00	  0.1328558E+01
  0.2050000E+00	  0.9998383E+00	  0.9859136E+00	  0.9999322E+00	  0.9015406E+00	  0.8510964E+00	  0.8657029E+00	  0.4218347E+00	 -0.2997361E-02	  0.9999263E+00	  0.8953121E+00	  0.3060874E+00	  0.3267041E+01	  0.9859062E+00	 -0.1383420E+00	  0.1047374E+00	  0.1331401E+01
  0.2060000E+00	  0.9998866E+00	  0.9857707E+00	  0.9999488E+00	  0.9014238E+00	  0.8498459E+00	  0.8645595E+00	  0.4218073E+00	 -0.3028384E-02	  0.9999245E+00	  0.8943082E+00	  0.3062442E+00	  0.3265368E+01	  0.9857676E+00	 -0.1389941E+00	  0.1057341E+00	  0.1334259E+01
  0.2070000E+00	  0.9999277E+00	  0.9856270E+00	  0.9999629E+00	  0.9013074E+00	  0.8485924E+00	  0.8634130E+00	  0.4217801E+00	 -0.3059590E-02	  0.9999228E+00	  0.8932999E+00	  0.3064018E+00	  0.3263689E+01	  0.9856283E+00	 -0.1396451E+00	  0.1067336E+00	  0.1337131E+01
  0.2080000E+00	  0.9999606E+00	  0.9854826E+00	  0.9999747E+00	  0.9011916E+00	  0.8473359E+00	  0.8622635E+00	  0.4217530E+00	 -0.3090979E-02	  0.9999210E+00	  0.8922873E+00	  0.3065601E+00	  0.3262003E+01	  0.9854883E+00	 -0.1402949E+00	  0.1077357E+00	  0.1340018E+01
  0.2090000E+00	  0.9999842E+00	  0.9853374E+00	  0.9999842E+00	  0.9010767E+00	  0.8460765E+00	  0.8611109E+00	  0.4217261E+00	 -0.3122553E-02	  0.9999191E+00	  0.8912702E+00	  0.3067193E+00	  0.3260310E+01	  0.9853477E+00	 -0.1409436E+00	  0.1087404E+00	  0.1342920E+01
  0.2100000E+00	  0.9999976E+00	  0.9851915E+00	  0.9999914E+00	  0.9009629E+00	  0.8448143E+00	  0.8599553E+00	  0.4216995E+00	 -0.3154310E-02	  0.9999173E+00	  0.8902487E+00	  0.3068793E+00	  0.3258610E+01	  0.9852064E+00	 -0.1415909E+00	  0.1097469E+00	  0.1345837E+01
  0.2110000E+00	  0.1000000E+01	  0.9850448E+00	  0.9999965E+00	  0.9008504E+00	  0.8435492E+00	  0.8587966E+00	  0.4216732E+00	 -0.3186253E-02	  0.9999154E+00	  0.8892229E+00	  0.3070401E+00	  0.3256904E+01	  0.9850645E+00	 -0.1422371E+00	  0.1107510E+00	  0.1348769E+01
  0.2120000E+00	  0.9999917E+00	  0.9848973E+00	  0.9999993E+00	  0.9007390E+00	  0.8422814E+00	  0.8576349E+00	  0.4216471E+00	 -0.3218380E-02	  0.9999135E+00	  0.8881927E+00	  0.3072016E+00	  0.3255191E+01	  0.9849219E+00	 -0.1428819E+00	  0.1117487E+00	  0.1351717E+01
  0.2130000E+00	  0.9999733E+00	  0.9847491E+00	  0.1000000E+01	  0.9006287E+00	  0.8410107E+00	  0.8564702E+00	  0.4216213E+00	 -0.3250693E-02	  0.9999115E+00	  0.8871581E+00	  0.3073639E+00	  0.3253472E+01	  0.9847787E+00	 -0.1435254E+00	  0.1127388E+00	  0.1354680E+01
  0.2140000E+00	  0.9999454E+00	  0.9846002E+00	  0.9999984E+00	  0.9005192E+00	  0.8397371E+00	  0.8553025E+00	  0.4215956E+00	 -0.3283191E-02	  0.9999095E+00	  0.8861191E+00	  0.3075270E+00	  0.3251747E+01	  0.9846349E+00	 -0.1441674E+00	  0.1137212E+00	  0.1357658E+01
  0.2150000E+00	  0.9999086E+00	  0.9844505E+00	  0.9999944E+00	  0.9004103E+00	  0.8384608E+00	  0.8541319E+00	  0.4215702E+00	 -0.3315876E-02	  0.9999075E+00	  0.8850757E+00	  0.3076908E+00	  0.3250016E+01	  0.9844904E+00	 -0.1448081E+00	  0.1146956E+00	  0.1360651E+01
  0.2160000E+00	  0.9998636E+00	  0.9843000E+00	  0.9999881E+00	  0.9003020E+00	  0.8371816E+00	  0.8529583E+00	  0.4215448E+00	 -0.3348748E-02	  0.9999054E+00	  0.8840280E+00	  0.3078553E+00	  0.3248279E+01	  0.9843453E+00	 -0.1454472E+00	  0.1156620E+00	  0.1363660E+01
  0.2170000E+00	  0.9998110E+00	  0.9841488E+00	  0.9999794E+00	  0.9001941E+00	  0.8358995E+00	  0.8517819E+00	  0.4215195E+00	 -0.3381806E-02	  0.9999033E+00	  0.8829759E+00	  0.3080205E+00	  0.3246537E+01	  0.9841995E+00	 -0.1460848E+00	  0.1166201E+00	  0.1366684E+01
  0.2180000E+00	  0.9997513E+00	  0.9839969E+00	  0.9999682E+00	  0.9000864E+00	  0.8346147E+00	  0.8506026E+00	  0.4214943E+00	 -0.3415052E-02	  0.9999012E+00	  0.8819194E+00	  0.3081864E+00	  0.3244790E+01	  0.9840531E+00	 -0.1467208E+00	  0.1175696E+00	  0.1369724E+01
  0.2190000E+00	  0.9996852E+00	  0.9838442E+00	  0.9999545E+00	  0.8999787E+00	  0.8333269E+00	  0.8494205E+00	  0.4214691E+00	 -0.3448486E-02	  0.9998990E+00	  0.8808585E+00	  0.3083529E+00	  0.3243037E+01	  0.9839061E+00	 -0.1473553E+00	  0.1185105E+00	  0.1372778E+01
  0.2200000E+00	  0.9996132E+00	  0.9836908E+00	  0.9999382E+00	  0.8998709E+00	  0.8320364E+00	  0.8482355E+00	  0.4214439E+00	 -0.3482109E-02	  0.9998968E+00	  0.8797933E+00	  0.3085201E+00	  0.3241280E+01	  0.9837584E+00	 -0.1479882E+00	  0.1194418E+00	  0.1375848E+01
  0.2210000E+00	  0.9995360E+00	  0.9835367E+00	  0.9999194E+00	  0.8997629E+00	  0.8307430E+00	  0.8470478E+00	  0.4214186E+00	 -0.3515920E-02	  0.9998946E+00	  0.8787237E+00	  0.3086879E+00	  0.3239518E+01	  0.9836101E+00	 -0.1486194E+00	  0.1203597E+00	  0.1378933E+01
  0.2220000E+00	  0.9994535E+00	  0.9833818E+00	  0.9998979E+00	  0.8996547E+00	  0.8294467E+00	  0.8458573E+00	  0.4213932E+00	 -0.3549921E-02	  0.9998923E+00	  0.8776497E+00	  0.3088563E+00	  0.3237751E+01	  0.9834611E+00	 -0.1492490E+00	  0.1212603E+00	  0.1382033E+01
  0.2230000E+00	  0.9993659E+00	  0.9832261E+00	  0.9998739E+00	  0.8995462E+00	  0.8281478E+00	  0.8446640E+00	  0.4213678E+00	 -0.3584111E-02	  0.9998900E+00	  0.8765713E+00	  0.3090253E+00	  0.3235981E+01	  0.9833116E+00	 -0.1498768E+00	  0.1221425E+00	  0.1385149E+01
  0.2240000E+00	  0.9992730E+00	  0.9830696E+00	  0.9998473E+00	  0.8994373E+00	  0.8268462E+00	  0.8434681E+00	  0.4213423E+00	 -0.3618491E-02	  0.9998877E+00	  0.8754886E+00	  0.3091948E+00	  0.3234207E+01	  0.9831614E+00	 -0.1505029E+00	  0.1230062E+00	  0.1388280E+01
  0.2250000E+00	  0.9991751E+00	  0.9829124E+00	  0.9998182E+00	  0.8993282E+00	  0.8255419E+00	  0.8422695E+00	  0.4213168E+00	 -0.3653062E-02	  0.9998854E+00	  0.8744015E+00	  0.3093649E+00	  0.3232429E+01	  0.9830106E+00	 -0.1511272E+00	  0.1238508E+00	  0.1391426E+01
  0.2260000E+00	  0.9990720E+00	  0.9827544E+00	  0.9997865E+00	  0.8992188E+00	  0.8242351E+00	  0.8410683E+00	  0.4212911E+00	 -0.3687824E-02	  0.9998830E+00	  0.8733100E+00	  0.3095354E+00	  0.3230648E+01	  0.9828591E+00	 -0.1517497E+00	  0.1246760E+00	  0.1394588E+01
  0.2270000E+00	  0.9989638E+00	  0.9825955E+00	  0.9997522E+00	  0.8991091E+00	  0.8229258E+00	  0.8398644E+00	  0.4212654E+00	 -0.3722777E-02	  0.9998806E+00	  0.8722143E+00	  0.3097064E+00	  0.3228864E+01	  0.9827071E+00	 -0.1523702E+00	  0.1254817E+00	  0.1397766E+01
  0.2280000E+00	  0.9988505E+00	  0.9824358E+00	  0.9997155E+00	  0.8989990E+00	  0.8216140E+00	  0.8386580E+00	  0.4212396E+00	 -0.3757923E-02	  0.9998782E+00	  0.8711142E+00	  0.3098778E+00	  0.3227078E+01	  0.9825544E+00	 -0.1529888E+00	  0.1262672E+00	  0.1400959E+01
  0.2290000E+00	  0.9987321E+00	  0.9822753E+00	  0.9996762E+00	  0.8988886E+00	  0.8202999E+00	  0.8374491E+00	  0.4212138E+00	 -0.3793260E-02	  0.9998758E+00	  0.8700098E+00	  0.3100496E+00	  0.3225290E+01	  0.9824011E+00	 -0.1536054E+00	  0.1270325E+00	  0.1404168E+01
  0.2300000E+00	  0.9986086E+00	  0.9821139E+00	  0.9996345E+00	  0.8987778E+00	  0.8189834E+00	  0.8362376E+00	  0.4211878E+00	 -0.3828790E-02	  0.9998733E+00	  0.8689012E+00	  0.3102218E+00	  0.3223500E+01	  0.9822472E+00	 -0.1542200E+00	  0.1277791E+00	  0.1407393E+01
  0.2310000E+00	  0.9984800E+00	  0.9819516E+00	  0.9995902E+00	  0.8986668E+00	  0.8176646E+00	  0.8350237E+00	  0.4211618E+00	 -0.3864513E-02	  0.9998708E+00	  0.8677884E+00	  0.3103943E+00	  0.3221708E+01	  0.9820927E+00	 -0.1548326E+00	  0.1285175E+00	  0.1410634E+01
  0.2320000E+00	  0.9983458E+00	  0.9817885E+00	  0.9995435E+00	  0.8985554E+00	  0.8163436E+00	  0.8338073E+00	  0.4211357E+00	 -0.3900430E-02	  0.9998682E+00	  0.8666714E+00	  0.3105672E+00	  0.3219915E+01	  0.9819375E+00	 -0.1554431E+00	  0.1292582E+00	  0.1413890E+01
  0.2330000E+00	  0.9982055E+00	  0.9816246E+00	  0.9994945E+00	  0.8984439E+00	  0.8150203E+00	  0.8325885E+00	  0.4211096E+00	 -0.3936540E-02	  0.9998656E+00	  0.8655502E+00	  0.3107404E+00	  0.3218120E+01	  0.9817818E+00	 -0.1560515E+00	  0.1300032E+00	  0.1417163E+01
  0.2340000E+00	  0.9980586E+00	  0.9814598E+00	  0.9994430E+00	  0.8983324E+00	  0.8136948E+00	  0.8313673E+00	  0.4210834E+00	 -0.3972845E-02	  0.9998630E+00	  0.8644248E+00	  0.3109139E+00	  0.3216324E+01	  0.9816254E+00	 -0.1566577E+00	  0.1307528E+00	  0.1420452E+01
  0.2350000E+00	  0.9979046E+00	  0.9812942E+00	  0.9993893E+00	  0.8982208E+00	  0.8123671E+00	  0.8301437E+00	  0.4210573E+00	 -0.4009344E-02	  0.9998603E+00	  0.8632953E+00	  0.3110879E+00	  0.3214526E+01	  0.9814685E+00	 -0.1572617E+00	  0.1315068E+00	  0.1423758E+01
  0.2360000E+00	  0.9977430E+00	  0.9811278E+00	  0.9993333E+00	  0.8981095E+00	  0.8110371E+00	  0.8289178E+00	  0.4210312E+00	 -0.4046039E-02	  0.9998576E+00	  0.8621617E+00	  0.3112621E+00	  0.3212726E+01	  0.9813109E+00	 -0.1578635E+00	  0.1322654E+00	  0.1427079E+01
  0.2370000E+00	  0.9975731E+00	  0.9809606E+00	  0.9992751E+00	  0.8979983E+00	  0.8097049E+00	  0.8276896E+00	  0.4210051E+00	 -0.4082929E-02	  0.9998548E+00	  0.8610241E+00	  0.3114367E+00	  0.3210925E+01	  0.9811527E+00	 -0.1584630E+00	  0.1330286E+00	  0.1430417E+01
  0.2380000E+00	  0.9973946E+00	  0.9807927E+00	  0.9992147E+00	  0.8978875E+00	  0.8083706E+00	  0.8264590E+00	  0.4209792E+00	 -0.4120014E-02	  0.9998520E+00	  0.8598824E+00	  0.3116117E+00	  0.3209122E+01	  0.9809940E+00	 -0.1590602E+00	  0.1337964E+00	  0.1433772E+01
  0.2390000E+00	  0.9972069E+00	  0.9806240E+00	  0.9991523E+00	  0.8977771E+00	  0.8070340E+00	  0.8252262E+00	  0.4209533E+00	 -0.4157296E-02	  0.9998492E+00	  0.8587366E+00	  0.3117871E+00	  0.3207317E+01	  0.9808346E+00	 -0.1596550E+00	  0.1345689E+00	  0.1437144E+01
  0.2400000E+00	  0.9970095E+00	  0.9804546E+00	  0.9990877E+00	  0.8976673E+00	  0.8056953E+00	  0.8239911E+00	  0.4209275E+00	 -0.4194774E-02	  0.9998463E+00	  0.8575869E+00	  0.3119628E+00	  0.3205510E+01	  0.9806747E+00	 -0.1602474E+00	  0.1353463E+00	  0.1440532E+01
  0.2410000E+00	  0.9968021E+00	  0.9802844E+00	  0.9990211E+00	  0.8975580E+00	  0.8043544E+00	  0.8227538E+00	  0.4209019E+00	 -0.4232449E-02	  0.9998433E+00	  0.8564332E+00	  0.3121390E+00	  0.3203701E+01	  0.9805141E+00	 -0.1608373E+00	  0.1361294E+00	  0.1443937E+01
  0.2420000E+00	  0.9965857E+00	  0.9801136E+00	  0.9989524E+00	  0.8974491E+00	  0.8030114E+00	  0.8215143E+00	  0.4208764E+00	 -0.4270320E-02	  0.9998404E+00	  0.8552755E+00	  0.3123155E+00	  0.3201891E+01	  0.9803530E+00	 -0.1614248E+00	  0.1369188E+00	  0.1447359E+01
  0.2430000E+00	  0.9963615E+00	  0.9799419E+00	  0.9988815E+00	  0.8973402E+00	  0.8016664E+00	  0.8202725E+00	  0.4208508E+00	 -0.4308389E-02	  0.9998374E+00	  0.8541139E+00	  0.3124924E+00	  0.3200078E+01	  0.9801913E+00	 -0.1620097E+00	  0.1377150E+00	  0.1450798E+01
  0.2440000E+00	  0.9961307E+00	  0.9797696E+00	  0.9988084E+00	  0.8972311E+00	  0.8003193E+00	  0.8190286E+00	  0.4208253E+00	 -0.4346656E-02	  0.9998343E+00	  0.8529484E+00	  0.3126697E+00	  0.3198264E+01	  0.9800290E+00	 -0.1625921E+00	  0.1385178E+00	  0.1454254E+01
  0.2450000E+00	  0.9958947E+00	  0.9795964E+00	  0.9987328E+00	  0.8971215E+00	  0.7989703E+00	  0.8177825E+00	  0.4207996E+00	 -0.4385120E-02	  0.9998312E+00	  0.8517791E+00	  0.3128474E+00	  0.3196447E+01	  0.9798661E+00	 -0.1631718E+00	  0.1393275E+00	  0.1457726E+01
  0.2460000E+00	  0.9956545E+00	  0.9794225E+00	  0.9986549E+00	  0.8970111E+00	  0.7976193E+00	  0.8165342E+00	  0.4207737E+00	 -0.4423782E-02	  0.9998281E+00	  0.8506058E+00	  0.3130255E+00	  0.3194628E+01	  0.9797026E+00	 -0.1637489E+00	  0.1401440E+00	  0.1461216E+01
  0.2470000E+00	  0.9954115E+00	  0.9792479E+00	  0.9985744E+00	  0.8968996E+00	  0.7962665E+00	  0.8152838E+00	  0.4207475E+00	 -0.4462643E-02	  0.9998250E+00	  0.8494287E+00	  0.3132040E+00	  0.3192807E+01	  0.9795386E+00	 -0.1643234E+00	  0.1409675E+00	  0.1464722E+01
  0.2480000E+00	  0.9951668E+00	  0.9790724E+00	  0.9984913E+00	  0.8967867E+00	  0.7949118E+00	  0.8140312E+00	  0.4207210E+00	 -0.4501702E-02	  0.9998218E+00	  0.8482478E+00	  0.3133830E+00	  0.3190984E+01	  0.9793740E+00	 -0.1648951E+00	  0.1417979E+00	  0.1468245E+01
  0.2490000E+00	  0.9949217E+00	  0.9788961E+00	  0.9984055E+00	  0.8966722E+00	  0.7935554E+00	  0.8127765E+00	  0.4206942E+00	 -0.4540961E-02	  0.9998185E+00	  0.8470629E+00	  0.3135624E+00	  0.3189158E+01	  0.9792088E+00	 -0.1654641E+00	  0.1426355E+00	  0.1471784E+01
  0.2500000E+00	  0.9946773E+00	  0.9787191E+00	  0.9983169E+00	  0.8965557E+00	  0.7921972E+00	  0.8115197E+00	  0.4206668E+00	 -0.4580418E-02	  0.9998152E+00	  0.8458742E+00	  0.3137422E+00	  0.3187330E+01	  0.9790430E+00	 -0.1660303E+00	  0.1434781E+00	  0.1475341E+01
  0.2510000E+00	  0.9944346E+00	  0.9785412E+00	  0.9982255E+00	  0.8964370E+00	  0.7908374E+00	  0.8102607E+00	  0.4206390E+00	 -0.4620076E-02	  0.9998119E+00	  0.8446816E+00	  0.3139225E+00	  0.3185500E+01	  0.9788767E+00	 -0.1665936E+00	  0.1443149E+00	  0.1478914E+01
  0.2520000E+00	  0.9941922E+00	  0.9783625E+00	  0.9981314E+00	  0.8963165E+00	  0.7894758E+00	  0.8089997E+00	  0.4206107E+00	 -0.4659933E-02	  0.9998086E+00	  0.8434851E+00	  0.3141032E+00	  0.3183667E+01	  0.9787099E+00	 -0.1671541E+00	  0.1451349E+00	  0.1482504E+01
  0.2530000E+00	  0.9939484E+00	  0.9781830E+00	  0.9980347E+00	  0.8961945E+00	  0.7881126E+00	  0.8077366E+00	  0.4205821E+00	 -0.4699990E-02	  0.9998052E+00	  0.8422847E+00	  0.3142843E+00	  0.3181832E+01	  0.9785424E+00	 -0.1677116E+00	  0.1459358E+00	  0.1486112E+01
  0.2540000E+00	  0.9937017E+00	  0.9780027E+00	  0.9979355E+00	  0.8960713E+00	  0.7867478E+00	  0.8064715E+00	  0.4205532E+00	 -0.4740248E-02	  0.9998017E+00	  0.8410804E+00	  0.3144658E+00	  0.3179996E+01	  0.9783744E+00	 -0.1682662E+00	  0.1467172E+00	  0.1489736E+01
  0.2550000E+00	  0.9934502E+00	  0.9778216E+00	  0.9978340E+00	  0.8959474E+00	  0.7853813E+00	  0.8052045E+00	  0.4205241E+00	 -0.4780706E-02	  0.9997983E+00	  0.8398721E+00	  0.3146476E+00	  0.3178159E+01	  0.9782059E+00	 -0.1688178E+00	  0.1474788E+00	  0.1493379E+01
  0.2560000E+00	  0.9931924E+00	  0.9776397E+00	  0.9977302E+00	  0.8958231E+00	  0.7840131E+00	  0.8039355E+00	  0.4204949E+00	 -0.4821365E-02	  0.9997947E+00	  0.8386599E+00	  0.3148297E+00	  0.3176320E+01	  0.9780368E+00	 -0.1693663E+00	  0.1482203E+00	  0.1497039E+01
  0.2570000E+00	  0.9929264E+00	  0.9774570E+00	  0.9976244E+00	  0.8956988E+00	  0.7826433E+00	  0.8026647E+00	  0.4204658E+00	 -0.4862225E-02	  0.9997912E+00	  0.8374438E+00	  0.3150122E+00	  0.3174481E+01	  0.9778672E+00	 -0.1699118E+00	  0.1489415E+00	  0.1500717E+01
  0.2580000E+00	  0.9926507E+00	  0.9772735E+00	  0.9975165E+00	  0.8955749E+00	  0.7812718E+00	  0.8013919E+00	  0.4204367E+00	 -0.4903287E-02	  0.9997876E+00	  0.8362237E+00	  0.3151949E+00	  0.3172641E+01	  0.9776970E+00	 -0.1704543E+00	  0.1496420E+00	  0.1504413E+01
  0.2590000E+00	  0.9923636E+00	  0.9770893E+00	  0.9974069E+00	  0.8954516E+00	  0.7798988E+00	  0.8001174E+00	  0.4204077E+00	 -0.4944551E-02	  0.9997839E+00	  0.8349997E+00	  0.3153778E+00	  0.3170800E+01	  0.9775262E+00	 -0.1709936E+00	  0.1503214E+00	  0.1508128E+01
  0.2600000E+00	  0.9920633E+00	  0.9769042E+00	  0.9972956E+00	  0.8953295E+00	  0.7785241E+00	  0.7988411E+00	  0.4203791E+00	 -0.4986017E-02	  0.9997802E+00	  0.8337719E+00	  0.3155609E+00	  0.3168960E+01	  0.9773550E+00	 -0.1715298E+00	  0.1509815E+00	  0.1511861E+01
  0.2610000E+00	  0.9917489E+00	  0.9767184E+00	  0.9971826E+00	  0.8952086E+00	  0.7771477E+00	  0.7975630E+00	  0.4203507E+00	 -0.5027685E-02	  0.9997765E+00	  0.8325401E+00	  0.3157443E+00	  0.3167120E+01	  0.9771832E+00	 -0.1720628E+00	  0.1516312E+00	  0.1515613E+01
  0.2620000E+00	  0.9914219E+00	  0.9765318E+00	  0.9970679E+00	  0.8950887E+00	  0.7757699E+00	  0.7962832E+00	  0.4203225E+00	 -0.5069556E-02	  0.9997727E+00	  0.8313045E+00	  0.3159278E+00	  0.3165280E+01	  0.9770109E+00	 -0.1725926E+00	  0.1522799E+00	  0.1519384E+01
  0.2630000E+00	  0.9910846E+00	  0.9763444E+00	  0.9969513E+00	  0.8949693E+00	  0.7743905E+00	  0.7950016E+00	  0.4202945E+00	 -0.5111631E-02	  0.9997688E+00	  0.8300649E+00	  0.3161115E+00	  0.3163440E+01	  0.9768380E+00	 -0.1731190E+00	  0.1529293E+00	  0.1523174E+01
  0.2640000E+00	  0.9907392E+00	  0.9761562E+00	  0.9968327E+00	  0.8948498E+00	  0.7730096E+00	  0.7937184E+00	  0.4202664E+00	 -0.5153909E-02	  0.9997649E+00	  0.8288215E+00	  0.3162954E+00	  0.3161601E+01	  0.9766646E+00	 -0.1736422E+00	  0.1535796E+00	  0.1526982E+01
  0.2650000E+00	  0.9903881E+00	  0.9759672E+00	  0.9967119E+00	  0.8947297E+00	  0.7716273E+00	  0.7924335E+00	  0.4202382E+00	 -0.5196391E-02	  0.9997610E+00	  0.8275743E+00	  0.3164795E+00	  0.3159762E+01	  0.9764907E+00	 -0.1741620E+00	  0.1542307E+00	  0.1530808E+01
  0.2660000E+00	  0.9900334E+00	  0.9757774E+00	  0.9965887E+00	  0.8946084E+00	  0.7702436E+00	  0.7911470E+00	  0.4202098E+00	 -0.5239077E-02	  0.9997570E+00	  0.8263232E+00	  0.3166638E+00	  0.3157923E+01	  0.9763163E+00	 -0.1746784E+00	  0.1548826E+00	  0.1534652E+01
  0.2670000E+00	  0.9896774E+00	  0.9755868E+00	  0.9964630E+00	  0.8944856E+00	  0.7688585E+00	  0.7898589E+00	  0.4201809E+00	 -0.5281967E-02	  0.9997530E+00	  0.8250684E+00	  0.3168483E+00	  0.3156084E+01	  0.9761414E+00	 -0.1751916E+00	  0.1555353E+00	  0.1538514E+01
  0.2680000E+00	  0.9893223E+00	  0.9753954E+00	  0.9963346E+00	  0.8943606E+00	  0.7674722E+00	  0.7885691E+00	  0.4201515E+00	 -0.5325062E-02	  0.9997489E+00	  0.8238098E+00	  0.3170330E+00	  0.3154246E+01	  0.9759659E+00	 -0.1757013E+00	  0.1561889E+00	  0.1542394E+01
  0.2690000E+00	  0.9889705E+00	  0.9752031E+00	  0.9962034E+00	  0.8942330E+00	  0.7660846E+00	  0.7872778E+00	  0.4201216E+00	 -0.5368362E-02	  0.9997447E+00	  0.8225474E+00	  0.3172178E+00	  0.3152408E+01	  0.9757900E+00	 -0.1762077E+00	  0.1568432E+00	  0.1546292E+01
  0.2700000E+00	  0.9886241E+00	  0.9750101E+00	  0.9960692E+00	  0.8941022E+00	  0.7646959E+00	  0.7859849E+00	  0.4200908E+00	 -0.5411867E-02	  0.9997406E+00	  0.8212815E+00	  0.3174029E+00	  0.3150570E+01	  0.9756135E+00	 -0.1767106E+00	  0.1574986E+00	  0.1550207E+01
  0.2710000E+00	  0.9882847E+00	  0.9748162E+00	  0.9959319E+00	  0.8939679E+00	  0.7633060E+00	  0.7846904E+00	  0.4200593E+00	 -0.5455578E-02	  0.9997363E+00	  0.8200118E+00	  0.3175881E+00	  0.3148732E+01	  0.9754365E+00	 -0.1772100E+00	  0.1581555E+00	  0.1554139E+01
  0.2720000E+00	  0.9879505E+00	  0.9746214E+00	  0.9957916E+00	  0.8938305E+00	  0.7619149E+00	  0.7833945E+00	  0.4200270E+00	 -0.5499494E-02	  0.9997321E+00	  0.8187386E+00	  0.3177736E+00	  0.3146895E+01	  0.9752591E+00	 -0.1777058E+00	  0.1588146E+00	  0.1558089E+01
  0.2730000E+00	  0.9876192E+00	  0.9744258E+00	  0.9956485E+00	  0.8936904E+00	  0.7605228E+00	  0.7820970E+00	  0.4199941E+00	 -0.5543616E-02	  0.9997278E+00	  0.8174619E+00	  0.3179592E+00	  0.3145058E+01	  0.9750811E+00	 -0.1781981E+00	  0.1594760E+00	  0.1562057E+01
  0.2740000E+00	  0.9872883E+00	  0.9742294E+00	  0.9955029E+00	  0.8935483E+00	  0.7591295E+00	  0.7807981E+00	  0.4199607E+00	 -0.5587943E-02	  0.9997234E+00	  0.8161817E+00	  0.3181450E+00	  0.3143220E+01	  0.9749027E+00	 -0.1786867E+00	  0.1601398E+00	  0.1566043E+01
  0.2750000E+00	  0.9869554E+00	  0.9740322E+00	  0.9953548E+00	  0.8934046E+00	  0.7577352E+00	  0.7794977E+00	  0.4199269E+00	 -0.5632478E-02	  0.9997191E+00	  0.8148980E+00	  0.3183311E+00	  0.3141383E+01	  0.9747238E+00	 -0.1791718E+00	  0.1608060E+00	  0.1570048E+01
  0.2760000E+00	  0.9866179E+00	  0.9738341E+00	  0.9952045E+00	  0.8932599E+00	  0.7563398E+00	  0.7781959E+00	  0.4198929E+00	 -0.5677218E-02	  0.9997146E+00	  0.8136109E+00	  0.3185173E+00	  0.3139547E+01	  0.9745443E+00	 -0.1796533E+00	  0.1614747E+00	  0.1574072E+01
  0.2770000E+00	  0.9862736E+00	  0.9736352E+00	  0.9950521E+00	  0.8931148E+00	  0.7549433E+00	  0.7768926E+00	  0.4198588E+00	 -0.5722165E-02	  0.9997102E+00	  0.8123204E+00	  0.3187038E+00	  0.3137710E+01	  0.9743644E+00	 -0.1801312E+00	  0.1621458E+00	  0.1578115E+01
  0.2780000E+00	  0.9859199E+00	  0.9734355E+00	  0.9948979E+00	  0.8929697E+00	  0.7535458E+00	  0.7755880E+00	  0.4198247E+00	 -0.5767319E-02	  0.9997056E+00	  0.8110265E+00	  0.3188905E+00	  0.3135873E+01	  0.9741841E+00	 -0.1806056E+00	  0.1628193E+00	  0.1582178E+01
  0.2790000E+00	  0.9855544E+00	  0.9732349E+00	  0.9947420E+00	  0.8928252E+00	  0.7521472E+00	  0.7742821E+00	  0.4197907E+00	 -0.5812680E-02	  0.9997011E+00	  0.8097292E+00	  0.3190773E+00	  0.3134037E+01	  0.9740032E+00	 -0.1810762E+00	  0.1634953E+00	  0.1586260E+01
  0.2800000E+00	  0.9851746E+00	  0.9730336E+00	  0.9945846E+00	  0.8926818E+00	  0.7507477E+00	  0.7729748E+00	  0.4197570E+00	 -0.5858247E-02	  0.9996964E+00	  0.8084286E+00	  0.3192644E+00	  0.3132200E+01	  0.9738219E+00	 -0.1815432E+00	  0.1641678E+00	  0.1590364E+01
