bet0_f,maxstp,EP_dens_on,Bdens,Adens,Beam Ion Effective Temp(keV),n,gam,om_r,gam_var,om_r_var,tipo_inestabilidad,modo_m,pos_radial,diff_m
0.001,2500,1,0.1,0.5,60,1,0.00623944,1.628145489228,9.29634e-09,5.66608e-09,BAE,4,0.752,0
0.001,2500,1,0.1,0.5,80,1,0.00622109,1.614505732512,1.08125e-08,9.53221e-09,BAE,4,0.752,0
0.001,2500,1,0.1,0.5,100,1,0.00626804,1.652833808772,6.6943e-09,1.52125e-09,BAE,4,0.752,0
0.001,2500,1,0.1,2,60,1,0.00626311,1.645570068498,7.57067e-09,7.64684e-10,BAE,4,0.752,0
0.001,2500,1,0.1,2,80,1,0.00624608,1.6292011608119998,8.91112e-09,3.75634e-09,BAE,4,0.752,0
0.001,2500,1,0.1,2,100,1,0.00625348,1.646523771804,6.9963e-09,5.5824e-09,BAE,4,0.752,0
0.001,2500,1,0.1,4,60,1,0.00626547,1.63638092721,9.34608e-09,7.57366e-09,BAE,4,0.752,0
0.001,2500,1,0.1,4,80,1,0.00627273,1.62813349296,8.32827e-09,3.70442e-09,BAE,4,0.752,0
0.001,2500,1,0.1,4,100,1,0.00626599,1.6331359367159999,6.59163e-09,4.58311e-09,BAE,4,0.752,0
0.001,2500,1,0.1,6,60,1,0.00629598,1.650050674596,5.34418e-09,2.33354e-09,BAE,4,0.752,0
0.001,2500,1,0.1,6,80,1,0.0062916,1.64057962101,5.62842e-09,2.37046e-09,BAE,4,0.752,0
0.001,2500,1,0.1,6,100,1,0.00622361,1.656600636924,1.16919e-08,6.6735e-08,BAE,4,0.752,0
0.001,2500,1,0.1,8,60,1,0.00629234,1.635589173522,6.09235e-09,3.5787e-09,BAE,4,0.752,0
0.001,2500,1,0.1,8,80,1,0.00630822,1.6418752179540002,5.3586e-09,9.89169e-10,BAE,4,0.752,0
0.001,2500,1,0.1,8,100,1,0.0062445,1.6152854899320002,8.09627e-09,1.14409e-08,BAE,4,0.752,0
0.001,2500,1,0.1,10,60,1,0.00609253,1.4386824305700001,1.56464e-07,2.28553e-07,Estable/Ruido,5,0.865,0
0.001,2500,1,0.1,10,80,1,0.00627234,1.601369819052,1.04479e-08,1.02562e-08,BAE,4,0.752,0
0.001,2500,1,0.1,10,100,1,0.00627649,1.623730862604,6.68637e-09,6.50592e-09,BAE,4,0.752,0
0.001,2500,1,0.2,0.5,60,1,0.00617139,1.590219287946,1.49989e-08,2.84379e-08,BAE,4,0.752,0
0.001,2500,1,0.2,0.5,80,1,0.00623271,1.617060937596,1.17501e-08,8.45632e-09,BAE,4,0.752,0
0.001,2500,1,0.2,0.5,100,1,0.00620761,1.6137499676279998,1.09591e-08,1.91827e-08,BAE,4,0.752,0
0.001,2500,1,0.2,2,60,1,0.00621742,1.602227552214,1.35598e-08,9.69494e-09,BAE,4,0.752,0
0.001,2500,1,0.2,2,80,1,0.00620279,1.649864732442,1.67546e-08,8.32131e-08,BAE,4,0.752,0
0.001,2500,1,0.2,2,100,1,0.00599632,1.428173699802,1.37477e-08,2.9916e-09,Estable/Ruido,5,0.865,0
0.001,2500,1,0.2,4,60,1,0.00623337,1.623191030544,7.8549e-09,1.19633e-08,BAE,4,0.752,0
0.001,2500,1,0.2,4,80,1,0.00616185,1.559892722442,8.69468e-09,1.25665e-08,Estable/Ruido,5,0.865,0
0.001,2500,1,0.2,4,100,1,0.00626347,1.655550963474,7.31426e-09,1.54348e-08,BAE,4,0.752,0
0.001,2500,1,0.2,6,60,1,0.00629951,1.6458939677339999,5.51246e-09,9.38172e-10,BAE,4,0.752,0
0.001,2500,1,0.2,6,80,1,0.00629347,1.640855535174,5.3636e-09,1.52669e-09,BAE,4,0.752,0
0.001,2500,1,0.2,6,100,1,0.00628567,1.635145311606,7.14082e-09,5.23018e-09,BAE,4,0.752,0
0.001,2500,1,0.2,8,60,1,0.00628101,1.637916449514,5.96045e-09,4.08424e-09,BAE,4,0.752,0
0.001,2500,1,0.2,8,80,1,0.0062789,1.633555806096,1.17071e-08,2.08165e-08,BAE,4,0.752,0
0.001,2500,1,0.2,8,100,1,0.00619874,1.581863887284,9.53105e-09,3.29503e-08,BAE,4,0.752,1
0.001,2500,1,0.2,10,60,1,0.00629274,1.621481562354,8.00895e-09,4.98536e-09,BAE,4,0.752,0
0.001,2500,1,0.2,10,80,1,0.00630981,1.641893212356,5.27196e-09,1.11255e-09,BAE,4,0.752,0
0.001,2500,1,0.2,10,100,1,0.00630881,1.6344255355260002,5.97968e-09,1.90863e-09,BAE,4,0.752,0
0.001,2500,1,0.3,0.5,60,1,0.00615638,1.578852824016,1.16267e-08,3.00913e-08,BAE,4,0.752,0
0.001,2500,1,0.3,0.5,80,1,0.00622619,1.628007532146,9.67784e-09,1.36601e-08,BAE,4,0.752,0
0.001,2500,1,0.3,0.5,100,1,0.00609883,1.606588195632,2.34994e-08,2.09632e-07,Estable/Ruido,5,0.865,0
0.001,2500,1,0.3,2,60,1,0.00599318,1.5114218015879999,1.94953e-08,1.79459e-07,Estable/Ruido,5,0.865,0
0.001,2500,1,0.3,2,80,1,0.00626004,1.6456420461060002,7.12316e-09,7.95941e-10,BAE,4,0.752,0
0.001,2500,1,0.3,2,100,1,0.00626676,1.647879350088,7.11489e-09,8.23492e-10,BAE,4,0.752,0
0.001,2500,1,0.3,4,60,1,0.0062269,1.607871796308,1.33479e-08,1.0112e-08,BAE,4,0.752,0
0.001,2500,1,0.3,4,80,1,0.00626048,1.6386242293259998,6.83127e-09,2.84612e-09,BAE,4,0.752,0
0.001,2500,1,0.3,4,100,1,0.00625839,1.62822346497,8.8677e-09,4.49762e-09,BAE,4,0.752,0
0.001,2500,1,0.3,6,60,1,0.00628684,1.638936132294,5.96258e-09,1.20454e-09,BAE,4,0.752,0
0.001,2500,1,0.3,6,80,1,0.00626124,1.626627961326,6.55314e-09,5.03506e-09,BAE,4,0.752,0
0.001,2500,1,0.3,6,100,1,0.00618442,1.5905851741200001,7.0639e-09,1.63958e-08,BAE,4,0.752,1
0.001,2500,1,0.3,8,60,1,0.0063107,1.6499367100500002,5.47765e-09,6.66166e-10,BAE,4,0.752,0
0.001,2500,1,0.3,8,80,1,0.00630322,1.636188986922,6.0334e-09,1.65725e-09,BAE,4,0.752,0
0.001,2500,1,0.3,8,100,1,0.0062275,1.640201738568,1.02918e-08,5.54764e-08,Estable/Ruido,5,0.865,1
0.001,2500,1,0.3,10,60,1,0.00630476,1.630274826798,6.68967e-09,2.35524e-09,BAE,4,0.752,0
0.001,2500,1,0.3,10,80,1,0.006289,1.639667904642,5.70269e-09,2.65381e-09,BAE,4,0.752,0
0.001,2500,1,0.3,10,100,1,0.00631214,1.636404919746,6.3659e-09,1.34604e-09,BAE,4,0.752,0
0.001,2500,1,0.4,0.5,60,1,0.00627056,1.6543033516019998,6.67871e-09,4.83827e-10,BAE,4,0.752,0
0.001,2500,1,0.4,0.5,80,1,0.00624743,1.63326189753,8.12896e-09,5.73202e-09,BAE,4,0.752,0
