       r	   dnnbi(m^-3)	    dne(m^-3)	    dni(m^-3)	     tbn(keV)	     ti(keV)	     te(keV)	   vzt_eq(m/s)	   vth_eq(m/s)	  vthermalep(m/s)	       etann(MKS)
  0.1700000E+00	  0.1940230E+19	  0.3247150E+20	  0.2627570E+20	  0.1030350E+06	  0.1784980E+04	  0.1526600E+04	  0.8073708E-02	  0.0000000E+00	  0.3141995E+07	  0.1240012E+01
  0.1710000E+00	  0.1940716E+19	  0.3246768E+20	  0.2627865E+20	  0.1030230E+06	  0.1782732E+04	  0.1524876E+04	  0.8057288E-02	  0.0000000E+00	  0.3141812E+07	  0.1242401E+01
  0.1720000E+00	  0.1941185E+19	  0.3246384E+20	  0.2628152E+20	  0.1030111E+06	  0.1780476E+04	  0.1523145E+04	  0.8040900E-02	  0.0000000E+00	  0.3141631E+07	  0.1244803E+01
  0.1730000E+00	  0.1941638E+19	  0.3245997E+20	  0.2628432E+20	  0.1029994E+06	  0.1778212E+04	  0.1521407E+04	  0.8024545E-02	  0.0000000E+00	  0.3141452E+07	  0.1247218E+01
  0.1740000E+00	  0.1942079E+19	  0.3245608E+20	  0.2628705E+20	  0.1029877E+06	  0.1775939E+04	  0.1519663E+04	  0.8008223E-02	  0.0000000E+00	  0.3141274E+07	  0.1249646E+01
  0.1750000E+00	  0.1942510E+19	  0.3245216E+20	  0.2628971E+20	  0.1029761E+06	  0.1773659E+04	  0.1517911E+04	  0.7991933E-02	  0.0000000E+00	  0.3141096E+07	  0.1252087E+01
  0.1760000E+00	  0.1942931E+19	  0.3244822E+20	  0.2629229E+20	  0.1029645E+06	  0.1771371E+04	  0.1516154E+04	  0.7975675E-02	  0.0000000E+00	  0.3140920E+07	  0.1254540E+01
  0.1770000E+00	  0.1943346E+19	  0.3244425E+20	  0.2629479E+20	  0.1029529E+06	  0.1769075E+04	  0.1514390E+04	  0.7959449E-02	  0.0000000E+00	  0.3140743E+07	  0.1257006E+01
  0.1780000E+00	  0.1943756E+19	  0.3244026E+20	  0.2629721E+20	  0.1029413E+06	  0.1766771E+04	  0.1512619E+04	  0.7943255E-02	  0.0000000E+00	  0.3140566E+07	  0.1259484E+01
  0.1790000E+00	  0.1944163E+19	  0.3243624E+20	  0.2629954E+20	  0.1029297E+06	  0.1764459E+04	  0.1510843E+04	  0.7927093E-02	  0.0000000E+00	  0.3140389E+07	  0.1261975E+01
  0.1800000E+00	  0.1944570E+19	  0.3243220E+20	  0.2630180E+20	  0.1029180E+06	  0.1762140E+04	  0.1509060E+04	  0.7910963E-02	  0.0000000E+00	  0.3140211E+07	  0.1264478E+01
  0.1810000E+00	  0.1944978E+19	  0.3242814E+20	  0.2630397E+20	  0.1029062E+06	  0.1759813E+04	  0.1507271E+04	  0.7894865E-02	  0.0000000E+00	  0.3140031E+07	  0.1266993E+01
  0.1820000E+00	  0.1945384E+19	  0.3242405E+20	  0.2630607E+20	  0.1028944E+06	  0.1757478E+04	  0.1505476E+04	  0.7878798E-02	  0.0000000E+00	  0.3139851E+07	  0.1269520E+01
  0.1830000E+00	  0.1945785E+19	  0.3241994E+20	  0.2630808E+20	  0.1028826E+06	  0.1755135E+04	  0.1503675E+04	  0.7862764E-02	  0.0000000E+00	  0.3139670E+07	  0.1272060E+01
  0.1840000E+00	  0.1946180E+19	  0.3241580E+20	  0.2631002E+20	  0.1028707E+06	  0.1752785E+04	  0.1501868E+04	  0.7846761E-02	  0.0000000E+00	  0.3139489E+07	  0.1274613E+01
  0.1850000E+00	  0.1946565E+19	  0.3241164E+20	  0.2631188E+20	  0.1028589E+06	  0.1750428E+04	  0.1500055E+04	  0.7830790E-02	  0.0000000E+00	  0.3139309E+07	  0.1277179E+01
  0.1860000E+00	  0.1946937E+19	  0.3240746E+20	  0.2631368E+20	  0.1028471E+06	  0.1748063E+04	  0.1498236E+04	  0.7814851E-02	  0.0000000E+00	  0.3139129E+07	  0.1279758E+01
  0.1870000E+00	  0.1947293E+19	  0.3240326E+20	  0.2631540E+20	  0.1028354E+06	  0.1745690E+04	  0.1496411E+04	  0.7798944E-02	  0.0000000E+00	  0.3138950E+07	  0.1282350E+01
  0.1880000E+00	  0.1947631E+19	  0.3239903E+20	  0.2631706E+20	  0.1028238E+06	  0.1743311E+04	  0.1494580E+04	  0.7783069E-02	  0.0000000E+00	  0.3138773E+07	  0.1284957E+01
  0.1890000E+00	  0.1947948E+19	  0.3239478E+20	  0.2631866E+20	  0.1028123E+06	  0.1740924E+04	  0.1492743E+04	  0.7767226E-02	  0.0000000E+00	  0.3138598E+07	  0.1287577E+01
  0.1900000E+00	  0.1948240E+19	  0.3239050E+20	  0.2632020E+20	  0.1028010E+06	  0.1738530E+04	  0.1490900E+04	  0.7751415E-02	  0.0000000E+00	  0.3138425E+07	  0.1290211E+01
  0.1910000E+00	  0.1948506E+19	  0.3238620E+20	  0.2632168E+20	  0.1027899E+06	  0.1736129E+04	  0.1489051E+04	  0.7735636E-02	  0.0000000E+00	  0.3138255E+07	  0.1292859E+01
  0.1920000E+00	  0.1948748E+19	  0.3238188E+20	  0.2632310E+20	  0.1027789E+06	  0.1733721E+04	  0.1487196E+04	  0.7719889E-02	  0.0000000E+00	  0.3138088E+07	  0.1295522E+01
  0.1930000E+00	  0.1948967E+19	  0.3237753E+20	  0.2632447E+20	  0.1027681E+06	  0.1731306E+04	  0.1485335E+04	  0.7704173E-02	  0.0000000E+00	  0.3137923E+07	  0.1298198E+01
  0.1940000E+00	  0.1949167E+19	  0.3237316E+20	  0.2632576E+20	  0.1027573E+06	  0.1728884E+04	  0.1483468E+04	  0.7688490E-02	  0.0000000E+00	  0.3137759E+07	  0.1300889E+01
  0.1950000E+00	  0.1949351E+19	  0.3236877E+20	  0.2632700E+20	  0.1027467E+06	  0.1726455E+04	  0.1481596E+04	  0.7672838E-02	  0.0000000E+00	  0.3137596E+07	  0.1303594E+01
  0.1960000E+00	  0.1949519E+19	  0.3236434E+20	  0.2632816E+20	  0.1027361E+06	  0.1724020E+04	  0.1479718E+04	  0.7657217E-02	  0.0000000E+00	  0.3137435E+07	  0.1306313E+01
  0.1970000E+00	  0.1949676E+19	  0.3235990E+20	  0.2632925E+20	  0.1027256E+06	  0.1721577E+04	  0.1477834E+04	  0.7641628E-02	  0.0000000E+00	  0.3137274E+07	  0.1309046E+01
  0.1980000E+00	  0.1949823E+19	  0.3235542E+20	  0.2633028E+20	  0.1027151E+06	  0.1719128E+04	  0.1475945E+04	  0.7626070E-02	  0.0000000E+00	  0.3137114E+07	  0.1311792E+01
  0.1990000E+00	  0.1949964E+19	  0.3235093E+20	  0.2633123E+20	  0.1027046E+06	  0.1716672E+04	  0.1474050E+04	  0.7610543E-02	  0.0000000E+00	  0.3136953E+07	  0.1314552E+01
  0.2000000E+00	  0.1950100E+19	  0.3234640E+20	  0.2633210E+20	  0.1026940E+06	  0.1714210E+04	  0.1472150E+04	  0.7595047E-02	  0.0000000E+00	  0.3136792E+07	  0.1317326E+01
  0.2010000E+00	  0.1950234E+19	  0.3234185E+20	  0.2633290E+20	  0.1026834E+06	  0.1711741E+04	  0.1470245E+04	  0.7579582E-02	  0.0000000E+00	  0.3136630E+07	  0.1320113E+01
  0.2020000E+00	  0.1950363E+19	  0.3233727E+20	  0.2633362E+20	  0.1026727E+06	  0.1709266E+04	  0.1468334E+04	  0.7564148E-02	  0.0000000E+00	  0.3136467E+07	  0.1322914E+01
  0.2030000E+00	  0.1950487E+19	  0.3233266E+20	  0.2633426E+20	  0.1026621E+06	  0.1706784E+04	  0.1466418E+04	  0.7548745E-02	  0.0000000E+00	  0.3136304E+07	  0.1325729E+01
  0.2040000E+00	  0.1950603E+19	  0.3232803E+20	  0.2633484E+20	  0.1026514E+06	  0.1704296E+04	  0.1464497E+04	  0.7533372E-02	  0.0000000E+00	  0.3136140E+07	  0.1328558E+01
  0.2050000E+00	  0.1950709E+19	  0.3232337E+20	  0.2633534E+20	  0.1026407E+06	  0.1701801E+04	  0.1462570E+04	  0.7518031E-02	  0.0000000E+00	  0.3135977E+07	  0.1331401E+01
  0.2060000E+00	  0.1950803E+19	  0.3231869E+20	  0.2633578E+20	  0.1026300E+06	  0.1699301E+04	  0.1460639E+04	  0.7502722E-02	  0.0000000E+00	  0.3135815E+07	  0.1334259E+01
  0.2070000E+00	  0.1950884E+19	  0.3231398E+20	  0.2633615E+20	  0.1026194E+06	  0.1696794E+04	  0.1458702E+04	  0.7487443E-02	  0.0000000E+00	  0.3135652E+07	  0.1337131E+01
  0.2080000E+00	  0.1950948E+19	  0.3230925E+20	  0.2633646E+20	  0.1026089E+06	  0.1694282E+04	  0.1456760E+04	  0.7472196E-02	  0.0000000E+00	  0.3135491E+07	  0.1340018E+01
  0.2090000E+00	  0.1950994E+19	  0.3230449E+20	  0.2633671E+20	  0.1025984E+06	  0.1691764E+04	  0.1454812E+04	  0.7456980E-02	  0.0000000E+00	  0.3135331E+07	  0.1342920E+01
  0.2100000E+00	  0.1951020E+19	  0.3229970E+20	  0.2633690E+20	  0.1025880E+06	  0.1689240E+04	  0.1452860E+04	  0.7441795E-02	  0.0000000E+00	  0.3135172E+07	  0.1345837E+01
  0.2110000E+00	  0.1951025E+19	  0.3229489E+20	  0.2633703E+20	  0.1025777E+06	  0.1686710E+04	  0.1450902E+04	  0.7426642E-02	  0.0000000E+00	  0.3135015E+07	  0.1348769E+01
  0.2120000E+00	  0.1951008E+19	  0.3229006E+20	  0.2633711E+20	  0.1025675E+06	  0.1684175E+04	  0.1448940E+04	  0.7411521E-02	  0.0000000E+00	  0.3134860E+07	  0.1351717E+01
  0.2130000E+00	  0.1950973E+19	  0.3228520E+20	  0.2633713E+20	  0.1025574E+06	  0.1681634E+04	  0.1446972E+04	  0.7396430E-02	  0.0000000E+00	  0.3134705E+07	  0.1354680E+01
  0.2140000E+00	  0.1950918E+19	  0.3228031E+20	  0.2633708E+20	  0.1025474E+06	  0.1679088E+04	  0.1444999E+04	  0.7381371E-02	  0.0000000E+00	  0.3134552E+07	  0.1357658E+01
  0.2150000E+00	  0.1950846E+19	  0.3227541E+20	  0.2633698E+20	  0.1025374E+06	  0.1676536E+04	  0.1443022E+04	  0.7366343E-02	  0.0000000E+00	  0.3134399E+07	  0.1360651E+01
  0.2160000E+00	  0.1950759E+19	  0.3227047E+20	  0.2633681E+20	  0.1025275E+06	  0.1673978E+04	  0.1441039E+04	  0.7351345E-02	  0.0000000E+00	  0.3134248E+07	  0.1363660E+01
  0.2170000E+00	  0.1950656E+19	  0.3226552E+20	  0.2633658E+20	  0.1025176E+06	  0.1671415E+04	  0.1439051E+04	  0.7336378E-02	  0.0000000E+00	  0.3134096E+07	  0.1366684E+01
  0.2180000E+00	  0.1950539E+19	  0.3226054E+20	  0.2633629E+20	  0.1025077E+06	  0.1668845E+04	  0.1437059E+04	  0.7321442E-02	  0.0000000E+00	  0.3133946E+07	  0.1369724E+01
  0.2190000E+00	  0.1950410E+19	  0.3225553E+20	  0.2633593E+20	  0.1024979E+06	  0.1666271E+04	  0.1435062E+04	  0.7306536E-02	  0.0000000E+00	  0.3133795E+07	  0.1372778E+01
  0.2200000E+00	  0.1950270E+19	  0.3225050E+20	  0.2633550E+20	  0.1024880E+06	  0.1663690E+04	  0.1433060E+04	  0.7291660E-02	  0.0000000E+00	  0.3133644E+07	  0.1375848E+01
  0.2210000E+00	  0.1950119E+19	  0.3224545E+20	  0.2633500E+20	  0.1024781E+06	  0.1661104E+04	  0.1431053E+04	  0.7276814E-02	  0.0000000E+00	  0.3133493E+07	  0.1378933E+01
  0.2220000E+00	  0.1949958E+19	  0.3224037E+20	  0.2633444E+20	  0.1024682E+06	  0.1658512E+04	  0.1429042E+04	  0.7261998E-02	  0.0000000E+00	  0.3133341E+07	  0.1382033E+01
  0.2230000E+00	  0.1949787E+19	  0.3223526E+20	  0.2633381E+20	  0.1024583E+06	  0.1655915E+04	  0.1427026E+04	  0.7247213E-02	  0.0000000E+00	  0.3133190E+07	  0.1385149E+01
  0.2240000E+00	  0.1949606E+19	  0.3223014E+20	  0.2633311E+20	  0.1024483E+06	  0.1653312E+04	  0.1425006E+04	  0.7232457E-02	  0.0000000E+00	  0.3133037E+07	  0.1388280E+01
  0.2250000E+00	  0.1949415E+19	  0.3222498E+20	  0.2633234E+20	  0.1024384E+06	  0.1650704E+04	  0.1422981E+04	  0.7217732E-02	  0.0000000E+00	  0.3132885E+07	  0.1391426E+01
  0.2260000E+00	  0.1949214E+19	  0.3221980E+20	  0.2633150E+20	  0.1024284E+06	  0.1648091E+04	  0.1420951E+04	  0.7203037E-02	  0.0000000E+00	  0.3132732E+07	  0.1394588E+01
  0.2270000E+00	  0.1949003E+19	  0.3221459E+20	  0.2633060E+20	  0.1024183E+06	  0.1645473E+04	  0.1418917E+04	  0.7188372E-02	  0.0000000E+00	  0.3132578E+07	  0.1397766E+01
  0.2280000E+00	  0.1948782E+19	  0.3220936E+20	  0.2632963E+20	  0.1024082E+06	  0.1642850E+04	  0.1416879E+04	  0.7173737E-02	  0.0000000E+00	  0.3132424E+07	  0.1400959E+01
  0.2290000E+00	  0.1948551E+19	  0.3220409E+20	  0.2632860E+20	  0.1023981E+06	  0.1640222E+04	  0.1414837E+04	  0.7159133E-02	  0.0000000E+00	  0.3132270E+07	  0.1404168E+01
  0.2300000E+00	  0.1948310E+19	  0.3219880E+20	  0.2632750E+20	  0.1023880E+06	  0.1637590E+04	  0.1412790E+04	  0.7144559E-02	  0.0000000E+00	  0.3132115E+07	  0.1407393E+01
  0.2310000E+00	  0.1948059E+19	  0.3219348E+20	  0.2632634E+20	  0.1023778E+06	  0.1634953E+04	  0.1410739E+04	  0.7130016E-02	  0.0000000E+00	  0.3131959E+07	  0.1410634E+01
  0.2320000E+00	  0.1947797E+19	  0.3218813E+20	  0.2632511E+20	  0.1023676E+06	  0.1632312E+04	  0.1408684E+04	  0.7115503E-02	  0.0000000E+00	  0.3131803E+07	  0.1413890E+01
  0.2330000E+00	  0.1947524E+19	  0.3218276E+20	  0.2632381E+20	  0.1023574E+06	  0.1629666E+04	  0.1406625E+04	  0.7101020E-02	  0.0000000E+00	  0.3131646E+07	  0.1417163E+01
  0.2340000E+00	  0.1947237E+19	  0.3217736E+20	  0.2632246E+20	  0.1023471E+06	  0.1627015E+04	  0.1404562E+04	  0.7086567E-02	  0.0000000E+00	  0.3131490E+07	  0.1420452E+01
  0.2350000E+00	  0.1946937E+19	  0.3217193E+20	  0.2632104E+20	  0.1023369E+06	  0.1624360E+04	  0.1402495E+04	  0.7072144E-02	  0.0000000E+00	  0.3131333E+07	  0.1423758E+01
  0.2360000E+00	  0.1946621E+19	  0.3216647E+20	  0.2631957E+20	  0.1023267E+06	  0.1621701E+04	  0.1400423E+04	  0.7057751E-02	  0.0000000E+00	  0.3131176E+07	  0.1427079E+01
  0.2370000E+00	  0.1946290E+19	  0.3216099E+20	  0.2631804E+20	  0.1023164E+06	  0.1619037E+04	  0.1398348E+04	  0.7043388E-02	  0.0000000E+00	  0.3131020E+07	  0.1430417E+01
  0.2380000E+00	  0.1945941E+19	  0.3215549E+20	  0.2631645E+20	  0.1023062E+06	  0.1616369E+04	  0.1396269E+04	  0.7029055E-02	  0.0000000E+00	  0.3130864E+07	  0.1433772E+01
  0.2390000E+00	  0.1945575E+19	  0.3214996E+20	  0.2631480E+20	  0.1022961E+06	  0.1613697E+04	  0.1394187E+04	  0.7014752E-02	  0.0000000E+00	  0.3130709E+07	  0.1437144E+01
  0.2400000E+00	  0.1945190E+19	  0.3214440E+20	  0.2631310E+20	  0.1022860E+06	  0.1611020E+04	  0.1392100E+04	  0.7000478E-02	  0.0000000E+00	  0.3130554E+07	  0.1440532E+01
  0.2410000E+00	  0.1944785E+19	  0.3213882E+20	  0.2631135E+20	  0.1022760E+06	  0.1608339E+04	  0.1390010E+04	  0.6986234E-02	  0.0000000E+00	  0.3130400E+07	  0.1443937E+01
  0.2420000E+00	  0.1944363E+19	  0.3213322E+20	  0.2630954E+20	  0.1022659E+06	  0.1605654E+04	  0.1387915E+04	  0.6972020E-02	  0.0000000E+00	  0.3130247E+07	  0.1447359E+01
  0.2430000E+00	  0.1943926E+19	  0.3212759E+20	  0.2630767E+20	  0.1022559E+06	  0.1602964E+04	  0.1385818E+04	  0.6957835E-02	  0.0000000E+00	  0.3130094E+07	  0.1450798E+01
  0.2440000E+00	  0.1943476E+19	  0.3212194E+20	  0.2630574E+20	  0.1022459E+06	  0.1600270E+04	  0.1383716E+04	  0.6943680E-02	  0.0000000E+00	  0.3129941E+07	  0.1454254E+01
  0.2450000E+00	  0.1943015E+19	  0.3211627E+20	  0.2630375E+20	  0.1022358E+06	  0.1597573E+04	  0.1381611E+04	  0.6929554E-02	  0.0000000E+00	  0.3129787E+07	  0.1457726E+01
  0.2460000E+00	  0.1942546E+19	  0.3211056E+20	  0.2630170E+20	  0.1022257E+06	  0.1594872E+04	  0.1379502E+04	  0.6915458E-02	  0.0000000E+00	  0.3129631E+07	  0.1461216E+01
  0.2470000E+00	  0.1942072E+19	  0.3210484E+20	  0.2629958E+20	  0.1022155E+06	  0.1592167E+04	  0.1377389E+04	  0.6901391E-02	  0.0000000E+00	  0.3129475E+07	  0.1464722E+01
  0.2480000E+00	  0.1941595E+19	  0.3209908E+20	  0.2629739E+20	  0.1022051E+06	  0.1589458E+04	  0.1375273E+04	  0.6887354E-02	  0.0000000E+00	  0.3129317E+07	  0.1468245E+01
  0.2490000E+00	  0.1941117E+19	  0.3209331E+20	  0.2629513E+20	  0.1021947E+06	  0.1586746E+04	  0.1373153E+04	  0.6873346E-02	  0.0000000E+00	  0.3129156E+07	  0.1471784E+01
  0.2500000E+00	  0.1940640E+19	  0.3208750E+20	  0.2629280E+20	  0.1021840E+06	  0.1584030E+04	  0.1371030E+04	  0.6859368E-02	  0.0000000E+00	  0.3128993E+07	  0.1475341E+01
  0.2510000E+00	  0.1940166E+19	  0.3208167E+20	  0.2629039E+20	  0.1021732E+06	  0.1581311E+04	  0.1368903E+04	  0.6845419E-02	  0.0000000E+00	  0.3128827E+07	  0.1478914E+01
  0.2520000E+00	  0.1939693E+19	  0.3207581E+20	  0.2628791E+20	  0.1021622E+06	  0.1578588E+04	  0.1366773E+04	  0.6831500E-02	  0.0000000E+00	  0.3128659E+07	  0.1482504E+01
  0.2530000E+00	  0.1939218E+19	  0.3206993E+20	  0.2628537E+20	  0.1021510E+06	  0.1575863E+04	  0.1364639E+04	  0.6817610E-02	  0.0000000E+00	  0.3128488E+07	  0.1486112E+01
  0.2540000E+00	  0.1938737E+19	  0.3206401E+20	  0.2628275E+20	  0.1021398E+06	  0.1573134E+04	  0.1362501E+04	  0.6803749E-02	  0.0000000E+00	  0.3128316E+07	  0.1489736E+01
  0.2550000E+00	  0.1938246E+19	  0.3205808E+20	  0.2628008E+20	  0.1021285E+06	  0.1570401E+04	  0.1360361E+04	  0.6789918E-02	  0.0000000E+00	  0.3128143E+07	  0.1493379E+01
  0.2560000E+00	  0.1937743E+19	  0.3205211E+20	  0.2627735E+20	  0.1021172E+06	  0.1567666E+04	  0.1358217E+04	  0.6776115E-02	  0.0000000E+00	  0.3127969E+07	  0.1497039E+01
  0.2570000E+00	  0.1937224E+19	  0.3204612E+20	  0.2627456E+20	  0.1021058E+06	  0.1564927E+04	  0.1356070E+04	  0.6762342E-02	  0.0000000E+00	  0.3127796E+07	  0.1500717E+01
  0.2580000E+00	  0.1936686E+19	  0.3204011E+20	  0.2627172E+20	  0.1020945E+06	  0.1562184E+04	  0.1353920E+04	  0.6748598E-02	  0.0000000E+00	  0.3127622E+07	  0.1504413E+01
  0.2590000E+00	  0.1936126E+19	  0.3203407E+20	  0.2626883E+20	  0.1020832E+06	  0.1559439E+04	  0.1351766E+04	  0.6734882E-02	  0.0000000E+00	  0.3127449E+07	  0.1508128E+01
  0.2600000E+00	  0.1935540E+19	  0.3202800E+20	  0.2626590E+20	  0.1020720E+06	  0.1556690E+04	  0.1349610E+04	  0.6721196E-02	  0.0000000E+00	  0.3127278E+07	  0.1511861E+01
  0.2610000E+00	  0.1934927E+19	  0.3202191E+20	  0.2626293E+20	  0.1020609E+06	  0.1553938E+04	  0.1347451E+04	  0.6707539E-02	  0.0000000E+00	  0.3127108E+07	  0.1515613E+01
  0.2620000E+00	  0.1934289E+19	  0.3201579E+20	  0.2625990E+20	  0.1020499E+06	  0.1551183E+04	  0.1345289E+04	  0.6693910E-02	  0.0000000E+00	  0.3126939E+07	  0.1519384E+01
  0.2630000E+00	  0.1933631E+19	  0.3200965E+20	  0.2625683E+20	  0.1020389E+06	  0.1548425E+04	  0.1343123E+04	  0.6680310E-02	  0.0000000E+00	  0.3126770E+07	  0.1523174E+01
  0.2640000E+00	  0.1932957E+19	  0.3200348E+20	  0.2625371E+20	  0.1020278E+06	  0.1545664E+04	  0.1340956E+04	  0.6666739E-02	  0.0000000E+00	  0.3126601E+07	  0.1526982E+01
  0.2650000E+00	  0.1932272E+19	  0.3199728E+20	  0.2625053E+20	  0.1020168E+06	  0.1542900E+04	  0.1338785E+04	  0.6653196E-02	  0.0000000E+00	  0.3126431E+07	  0.1530808E+01
  0.2660000E+00	  0.1931580E+19	  0.3199106E+20	  0.2624728E+20	  0.1020056E+06	  0.1540133E+04	  0.1336611E+04	  0.6639682E-02	  0.0000000E+00	  0.3126260E+07	  0.1534652E+01
  0.2670000E+00	  0.1930885E+19	  0.3198481E+20	  0.2624397E+20	  0.1019943E+06	  0.1537363E+04	  0.1334435E+04	  0.6626197E-02	  0.0000000E+00	  0.3126087E+07	  0.1538514E+01
  0.2680000E+00	  0.1930192E+19	  0.3197853E+20	  0.2624059E+20	  0.1019828E+06	  0.1534591E+04	  0.1332256E+04	  0.6612741E-02	  0.0000000E+00	  0.3125910E+07	  0.1542394E+01
  0.2690000E+00	  0.1929506E+19	  0.3197223E+20	  0.2623714E+20	  0.1019710E+06	  0.1531817E+04	  0.1330074E+04	  0.6599313E-02	  0.0000000E+00	  0.3125730E+07	  0.1546292E+01
  0.2700000E+00	  0.1928830E+19	  0.3196590E+20	  0.2623360E+20	  0.1019590E+06	  0.1529040E+04	  0.1327890E+04	  0.6585914E-02	  0.0000000E+00	  0.3125546E+07	  0.1550207E+01
  0.2710000E+00	  0.1928168E+19	  0.3195954E+20	  0.2622998E+20	  0.1019467E+06	  0.1526261E+04	  0.1325703E+04	  0.6572544E-02	  0.0000000E+00	  0.3125357E+07	  0.1554139E+01
  0.2720000E+00	  0.1927516E+19	  0.3195316E+20	  0.2622629E+20	  0.1019341E+06	  0.1523479E+04	  0.1323514E+04	  0.6559202E-02	  0.0000000E+00	  0.3125165E+07	  0.1558089E+01
  0.2730000E+00	  0.1926869E+19	  0.3194675E+20	  0.2622252E+20	  0.1019213E+06	  0.1520696E+04	  0.1321322E+04	  0.6545888E-02	  0.0000000E+00	  0.3124968E+07	  0.1562057E+01
  0.2740000E+00	  0.1926224E+19	  0.3194031E+20	  0.2621869E+20	  0.1019083E+06	  0.1517910E+04	  0.1319127E+04	  0.6532603E-02	  0.0000000E+00	  0.3124769E+07	  0.1566043E+01
  0.2750000E+00	  0.1925574E+19	  0.3193384E+20	  0.2621479E+20	  0.1018952E+06	  0.1515122E+04	  0.1316930E+04	  0.6519347E-02	  0.0000000E+00	  0.3124568E+07	  0.1570048E+01
  0.2760000E+00	  0.1924916E+19	  0.3192735E+20	  0.2621083E+20	  0.1018820E+06	  0.1512332E+04	  0.1314731E+04	  0.6506119E-02	  0.0000000E+00	  0.3124365E+07	  0.1574072E+01
  0.2770000E+00	  0.1924244E+19	  0.3192083E+20	  0.2620681E+20	  0.1018687E+06	  0.1509539E+04	  0.1312529E+04	  0.6492919E-02	  0.0000000E+00	  0.3124162E+07	  0.1578115E+01
  0.2780000E+00	  0.1923554E+19	  0.3191428E+20	  0.2620275E+20	  0.1018554E+06	  0.1506745E+04	  0.1310325E+04	  0.6479748E-02	  0.0000000E+00	  0.3123958E+07	  0.1582178E+01
  0.2790000E+00	  0.1922841E+19	  0.3190770E+20	  0.2619865E+20	  0.1018422E+06	  0.1503948E+04	  0.1308119E+04	  0.6466605E-02	  0.0000000E+00	  0.3123755E+07	  0.1586260E+01
  0.2800000E+00	  0.1922100E+19	  0.3190110E+20	  0.2619450E+20	  0.1018290E+06	  0.1501150E+04	  0.1305910E+04	  0.6453490E-02	  0.0000000E+00	  0.3123553E+07	  0.1590364E+01
  0.2810000E+00	  0.1921328E+19	  0.3189447E+20	  0.2619032E+20	  0.1018159E+06	  0.1498350E+04	  0.1303699E+04	  0.6440404E-02	  0.0000000E+00	  0.3123353E+07	  0.1594488E+01
  0.2820000E+00	  0.1920528E+19	  0.3188782E+20	  0.2618610E+20	  0.1018030E+06	  0.1495547E+04	  0.1301486E+04	  0.6427346E-02	  0.0000000E+00	  0.3123154E+07	  0.1598632E+01
  0.2830000E+00	  0.1919703E+19	  0.3188113E+20	  0.2618184E+20	  0.1017901E+06	  0.1492743E+04	  0.1299271E+04	  0.6414316E-02	  0.0000000E+00	  0.3122956E+07	  0.1602797E+01
  0.2840000E+00	  0.1918858E+19	  0.3187442E+20	  0.2617753E+20	  0.1017772E+06	  0.1489937E+04	  0.1297054E+04	  0.6401314E-02	  0.0000000E+00	  0.3122758E+07	  0.1606982E+01
  0.2850000E+00	  0.1917997E+19	  0.3186769E+20	  0.2617317E+20	  0.1017642E+06	  0.1487129E+04	  0.1294835E+04	  0.6388340E-02	  0.0000000E+00	  0.3122560E+07	  0.1611188E+01
  0.2860000E+00	  0.1917123E+19	  0.3186092E+20	  0.2616876E+20	  0.1017513E+06	  0.1484320E+04	  0.1292614E+04	  0.6375395E-02	  0.0000000E+00	  0.3122360E+07	  0.1615413E+01
  0.2870000E+00	  0.1916242E+19	  0.3185413E+20	  0.2616429E+20	  0.1017382E+06	  0.1481510E+04	  0.1290390E+04	  0.6362477E-02	  0.0000000E+00	  0.3122160E+07	  0.1619658E+01
  0.2880000E+00	  0.1915356E+19	  0.3184732E+20	  0.2615976E+20	  0.1017250E+06	  0.1478698E+04	  0.1288165E+04	  0.6349587E-02	  0.0000000E+00	  0.3121957E+07	  0.1623922E+01
  0.2890000E+00	  0.1914471E+19	  0.3184047E+20	  0.2615516E+20	  0.1017116E+06	  0.1475884E+04	  0.1285939E+04	  0.6336725E-02	  0.0000000E+00	  0.3121752E+07	  0.1628206E+01
  0.2900000E+00	  0.1913590E+19	  0.3183360E+20	  0.2615050E+20	  0.1016980E+06	  0.1473070E+04	  0.1283710E+04	  0.6323891E-02	  0.0000000E+00	  0.3121543E+07	  0.1632509E+01
  0.2910000E+00	  0.1912716E+19	  0.3182670E+20	  0.2614577E+20	  0.1016842E+06	  0.1470254E+04	  0.1281480E+04	  0.6311085E-02	  0.0000000E+00	  0.3121331E+07	  0.1636832E+01
  0.2920000E+00	  0.1911847E+19	  0.3181978E+20	  0.2614096E+20	  0.1016701E+06	  0.1467438E+04	  0.1279248E+04	  0.6298307E-02	  0.0000000E+00	  0.3121116E+07	  0.1641173E+01
  0.2930000E+00	  0.1910978E+19	  0.3181282E+20	  0.2613609E+20	  0.1016559E+06	  0.1464620E+04	  0.1277014E+04	  0.6285556E-02	  0.0000000E+00	  0.3120897E+07	  0.1645534E+01
  0.2940000E+00	  0.1910107E+19	  0.3180584E+20	  0.2613116E+20	  0.1016416E+06	  0.1461801E+04	  0.1274778E+04	  0.6272833E-02	  0.0000000E+00	  0.3120677E+07	  0.1649915E+01
  0.2950000E+00	  0.1909230E+19	  0.3179884E+20	  0.2612617E+20	  0.1016271E+06	  0.1458982E+04	  0.1272541E+04	  0.6260137E-02	  0.0000000E+00	  0.3120455E+07	  0.1654317E+01
