r,R  6/ 3,R  7/ 3,R  8/ 3,R  9/ 3,R 10/ 3,R 11/ 3,R 12/ 3,R 13/ 3,R 14/ 3,R 15/ 3,I  6/ 3,I  7/ 3,I  8/ 3,I  9/ 3,I 10/ 3,I 11/ 3,I 12/ 3,I 13/ 3,I 14/ 3,I 15/ 3
0.232,3.21195023e-07,9.44050684e-06,5.76762643e-05,0.000312954523,-5.97222263e-05,0.00180706371,0.00146192413,0.00160763792,0.000906424045,0.000563854844,-1.25397977e-05,-1.28861285e-05,3.21774979e-05,0.000209841596,-0.000748688022,2.13398165e-05,0.000105653097,0.000867787344,0.000590706723,0.00058633272
0.233,1.82362434e-07,8.96780084e-06,5.65130572e-05,0.000302507002,-7.03792622e-05,0.0017172951,0.00140580408,0.00156199981,0.000892050524,0.000561103236,-1.19797161e-05,-1.22099775e-05,2.89874336e-05,0.000192333267,-0.000709684288,4.98205995e-06,8.57237825e-05,0.000820704187,0.000566466391,0.000570135966
0.234,6.95525622e-08,8.52733246e-06,5.53026141e-05,0.000292243512,-7.95999555e-05,0.00163218784,0.00135159745,0.00151705005,0.000877275964,0.000557824617,-1.14423677e-05,-1.15774817e-05,2.60199933e-05,0.000176131076,-0.000672760521,-9.49777976e-06,6.75064396e-05,0.000775927063,0.000542928157,0.000553999317
0.235,-1.96014673e-08,8.11644937e-06,5.40559938e-05,0.000282183799,-8.75331659e-05,0.00155149817,0.00129927129,0.00147284109,0.000862160464,0.000554051894,-1.09267014e-05,-1.09849991e-05,2.32609537e-05,0.000161136654,-0.000637807939,-2.22812288e-05,5.08768597e-05,0.000733362803,0.000520099086,0.000537961444
0.236,-8.72457808e-08,7.73277757e-06,5.27828155e-05,0.0002723435,-9.43127152e-05,0.00147499393,0.00124878878,0.00142941746,0.000846760269,0.000549817719,-1.04317049e-05,-1.04292396e-05,2.06969081e-05,0.000147259394,-0.000604722316,-3.35327653e-05,3.57189867e-05,0.000692919637,0.000497982482,0.00052205701
0.237,-1.35328028e-07,7.37418455e-06,5.14914318e-05,0.000262734727,-0.00010005895,0.00140245427,0.00120011001,0.00138681653,0.000831127869,0.00054515429,-9.95640307e-06,-9.90723048e-06,1.8315232e-05,0.000134415827,-0.000573404013,-4.34014393e-05,2.19244637e-05,0.000654507526,0.000476578336,0.000506316925
0.238,-1.65614912e-07,7.03875453e-06,5.01890748e-05,0.000253366555,-0.000104880116,0.00133366935,0.00115319255,0.00134506916,0.00081531212,0.000540093195,-9.49985913e-06,-9.41627923e-06,1.61040603e-05,0.000122529021,-0.000543758041,-5.20223079e-05,9.39221051e-06,0.000618038456,0.000455883752,0.000490768602
0.239,-1.79709745e-07,6.72476058e-06,4.88819907e-05,0.000244245467,-0.000108873595,0.00126843994,0.00110799213,0.00130420028,0.000799358376,0.000534665277,-9.06117544e-06,-8.95394615e-06,1.40522604e-05,0.00011152806,-0.000515694027,-5.95177613e-05,-1.97200087e-06,0.000583426654,0.000435893317,0.000475436201
0.24,-1.79068329e-07,6.43064021e-06,4.75755586e-05,0.00023537575,-0.000112127034,0.00120657708,0.00106446303,0.0012642295,0.000783308625,0.000528900521,-8.63949304e-06,-8.51801799e-06,1.21493974e-05,0.000101347555,-0.000489126127,-6.5998724e-05,-1.22559595e-05,0.000550588752,0.000416599439,0.000460340862
0.241,-1.65013007e-07,6.15497488e-06,4.62743965e-05,0.000226759836,-0.000114719344,0.00114790159,0.00102255854,0.00122517162,0.000767201639,0.000522827966,-8.23399042e-06,-8.10648429e-06,1.03856968e-05,9.19271885e-05,-0.000463972899,-7.1565738e-05,-2.15414131e-05,0.00051944391,0.000397992659,0.000445500931
0.242,-1.38745011e-07,5.89647284e-06,4.49824527e-05,0.000218398592,-0.000116721597,0.00109224368,0.000982231344,0.00118703711,0.000751073119,0.000516475635,-7.8438822e-06,-7.71751623e-06,8.7520069e-06,8.32112974e-05,-0.000440157149,-7.63099417e-05,-2.99044486e-05,0.000489913906,0.000380061919,0.000430932173
0.243,-1.01355225e-07,5.65395447e-06,4.37030859e-05,0.000210291567,-0.00011819782,0.00103944249,0.000943433772,0.00114983253,0.000734955851,0.000509870483,-7.46841779e-06,-7.34944779e-06,7.23976231e-06,7.5148494e-05,-0.000417605775,-8.03139528e-05,-3.74158529e-05,0.00046192319,0.000362794816,0.000416647981
0.244,-5.38338366e-08,5.42634008e-06,4.24391355e-05,0.000202437203,-0.000119205708,0.000989345741,0.000906118124,0.00111356101,0.000718879853,0.00050303836,-7.10687995e-06,-7.00075912e-06,5.84094724e-06,6.76913157e-05,-0.000396249593,-8.36526663e-05,-4.41414558e-05,0.000435398919,0.00034617782,0.000402659562
0.245,2.92121676e-09,5.21264086e-06,4.11929834e-05,0.000194833011,-0.000119797266,0.000941809258,0.000870236878,0.00107822256,0.000702872534,0.000496003984,-6.75858245e-06,-6.67005987e-06,4.54805773e-06,6.07958924e-05,-0.000376023154,-8.63939823e-05,-5.01424557e-05,0.000410270962,0.000330196477,0.000388976128
0.246,6.80984179e-08,5.0119541e-06,3.99666015e-05,0.000187475702,-0.000120019431,0.000896696599,0.000835742943,0.00104381448,0.000686958856,0.000488790936,-6.42286673e-06,-6.35606617e-06,3.35406518e-06,5.44216016e-05,-0.00035686457,-8.85994893e-05,-5.54757294e-05,0.000386471902,0.000314835596,0.000375605068
0.247,1.40967464e-07,4.82345952e-06,3.87615947e-05,0.000180361308,-0.000119914613,0.000853878671,0.000802589858,0.0010103317,0.000671161494,0.000481421663,-6.09910025e-06,-6.05757955e-06,2.25239061e-06,4.85307609e-05,-0.000338715346,-9.03250666e-05,-6.0194123e-05,0.000363937016,0.000300079418,0.000362552118
0.248,2.20870591e-07,4.64640912e-06,3.75792521e-05,0.000173485315,-0.000119521114,0.000813233342,0.000770731857,0.000977767045,0.00065550096,0.000473917475,-5.78667802e-06,-5.77348606e-06,1.23688235e-06,4.30884434e-05,-0.000321520187,-9.16213855e-05,-6.43467226e-05,0.000342604227,0.000285911737,0.000349821503
0.249,3.07214907e-07,4.48011866e-06,3.64205932e-05,0.000166842788,-0.00011887347,0.000774645093,0.00074012393,0.00094611141,0.000639995723,0.000466298556,-5.48502374e-06,-5.50275787e-06,3.01791891e-07,3.80623164e-05,-0.00030522684,-9.25343579e-05,-6.79791023e-05,0.000322414048,0.000272316019,0.000337416079
0.25,3.99466979e-07,4.32396094e-06,3.52863999e-05,0.000160428457,-0.000118002795,0.000738004673,0.000710721912,0.000915354048,0.000624662337,0.000458583972,-5.19358961e-06,-5.24444847e-06,-5.58250358e-07,3.34224549e-05,-0.000289785944,-9.31055707e-05,-7.11335563e-05,0.000303309527,0.000259275503,0.000325337459
0.251,4.97148115e-07,4.17736077e-06,3.41772448e-05,0.000154236794,-0.000116937095,0.000703208775,0.000682482556,0.000885482765,0.000609515566,0.000450791699,-4.91185573e-06,-4.99768503e-06,-1.34825783e-06,2.91411527e-05,-0.000275150894,-9.3372686e-05,-7.384932e-05,0.000285236189,0.000246773301,0.000313586138
0.252,5.9982988e-07,4.03979086e-06,3.30935167e-05,0.00014826208,-0.000115701567,0.000670159719,0.000655363598,0.000856484123,0.000594568503,0.000442938649,-4.63932902e-06,-4.76165995e-06,-2.07290971e-06,2.51927376e-05,-0.0002612777,-9.33698034e-05,-7.61627771e-05,0.000268141969,0.000234792486,0.000302161605
0.253,7.07128837e-07,3.91076798e-06,3.20354499e-05,0.00014249846,-0.000114318883,0.000638765145,0.000629323813,0.000828343618,0.000579832686,0.000435040691,-4.37554206e-06,-4.53562464e-06,-2.73657371e-06,2.15534112e-05,-0.000248124833,-9.31277919e-05,-7.81076575e-05,0.000251977144,0.000223316159,0.000291062452
0.254,8.18702195e-07,3.78984943e-06,3.1003146e-05,0.000136939996,-0.000112809446,0.000608937726,0.000604323049,0.00080104585,0.000565318204,0.00042711269,-4.12005196e-06,-4.31888462e-06,-3.34332711e-06,1.82011042e-05,-0.000235653093,-9.26745876e-05,-7.97152205e-05,0.000236694259,0.000212327523,0.000280286468
0.255,9.34244017e-07,3.67663007e-06,2.99965939e-05,0.000131580703,-0.000111191607,0.000580594897,0.000580322255,0.00077457466,0.000551033802,0.000419168534,-3.87243991e-06,-4.11079605e-06,-3.89697432e-06,1.51153514e-05,-0.000223825478,-9.20354607e-05,-8.10144239e-05,0.000222248052,0.000201809931,0.000269830728
0.256,1.05348132e-06,3.57074153e-06,2.90156898e-05,0.000126414577,-0.000109481847,0.00055365862,0.00055728349,0.000748913267,0.00053698697,0.000411221174,-3.63231135e-06,-3.91076389e-06,-4.40106035e-06,1.22771832e-05,-0.000212607092,-9.12332513e-05,-8.203208e-05,0.000208595379,0.000191746936,0.000259691682
0.257,1.17617085e-06,3.47185227e-06,2.80602548e-05,0.000121435609,-0.000107694958,0.00052805518,0.000535169949,0.000724044392,0.000523184047,0.000403282658,-3.39929582e-06,-3.71823756e-06,-4.85888281e-06,9.66901132e-06,-0.000201965056,-9.02885865e-05,-8.27930003e-05,0.000195695148,0.000182122333,0.000249865231
0.258,1.30209593e-06,3.37966022e-06,2.71300451e-05,0.000116637836,-0.00010584421,0.000503714897,0.000513945956,0.00069995036,0.000509630299,0.000395364169,-3.17304486e-06,-3.53270749e-06,-5.27351372e-06,7.27452081e-06,-0.000191868364,-8.92200952e-05,-8.33201402e-05,0.000183508231,0.000172920195,0.000240346793
0.259,1.43106456e-06,3.29388949e-06,2.62247581e-05,0.000112015362,-0.000103941503,0.000480571885,0.000493576975,0.000676613207,0.000496330011,0.000387476058,-2.95322964e-06,-3.35369947e-06,-5.64781943e-06,5.07855633e-06,-0.000182287749,-8.80445973e-05,-8.36347336e-05,0.000171997388,0.000164124902,0.00023113137
0.26,1.5629072e-06,3.21428874e-06,2.5344042e-05,0.000107562375,-0.000101997508,0.000458563838,0.000474029599,0.000654014766,0.000483286564,0.000379627881,-2.73953963e-06,-3.18077099e-06,-5.98447581e-06,3.06702847e-06,-0.000173195577,-8.6777268e-05,-8.37564155e-05,0.000161127189,0.000155721168,0.000222213606
0.261,1.69747459e-06,3.1406292e-06,2.44875036e-05,0.000103273161,-0.000100021776,0.000437631831,0.000455271543,0.000632136746,0.000470502506,0.000371828441,-2.53168169e-06,-3.01350925e-06,-6.28598107e-06,1.2268368e-06,-0.000164565751,-8.54317873e-05,-8.37033354e-05,0.000150863938,0.000147694057,0.000213587841
0.262,1.83463568e-06,3.07270253e-06,2.36547168e-05,9.91421174e-05,-9.8022853e-05,0.000417720138,0.000437271627,0.000610960799,0.000457979626,0.000364085818,-2.32937927e-06,-2.85153016e-06,-6.55466764e-06,-4.54196099e-07,-0.000156373619,-8.40204773e-05,-8.34922617e-05,0.000141175605,0.000140029006,0.000205248159
0.263,1.97427607e-06,3.01031895e-06,2.28452272e-05,9.51637603e-05,-9.60083668e-05,0.000398776048,0.000419999757,0.000590468581,0.000445719013,0.000356407407,-2.13237186e-06,-2.69447652e-06,-6.79271201e-06,-1.98739094e-06,-0.000148595895,-8.25544242e-05,-8.31386787e-05,0.000132031749,0.000132711826,0.000197188435
0.264,2.11629639e-06,2.95330546e-06,2.20585578e-05,9.1332735e-05,-9.39851123e-05,0.000380749705,0.000403426909,0.000570641808,0.00043372112,0.000348799957,-1.94041437e-06,-2.54201614e-06,-7.00214362e-06,-3.38327314e-06,-0.000141210589,-8.10435919e-05,-8.26568768e-05,0.000123403454,0.000125728723,0.000189402373
0.265,2.26061022e-06,2.90150347e-06,2.12942167e-05,8.76438286e-05,-9.19591237e-05,0.00036359395,0.000387525092,0.0005514623,0.000421985815,0.000341269598,-1.7532767e-06,-2.39384123e-06,-7.18485332e-06,-4.65162358e-06,-0.000134196934,-7.94969221e-05,-8.20600356e-05,0.000115263256,0.000119066295,0.000181883544
0.266,2.40714142e-06,2.85476488e-06,2.05517058e-05,8.40919877e-05,-8.9935728e-05,0.000347264162,0.000372267312,0.000532912001,0.000410512426,0.000333821872,-1.57074306e-06,-2.24967031e-06,-7.34260437e-06,-5.80151466e-06,-0.00012753532,-7.79224225e-05,-8.13603003e-05,0.000107585081,0.000112711532,0.000174625419
0.267,2.55582269e-06,2.81295001e-06,1.98305258e-05,8.06723236e-05,-8.79196062e-05,0.000331718124,0.000357627545,0.000514973026,0.000399299782,0.000326461765,-1.39261091e-06,-2.10924821e-06,-7.47704359e-06,-6.84135493e-06,-0.000121207225,-7.63272538e-05,-8.05688544e-05,0.00010034418,0.000106651824,0.000167621393
0.268,2.70659548e-06,2.77592805e-06,1.91301742e-05,7.73801036e-05,-8.59148737e-05,0.000316915886,0.000343580742,0.000497627703,0.000388346282,0.000319193742,-1.21868981e-06,-1.97234173e-06,-7.58970866e-06,-7.77895069e-06,-0.000115195161,-7.47178175e-05,-7.96959926e-05,9.35170688e-05,0.00010087496,0.00016086482
0.269,2.85940964e-06,2.74357672e-06,1.84501461e-05,7.42107463e-05,-8.39251484e-05,0.000302819641,0.000330102806,0.000480858619,0.000377649932,0.00031202178,-1.04880037e-06,-1.83873622e-06,-7.68203524e-06,-8.62156019e-06,-0.000109482612,-7.30998304e-05,-7.87511869e-05,8.70814717e-05,9.53691301e-05,0.000154349036
0.27,3.01422251e-06,2.71578189e-06,1.77899368e-05,7.11598187e-05,-8.19536019e-05,0.000289393601,0.00031717057,0.000464648634,0.000367208391,0.000304949396,-8.82773376e-07,-1.70823366e-06,-7.75536417e-06,-9.37593648e-06,-0.000104053972,-7.1478388e-05,-7.77431476e-05,8.10162613e-05,9.01229251e-05,0.000148067382
0.271,3.17099827e-06,2.69243697e-06,1.71490438e-05,6.82230337e-05,-8.00030033e-05,0.000276603889,0.000304761768,0.000448980909,0.000357019008,0.000297979677,-7.20449e-07,-1.58065151e-06,-7.81094818e-06,-1.00483644e-05,-9.8894489e-05,-6.98580219e-05,-7.66798786e-05,7.53014047e-05,8.51253286e-05,0.000142013225
0.272,3.32970726e-06,2.67344225e-06,1.65269685e-05,6.53962481e-05,-7.80757581e-05,0.00026441843,0.000292855003,0.000433838919,0.000347078853,0.000291115308,-5.61676133e-07,-1.45582156e-06,-7.849958e-06,-1.06446937e-05,-9.39902214e-05,-6.82427515e-05,-7.55687295e-05,6.99179099e-05,8.03657132e-05,0.000136179971
0.273,3.49032537e-06,2.65870436e-06,1.59232176e-05,6.26754596e-05,-7.61739422e-05,0.000252806855,0.000281429724,0.000419206467,0.000337384752,0.000284358595,-4.06311694e-07,-1.3335889e-06,-7.87348825e-06,-1.11703711e-05,-8.93279856e-05,-6.66361314e-05,-7.44164432e-05,6.48477748e-05,7.58338337e-05,0.000130561084
0.274,3.65283379e-06,2.64813569e-06,1.53373032e-05,6.00568033e-05,-7.42993357e-05,0.0002417404,0.000270466195,0.000405067697,0.000327933318,0.000277711491,-2.54219885e-07,-1.21381045e-06,-7.88256296e-06,-1.16304717e-05,-8.48953119e-05,-6.50412953e-05,-7.32292012e-05,6.00739387e-05,7.15198204e-05,0.000125150099
0.275,3.81721912e-06,2.64165324e-06,1.47687404e-05,5.75365506e-05,-7.24534545e-05,0.000231191816,0.000259945474,0.000391407109,0.000318720979,0.000271175621,-1.05271381e-07,-1.09635269e-06,-7.87814072e-06,-1.20297328e-05,-8.06803942e-05,-6.34609964e-05,-7.20126662e-05,5.55802338e-05,6.74141717e-05,0.000119940634
0.276,3.98347351e-06,2.6391779e-06,1.42170454e-05,5.51111067e-05,-7.06375765e-05,0.00022113527,0.000249849378,0.000378209558,0.000309744001,0.000264752303,4.06573152e-08,-9.8108999e-07,-7.86111908e-06,-1.23725826e-05,-7.66720436e-05,-6.18976415e-05,-7.07720211e-05,5.13513391e-05,6.35077457e-05,0.000114926396
0.277,4.15159419e-06,2.64063611e-06,1.36817386e-05,5.27769993e-05,-6.88527659e-05,0.000211546283,0.00024016046,0.000365460262,0.000300998515,0.000258442571,1.8368395e-07,-8.67904006e-07,-7.83233695e-06,-1.26631605e-05,-7.28596639e-05,-6.03533196e-05,-6.95120024e-05,4.73727403e-05,5.9791751e-05,0.000110101194
0.278,4.3215826e-06,2.64595995e-06,1.31623488e-05,5.05308738e-05,-6.70998894e-05,0.000202401667,0.000230861974,0.000353144799,0.000292480531,0.000252247194,3.23920571e-07,-7.56684328e-07,-7.79257766e-06,-1.29053301e-05,-6.9233225e-05,-5.88298317e-05,-6.82369318e-05,4.36306897e-05,5.62577368e-05,0.000105458947
0.279,4.49344396e-06,2.65508659e-06,1.26584142e-05,4.83694917e-05,-6.53796348e-05,0.000193679452,0.000221937852,0.000341249111,0.000284185957,0.000246166694,4.61473736e-07,-6.47328504e-07,-7.74257239e-06,-1.31026942e-05,-6.57832345e-05,-5.73287188e-05,-6.69507467e-05,4.01121684e-05,5.28975837e-05,0.00010099369
0.28,4.66718708e-06,2.66795826e-06,1.21694824e-05,4.62897261e-05,-6.36925281e-05,0.000185358818,0.000213372674,0.000329759505,0.000276110621,0.000240201366,5.96444851e-07,-5.39741571e-07,-7.68300367e-06,-1.32586122e-05,-6.25007093e-05,-5.58512875e-05,-6.56570289e-05,3.68048488e-05,4.97034944e-05,9.6699575e-05
0.281,4.84282418e-06,2.68452272e-06,1.16951113e-05,4.42885531e-05,-6.20389468e-05,0.000177420038,0.000205151652,0.000318662648,0.000268250284,0.000234351296,7.28930617e-07,-4.33834882e-07,-7.61450879e-06,-1.33762207e-05,-5.93771497e-05,-5.43986331e-05,-6.43590306e-05,3.36970599e-05,4.66679842e-05,9.25708831e-05
0.282,5.0203708e-06,2.70473411e-06,1.12348695e-05,4.23630424e-05,-6.04191314e-05,0.000169844412,0.000197260599,0.000307945571,0.000260600658,0.000228616375,8.59023562e-07,-3.29524249e-07,-7.53768295e-06,-1.34584572e-05,-5.6404514e-05,-5.29716587e-05,-6.30596994e-05,3.07777532e-05,4.37838714e-05,8.86020222e-05
0.283,5.19984532e-06,2.728553e-06,1.07883378e-05,4.0510354e-05,-5.88332019e-05,0.000162614214,0.000189685912,0.000297595669,0.000253157418,0.000222996316,9.86812498e-07,-2.26729619e-07,-7.45308302e-06,-1.35080733e-05,-5.35751869e-05,-5.15710972e-05,-6.17617031e-05,2.80364705e-05,4.10442684e-05,8.4787532e-05
0.284,5.38126926e-06,2.75594664e-06,1.03551076e-05,3.87277332e-05,-5.72811809e-05,0.000155712637,0.000182414558,0.0002876007,0.000245916226,0.000217490671,1.11238263e-06,-1.25373908e-07,-7.36122887e-06,-1.35276502e-05,-5.08819527e-05,-5.01975317e-05,-6.04674545e-05,2.54633126e-05,3.84425738e-05,8.11220873e-05
0.285,5.56466704e-06,2.78688899e-06,9.9347802e-06,3.70125072e-05,-5.57630109e-05,0.00014912374,0.000175434061,0.000277948795,0.000238872743,0.000212098853,1.23581545e-06,-2.53821661e-08,-7.26260381e-06,-1.35196113e-05,-4.83179729e-05,-4.88514144e-05,-5.91791331e-05,2.30489111e-05,3.59724642e-05,7.76005002e-05
0.286,5.75006494e-06,2.82135901e-06,9.52697095e-06,3.53620925e-05,-5.42785522e-05,0.000142832403,0.000168732464,0.00026862844,0.000232022636,0.000206820137,1.35718898e-06,7.3317109e-08,-7.15765876e-06,-1.3486225e-05,-4.58767642e-05,-4.75330777e-05,-5.78987011e-05,2.07843996e-05,3.36278823e-05,7.42177192e-05
0.287,5.93749023e-06,2.85933967e-06,9.13131194e-06,3.37739971e-05,-5.28275838e-05,0.00013682428,0.000162298305,0.000259628461,0.000225361578,0.000201653675,1.47657813e-06,1.7079088e-07,-7.04681594e-06,-1.34296083e-05,-4.35521829e-05,-4.62427442e-05,-5.6627918e-05,1.86613882e-05,3.14030262e-05,7.09688288e-05
0.288,6.12697078e-06,2.900817e-06,8.74745241e-06,3.22458227e-05,-5.14098115e-05,0.000131085759,0.000156120593,0.000250938021,0.000218885261,0.000196598506,1.59405479e-06,2.67101506e-07,-6.93047121e-06,-1.33517348e-05,-4.13384093e-05,-4.49805389e-05,-5.53683562e-05,1.66719387e-05,2.92923403e-05,6.78490496e-05
0.289,6.31853466e-06,2.94577925e-06,8.37505887e-06,3.07752655e-05,-5.00248769e-05,0.000125603926,0.000150188792,0.000242546613,0.000212589399,0.000191653566,1.70968799e-06,3.6230705e-07,-6.80899576e-06,-1.32544441e-05,-3.92299301e-05,-4.37464989e-05,-5.41214151e-05,1.48085408e-05,2.72905063e-05,6.48537373e-05
0.29,6.51220983e-06,2.99421562e-06,8.01381502e-06,2.93601201e-05,-4.86723683e-05,0.00012036652,0.000144492804,0.000234444055,0.000206469738,0.000186817699,1.82354402e-06,4.56461367e-07,-6.68273751e-06,-1.31394496e-05,-3.72215208e-05,-4.2540584e-05,-5.28883353e-05,1.30640897e-05,2.53924348e-05,6.19783825e-05
0.291,6.70802368e-06,3.04611434e-06,7.66342107e-06,2.79982869e-05,-4.7351832e-05,0.0001153619,0.000139022948,0.000226620482,0.00020052206,0.000182089668,1.93568618e-06,5.49613075e-07,-6.55202195e-06,-1.30083374e-05,-3.53082291e-05,-4.1362687e-05,-5.16702118e-05,1.1431865e-05,2.35932562e-05,5.9218609e-05
0.292,6.90600254e-06,3.1014607e-06,7.32359385e-06,2.66877801e-05,-4.60627819e-05,0.000110579011,0.000133769942,0.000219066336,0.000194742188,0.000177468157,2.04617464e-06,6.41802975e-07,-6.41715459e-06,-1.28625584e-05,-3.34853622e-05,-4.02126431e-05,-5.04680052e-05,9.90551113e-06,2.18883127e-05,5.65701723e-05
0.293,7.10617146e-06,3.16023761e-06,6.99406723e-06,2.5426718e-05,-4.48046994e-05,0.000106007364,0.000128724882,0.000211772356,0.000189125981,0.000172951783,2.15506673e-06,7.33064269e-07,-6.27842316e-06,-1.27034392e-05,-3.17484833e-05,-3.90902337e-05,-4.92825491e-05,8.47901952e-06,2.02731485e-05,5.40289579e-05
0.294,7.30855456e-06,3.22242613e-06,6.6745899e-06,2.42133142e-05,-4.35770394e-05,0.00010163701,0.000123879224,0.000204729568,0.000183669343,0.000168539102,2.26241717e-06,8.23423912e-07,-6.13609853e-06,-1.25321963e-05,-3.00934002e-05,-3.79951905e-05,-4.81145595e-05,7.14671036e-06,1.87435026e-05,5.15909799e-05
0.295,7.51317589e-06,3.28800534e-06,6.3649194e-06,2.30458697e-05,-4.23792402e-05,9.74584998e-05,0.000119224781,0.000197929285,0.000178368232,0.000164228617,2.36827816e-06,9.12904717e-07,-5.99043395e-06,-1.23499529e-05,-2.85161435e-05,-3.69272039e-05,-4.69646471e-05,5.9032137e-06,1.72953019e-05,4.92523783e-05
0.296,7.72006006e-06,3.35695277e-06,6.06481892e-06,2.19227656e-05,-4.1210731e-05,9.346286e-05,0.000114753707,0.000191363102,0.000173218662,0.000160018785,2.47269947e-06,1.00152688e-06,-5.841665e-06,-1.21577513e-05,-2.70129492e-05,-3.58859279e-05,-4.58333275e-05,4.74345213e-06,1.59246543e-05,4.70094177e-05
0.297,7.92923226e-06,3.42924485e-06,5.77405651e-06,2.08424569e-05,-4.00709351e-05,8.96415633e-05,0.000110458485,0.000185022892,0.000168216707,0.000155908026,2.57572857e-06,1.08930859e-06,-5.69001048e-06,-1.19565607e-05,-2.55802447e-05,-3.48709855e-05,-4.47210298e-05,3.66262502e-06,1.46278415e-05,4.48584845e-05
0.298,8.14071836e-06,3.5048573e-06,5.49240448e-06,1.9803466e-05,-3.89592716e-05,8.59865072e-05,0.000106331914,0.000178900797,0.00016335851,0.000151894727,2.67741075e-06,1.17626624e-06,-5.53567336e-06,-1.17472831e-05,-2.42146382e-05,-3.38819726e-05,-4.36281042e-05,2.65619369e-06,1.34013122e-05,4.27960845e-05
0.299,8.35454494e-06,3.58376557e-06,5.21963904e-06,1.88043774e-05,-3.78751572e-05,8.24899916e-05,0.000102367096,0.00017298922,0.000158640275,0.000147977247,2.77778914e-06,1.26241468e-06,-5.37884173e-06,-1.1530758e-05,-2.29129085e-05,-3.29184628e-05,-4.25548288e-05,1.71986747e-06,1.22416748e-05,4.08188405e-05
0.3,8.57073934e-06,3.66594559e-06,4.95554013e-06,1.78438296e-05,-3.68180057e-05,7.91446984e-05,9.85574187e-05,0.000167280816,0.000154058278,0.000144153923,2.87690496e-06,1.3477676e-06,-5.21969007e-06,-1.13077685e-05,-2.16719972e-05,-3.198001e-05,-4.15014159e-05,8.4959044e-07,1.11456911e-05,3.89234892e-05
0.301,8.78932961e-06,3.75137502e-06,4.69989233e-06,1.69205058e-05,-3.57872256e-05,7.5943673e-05,9.4896549e-05,0.000161768489,0.00014960886,0.000140423075,2.97479791e-06,1.43233859e-06,-5.05838126e-06,-1.10790517e-05,-2.04890011e-05,-3.10661507e-05,-4.04680164e-05,4.15289082e-08,1.01102694e-05,3.71068789e-05
0.302,9.01034422e-06,3.84003425e-06,4.45248707e-06,1.60331257e-05,-3.47822149e-05,7.28803053e-05,9.13784148e-05,0.000156445376,0.000145288433,0.000136783006,3.07150679e-06,1.51614246e-06,-4.89506911e-06,-1.08453099e-05,-1.93611653e-05,-3.01764053e-05,-3.94547251e-05,-7.07940655e-07,9.13245814e-06,3.5365966e-05
0.303,9.23381136e-06,3.93190607e-06,4.21312491e-06,1.51804473e-05,-3.38023654e-05,6.99483094e-05,8.79971984e-05,0.000151304848,0.000141093479,0.000133232012,3.16706968e-06,1.5991941e-06,-4.72990061e-06,-1.06072059e-05,-1.82858741e-05,-2.93102844e-05,-3.84615871e-05,-1.40224289e-06,8.20944049e-06,3.36978127e-05
0.304,9.45975863e-06,4.02697493e-06,3.98161594e-06,1.43612701e-05,-3.28470652e-05,6.71417063e-05,8.47473269e-05,0.000146340506,0.000137020552,0.00012976838,3.26152393e-06,1.68150782e-06,-4.56301695e-06,-1.03653605e-05,-1.72606438e-05,-2.84672923e-05,-3.74886034e-05,-2.04461428e-06,7.33852867e-06,3.20995842e-05
0.305,9.68821276e-06,4.12522658e-06,3.75777968e-06,1.35744357e-05,-3.19157007e-05,6.44548071e-05,8.16234619e-05,0.000141546167,0.000133066283,0.000126390399,3.35490622e-06,1.76309733e-06,-4.39455435e-06,-1.01203544e-05,-1.62831165e-05,-2.764693e-05,-3.65357349e-05,-2.63811322e-06,6.5171585e-06,3.05685462e-05
0.306,9.91919952e-06,4.22664794e-06,3.5414449e-06,1.28188265e-05,-3.10076582e-05,6.18821984e-05,7.8620489e-05,0.000136915866,0.000129227376,0.000123096357,3.44725275e-06,1.84397585e-06,-4.22464485e-06,-9.87273082e-06,-1.53510544e-05,-2.6848696e-05,-3.56029062e-05,-3.18562961e-06,5.74288403e-06,2.91020618e-05
0.307,1.01527435e-05,4.33122707e-06,3.33244942e-06,1.20933646e-05,-3.01223248e-05,5.94187286e-05,7.57335088e-05,0.000132443842,0.000125500607,0.000119884546,3.53859936e-06,1.92415641e-06,-4.05341717e-06,-9.62299887e-06,-1.44623336e-05,-2.6072088e-05,-3.46900092e-05,-3.68989395e-06,5.01337237e-06,2.76975888e-05
0.308,1.03888682e-05,4.43895318e-06,3.13063974e-06,1.13970087e-05,-2.92590898e-05,5.70594951e-05,7.29578278e-05,0.000128124536,0.000121882829,0.000116753265,3.6289817e-06,2.00365218e-06,-3.88099719e-06,-9.37163751e-06,-1.36149382e-05,-2.53166042e-05,-3.37969061e-05,-4.15348607e-06,4.32639874e-06,2.6352677e-05
0.309,1.06275959e-05,4.54981644e-06,2.93586911e-06,1.07287526e-05,-2.84173473e-05,5.47998295e-05,7.02889522e-05,0.000123952586,0.00011837097,0.000113700824,3.71843513e-06,2.08247735e-06,-3.70750683e-06,-9.11910098e-06,-1.28069505e-05,-2.45817437e-05,-3.29234342e-05,-4.578844e-06,3.679842e-06,2.50649655e-05
