r,R  4/ 2,R  5/ 2,R  6/ 2,R  7/ 2,R  8/ 2,R  9/ 2,R 10/ 2,I  4/ 2,I  5/ 2,I  6/ 2,I  7/ 2,I  8/ 2,I  9/ 2,I 10/ 2
0.21,-0.0060635697,0.0139172313,-0.0366400241,-0.0290296188,-0.00086096036,7.3438945e-05,2.04808456e-05,-0.0031057829,-0.0147431822,-0.0251224333,-0.00207714095,-0.00984877446,-0.000338088564,-0.000106836392
0.211,-0.00601371224,0.0141980718,-0.0366603653,-0.0296263099,-0.000885191577,6.69331045e-05,1.8279055e-05,-0.00308427086,-0.0143672766,-0.0256273397,-0.00220042001,-0.0101006128,-0.000352907731,-0.000112212459
0.212,-0.00596333408,0.0144753318,-0.0366599715,-0.030223648,-0.000908636237,6.00284729e-05,1.58536665e-05,-0.00306248495,-0.0139790876,-0.0261312239,-0.002329969,-0.0103556857,-0.000368183667,-0.000117821766
0.213,-0.00591247642,0.014748622,-0.0366385963,-0.0308211769,-0.00093117725,5.27159055e-05,1.31933076e-05,-0.00304046594,-0.0135788146,-0.026633553,-0.0024659865,-0.0106139199,-0.000383923493,-0.0001236732
0.214,-0.00586117867,0.0150175491,-0.0365960235,-0.0314184299,-0.000952693132,4.49869731e-05,1.02867066e-05,-0.00301825478,-0.0131666717,-0.027133781,-0.00260867017,-0.0108752369,-0.000400134082,-0.000129775903
0.215,-0.00580947844,0.0152817172,-0.036532066,-0.0320149317,-0.000973058796,3.6834025e-05,7.12294148e-06,-0.00299589231,-0.0127428873,-0.0276313509,-0.00275821589,-0.0111395534,-0.000416822138,-0.000136139365
0.216,-0.00575741143,0.0155407285,-0.036446567,-0.032610199,-0.000992146087,2.8250176e-05,3.69155236e-06,-0.00297341901,-0.0123077043,-0.0281256953,-0.00291481695,-0.0114067805,-0.000433994231,-0.000142773451
0.217,-0.00570501147,0.0157941839,-0.0363394002,-0.0332037412,-0.0010098241,1.9229328e-05,-1.7425366e-08,-0.00295087483,-0.0118613798,-0.0286162378,-0.0030786634,-0.0116768241,-0.000451656789,-0.000149688411
0.218,-0.0056523104,0.0160416845,-0.0362104705,-0.0337950612,-0.00102595941,9.76618293e-06,-4.01344319e-06,-0.00292829906,-0.0114041858,-0.0291023942,-0.00324994143,-0.0119495844,-0.000469816087,-0.000156894885
0.219,-0.00559933804,0.0162828313,-0.0360597154,-0.0343836559,-0.00104041628,-1.43769166e-07,-8.30543818e-06,-0.00290573013,-0.0109364082,-0.029583574,-0.00342883271,-0.0122249559,-0.000488478242,-0.000164403924
0.22,-0.00554612194,0.0165172263,-0.0358871063,-0.0349690156,-0.0010530566,-1.05043145e-05,-1.29018707e-05,-0.00288320541,-0.0104583471,-0.0300591818,-0.00361551395,-0.0125028272,-0.000507649167,-0.000172226998
0.221,-0.005492687,0.0167444724,-0.0356926529,-0.0355506227,-0.00106373945,-2.13186893e-05,-1.78108529e-05,-0.00286076094,-0.00997031649,-0.0305286192,-0.00381015724,-0.0127830808,-0.000527334425,-0.000180376007
0.222,-0.00543905479,0.0169641737,-0.0354764063,-0.0361279507,-0.00107232037,-3.25897598e-05,-2.30402981e-05,-0.00283843128,-0.00947264423,-0.0309912864,-0.00401293103,-0.0130655927,-0.000547539004,-0.000188863259
0.223,-0.00538524399,0.0171759364,-0.0352384567,-0.0367004664,-0.00107865257,-4.43196935e-05,-2.85976803e-05,-0.00281624929,-0.00896567171,-0.0314465837,-0.00422399807,-0.0133502329,-0.000568267525,-0.000197701452
0.224,-0.00533127062,0.0173793696,-0.0349789308,-0.0372676326,-0.00108258726,-5.65096484e-05,-3.44899417e-05,-0.00279424623,-0.00844975456,-0.0318939126,-0.00444351405,-0.0136368652,-0.000589524222,-0.000206903638
0.225,-0.00527714807,0.0175740862,-0.0346979899,-0.0378289096,-0.0010839732,-6.915964e-05,-4.0723637e-05,-0.0027724517,-0.00792526386,-0.0323326772,-0.00467162695,-0.0139253466,-0.000611312656,-0.000216483164
0.226,-0.00522288714,0.0177597033,-0.0343958299,-0.0383837559,-0.00108265697,-8.22685217e-05,-4.73049745e-05,-0.00275089365,-0.00739258616,-0.0327622844,-0.00490847642,-0.0142155272,-0.000633635653,-0.000226453574
0.227,-0.00516849628,0.0179358439,-0.0340726807,-0.0389316295,-0.00107848438,-9.58339805e-05,-5.42396121e-05,-0.0027295983,-0.00685212198,-0.0331821456,-0.00515419305,-0.0145072512,-0.000656495562,-0.000236828475
0.228,-0.00511398169,0.0181021384,-0.0337288058,-0.0394719886,-0.00107130173,-0.000109852549,-6.15324654e-05,-0.00270859005,-0.00630428444,-0.0335916767,-0.00540889751,-0.0148003571,-0.000679894475,-0.000247621452
0.229,-0.00505934744,0.0182582259,-0.0333645012,-0.0400042936,-0.00106095668,-0.00012431952,-6.91876096e-05,-0.00268789158,-0.00574949869,-0.0339902987,-0.00567269979,-0.0150946784,-0.000703834279,-0.000258845992
0.23,-0.00500459593,0.0184037561,-0.0329800912,-0.0405280102,-0.00104729949,-0.000139228707,-7.72080926e-05,-0.00266752411,-0.00518820144,-0.0343774364,-0.00594569791,-0.015390044,-0.000728316777,-0.000270515367
0.231,-0.00494972917,0.0185383916,-0.0325759196,-0.0410426163,-0.00103018566,-0.000154571897,-8.55954775e-05,-0.00264750786,-0.00462084048,-0.0347525178,-0.0062279744,-0.0156862791,-0.000753344125,-0.000282642526
0.232,-0.00489475053,0.0186618103,-0.0321523378,-0.0415476091,-0.001009479,-0.000170338299,-9.43493265e-05,-0.00262786248,-0.00404787425,-0.0351149726,-0.00651959112,-0.0159832063,-0.000778919505,-0.000295240049
0.233,-0.00483966342,0.018773705,-0.0317097149,-0.0420424996,-0.000985049005,-0.000186515388,-0.000103467907,-0.00260860697,-0.00346977145,-0.0354642335,-0.00682059293,-0.0162806449,-0.000805046467,-0.000308320153
0.234,-0.00478447028,0.0188737824,-0.031248446,-0.0425268077,-0.000956768707,-0.000203089597,-0.000112948727,-0.00258975937,-0.00288701056,-0.0357997381,-0.00713100965,-0.0165784103,-0.000831728536,-0.000321894775
0.235,-0.00472917226,0.0189617634,-0.0307689554,-0.0430000604,-0.000924514442,-0.000220046667,-0.000122788703,-0.00257133638,-0.00230007923,-0.0361209327,-0.0074508557,-0.0168763133,-0.000858969193,-0.000335975681
0.236,-0.00467376926,0.0190373845,-0.0302716966,-0.0434617912,-0.00088816668,-0.000237371983,-0.000132984063,-0.00255335296,-0.00170947315,-0.0364272746,-0.00778012881,-0.0171741601,-0.000886772092,-0.000350574633
0.237,-0.00461825996,0.019100398,-0.0297571529,-0.0439115405,-0.000847610318,-0.000255050626,-0.000143530276,-0.00253582218,-0.00111569545,-0.0367182347,-0.00811880934,-0.017471752,-0.000915141067,-0.000365703452
0.238,-0.00456264169,0.0191505722,-0.029225837,-0.0443488568,-0.000802734173,-0.000273067138,-0.000154422111,-0.00251875519,-0.000519256764,-0.0369932978,-0.00846686049,-0.0177688859,-0.000944079875,-0.000381373929
0.239,-0.00450691045,0.0191876917,-0.0286782909,-0.0447732972,-0.000753431038,-0.000291405459,-0.000165653661,-0.00250216131,7.93251674e-05,-0.037251964,-0.00882422827,-0.0180653541,-0.00097359211,-0.000397597773
0.24,-0.00445106105,0.0192115583,-0.0281150846,-0.0451844289,-0.000699598031,-0.0003100489,-0.000177218319,-0.00248604799,0.000679526136,-0.0374937497,-0.00919084126,-0.0183609453,-0.00100368118,-0.000414386566
0.241,-0.0043950873,0.0192219911,-0.0275368152,-0.0455818296,-0.000641137094,-0.00032898011,-0.000189108734,-0.00247042082,0.00128081613,-0.037718189,-0.00956661026,-0.0186554442,-0.00103435031,-0.000431751725
0.242,-0.00433898217,0.0192188277,-0.0269441049,-0.045965089,-0.000577955539,-0.000348181043,-0.000201316761,-0.00245528363,0.00188266001,-0.0379248341,-0.00995142777,-0.0189486319,-0.00106560257,-0.00044970447
0.243,-0.00428273783,0.0192019243,-0.0263376014,-0.046333809,-0.000509966204,-0.000367633012,-0.000213833483,-0.00244063841,0.0024845182,-0.0381132569,-0.0103451681,-0.0192402864,-0.00109744077,-0.000468255802
0.244,-0.00422634568,0.0191711565,-0.0257179769,-0.046687604,-0.000437087753,-0.000387316756,-0.000226649215,-0.00242648526,0.0030858475,-0.0382830507,-0.0107476873,-0.0195301824,-0.00112986746,-0.000487416492
0.245,-0.00416979642,0.0191264199,-0.0250859278,-0.0470261012,-0.000359245629,-0.000407212523,-0.000239753404,-0.0024128223,0.0036861026,-0.0384338313,-0.0111588231,-0.0198180917,-0.001162885,-0.00050719705
0.246,-0.00411308035,0.019067631,-0.0244421735,-0.0473489415,-0.000276373946,-0.000427300123,-0.000253134311,-0.00239964562,0.00428473901,-0.0385652386,-0.0115783939,-0.0201037846,-0.00119649613,-0.000527607606
0.247,-0.00405618767,0.0189947273,-0.0237874555,-0.0476557804,-0.000188416556,-0.000447558901,-0.000266778872,-0.00238694932,0.00488121509,-0.0386769388,-0.0120061996,-0.0203870308,-0.00123070417,-0.000548657798
0.248,-0.00399910847,0.0189076674,-0.0231225356,-0.0479462877,-9.53262967e-05,-0.000467967866,-0.00028067298,-0.00237472538,0.0054749916,-0.0387686254,-0.0124420211,-0.0206675987,-0.00126551261,-0.000570356893
0.249,-0.00394183264,0.0188064306,-0.0224481954,-0.0482201472,2.93644148e-06,-0.000488505762,-0.000294801833,-0.00236296343,0.00606553052,-0.0388400227,-0.0128856213,-0.0209452541,-0.00130092447,-0.000592713911
0.25,-0.00388434963,0.0186910159,-0.0217652373,-0.048477055,0.000106404641,-0.000509151242,-0.000309150133,-0.00235165026,0.00665229506,-0.0388908892,-0.0133367462,-0.0212197602,-0.00133694198,-0.0006157377
0.251,-0.00382664749,0.0185614409,-0.0210744908,-0.0487167151,0.00021510647,-0.000529883346,-0.000323702461,-0.00234076897,0.00723475027,-0.0389210242,-0.0137951273,-0.0214908763,-0.00137356611,-0.000639437046
0.252,-0.00376871148,0.0184177408,-0.0203768209,-0.0489388327,0.000329067522,-0.000550682022,-0.000338443732,-0.00233029801,0.00781236385,-0.038930273,-0.0142604855,-0.021758357,-0.00141079595,-0.00066382073
0.253,-0.00371052562,0.0182599696,-0.0196731149,-0.049143122,0.000448307499,-0.000571527416,-0.000353358505,-0.00232021166,0.00838460704,-0.0389185255,-0.0147325278,-0.022021954,-0.00144862933,-0.000688897317
0.254,-0.003652074,0.0180882011,-0.0189642721,-0.0493293115,0.00057283777,-0.000592399334,-0.000368430511,-0.00231048076,0.00895095558,-0.038885713,-0.0152109456,-0.0222814177,-0.00148706321,-0.000714674899
0.255,-0.00359334115,0.0179025295,-0.0182511991,-0.0494971471,0.000702660871,-0.000613276989,-0.000383642567,-0.00230107329,0.00951089009,-0.038831805,-0.0156954148,-0.0225364985,-0.00152609363,-0.000741160901
0.256,-0.00353431204,0.0177030691,-0.0175348066,-0.049646393,0.000837771543,-0.000634138773,-0.000398976798,-0.00229195472,0.0100638954,-0.0387568081,-0.0161855979,-0.0227869471,-0.00156571522,-0.000768361894
0.257,-0.00347497184,0.0174899538,-0.016816008,-0.0497768334,0.000978157785,-0.000654961987,-0.000414414918,-0.00228308832,0.0106094599,-0.038660764,-0.0166811452,-0.0230325152,-0.00160592078,-0.000796283369
0.258,-0.0034153064,0.0172633381,-0.0160957169,-0.0498882723,0.00112379917,-0.000675723125,-0.000429938065,-0.0022744354,0.011147078,-0.0385437493,-0.0171816945,-0.0232729565,-0.00164670185,-0.000824929707
0.259,-0.00335530254,0.0170233966,-0.0153748443,-0.0499805339,0.00127466537,-0.000696398028,-0.000445526642,-0.00226595569,0.0116762525,-0.0384058738,-0.0176868706,-0.0235080276,-0.00168804936,-0.000854304112
0.26,-0.00329494849,0.0167703253,-0.0146542943,-0.0500534646,0.00143071524,-0.000716961848,-0.000461160238,-0.00225760794,0.0121964957,-0.0382472773,-0.0181962847,-0.023737489,-0.0017299538,-0.000884408504
0.261,-0.00323423484,0.0165043418,-0.0139349566,-0.0501069374,0.00159189529,-0.000737388773,-0.000476817415,-0.002249351,0.0127073307,-0.038068124,-0.0187095335,-0.0239611072,-0.00177240561,-0.000915243346
0.262,-0.00317315586,0.0162256854,-0.0132176971,-0.050140857,0.00175813778,-0.00075765171,-0.000492475421,-0.0022411449,0.0132082918,-0.0378685972,-0.019226197,-0.0241786559,-0.00181539563,-0.000946807522
0.263,-0.0031117084,0.0159346167,-0.0125033651,-0.0501551546,0.0019293632,-0.000777722936,-0.000508110795,-0.00223295041,0.0136989255,-0.0376489017,-0.0197458426,-0.0243899152,-0.0018589146,-0.000979098519
0.264,-0.00304989126,0.0156314149,-0.0117927983,-0.0501497836,0.00210548232,-0.000797574585,-0.000523699801,-0.00222472852,0.0141787906,-0.0374092686,-0.0202680271,-0.0245946708,-0.00190295273,-0.00101211263
0.265,-0.002987705,0.0153163781,-0.0110868234,-0.0501247179,0.00228639751,-0.000817178874,-0.000539218731,-0.00221644001,0.0146474579,-0.0371499568,-0.0207922984,-0.0247927132,-0.00194749928,-0.00104584516
0.266,-0.00292515202,0.0149898222,-0.0103862551,-0.0500799509,0.00247200382,-0.000836508389,-0.000554644064,-0.00220804534,0.0151045093,-0.0368712547,-0.0213181961,-0.0249838364,-0.00199254196,-0.00108029076
0.267,-0.0028622367,0.0146520814,-0.00969189485,-0.050015496,0.00266218926,-0.000855536262,-0.000569952256,-0.00219950449,0.0155495381,-0.03657348,-0.0218452525,-0.0251678381,-0.00203806685,-0.00111544355
0.268,-0.00279896547,0.0143035069,-0.00900452944,-0.0499313868,0.00285683409,-0.000874236088,-0.000585119353,-0.002190777,0.0159821509,-0.0362569794,-0.0223729929,-0.0253445213,-0.00208405881,-0.00115129691
0.269,-0.00273534694,0.0139444672,-0.00832492957,-0.0498276778,0.00305580998,-0.000892581942,-0.000600120792,-0.00218182219,0.0164019694,-0.0359221281,-0.0229009366,-0.0255136954,-0.0021305018,-0.00118784344
0.27,-0.00267139191,0.013575347,-0.00765384836,-0.0497044442,0.00325897996,-0.000910548413,-0.000614931372,-0.00217259924,0.0168086311,-0.0355693292,-0.0234285971,-0.0256751763,-0.00217737897,-0.00122507486
0.271,-0.00260711342,0.0131965471,-0.00699201964,-0.0495617825,0.00346619849,-0.000928110607,-0.000629525249,-0.00216306751,0.0172017902,-0.0351990119,-0.0239554834,-0.0258287876,-0.00222467266,-0.00126298201
0.272,-0.00254252667,0.0128084837,-0.00634015623,-0.0493998107,0.00367731154,-0.000945244124,-0.000643875924,-0.00215318676,0.0175811176,-0.0348116309,-0.0244811003,-0.0259743601,-0.00227236442,-0.00130155483
0.273,-0.0024776489,0.0124115879,-0.00569894909,-0.0492186676,0.00389215698,-0.000961925108,-0.000657956306,-0.00214291724,0.0179463022,-0.0344076652,-0.0250049493,-0.0261117329,-0.00232043499,-0.00134078234
0.274,-0.00241249913,0.012006305,-0.00506906624,-0.0490185126,0.00411056448,-0.000978130306,-0.0006717387,-0.00213221981,0.0182970512,-0.0339876178,-0.0255265294,-0.0262407532,-0.00236886457,-0.00138065258
0.275,-0.00234709828,0.0115930927,-0.00445115111,-0.0487995247,0.00433235452,-0.000993837142,-0.000685194728,-0.00212105606,0.0186330929,-0.033552015,-0.0260453364,-0.0263612775,-0.00241763348,-0.00142115243
0.276,-0.00228146925,0.0111724201,-0.00384582047,-0.0485619019,0.00455733764,-0.00100902374,-0.000698295619,-0.00210938861,0.0189541774,-0.0331014058,-0.0265608634,-0.026473172,-0.00246672266,-0.00146226745
0.277,-0.00221563688,0.0107447663,-0.00325366295,-0.0483058604,0.00478531575,-0.00102366878,-0.000711012876,-0.00209718129,0.0192600765,-0.0326363609,-0.0270726028,-0.0265763118,-0.00251611302,-0.00150398193
0.278,-0.00214962797,0.0103106192,-0.00267523719,-0.0480316337,0.00501608346,-0.00103775162,-0.000723318589,-0.00208439904,0.0195505822,-0.0321574741,-0.0275800484,-0.0266705806,-0.00256578479,-0.00154627906
0.279,-0.00208347151,0.00987047399,-0.00211107022,-0.0477394714,0.00524942864,-0.0010512524,-0.000735185552,-0.0020710072,0.0198255066,-0.0316653655,-0.0280826977,-0.0267558694,-0.00261571727,-0.00158914113
0.28,-0.00201719867,0.00942483081,-0.00156165835,-0.0474296349,0.0054851333,-0.00106415258,-0.000746587466,-0.00205696993,0.0200846828,-0.031160691,-0.028580053,-0.0268320754,-0.00266588854,-0.00163254981
0.281,-0.00195084157,0.00897419243,-0.00102747688,-0.0471023869,0.0057229769,-0.00107643579,-0.000757499612,-0.00204224681,0.0203279643,-0.0306441599,-0.0290716264,-0.026899098,-0.00271627456,-0.00167648671
0.282,-0.00188443139,0.00851906204,-0.000508993935,-0.0467579772,0.00596274081,-0.00108808911,-0.000767899706,-0.00202678924,0.0205552272,-0.0301165533,-0.0295569446,-0.0269568344,-0.00276684799,-0.00172093396
0.283,-0.00181800163,0.00805994336,-6.64761048e-06,-0.0463966583,0.00620420194,-0.00109910156,-0.00077776657,-0.00201054366,0.0207663707,-0.0295787041,-0.0300355441,-0.0270051862,-0.00281757994,-0.00176587333
0.284,-0.00175159015,0.00759734061,0.000479169004,-0.0460186971,0.00644712862,-0.00110946293,-0.000787079023,-0.00199345529,0.0209613194,-0.0290314756,-0.030506969,-0.0270440658,-0.00286844142,-0.00181128561
0.285,-0.00168523935,0.00713175855,0.000948111113,-0.0456243793,0.00669128065,-0.00111916332,-0.000795815164,-0.00197547,0.0211400243,-0.0284757479,-0.0309707709,-0.0270733997,-0.00291940389,-0.00185715022
0.286,-0.00161899582,0.00666370287,0.00139988148,-0.0452140107,0.00693641088,-0.00112819334,-0.000803952202,-0.00195653483,0.0213024613,-0.0279124102,-0.0314265103,-0.0270931291,-0.00297043903,-0.00190344521
0.287,-0.00155290962,0.00619368025,0.00183422784,-0.044787916,0.00718226746,-0.00113654415,-0.000811466772,-0.0019365983,0.0214486299,-0.0273423543,-0.0318737565,-0.0271032092,-0.00302151844,-0.00195014713
0.288,-0.00148703341,0.00572219797,0.00225093916,-0.0443464384,0.00742859554,-0.00114420739,-0.000818335194,-0.00191561141,0.0215785523,-0.0267664675,-0.0323120886,-0.0271036102,-0.00307261366,-0.00199723096
0.289,-0.00142142133,0.00524976381,0.0026498415,-0.0438899408,0.00767513876,-0.00115117478,-0.000824533643,-0.00189352948,0.0216922728,-0.0261856202,-0.0327410954,-0.027094319,-0.00312369655,-0.00204466987
0.29,-0.00135612809,0.00477688691,0.00303079689,-0.0434188112,0.00792163984,-0.00115743736,-0.000830038124,-0.00187031581,0.0217898577,-0.0256006429,-0.0331603744,-0.0270753424,-0.00317473995,-0.00209243465
0.291,-0.00129120983,0.00430407947,0.00339371617,-0.042933481,0.00816783709,-0.0011629837,-0.000834823633,-0.00184594899,0.0218713935,-0.0250122827,-0.0335695282,-0.0270467157,-0.0032257194,-0.00214049261
0.292,-0.00122672631,0.00383185801,0.0037385794,-0.04243445,0.00841345933,-0.00116779786,-0.000838863138,-0.00182043051,0.0219369826,-0.0244211602,-0.0339681606,-0.0270085104,-0.00327661465,-0.00218880653
0.293,-0.00116273541,0.00336074223,0.00406539738,-0.0419222544,0.00865823842,-0.00117186239,-0.000842130628,-0.00179377703,0.0219867415,-0.0238278108,-0.0343558863,-0.0269608198,-0.00332740601,-0.00223733646
0.294,-0.00109929043,0.0028912512,0.00437418956,-0.041397444,0.00890191517,-0.00117516029,-0.000844603152,-0.00176601371,0.0220208,-0.0232327279,-0.0347323369,-0.0269037491,-0.00337807241,-0.00228604145
0.295,-0.00103644007,0.00242389909,0.00466498164,-0.0408605747,0.00914423806,-0.00117767549,-0.000846260972,-0.00173717154,0.0220393029,-0.0226363849,-0.035097161,-0.0268374112,-0.00342859207,-0.00233488047
0.296,-0.000974229244,0.00195919247,0.00493780871,-0.0403122058,0.00938496158,-0.00117939305,-0.000847087216,-0.00170728599,0.0220424115,-0.0220392461,-0.0354500239,-0.0267619265,-0.00347894281,-0.0023838128
0.297,-0.00091269993,0.00149762895,0.00519271981,-0.0397528999,0.00962384503,-0.00118029938,-0.000847067644,-0.00167639596,0.0220303039,-0.0214417717,-0.0357906087,-0.0266774214,-0.00352910211,-0.00243279822
0.298,-0.000851892298,0.00103969591,0.0054297834,-0.039183222,0.00986065151,-0.0011803824,-0.000846190421,-0.00164454288,0.0220031749,-0.0208444228,-0.0361186173,-0.0265840274,-0.00357904702,-0.00248179719
0.299,-0.000791846142,0.000585868922,0.00564909354,-0.0386037375,0.0100951468,-0.00117963193,-0.000844445907,-0.00161176906,0.0219612358,-0.0202476704,-0.0364337715,-0.0264818798,-0.00362875389,-0.00253077102
0.3,-0.000732602388,0.000136609502,0.00585077466,-0.0380150055,0.0103270992,-0.00117804051,-0.000841826618,-0.0015781143,0.0219047139,-0.0196520157,-0.0367358147,-0.0263711136,-0.00367819775,-0.00257968254
0.301,-0.000674203135,-0.000307637312,0.00603497516,-0.0374175602,0.0105562826,-0.00117560529,-0.000838327689,-0.00154360851,0.0218338536,-0.0190580326,-0.037024516,-0.0262518554,-0.00372735058,-0.00262849755
0.302,-0.000616690347,-0.000746444232,0.00620185326,-0.0368118853,0.0107824831,-0.00117233043,-0.000833947083,-0.00150826315,0.0217489188,-0.0184664121,-0.0372996728,-0.0261242128,-0.0037761793,-0.00267718609
0.303,-0.000560109547,-0.00117940059,0.00635160627,-0.0361984445,0.0110054908,-0.00116822416,-0.000828682973,-0.00147207877,0.0216501913,-0.0178779104,-0.0375611069,-0.0259882886,-0.00382464846,-0.00272571988
0.304,-0.00050451099,-0.0016061106,0.0064844833,-0.0355777017,0.0112250959,-0.00116329657,-0.00082253268,-0.00143505234,0.0215379697,-0.0172932995,-0.03780866,-0.0258441917,-0.00387272227,-0.00277407035
0.305,-0.000449948696,-0.0020261923,0.00660078217,-0.0349501264,0.0114410895,-0.00115755884,-0.000815492702,-0.00139718101,0.021412569,-0.0167133412,-0.0380421933,-0.0256920417,-0.00392036544,-0.00282220777
0.306,-0.000396479039,-0.00243927717,0.00670084281,-0.0343161947,0.0116532653,-0.00115102282,-0.000807558994,-0.0013584637,0.0212743198,-0.0161387756,-0.0382615859,-0.0255319704,-0.00396754348,-0.00287010108
0.307,-0.0003441594,-0.00284501024,0.00678504056,-0.0336763883,0.0118614207,-0.00114370087,-0.000798727237,-0.00131890177,0.0211235671,-0.0155703146,-0.0384667343,-0.0253641217,-0.00401422284,-0.00291771784
0.308,-0.000293046841,-0.00324305067,0.00685377985,-0.0330311937,0.0120653588,-0.00113560575,-0.000788993074,-0.00127849932,0.0209606704,-0.0150086383,-0.0386575514,-0.025188652,-0.00406037113,-0.0029650243
0.309,-0.00024319675,-0.00363307354,0.00690748779,-0.0323811017,0.0122648885,-0.00112675004,-0.000778352321,-0.00123726377,0.0207860027,-0.0144543899,-0.0388339644,-0.0250057312,-0.00410595805,-0.00301198518
0.31,-0.00019466143,-0.00401477165,0.00694660803,-0.0317266089,0.0124598247,-0.0011171453,-0.000766801756,-0.00119520787,0.0205999505,-0.0139081645,-0.0389959131,-0.0248155451,-0.0041509565,-0.00305856341
0.311,-0.000147489235,-0.00438785506,0.00697159781,-0.0310682235,0.0126499878,-0.00110680131,-0.00075434009,-0.00115235368,0.0204029105,-0.0133704884,-0.0391433482,-0.0246182977,-0.00419534281,-0.00310472029
0.312,-0.000101724386,-0.00475204944,0.00698292867,-0.0304064739,0.0128352031,-0.0010957255,-0.000740968142,-0.00110873665,0.0201952855,-0.0128417962,-0.0392762321,-0.0244142127,-0.00423909666,-0.00315041569
0.313,-5.74057884e-05,-0.00510709639,0.00698107476,-0.0297418948,0.0130153051,-0.0010839245,-0.000726689638,-0.00106440111,0.0199774838,-0.0123224579,-0.0393945401,-0.0242035262,-0.00428219952,-0.00319560941
0.314,-1.45671518e-05,-0.00545275465,0.00696650898,-0.0290750161,0.0131901387,-0.00107140508,-0.000711511474,-0.00101939636,0.0197499189,-0.0118128022,-0.0394982624,-0.0239864803,-0.00432463385,-0.0032402622
0.315,2.67621448e-05,-0.00578880115,0.0069397045,-0.0284063602,0.013359559,-0.00105817453,-0.000695443604,-0.000973774763,0.0195130088,-0.0113131286,-0.0395874044,-0.0237633211,-0.00436638275,-0.00328433628
0.316,6.65561951e-05,-0.00611503148,0.00690113661,-0.027736441,0.0135234305,-0.00104424075,-0.000678498847,-0.000927591061,0.0192671756,-0.0108237115,-0.0396619873,-0.0235342972,-0.00440742991,-0.00332779558
0.317,0.000104792109,-0.00643125973,0.00685128318,-0.0270657642,0.0136816275,-0.00102961259,-0.000660692411,-0.000880901939,0.0190128462,-0.0103448023,-0.0397220485,-0.0232996596,-0.00444776004,-0.00337060686
0.318,0.00014144974,-0.00673731806,0.00679062417,-0.026394828,0.0138340338,-0.00101429958,-0.000642040848,-0.000833765974,0.018750452,-0.00987662982,-0.0397676433,-0.0230596615,-0.00448735849,-0.00341273893
0.319,0.00017651156,-0.00703305625,0.00671964051,-0.0257241243,0.0139805431,-0.000998311417,-0.000622561148,-0.000786243492,0.0184804265,-0.00941939971,-0.0397988463,-0.0228145587,-0.00452621046,-0.00345416087
0.32,0.000209962859,-0.00731834087,0.00663881186,-0.0250541395,0.0141210583,-0.000981657885,-0.000602270472,-0.000738396147,0.0182032049,-0.00897329232,-0.0398157513,-0.0225646101,-0.00456430126,-0.00349484179
0.321,0.000241792202,-0.00759305449,0.00654861453,-0.0243853563,0.0142554923,-0.000964348614,-0.000581186078,-0.000690287474,0.0179192239,-0.00853845705,-0.0398184699,-0.0223100782,-0.00460161657,-0.00353475085
0.322,0.000271991908,-0.00785709497,0.0064495203,-0.0237182563,0.0143837673,-0.000946392802,-0.000559325211,-0.000641983738,0.0176289201,-0.00811500658,-0.0398071319,-0.02205123,-0.00463814256,-0.00357385701
0.323,0.000300558485,-0.00811037523,0.00634199416,-0.0230533153,0.0145058156,-0.000927799589,-0.000536705221,-0.000593552417,0.0173327293,-0.00770302481,-0.039781884,-0.0217883351,-0.00467386552,-0.00361212937
0.324,0.000327492776,-0.00835282263,0.0062264941,-0.0223910003,0.0146215802,-0.000908578471,-0.000513343679,-0.000545060594,0.0170310856,-0.00730257388,-0.0397428901,-0.0215216628,-0.00470877135,-0.00364953733
0.325,0.000352799629,-0.00858437737,0.00610347173,-0.0217317658,0.0147310154,-0.000888740009,-0.000489258828,-0.000496573548,0.0167244194,-0.00691369764,-0.0396903302,-0.0212514802,-0.00474284482,-0.00368605077
0.326,0.000376487558,-0.00880499157,0.00597337295,-0.021076052,0.0148340863,-0.000868296559,-0.00046447053,-0.000448154105,0.016413157,-0.00653642313,-0.0396243994,-0.0209780491,-0.00477606932,-0.00372164085
0.327,0.000398568743,-0.00901463074,0.00583663895,-0.0204242838,0.0149307679,-0.000847262072,-0.000439000623,-0.000399863387,0.0160977197,-0.00617076092,-0.0395453046,-0.0207016272,-0.00480842794,-0.00375628089
0.328,0.000419058783,-0.00921327581,0.00569370805,-0.0197768705,0.0150210431,-0.000825651659,-0.000412872632,-0.000351761494,0.0157785242,-0.00581670582,-0.0394532635,-0.0204224689,-0.00483990447,-0.00378994666
0.329,0.00043797577,-0.00940092411,0.00554501884,-0.0191342061,0.015104902,-0.000803481579,-0.000386111514,-0.000303907351,0.0154559825,-0.00547423919,-0.0393485032,-0.020140825,-0.00487048365,-0.00382261646
0.33,0.000455338863,-0.00957759003,0.00539101485,-0.0184966673,0.0151823409,-0.000780769497,-0.000358743473,-0.000256357795,0.0151305015,-0.00514333519,-0.0392312603,-0.0198569414,-0.00490015124,-0.00385427132
0.331,0.000471166568,-0.00974330595,0.00523214955,-0.0178646075,0.0152533616,-0.000757535084,-0.000330795882,-0.000209165225,0.0148024837,-0.00482397547,-0.0391017802,-0.0195710568,-0.00492889366,-0.00388489535
