r,R  4/ 2,R  5/ 2,R  6/ 2,R  7/ 2,R  8/ 2,R  9/ 2,R 10/ 2,I  4/ 2,I  5/ 2,I  6/ 2,I  7/ 2,I  8/ 2,I  9/ 2,I 10/ 2
0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001,1.6735554e-09,1.09191231e-11,-3.72867641e-10,-5.85946848e-12,-3.27354381e-11,-4.20400756e-13,-3.02264228e-12,3.5375409e-10,4.92580893e-11,-1.2196968e-10,-2.10318495e-11,7.48928104e-13,-1.00803902e-12,7.94446372e-13
0.002,2.15772074e-08,2.52069482e-10,-1.61816584e-09,-4.56787759e-11,-1.23143124e-10,-5.88566334e-12,-3.43703017e-12,4.73212036e-09,1.06766276e-09,-8.31046009e-10,-1.40026854e-10,2.77503033e-11,-3.96509943e-12,9.17450139e-12
0.003,1.04242235e-07,1.76105388e-09,-3.79466739e-09,-1.69797198e-10,-2.57844829e-10,-2.20452922e-11,8.01887474e-12,2.31442509e-08,7.32878343e-09,-2.72767098e-09,-4.3849094e-10,1.59210193e-10,1.63890271e-12,2.62741771e-11
0.004,3.23720521e-07,7.14976107e-09,-6.33311618e-09,-4.63416821e-10,-4.28790513e-10,-5.05208214e-11,2.88182949e-11,7.23774387e-08,2.96370793e-08,-6.29763632e-09,-9.93964482e-10,4.91348084e-10,2.56248746e-11,4.95693564e-11
0.005,7.83527553e-07,2.13726927e-08,-7.44268349e-09,-1.07501898e-09,-6.2821332e-10,-9.18548675e-11,5.42787929e-11,1.76032098e-07,8.85572075e-08,-1.19716578e-08,-1.88486166e-09,1.11278076e-09,7.0481948e-11,7.96710183e-11
0.006,1.61653673e-06,5.25007028e-08,-3.34081545e-09,-2.27242662e-09,-8.42813833e-10,-1.46867533e-10,8.16316692e-11,3.64557105e-07,2.17648519e-07,-2.02956811e-08,-3.18335808e-09,2.10134664e-09,1.33998661e-10,1.18013189e-10
0.007,2.98482051e-06,1.12482584e-07,1.27601495e-08,-4.54335006e-09,-1.0517593e-09,-2.15644892e-10,1.09663551e-10,6.7529004e-07,4.66694502e-07,-3.20893524e-08,-4.94156502e-09,3.52900878e-09,2.12320616e-10,1.6560389e-10
0.008,5.07944457e-06,2.17888648e-07,5.19174692e-08,-8.751556e-09,-1.22723828e-09,-2.9677311e-10,1.38066522e-10,1.15249856e-06,9.04917144e-07,-4.85793935e-08,-7.17446063e-09,5.46726126e-09,3.01618241e-10,2.22925074e-10
0.009,8.12021766e-06,3.90635378e-07,1.30967921e-07,-1.63568068e-08,-1.33613221e-09,-3.87301831e-10,1.67027518e-10,1.84742059e-06,1.62416833e-06,-7.15164672e-08,-9.84103785e-09,7.99045566e-09,3.9884726e-10,2.90038918e-10
0.01,1.23553976e-05,6.58691028e-07,2.74277087e-07,-2.97065552e-08,-1.3419324e-09,-4.8304563e-10,1.96963463e-10,2.81830193e-06,2.74209259e-06,-1.03282325e-07,-1.28238314e-08,1.11764253e-08,5.02013414e-10,3.66665706e-10
0.011,1.80613534e-05,1.05676168e-06,5.15723806e-07,-5.24079069e-08,-1.20660943e-09,-5.78876765e-10,2.28334754e-10,4.13043047e-06,4.40525657e-06,-1.46989453e-07,-1.59065156e-08,1.51044144e-08,6.10190935e-10,4.52215039e-10
0.012,2.55421824e-05,1.62695682e-06,9.00916988e-07,-8.97886957e-08,-8.92420306e-10,-6.68854043e-10,2.61506277e-10,5.85616612e-06,6.79224102e-06,-2.06572457e-07,-1.87493482e-08,1.98504054e-08,7.23469988e-10,5.45785851e-10
0.013,3.51292838e-05,2.41943329e-06,1.48964266e-06,-1.49456521e-07,-3.63704808e-10,-7.46150848e-10,2.96637348e-10,8.07496569e-06,1.01166911e-05,-2.86868978e-07,-2.08625192e-08,2.54798342e-08,8.42948327e-10,6.46151804e-10
0.014,4.71808869e-05,3.49301627e-06,2.3585393e-06,-2.41964391e-07,4.11288893e-10,-8.02789831e-10,3.33588921e-10,1.08734022e-05,1.46303206e-05,-3.93687414e-07,-2.15777226e-08,3.20375267e-08,9.70827153e-10,7.51744428e-10
0.015,6.20815347e-05,4.91579605e-06,3.60399937e-06,-3.81591297e-07,1.45854846e-09,-8.29191536e-10,3.71837913e-10,1.43451778e-05,2.06258666e-05,-5.33858623e-07,-2.00184633e-08,3.95345621e-08,1.11063337e-09,8.60641819e-10
0.016,8.0241523e-05,6.76569919e-06,5.3452949e-06,-5.87245709e-07,2.79644136e-09,-8.1353016e-10,4.10393853e-10,1.85911294e-05,2.8439989e-05,-7.15268921e-07,-1.50697411e-08,4.79316638e-08,1.26756944e-09,9.70570518e-10
0.017,0.000102096296,9.13103279e-06,7.72792459e-06,-8.83499629e-07,4.43391771e-09,-7.40872765e-10,4.47710948e-10,2.37192272e-05,3.84561124e-05,-9.46871845e-07,-5.34784117e-09,5.71186566e-08,1.44898631e-09,1.07892248e-09
0.018,0.000128105797,1.21110006e-05,1.09271797e-05,-1.30176052e-06,6.36884823e-09,-5.92065065e-10,4.81595324e-10,2.98445647e-05,5.11072053e-05,-1.23867639e-06,1.08289793e-08,6.68894802e-08,1.66497377e-09,1.18279429e-09
0.019,0.000158753778,1.58161896e-05,1.51519259e-05,-1.88158805e-06,8.58659114e-09,-3.42320688e-10,5.09100769e-10,3.70893398e-05,6.68784928e-05,-1.60170958e-06,3.54680589e-08,7.69122328e-08,1.92906814e-09,1.27904706e-09
0.02,0.000194547064,2.03690254e-05,2.06485975e-05,-2.6721624e-06,1.10588801e-08,4.05398023e-11,5.26416693e-10,4.55828274e-05,8.63100991e-05,-2.04795136e-06,7.09272509e-08,8.66936912e-08,2.25907601e-09,1.36439476e-09
0.021,0.000236014777,2.5904196e-05,2.77054015e-05,-3.73391032e-06,1.37431339e-08,5.98258844e-10,5.28740735e-10,5.54613421e-05,0.000109999616,-2.59023988e-06,1.19936132e-07,9.55377389e-08,2.67802574e-09,1.43551679e-09
0.022,0.000283707526,3.25690409e-05,3.66567267e-05,-5.140295e-06,1.65823405e-08,1.38478093e-09,5.10143275e-10,6.68681917e-05,0.000138604598,-3.24214542e-06,1.85612349e-07,1.02497127e-07,3.21526366e-09,1.48920791e-09
0.023,0.000338196548,4.0523906e-05,4.7887755e-05,-6.97977539e-06,1.95057144e-08,2.46936938e-09,4.63400221e-10,7.99536202e-05,0.000172844966,-4.01781162e-06,2.71472923e-07,1.06318064e-07,3.90766174e-09,1.52255744e-09
0.024,0.000400072811,4.99424611e-05,6.18392702e-05,-9.35794032e-06,2.24303148e-08,3.94030088e-09,3.79814174e-10,9.48747391e-05,0.000213505337,-4.93176273e-06,3.81438904e-07,1.05377007e-07,4.80098208e-09,1.53317869e-09
0.025,0.000469946089,6.10119805e-05,7.90126593e-05,-1.23998223e-05,2.52637342e-08,5.90921235e-09,2.49009571e-10,0.000111795449,0.000261437255,-5.99867518e-06,5.19832239e-07,9.76090831e-08,5.95141832e-09,1.51946327e-09
0.026,0.000548443986,7.39335828e-05,9.99751025e-05,-1.62523959e-05,2.7908021e-08,8.51611644e-09,5.87110059e-11,0.000130886351,0.000317561335,-7.23311228e-06,6.91363891e-07,8.04276136e-08,7.42727663e-09,1.48090184e-09
0.027,0.00063621094,8.89224309e-05,0.000125364947,-2.10872643e-05,3.02650763e-08,1.19351896e-08,-2.05514475e-10,0.000152324643,0.000382869301,-8.64922062e-06,9.01112107e-07,5.06341935e-08,9.31085819e-09,1.41842062e-09
0.028,0.000733907179,0.000106207889,0.00015589726,-2.71035393e-05,3.22437175e-08,1.63813307e-08,-5.6054262e-10,0.000176294009,0.000458425937,-1.02603871e-05,1.15448976e-06,4.3187539e-09,1.17004752e-08,1.33481929e-09
0.029,0.00084220766,0.000126033637,0.00019236955,-3.45309164e-05,3.3768733e-08,2.2117632e-08,-1.02601815e-09,0.000202984496,0.00054537092,-1.20788555e-05,1.45719964e-06,-6.32509502e-08,1.47126998e-08,1.2352008e-09
0.03,0.000961800962,0.000148657737,0.000235667663,-4.36329499e-05,3.47923091e-08,2.94636974e-08,-1.62473053e-09,0.000232592375,0.000644920549,-1.41153015e-05,1.81517676e-06,-1.57751054e-07,1.84847401e-08,1.12756329e-09
0.031,0.00109338816,0.000174352654,0.000286771827,-5.47105295e-05,3.53085234e-08,3.88048839e-08,-2.38306174e-09,0.000265319996,0.000758369355,-1.63783682e-05,2.23451752e-06,-2.85934803e-07,2.3177071e-08,1.02336402e-09
0.032,0.00123768165,0.000203405232,0.00034676286,-6.81055619e-05,3.53709074e-08,5.06023961e-08,-3.33153664e-09,0.00030137562,0.000887091582,-1.88741591e-05,2.72139581e-06,-4.55777653e-07,2.89759845e-08,9.38303795e-10
0.033,0.00139540396,0.000236116618,0.00041682852,-8.42048596e-05,3.51117394e-08,6.54049587e-08,-4.50525561e-09,0.00034097325,0.00103254256,-2.16056849e-05,3.28195785e-06,-6.7663528e-07,3.60967405e-08,8.92917308e-10
0.034,0.00156728657,0.000272802132,0.000498269999,-0.000103444236,3.47641917e-08,8.38613927e-08,-5.94445936e-09,0.00038433245,0.00119625995,-2.4572261e-05,3.92220037e-06,-9.59414435e-07,4.47865579e-08,9.13511176e-10
0.035,0.00175406865,0.000313791094,0.000592508548,-0.000126312814,3.46883975e-08,1.0673434e-07,-7.69515382e-09,0.000431678144,0.00137986486,-2.77688597e-05,4.64783156e-06,-1.31675701e-06,5.532792e-08,1.03289611e-09
0.036,0.00195649582,0.000359426589,0.000701092235,-0.000153357536,3.54014723e-08,1.34915091e-07,-9.80990055e-09,0.000483240408,0.00158506284,-3.11854125e-05,5.46411289e-06,-1.76323817e-06,6.80417996e-08,1.29162228e-09
0.037,0.00217531891,0.00041006518,0.000825702808,-0.000185187898,3.76117948e-08,1.69439785e-07,-1.23485903e-08,0.000539254254,0.00181364467,-3.48060629e-05,6.37568079e-06,-2.31557877e-06,8.32912477e-08,1.73883048e-09
0.038,0.00241129258,0.000466076567,0.000968162679,-0.000222480879,4.22577114e-08,2.11506764e-07,-1.53794382e-08,0.000599959391,0.00206748712,-3.86083663e-05,7.38634743e-06,-2.99287283e-06,1.01484715e-07,2.4337896e-09
0.039,0.00266517413,0.000527843189,0.001130442,-0.000265986092,5.05512728e-08,2.62495314e-07,-1.89799326e-08,0.000665599986,0.00234855343,-4.25624366e-05,8.49887991e-06,-3.81683016e-06,1.23079747e-07,3.44686401e-09
0.04,0.00293772211,0.000595759765,0.00131466582,-0.000316531135,6.40275641e-08,3.23985557e-07,-2.32380924e-08,0.000736424403,0.00265889375,-4.66300389e-05,9.7147574e-06,-4.81203527e-06,1.48586271e-07,4.86142847e-09
0.041,0.00322969498,0.000670232776,0.00152312137,-0.000375027153,8.46011162e-08,3.97779392e-07,-2.82537243e-08,0.000812684937,0.00300064532,-5.07636297e-05,1.10339075e-05,-6.00622204e-06,1.7857028e-07,6.77506589e-09
0.042,0.00354184981,0.000751679897,0.0017582653,-0.000442474605,1.14629306e-07,4.85922473e-07,-3.41401665e-08,0.000894637525,0.00337603254,-5.49053431e-05,1.24544236e-05,-7.43056506e-06,2.13656689e-07,9.30199239e-09
0.043,0.00387494089,0.000840529346,0.00202273113,-0.000519969225,1.56977565e-07,5.9072843e-07,-4.10254054e-08,0.000982541461,0.00378736683,-5.89859037e-05,1.39722483e-05,-9.11998861e-06,2.54533177e-07,1.25740933e-08
0.044,0.00422971841,0.000937219196,0.0023193366,-0.00060870819,2.15090352e-07,7.1480404e-07,-4.90537888e-08,0.00107665909,0.00423704642,-6.29234728e-05,1.55808349e-05,-1.11134928e-05,3.01952766e-07,1.6743608e-08
0.045,0.00460692708,0.00104219661,0.00265109121,-0.000709996482,2.93070467e-07,8.61075106e-07,-5.83876382e-08,0.00117725551,0.00472755584,-6.66224312e-05,1.7270788e-05,-1.34544968e-05,3.56736803e-07,2.19844575e-08
0.046,0.00500730479,0.001155917,0.00302120362,-0.000825253431,3.95766067e-07,1.03281346e-06,-6.92095029e-08,0.00128459821,0.00526146529,-6.99720923e-05,1.90294813e-05,-1.61912012e-05,4.19776889e-07,2.84956564e-08
0.047,0.00543158128,0.00127884317,0.00343308921,-0.00095601946,5.28865717e-07,1.23366476e-06,-8.17240496e-08,0.00139895677,0.00584142983,-7.28453443e-05,2.08406521e-05,-1.93769692e-05,4.92037243e-07,3.65028649e-08
0.048,0.00588047673,0.00141144435,0.00389037753,-0.00110396299,6.99001397e-07,1.46767718e-06,-9.61607127e-08,0.00152060253,0.00647018834,-7.50972159e-05,2.26839741e-05,-2.3070729e-05,5.74555525e-07,4.62624944e-08
0.049,0.00635470046,0.00155419517,0.0043969198,-0.00127088753,9.13861058e-07,1.73933055e-06,-1.12775861e-07,0.00164980816,0.00715056232,-7.65633673e-05,2.45346084e-05,-2.73373966e-05,6.68444146e-07,5.80635219e-08
0.05,0.00685494959,0.00170757458,0.0049567963,-0.00145873892,1.18231294e-06,2.0535654e-06,-1.31856058e-07,0.00178684737,0.00788545443,-7.7058508e-05,2.63627362e-05,-3.22483229e-05,7.74889845e-07,7.22325188e-08
0.051,0.00738190766,0.00187206473,0.0055743238,-0.00166961276,1.51454864e-06,2.41581082e-06,-1.53721023e-07,0.0019319945,0.00867784684,-7.63747599e-05,2.813308e-05,-3.78817622e-05,8.95154162e-07,8.91359967e-08
0.052,0.00793624331,0.00204814973,0.00625406277,-0.00190576196,1.92224245e-06,2.83201001e-06,-1.78727776e-07,0.00208552411,0.00953079929,-7.42799656e-05,2.98044204e-05,-4.43233601e-05,1.0305702e-06,1.09186525e-07
0.053,0.00851860898,0.00223631442,0.00700082471,-0.00216960442,2.41869855e-06,3.30865184e-06,-2.07272005e-07,0.00224771061,0.010447447,-7.0515836e-05,3.13290572e-05,-5.16666598e-05,1.18254167e-06,1.32845278e-07
0.054,0.00912963962,0.00243704303,0.0078196793,-0.00246373094,3.01900967e-06,3.85280169e-06,-2.39790604e-07,0.00241882785,0.0114309987,-6.47959932e-05,3.26522647e-05,-6.0013631e-05,1.35253788e-06,1.60628209e-07
0.055,0.00976995144,0.00265081774,0.00871596149,-0.00279091312,3.74023399e-06,4.47213034e-06,-2.76764213e-07,0.00259914871,0.0124847335,-5.68039287e-05,3.37117425e-05,-6.94752215e-05,1.54208903e-06,1.93109368e-07
0.056,0.0104401406,0.00287811727,0.00969527841,-0.00315411145,4.60158654e-06,5.17494151e-06,-3.18720225e-07,0.00278894468,0.013611999,-4.619086e-05,3.44370602e-05,-8.0171936e-05,1.75277845e-06,2.30928329e-07
0.057,0.0111407822,0.00311941531,0.0107635162,-0.00355648351,5.62464554e-06,5.97019797e-06,-3.66235667e-07,0.00298848544,0.0148162076,-3.25734833e-05,3.47490956e-05,-9.22344396e-05,1.9862349e-06,2.74794337e-07
0.058,0.0118724286,0.00337517896,0.0119268466,-0.00400139221,6.83357374e-06,6.86754587e-06,-4.19939875e-07,0.0031980384,0.0161008338,-1.5531615e-05,3.45594716e-05,-0.000105804191,2.24412109e-06,3.25494587e-07
0.059,0.0126356087,0.00364586708,0.0131917334,-0.00449241418,8.25535823e-06,7.87733629e-06,-4.8051773e-07,0.00341786831,0.0174694104,5.39427701e-06,3.37699958e-05,-0.000121034104,2.52812175e-06,3.83899279e-07
0.06,0.0134308266,0.00393192856,0.0145649389,-0.0050333481,9.92007441e-06,9.01064385e-06,-5.48711812e-07,0.00364823675,0.0189255253,3.07056392e-05,3.22721073e-05,-0.000138089238,2.83992807e-06,4.5097118e-07
0.061,0.0142585603,0.00423380054,0.0160535295,-0.00562822326,1.18611883e-05,1.02792773e-05,-6.25327581e-07,0.00388940174,0.0204728171,6.09484531e-05,2.99463538e-05,-0.000157147523,3.18122172e-06,5.27773766e-07
0.062,0.0151192608,0.00455190669,0.0176648817,-0.00628130798,1.41158903e-05,1.16957878e-05,-7.11238875e-07,0.00414161717,0.022114971,9.6715905e-05,2.66619163e-05,-0.000178400504,3.55365421e-06,6.1548384e-07
0.063,0.0160133507,0.00488665523,0.0194066874,-0.00699711814,1.67253728e-05,1.32734859e-05,-8.0738717e-07,0.00440513242,0.0238557143,0.000138651365,2.22760703e-05,-0.000202054138,3.95882893e-06,7.1539414e-07
0.064,0.0169412234,0.00523843704,0.0212869594,-0.00778042571,1.97351197e-05,1.50264491e-05,-9.14779871e-07,0.00468019191,0.0256988123,0.000187451498,1.66337014e-05,-0.000228329629,4.39827631e-06,8.28921967e-07
0.065,0.0179032419,0.00560762369,0.0233140359,-0.00863626725,2.31952329e-05,1.69695204e-05,-1.0344928e-06,0.00496703458,0.0276480629,0.000243869465,9.56688483e-06,-0.000257464275,4.87342915e-06,9.57616203e-07
0.066,0.0188997382,0.00599456546,0.0254965854,-0.00956995239,2.71607823e-05,1.91183e-05,-1.16767051e-06,0.0052658935,0.0297072918,0.000308718241,8.94515996e-07,-0.00028971238,5.38559411e-06,1.10316884e-06
0.067,0.0199310117,0.00639958924,0.027843611,-0.0105870723,3.16921814e-05,2.14891315e-05,-1.31552908e-06,0.00557699533,0.0318803473,0.000382874051,-9.57799772e-06,-0.000325346188,5.93592052e-06,1.26742414e-06
0.068,0.0209973288,0.00682299646,0.0303644535,-0.0116935078,3.68555928e-05,2.40990781e-05,-1.47935652e-06,0.00590055989,0.0341710943,0.000467279909,-2.20589771e-05,-0.000364656896,6.52536077e-06,1.45239071e-06
0.069,0.0220989217,0.00726506095,0.0330687953,-0.0128954381,4.27233961e-05,2.69658876e-05,-1.66051744e-06,0.00623679971,0.0365834089,0.000562949152,-3.67706346e-05,-0.000407955743,7.15462549e-06,1.66025303e-06
0.07,0.0232359878,0.0077260267,0.0359666626,-0.0141993483,4.9374815e-05,3.01079238e-05,-1.86045848e-06,0.00658591953,0.0391211721,0.000670968735,-5.39491362e-05,-0.000455575207,7.82413731e-06,1.89338934e-06
0.071,0.0244086853,0.00820610494,0.0390684224,-0.0156120362,5.68969467e-05,3.35440243e-05,-2.08073721e-06,0.00694811515,0.041788258,0.00079250136,-7.38443406e-05,-0.000507870207,8.5339976e-06,2.15440218e-06
0.072,0.02561713,0.00870547183,0.0423847777,-0.0171406178,6.53860225e-05,3.72933315e-05,-2.32307876e-06,0.00732357186,0.0445885195,0.000928786414,-9.67190527e-05,-0.00056521915,9.28393992e-06,2.44616913e-06
0.073,0.0268613995,0.00922426761,0.0459267764,-0.018792538,7.49473852e-05,4.13753235e-05,-2.58932948e-06,0.0077124658,0.0475257921,0.00108114445,-0.000122849264,-0.000628025352,1.00733202e-05,2.77185186e-06
0.074,0.0281415359,0.00976259553,0.0497058185,-0.0205755806,8.56955489e-05,4.58097573e-05,-2.88140275e-06,0.00811496438,0.0506038932,0.00125098189,-0.000152524015,-0.000696718322,1.0901074e-05,3.13486773e-06
0.075,0.0294575418,0.0103205186,0.0537336513,-0.0224978731,9.77546235e-05,5.06165739e-05,-3.20126519e-06,0.00853122495,0.0538266092,0.00143979498,-0.000186044923,-0.000771754839,1.17656941e-05,3.53889098e-06
0.076,0.030809379,0.0108980576,0.0580223675,-0.0245678941,0.000111258878,5.58157878e-05,-3.55092954e-06,0.00896139421,0.0571976878,0.00164917366,-0.000223725567,-0.000853620181,1.26652131e-05,3.98784675e-06
0.077,0.0321969676,0.0114951886,0.062584405,-0.0267944797,0.000126353335,6.14273764e-05,-3.93245301e-06,0.00940560777,0.06072083,0.00188080539,-0.000265890718,-0.000942829419,1.35971863e-05,4.48593167e-06
0.078,0.0336201854,0.0121118412,0.0674325445,-0.0291868306,0.00014319433,6.74711644e-05,-4.34791528e-06,0.00986398975,0.0643996825,0.0021364791,-0.000312875399,-0.0010399287,1.45586848e-05,5.03760593e-06
0.079,0.035078867,0.0127478965,0.0725799079,-0.0317545182,0.000161949922,7.39667483e-05,-4.79939588e-06,0.0103366523,0.0682378298,0.00241808962,-0.000365023747,-0.00114549639,1.55463018e-05,5.64760818e-06
0.08,0.0365728028,0.0134031854,0.0780399566,-0.0345074917,0.000182799772,8.09335155e-05,-5.28890544e-06,0.0108236952,0.0722387864,0.00272764358,-0.000422687689,-0.00126014395,1.6556146e-05,6.32091668e-06
0.081,0.0381017402,0.0140774858,0.0838264932,-0.0374560837,0.000205933535,8.83909483e-05,-5.8182341e-06,0.0113252056,0.0764059938,0.00306726979,-0.000486226021,-0.00138451679,1.7583762e-05,7.062684e-06
0.082,0.0396653847,0.0147705188,0.0899536652,-0.0406110163,0.00023154824,9.63590433e-05,-6.38870639e-06,0.0118412584,0.0807428218,0.00343923367,-0.000556004144,-0.00151929574,1.86240897e-05,7.87810774e-06
0.083,0.041263398,0.0154819472,0.0964359577,-0.0439834069,0.000259850503,0.000104857811,-7.00140229e-06,0.0123719153,0.0852525553,0.00384593835,-0.00063238988,-0.00166519832,1.96714291e-05,8.77254938e-06
0.084,0.0428953957,0.016211375,0.103288185,-0.0475847722,0.000291058494,0.0001139068,-7.65728249e-06,0.0129172241,0.0899383824,0.00428992559,-0.000715749981,-0.00182298067,2.07195065e-05,9.75158674e-06
0.085,0.0445609473,0.0169583443,0.110525483,-0.0514270332,0.000325402645,0.000123524894,-8.35720313e-06,0.0134772181,0.0948033861,0.00477387937,-0.000806447174,-0.00199343958,2.17614843e-05,1.08210197e-05
0.086,0.0462595748,0.0177223338,0.118163303,-0.0555225185,0.000363125813,0.000133730165,-9.10190311e-06,0.014051916,0.0998505368,0.00530063034,-0.000904836987,-0.00217741429,2.27899563e-05,1.19868099e-05
0.087,0.0479907527,0.0185027567,0.126217404,-0.0598839684,0.000404483183,0.000144539795,-9.89197403e-06,0.0146413216,0.105082684,0.0058731606,-0.00101126427,-0.00237578811,2.37969807e-05,1.32550419e-05
0.088,0.0497539068,0.0192989594,0.134703846,-0.0645245378,0.00044974187,0.000155970009,-1.0727827e-05,0.0152454229,0.110502547,0.00649460885,-0.00112605937,-0.00258948981,2.47741808e-05,1.46318437e-05
0.089,0.051548414,0.0201102192,0.14363898,-0.0694577994,0.000499179939,0.000168036169,-1.16096185e-05,0.0158641924,0.116112711,0.00716827673,-0.00124953397,-0.00281949462,2.57129143e-05,1.61233171e-05
0.09,0.0533736021,0.0209357434,0.153039442,-0.074697747,0.00055308384,0.000180753131,-1.25371212e-05,0.0164975862,0.121915616,0.007897639,-0.00138197643,-0.0030668244,2.66044171e-05,1.77353866e-05
0.091,0.0552287515,0.0217746659,0.162922158,-0.0802587979,0.000611741807,0.000194136394,-1.35093076e-05,0.0171455439,0.127913559,0.00868636569,-0.00152364822,-0.0033325478,2.74397597e-05,1.94734825e-05
0.092,0.0571130991,0.0226260365,0.173304347,-0.0861557921,0.000675434509,0.00020820343,-1.45237155e-05,0.017807991,0.134108711,0.00953835544,-0.00167478246,-0.003617782,2.82098021e-05,2.13421534e-05
0.093,0.0590258349,0.0234888249,0.184203506,-0.0924039946,0.000744438616,0.000222972591,-1.55770837e-05,0.0184848357,0.140503093,0.0104577303,-0.00183557332,-0.0039236934,2.8905391e-05,2.33453099e-05
0.094,0.0609661006,0.0243619194,0.195637387,-0.0990190948,0.000819029485,0.000238462174,-1.6665764e-05,0.0191759689,0.147098561,0.0114488311,-0.00200616788,-0.0042514999,2.95177494e-05,2.54864148e-05
0.095,0.0629329888,0.0252441247,0.207623989,-0.106017205,0.000899480386,0.000254690121,-1.77858213e-05,0.0198812629,0.153896802,0.012516221,-0.00218665976,-0.00460247359,3.00386699e-05,2.77683815e-05
0.096,0.064925543,0.0261341598,0.22018154,-0.113414858,0.000986060131,0.000271674013,-1.8933046e-05,0.0206005719,0.160899325,0.0136646902,-0.0023770827,-0.00497794269,3.04606892e-05,3.0193535e-05
0.097,0.0669427582,0.0270306556,0.233328488,-0.121229006,0.00107902991,0.00028943099,-2.01029608e-05,0.0213337311,0.168107454,0.0148992624,-0.00257740393,-0.00537929347,3.07773289e-05,3.27633874e-05
0.098,0.0689835803,0.027932153,0.24708349,-0.129477011,0.00117863927,0.000307977863,-2.12907823e-05,0.0220805565,0.175522323,0.0162252005,-0.00278751749,-0.00580797185,3.0983546e-05,3.54786663e-05
0.099,0.0710469076,0.0288371015,0.261465398,-0.138176651,0.001285121,0.000327330932,-2.24915115e-05,0.0228408446,0.18314487,0.0176480145,-0.00300723748,-0.00626548466,3.10762283e-05,3.83389488e-05
0.1,0.0731316258,0.0297438722,0.276493389,-0.147346177,0.00139868387,0.000347506657,-2.36998573e-05,0.0236143828,0.190975923,0.0191734829,-0.00323629241,-0.00675340431,3.10548365e-05,4.13425412e-05
0.101,0.0752367242,0.0306507982,0.292187427,-0.15700456,0.00151950165,0.000368522357,-2.49090702e-05,0.0244009861,0.199016513,0.0208077213,-0.00347432642,-0.007273383,3.09209981e-05,4.44858673e-05
0.102,0.0773611809,0.0315561078,0.308567873,-0.167171272,0.00164769711,0.000390397014,-2.61094733e-05,0.0252004601,0.20726759,0.0225572215,-0.00372090058,-0.00782714312,3.06772648e-05,4.77623672e-05
0.103,0.0795038131,0.0324578661,0.325654869,-0.177865967,0.00178334657,0.000413151473,-2.72899649e-05,0.0260125527,0.215729604,0.0244288103,-0.00397548141,-0.00841645627,3.03275018e-05,5.11631827e-05
0.104,0.0816633691,0.0333540112,0.343468634,-0.189108632,0.0019264862,0.000436809238,-2.84387569e-05,0.0268369824,0.224402723,0.0264296652,-0.00423743803,-0.0090431524,2.98769857e-05,5.4678055e-05
0.105,0.0838385626,0.0342423633,0.362029579,-0.200919652,0.00207711092,0.000461397035,-2.95428305e-05,0.0276734481,0.233286911,0.0285673307,-0.00450603785,-0.00970912681,2.93317879e-05,5.8295918e-05
0.106,0.0860280747,0.0351206204,0.381358288,-0.213319796,0.00223517014,0.000486945463,-3.0587408e-05,0.0285216297,0.242381927,0.0308497309,-0.00478044087,-0.0104163423,2.8698408e-05,6.20049971e-05
0.107,0.0882305557,0.035986354,0.401475511,-0.226330204,0.0024005629,0.000513489644,-3.1555625e-05,0.0293811876,0.251687319,0.0332851855,-0.00505969433,-0.0111668303,2.7983563e-05,6.57928294e-05
0.108,0.0904446271,0.0368370046,0.422402144,-0.239972377,0.00257313239,0.000541069929,-3.242825e-05,0.0302517627,0.261202422,0.0358824267,-0.00534272754,-0.0119626916,2.71942613e-05,6.96461582e-05
0.109,0.0926688843,0.0376698773,0.444159222,-0.254268163,0.00275265982,0.000569732752,-3.31834487e-05,0.0311329761,0.27092635,0.0386506209,-0.00562834693,-0.0128060954,2.63379929e-05,7.35508701e-05
0.11,0.0949018995,0.0384821367,0.466767899,-0.269239747,0.00293885629,0.00059953189,-3.37964768e-05,0.032024429,0.280857998,0.0415993944,-0.00591523088,-0.0136992787,2.5422931e-05,7.74917543e-05
0.111,0.0971422267,0.0392708002,0.490249457,-0.284909636,0.00313134992,0.000630530641,-3.42390542e-05,0.0329257027,0.290996042,0.044738876,-0.00620192509,-0.014644544,2.44577708e-05,8.14521419e-05
0.112,0.0993884084,0.0400327243,0.514625299,-0.301300637,0.00332966962,0.000662804105,-3.44784424e-05,0.0338363593,0.301338959,0.0480797501,-0.00648683878,-0.0156442599,2.34513269e-05,8.54133604e-05
0.113,0.101638976,0.0407646037,0.539916927,-0.318435851,0.00353324598,0.00069643849,-3.44782447e-05,0.0347559407,0.311885008,0.0516332678,-0.00676823759,-0.0167008596,2.24128437e-05,8.93551306e-05
0.114,0.103892452,0.0414629662,0.566145911,-0.336338643,0.00374141104,0.000731530548,-3.419888e-05,0.035683968,0.322632216,0.055411259,-0.00704423917,-0.0178168407,2.13522875e-05,9.32557318e-05
0.115,0.106147353,0.0421241656,0.593333867,-0.35503263,0.00395339419,0.000768187953,-3.35976814e-05,0.036619942,0.333578379,0.0594261562,-0.00731281005,-0.0189947658,2.0280098e-05,9.70920269e-05
